comparison_id,source_mode_name,control_support_type,control_variant,sample_pool,n_rows,gt_inside_support_rate_posthoc,top1_near_gt_rate_posthoc,topk_contains_near_gt_rate_posthoc,multiple_topk_peaks_near_gt_rate_posthoc,all_topk_far_rate_posthoc,stable_cluster_tube_rate,jumping_peak_rate,diffuse_or_unstable_rate,median_best_topk_distance_to_gt_px_posthoc,median_peak_background_ratio,median_support_area_px,median_area_ratio_vs_true_mode,serious_peak_competition_rate,scatter_cluster_type_mix,temporal_stability_label_mix,interpretation,provenance_labels
NC0198,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=413,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,54.075,1.4883,28989,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0199,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=414,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,64.352,1.5518,29372,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0200,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=415,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,66.033,1.5768,29372,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0201,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=416,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,59.294,1.5874,29673,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0202,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=417,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,55.088,1.5152,29619,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0203,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=418,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,58.84,1.4501,29628,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0204,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=419,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,44.686,1.3365,29628,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0205,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=454,paired_optical_object_sar_gt=1,1,1,1,1,1,0,0,0,0,68.523,1.4231,25911,1,1,azimuth_spread_cluster=1,insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0206,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=463,paired_optical_object_sar_gt=1,1,0,0,1,1,0,0,0,0,81.131,1.4475,19251,1,1,azimuth_spread_cluster=1,insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0207,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=467,paired_optical_object_sar_gt=1,1,1,1,1,1,0,0,0,0,23.032,1.1438,16740,1,1,azimuth_spread_cluster=1,insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0208,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=52,paired_optical_object_sar_gt=2,2,0,0,0,0.5,0.5,0,0,0,253.683,1.6456,53586,1,1,diffuse_clutter=1;azimuth_spread_cluster=1,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0209,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=56,paired_optical_object_sar_gt=1,1,0,0,0,0,1,0,0,0,352.894,2.0555,106083,1,1,diffuse_clutter=1,insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
