gt_id,scene,sar_frame,pool_type,gt_box_available,image_available,gt_x,gt_y,gt_w,gt_h,gt_area_px,gt_aspect_ratio,gt_long_axis_px,gt_short_axis_px,gt_orientation_proxy,near_image_boundary,valid_for_scale_reference,scale_outlier_flag,scale_outlier_reason,notes
311,GM_RM019,4,paired_215,yes,yes,1186.84,1195.994,149.373,65.033,9714.174,2.2969,149.373,65.033,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=97.861
312,GM_RM019,4,sar_only,yes,yes,978.356,1190.606,144.31,69.756,10066.488,2.0688,144.31,69.756,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=89.979
313,GM_RM019,8,dropout_special,yes,yes,991.506,1197.553,140.322,69.546,9758.834,2.0177,140.322,69.546,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=86.782
314,GM_RM019,8,paired_215,yes,yes,1196.732,1195.077,146.206,70.677,10333.401,2.0687,146.206,70.677,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=97.348
315,GM_RM019,27,paired_215,yes,yes,1296.876,1186.528,179.453,75.617,13569.698,2.3732,179.453,75.617,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=96.093
316,GM_RM019,27,paired_215,yes,yes,1063.71,1203.789,182.277,72.1,13142.172,2.5281,182.277,72.1,horizontal_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=89.441
317,GM_RM019,31,paired_215,yes,yes,1072.055,1205.403,163.923,68.652,11253.642,2.3877,163.923,68.652,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=88.637
318,GM_RM019,31,sar_only,yes,yes,1296.487,1189.665,147.032,74.097,10894.63,1.9843,147.032,74.097,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=107.286
319,GM_RM019,77,paired_215,yes,yes,1269.168,1206.581,169.29,74.106,12545.405,2.2844,169.29,74.106,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=87.435
320,GM_RM019,81,paired_215,yes,yes,1278.822,1213.793,152.545,73.469,11207.329,2.0763,152.545,73.469,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=68.417
321,GM_RM019,88,dropout_special,yes,yes,1302.806,1202.648,147.538,77.98,11505.013,1.892,147.538,77.98,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=87.311
322,GM_RM019,202,dropout_special,yes,yes,991.761,1199.468,150.903,69.671,10513.563,2.1659,150.903,69.671,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=97.085
323,GM_RM019,212,paired_215,yes,yes,1014.231,1203.327,158.113,82.244,13003.846,1.9225,158.113,82.244,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=75.222
324,GM_RM019,238,paired_215,yes,yes,1110.8,1207.587,138.12,71.987,9942.844,1.9187,138.12,71.987,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=78.974
325,GM_RM019,269,paired_215,yes,yes,1219.61,1209.381,147.69,69.971,10334.017,2.1107,147.69,69.971,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=84.568
326,GM_RM019,273,paired_215,yes,yes,1227.402,1211.612,147.58,69.421,10245.151,2.1259,147.58,69.421,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=83.863
327,GM_RM019,288,paired_215,yes,yes,1257.965,1210.411,147.48,72,10618.56,2.0483,147.48,72,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=82.533
328,GM_RM019,290,paired_215,yes,yes,1267.92,1207.349,147.68,75.547,11156.781,1.9548,147.68,75.547,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=83.819
329,GM_RM019,306,dropout_special,yes,yes,1005.573,1223.134,133.853,69.339,9281.233,1.9304,133.853,69.339,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=73.882
330,GM_RM019,315,paired_215,yes,yes,1033.125,1226.8,144.41,74.613,10774.863,1.9355,144.41,74.613,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=67.396
331,GM_RM019,317,paired_215,yes,yes,1042.235,1227.5,144.471,74.533,10767.857,1.9383,144.471,74.533,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=66.735
332,GM_RM019,350,dropout_special,yes,yes,1165.96,1230.925,146.12,69.099,10096.746,2.1146,146.12,69.099,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=63.513
333,GM_RM019,354,dropout_special,yes,yes,1180.72,1231.275,141,79.006,11139.846,1.7847,141,79.006,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=58.4
frameadd_gm_rm011_000120_000250_01,GM_RM011,250,gm011_waiting_object_stream,yes,yes,1138.545,1180.789,81.246,204.011,16575.078,2.511,204.011,81.246,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=48.62
frameadd_gm_rm011_000120_000250_02,GM_RM011,250,gm011_waiting_object_stream,yes,yes,1059.207,1183.88,82.429,189.586,15627.384,2.3,189.586,82.429,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.946
frameadd_gm_rm011_000120_000250_03,GM_RM011,250,gm011_waiting_object_stream,yes,yes,1217.882,1185.941,82.429,201.95,16646.537,2.45,201.95,82.429,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=44.455
frameadd_gm_rm011_000120_000251_01,GM_RM011,251,gm011_waiting_object_stream,yes,yes,1060.389,1186.093,86.55,189.282,16382.357,2.187,189.282,86.55,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=50.478
frameadd_gm_rm011_000120_000251_02,GM_RM011,251,gm011_waiting_object_stream,yes,yes,1141.636,1182.85,87.429,199.011,17399.333,2.2763,199.011,87.429,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=48.838
frameadd_gm_rm011_000120_000251_03,GM_RM011,251,gm011_waiting_object_stream,yes,yes,1217.882,1178.729,83.307,194.889,16235.618,2.3394,194.889,83.307,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=55.158
frameadd_gm_rm011_000121_000252_01,GM_RM011,252,gm011_waiting_object_stream,yes,yes,1060.39,1184.032,90.671,192.525,17456.434,2.1233,192.525,90.671,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.182
frameadd_gm_rm011_000121_000252_02,GM_RM011,252,gm011_waiting_object_stream,yes,yes,1143.848,1180.789,84.489,190.768,16117.798,2.2579,190.768,84.489,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=56.411
frameadd_gm_rm011_000121_000252_03,GM_RM011,252,gm011_waiting_object_stream,yes,yes,1223.034,1176.82,84.489,201.95,17062.554,2.3903,201.95,84.489,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.504
frameadd_gm_rm011_000121_000253_01,GM_RM011,253,gm011_waiting_object_stream,yes,yes,1070.541,1192.123,88.611,177.221,15703.73,2,177.221,88.611,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.774
frameadd_gm_rm011_000121_000253_02,GM_RM011,253,gm011_waiting_object_stream,yes,yes,1148.848,1189.032,80.368,175.161,14077.339,2.1795,175.161,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=54.798
frameadd_gm_rm011_000121_000253_03,GM_RM011,253,gm011_waiting_object_stream,yes,yes,1224.064,1190.062,86.55,173.1,14981.805,2,173.1,86.55,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=54.58
frameadd_gm_rm011_000122_000254_01,GM_RM011,254,gm011_waiting_object_stream,yes,yes,1076.723,1192.123,84.489,181.343,15321.489,2.1464,181.343,84.489,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.206
frameadd_gm_rm011_000122_000254_02,GM_RM011,254,gm011_waiting_object_stream,yes,yes,1154,1191.093,82.429,183.404,15117.808,2.225,183.404,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.205
frameadd_gm_rm011_000122_000254_03,GM_RM011,254,gm011_waiting_object_stream,yes,yes,1235.398,1190.062,84.489,177.221,14973.225,2.0976,177.221,84.489,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=55.328
frameadd_gm_rm011_000122_000255_01,GM_RM011,255,gm011_waiting_object_stream,yes,yes,1078.784,1206.548,76.246,160.736,12255.477,2.1081,160.736,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=45.802
frameadd_gm_rm011_000122_000255_02,GM_RM011,255,gm011_waiting_object_stream,yes,yes,1156.061,1203.457,74.186,162.796,12077.184,2.1944,162.796,74.186,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=49.145
frameadd_gm_rm011_000122_000255_03,GM_RM011,255,gm011_waiting_object_stream,yes,yes,1231.277,1200.366,80.368,148.371,11924.281,1.8461,148.371,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=59.448
frameadd_gm_rm011_000123_000257_01,GM_RM011,257,gm011_waiting_object_stream,yes,yes,1084.966,1198.305,76.246,173.1,13198.183,2.2703,173.1,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=47.867
frameadd_gm_rm011_000123_000257_02,GM_RM011,257,gm011_waiting_object_stream,yes,yes,1159.152,1196.245,80.368,156.614,12586.754,1.9487,156.614,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=58.093
frameadd_gm_rm011_000123_000257_03,GM_RM011,257,gm011_waiting_object_stream,yes,yes,1243.641,1195.214,84.489,154.554,13058.113,1.8293,154.554,84.489,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=61.509
frameadd_gm_rm011_000124_000258_01,GM_RM011,258,gm011_waiting_object_stream,yes,yes,1085.996,1198.305,86.55,160.736,13911.701,1.8571,160.736,86.55,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.866
frameadd_gm_rm011_000124_000258_02,GM_RM011,258,gm011_waiting_object_stream,yes,yes,1164.304,1197.275,86.55,158.675,13733.321,1.8333,158.675,86.55,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=55.926
frameadd_gm_rm011_000124_000258_03,GM_RM011,258,gm011_waiting_object_stream,yes,yes,1242.611,1196.245,82.429,156.614,12909.535,1.9,156.614,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=58.057
frameadd_gm_rm011_000124_000259_01,GM_RM011,259,gm011_waiting_object_stream,yes,yes,1094.239,1206.548,82.429,164.857,13588.998,2,164.857,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=45.024
frameadd_gm_rm011_000124_000259_02,GM_RM011,259,gm011_waiting_object_stream,yes,yes,1168.425,1203.457,78.307,162.796,12748.066,2.0789,162.796,78.307,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=49.145
frameadd_gm_rm011_000124_000259_03,GM_RM011,259,gm011_waiting_object_stream,yes,yes,1244.671,1204.487,78.307,164.857,12909.457,2.1053,164.857,78.307,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=47.084
frameadd_gm_rm011_000125_000261_01,GM_RM011,261,gm011_waiting_object_stream,yes,yes,1095.27,1194.184,76.246,185.464,14140.888,2.4324,185.464,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=45.81
frameadd_gm_rm011_000125_000261_02,GM_RM011,261,gm011_waiting_object_stream,yes,yes,1177.698,1196.245,84.489,185.464,15669.668,2.1951,185.464,84.489,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=45.023
frameadd_gm_rm011_000125_000261_03,GM_RM011,261,gm011_waiting_object_stream,yes,yes,1257.036,1199.336,74.186,171.039,12688.699,2.3055,171.039,74.186,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=46.765
frameadd_gm_rm011_000126_000262_01,GM_RM011,262,gm011_waiting_object_stream,yes,yes,1100.421,1198.305,82.429,168.979,13928.77,2.05,168.979,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.206
frameadd_gm_rm011_000126_000262_02,GM_RM011,262,gm011_waiting_object_stream,yes,yes,1180.789,1202.427,86.55,160.736,13911.701,1.8571,160.736,86.55,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=49.744
frameadd_gm_rm011_000126_000262_03,GM_RM011,262,gm011_waiting_object_stream,yes,yes,1258.066,1203.457,76.246,158.675,12098.334,2.0811,158.675,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.205
frameadd_gm_rm011_000126_000263_01,GM_RM011,263,gm011_waiting_object_stream,yes,yes,1096.3,1197.275,86.55,187.525,16230.289,2.1667,187.525,86.55,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=42.962
frameadd_gm_rm011_000126_000263_02,GM_RM011,263,gm011_waiting_object_stream,yes,yes,1182.85,1206.548,86.55,160.736,13911.701,1.8571,160.736,86.55,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=45.623
frameadd_gm_rm011_000126_000263_03,GM_RM011,263,gm011_waiting_object_stream,yes,yes,1262.188,1196.245,84.489,160.736,13580.424,1.9024,160.736,84.489,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=55.962
frameadd_gm_rm011_000127_000264_01,GM_RM011,264,gm011_waiting_object_stream,yes,yes,1099.391,1182.85,84.489,191.646,16191.979,2.2683,191.646,84.489,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=55.327
frameadd_gm_rm011_000127_000264_02,GM_RM011,264,gm011_waiting_object_stream,yes,yes,1179.759,1184.911,84.489,191.646,16191.979,2.2683,191.646,84.489,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.266
frameadd_gm_rm011_000127_000264_03,GM_RM011,264,gm011_waiting_object_stream,yes,yes,1259.096,1189.032,82.429,162.796,13419.111,1.975,162.796,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=63.57
frameadd_gm_rm011_000127_000265_01,GM_RM011,265,gm011_waiting_object_stream,yes,yes,1105.573,1185.941,76.246,197.829,15083.67,2.5946,197.829,76.246,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=49.144
frameadd_gm_rm011_000127_000265_02,GM_RM011,265,gm011_waiting_object_stream,yes,yes,1183.88,1194.184,88.611,189.586,16799.405,2.1395,189.586,88.611,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=45.023
frameadd_gm_rm011_000127_000265_03,GM_RM011,265,gm011_waiting_object_stream,yes,yes,1263.218,1191.093,78.307,179.282,14039.036,2.2895,179.282,78.307,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.266
frameadd_gm_rm011_000128_000266_01,GM_RM011,266,gm011_waiting_object_stream,yes,yes,1109.695,1193.154,76.246,191.646,14612.241,2.5135,191.646,76.246,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=45.023
frameadd_gm_rm011_000128_000266_02,GM_RM011,266,gm011_waiting_object_stream,yes,yes,1183.88,1189.032,84.489,183.404,15495.621,2.1707,183.404,84.489,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.266
frameadd_gm_rm011_000128_000266_03,GM_RM011,266,gm011_waiting_object_stream,yes,yes,1267.339,1195.214,78.307,171.039,13393.551,2.1842,171.039,78.307,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.267
frameadd_gm_rm011_000128_000267_01,GM_RM011,267,gm011_waiting_object_stream,yes,yes,1109.695,1207.579,80.368,175.161,14077.339,2.1795,175.161,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=38.841
frameadd_gm_rm011_000128_000267_02,GM_RM011,267,gm011_waiting_object_stream,yes,yes,1195.214,1196.245,74.186,160.736,11924.361,2.1667,160.736,74.186,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=54.995
frameadd_gm_rm011_000128_000267_03,GM_RM011,267,gm011_waiting_object_stream,yes,yes,1274.552,1200.366,80.368,160.736,12918.031,2,160.736,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.913
frameadd_gm_rm011_000129_000268_01,GM_RM011,268,gm011_waiting_object_stream,yes,yes,1115.877,1200.366,80.368,160.736,12918.031,2,160.736,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.266
frameadd_gm_rm011_000129_000268_02,GM_RM011,268,gm011_waiting_object_stream,yes,yes,1201.396,1198.305,82.429,156.614,12909.535,1.9,156.614,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.509
frameadd_gm_rm011_000129_000268_03,GM_RM011,268,gm011_waiting_object_stream,yes,yes,1284.855,1198.457,81.246,176.918,14373.88,2.1776,176.918,81.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=43.322
frameadd_gm_rm011_000129_000269_01,GM_RM011,269,gm011_waiting_object_stream,yes,yes,1118.968,1193.154,82.429,183.404,15117.808,2.225,183.404,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=47.761
frameadd_gm_rm011_000129_000269_02,GM_RM011,269,gm011_waiting_object_stream,yes,yes,1196.245,1186.82,73.611,183.707,13522.856,2.4956,183.707,73.611,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=54.098
frameadd_gm_rm011_000129_000269_03,GM_RM011,269,gm011_waiting_object_stream,yes,yes,1274.552,1188.002,80.368,184.586,14834.808,2.2968,184.586,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.359
saronly_gm_rm011_000269_01,GM_RM011,269,sar_only,yes,yes,1041.691,1171.668,76.246,171.039,13041.04,2.2433,171.039,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=75.534
frameadd_gm_rm011_000130_000270_01,GM_RM011,270,gm011_waiting_object_stream,yes,yes,1047.873,1172.698,81.246,174.857,14206.432,2.1522,174.857,81.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=72.509
frameadd_gm_rm011_000130_000270_02,GM_RM011,270,gm011_waiting_object_stream,yes,yes,1123.089,1187.123,78.307,185.464,14523.129,2.3684,185.464,78.307,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=54.145
frameadd_gm_rm011_000130_000270_03,GM_RM011,270,gm011_waiting_object_stream,yes,yes,1199.487,1201.396,76.246,179.282,13669.535,2.3514,179.282,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=41.687
frameadd_gm_rm011_000130_000270_04,GM_RM011,270,gm011_waiting_object_stream,yes,yes,1279.855,1196.396,79.489,164.554,13080.233,2.0701,164.554,79.489,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.99
frameadd_gm_rm011_000130_000271_01,GM_RM011,271,gm011_waiting_object_stream,yes,yes,1050.964,1174.607,76.55,166.918,12777.573,2.1805,166.918,76.55,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=74.649
frameadd_gm_rm011_000130_000271_02,GM_RM011,271,gm011_waiting_object_stream,yes,yes,1122.059,1193.305,74.489,180.736,13462.844,2.4263,180.736,74.489,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=50.327
frameadd_gm_rm011_000130_000271_03,GM_RM011,271,gm011_waiting_object_stream,yes,yes,1199.487,1197.275,75.368,166.039,12514.027,2.203,166.039,75.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.441
frameadd_gm_rm011_000130_000271_04,GM_RM011,271,gm011_waiting_object_stream,yes,yes,1279.704,1192.427,77.429,177.221,13722.045,2.2888,177.221,77.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.963
frameadd_gm_rm011_000131_000272_01,GM_RM011,272,gm011_waiting_object_stream,yes,yes,1057.146,1158.577,82.429,182.493,15042.715,2.2139,182.493,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=81.524
frameadd_gm_rm011_000131_000272_02,GM_RM011,272,gm011_waiting_object_stream,yes,yes,1129.271,1202.427,69.186,173.1,11976.097,2.502,173.1,69.186,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=42.821
frameadd_gm_rm011_000131_000272_03,GM_RM011,272,gm011_waiting_object_stream,yes,yes,1201.396,1193.154,74.186,183.404,13606.009,2.4722,183.404,74.186,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=46.78
frameadd_gm_rm011_000131_000272_04,GM_RM011,272,gm011_waiting_object_stream,yes,yes,1280.734,1190.062,75.368,189.586,14288.718,2.5155,189.586,75.368,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=46.747
frameadd_gm_rm011_000131_000273_01,GM_RM011,273,gm011_waiting_object_stream,yes,yes,1063.177,1155.334,77.125,197.829,15257.562,2.565,197.829,77.125,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=78.466
frameadd_gm_rm011_000131_000273_02,GM_RM011,273,gm011_waiting_object_stream,yes,yes,1134.271,1185.912,75.064,184.343,13837.523,2.4558,184.343,75.064,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=55.917
