gt_id,case_id,scene,sar_frame,pool_type,gt_quality_label,gt_crop_available,dominant_energy_pattern,dominant_side_or_axis_proxy,energy_distribution_description,near_or_dominant_side_ridge_proxy,corner_or_endpoint_hotspot_proxy,far_or_opposite_side_weak_return_proxy,discontinuous_edge_proxy,enclosed_shell_proxy,block_like_body_proxy,range_spread_with_core_proxy,vehicle_morphology_supported,morphology_strength,confounders,posthoc_only,notes
216,GTREF_PAIRED_GM_RM017_s366_216,GM_RM017,366,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.025;corner_ratio=3.1414;edge_continuity=1;component_count=29;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
217,GTREF_PAIRED_GM_RM017_s366_217,GM_RM017,366,paired_215,review_too_large,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.4095;corner_ratio=2.5188;edge_continuity=1;component_count=14;part_count=1,yes,yes,yes,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
218,GTREF_PAIRED_GM_RM017_s366_218,GM_RM017,366,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1654;corner_ratio=3.1442;edge_continuity=1;component_count=44;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
219,GTREF_PAIRED_GM_RM017_s367_219,GM_RM017,367,paired_215,review_multi_structure,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.079;corner_ratio=3.0993;edge_continuity=1;component_count=23;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
220,GTREF_PAIRED_GM_RM017_s367_220,GM_RM017,367,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.5492;corner_ratio=2.4393;edge_continuity=0.9583;component_count=14;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
221,GTREF_PAIRED_GM_RM017_s367_221,GM_RM017,367,paired_215,review_multi_structure,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1309;corner_ratio=2.9648;edge_continuity=1;component_count=25;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
222,GTREF_PAIRED_GM_RM017_s368_222,GM_RM017,368,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.061;corner_ratio=3.0251;edge_continuity=1;component_count=27;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
223,GTREF_PAIRED_GM_RM017_s368_223,GM_RM017,368,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1591;corner_ratio=3.1267;edge_continuity=1;component_count=28;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
224,GTREF_PAIRED_GM_RM017_s368_224,GM_RM017,368,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.4253;corner_ratio=2.3563;edge_continuity=1;component_count=15;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
225,GTREF_PAIRED_GM_RM017_s369_225,GM_RM017,369,paired_215,review_multi_structure,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0744;corner_ratio=2.7787;edge_continuity=1;component_count=20;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
226,GTREF_PAIRED_GM_RM017_s369_226,GM_RM017,369,paired_215,good,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.1095;corner_ratio=3.0841;edge_continuity=1;component_count=24;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
227,GTREF_PAIRED_GM_RM017_s369_227,GM_RM017,369,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.5461;corner_ratio=2.3003;edge_continuity=1;component_count=10;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
228,GTREF_PAIRED_GM_RM017_s370_228,GM_RM017,370,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0317;corner_ratio=2.8274;edge_continuity=1;component_count=23;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
229,GTREF_PAIRED_GM_RM017_s370_229,GM_RM017,370,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.523;corner_ratio=2.1799;edge_continuity=0.9583;component_count=15;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
230,GTREF_PAIRED_GM_RM017_s370_230,GM_RM017,370,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1812;corner_ratio=3.1277;edge_continuity=1;component_count=18;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
231,GTREF_PAIRED_GM_RM017_s371_231,GM_RM017,371,paired_215,review_multi_structure,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0569;corner_ratio=2.7793;edge_continuity=1;component_count=22;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
232,GTREF_PAIRED_GM_RM017_s371_232,GM_RM017,371,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.5008;corner_ratio=2.2733;edge_continuity=1;component_count=13;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
233,GTREF_PAIRED_GM_RM017_s371_233,GM_RM017,371,paired_215,good,yes,enclosed_shell,upper_side,dominant_side=upper_side;side_contrast=1.1335;corner_ratio=3.0393;edge_continuity=1;component_count=20;part_count=3,yes,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
234,GTREF_PAIRED_GM_RM017_s372_234,GM_RM017,372,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.418;corner_ratio=2.2175;edge_continuity=1;component_count=15;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
235,GTREF_PAIRED_GM_RM017_s372_235,GM_RM017,372,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0167;corner_ratio=2.6384;edge_continuity=1;component_count=18;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
236,GTREF_PAIRED_GM_RM017_s372_236,GM_RM017,372,paired_215,review_extreme_aspect,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1963;corner_ratio=2.862;edge_continuity=1;component_count=28;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
237,GTREF_PAIRED_GM_RM017_s373_237,GM_RM017,373,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.413;corner_ratio=2.5577;edge_continuity=1;component_count=11;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
238,GTREF_PAIRED_GM_RM017_s373_238,GM_RM017,373,paired_215,review_multi_structure,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.0081;corner_ratio=3.0491;edge_continuity=1;component_count=20;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
239,GTREF_PAIRED_GM_RM017_s373_239,GM_RM017,373,paired_215,good,yes,enclosed_shell,upper_side,dominant_side=upper_side;side_contrast=1.0842;corner_ratio=3.2871;edge_continuity=1;component_count=20;part_count=3,no,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
240,GTREF_PAIRED_GM_RM017_s374_240,GM_RM017,374,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3225;corner_ratio=2.8756;edge_continuity=1;component_count=9;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
241,GTREF_PAIRED_GM_RM017_s374_241,GM_RM017,374,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1367;corner_ratio=3.4277;edge_continuity=1;component_count=24;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
242,GTREF_PAIRED_GM_RM017_s374_242,GM_RM017,374,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0138;corner_ratio=3.1631;edge_continuity=1;component_count=14;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
243,GTREF_PAIRED_GM_RM017_s375_243,GM_RM017,375,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2388;corner_ratio=3.0178;edge_continuity=1;component_count=10;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
244,GTREF_PAIRED_GM_RM017_s375_244,GM_RM017,375,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2247;corner_ratio=3.5247;edge_continuity=1;component_count=28;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
245,GTREF_PAIRED_GM_RM017_s375_245,GM_RM017,375,paired_215,review_multi_structure,yes,corner_hotspot,right_side,dominant_side=right_side;side_contrast=1.0179;corner_ratio=3.4247;edge_continuity=1;component_count=21;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
246,GTREF_PAIRED_GM_RM017_s376_246,GM_RM017,376,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.4251;corner_ratio=3.0451;edge_continuity=1;component_count=10;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
247,GTREF_PAIRED_GM_RM017_s376_247,GM_RM017,376,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2128;corner_ratio=3.6018;edge_continuity=1;component_count=29;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
248,GTREF_PAIRED_GM_RM017_s376_248,GM_RM017,376,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0628;corner_ratio=3.4141;edge_continuity=1;component_count=14;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
249,GTREF_PAIRED_GM_RM017_s377_249,GM_RM017,377,paired_215,review_low_energy,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2176;corner_ratio=4.0551;edge_continuity=1;component_count=15;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
250,GTREF_PAIRED_GM_RM017_s377_250,GM_RM017,377,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1898;corner_ratio=3.5545;edge_continuity=1;component_count=11;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
251,GTREF_PAIRED_GM_RM017_s377_251,GM_RM017,377,paired_215,review_low_energy,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0314;corner_ratio=3.3044;edge_continuity=1;component_count=12;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
252,GTREF_PAIRED_GM_RM017_s378_252,GM_RM017,378,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1489;corner_ratio=3.4751;edge_continuity=1;component_count=10;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
253,GTREF_PAIRED_GM_RM017_s378_253,GM_RM017,378,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2651;corner_ratio=3.1634;edge_continuity=1;component_count=14;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
254,GTREF_PAIRED_GM_RM017_s378_254,GM_RM017,378,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0103;corner_ratio=3.1759;edge_continuity=1;component_count=10;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
255,GTREF_PAIRED_GM_RM017_s379_255,GM_RM017,379,paired_215,review_too_large,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1276;corner_ratio=3.5507;edge_continuity=1;component_count=31;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
256,GTREF_PAIRED_GM_RM017_s379_256,GM_RM017,379,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1877;corner_ratio=3.4394;edge_continuity=1;component_count=16;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
257,GTREF_PAIRED_GM_RM017_s379_257,GM_RM017,379,paired_215,review_multi_structure,yes,corner_hotspot,right_side,dominant_side=right_side;side_contrast=1.0366;corner_ratio=3.4998;edge_continuity=1;component_count=16;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
258,GTREF_PAIRED_GM_RM017_s380_258,GM_RM017,380,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.159;corner_ratio=3.265;edge_continuity=1;component_count=12;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
259,GTREF_PAIRED_GM_RM017_s380_259,GM_RM017,380,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2292;corner_ratio=3.1553;edge_continuity=1;component_count=12;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
260,GTREF_PAIRED_GM_RM017_s380_260,GM_RM017,380,paired_215,review_multi_structure,yes,enclosed_shell,left_side,dominant_side=left_side;side_contrast=1.0175;corner_ratio=3.2366;edge_continuity=1;component_count=17;part_count=3,no,yes,uncertain,yes,yes,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
261,GTREF_PAIRED_GM_RM017_s381_261,GM_RM017,381,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1997;corner_ratio=3.0864;edge_continuity=1;component_count=13;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
262,GTREF_PAIRED_GM_RM017_s381_262,GM_RM017,381,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2231;corner_ratio=3.0469;edge_continuity=1;component_count=10;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
263,GTREF_GM_RM017_s381_263,GM_RM017,381,dropout_special,review_multi_structure,yes,corner_hotspot,right_side,dominant_side=right_side;side_contrast=1.051;corner_ratio=2.9463;edge_continuity=1;component_count=12;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
264,GTREF_PAIRED_GM_RM017_s382_264,GM_RM017,382,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.161;corner_ratio=3.0565;edge_continuity=1;component_count=13;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
265,GTREF_PAIRED_GM_RM017_s382_265,GM_RM017,382,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2769;corner_ratio=2.9471;edge_continuity=1;component_count=13;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
266,GTREF_GM_RM017_s382_266,GM_RM017,382,dropout_special,review_multi_structure,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.0431;corner_ratio=2.9325;edge_continuity=1;component_count=23;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
267,GTREF_PAIRED_GM_RM017_s383_267,GM_RM017,383,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1559;corner_ratio=3.3276;edge_continuity=1;component_count=13;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
268,GTREF_PAIRED_GM_RM017_s383_268,GM_RM017,383,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1309;corner_ratio=3.1195;edge_continuity=1;component_count=19;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
269,GTREF_PAIRED_GM_RM017_s383_269,GM_RM017,383,paired_215,review_multi_structure,yes,corner_hotspot,right_side,dominant_side=right_side;side_contrast=1.0426;corner_ratio=2.9731;edge_continuity=1;component_count=24;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
270,GTREF_PAIRED_GM_RM017_s384_270,GM_RM017,384,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.093;corner_ratio=3.4279;edge_continuity=1;component_count=18;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
271,GTREF_PAIRED_GM_RM017_s384_271,GM_RM017,384,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2305;corner_ratio=3.0573;edge_continuity=1;component_count=14;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
272,GTREF_PAIRED_GM_RM017_s384_272,GM_RM017,384,paired_215,review_multi_structure,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.0633;corner_ratio=3.3416;edge_continuity=1;component_count=14;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
273,GTREF_PAIRED_GM_RM017_s385_273,GM_RM017,385,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2459;corner_ratio=3.5438;edge_continuity=1;component_count=16;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
274,GTREF_PAIRED_GM_RM017_s385_274,GM_RM017,385,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2053;corner_ratio=3.1499;edge_continuity=1;component_count=16;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
275,GTREF_GM_RM017_s385_275,GM_RM017,385,dropout_special,review_multi_structure,yes,corner_hotspot,right_side,dominant_side=right_side;side_contrast=1.0666;corner_ratio=3.0682;edge_continuity=1;component_count=19;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
276,GTREF_PAIRED_GM_RM017_s386_276,GM_RM017,386,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2825;corner_ratio=3.1381;edge_continuity=1;component_count=13;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
277,GTREF_PAIRED_GM_RM017_s386_277,GM_RM017,386,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.222;corner_ratio=2.8337;edge_continuity=1;component_count=18;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
278,GTREF_GM_RM017_s386_278,GM_RM017,386,dropout_special,review_multi_structure,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.0546;corner_ratio=2.8615;edge_continuity=1;component_count=23;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
279,GTREF_PAIRED_GM_RM017_s387_279,GM_RM017,387,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2315;corner_ratio=3.0669;edge_continuity=1;component_count=15;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
280,GTREF_PAIRED_GM_RM017_s387_280,GM_RM017,387,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3369;corner_ratio=3.2757;edge_continuity=1;component_count=16;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
281,GTREF_GM_RM017_s387_281,GM_RM017,387,sar_only,review_low_energy,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.1178;corner_ratio=3.1517;edge_continuity=1;component_count=27;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,uncertain,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
282,GTREF_PAIRED_GM_RM017_s388_282,GM_RM017,388,paired_215,review_too_large,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1492;corner_ratio=2.2898;edge_continuity=1;component_count=33;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
283,GTREF_PAIRED_GM_RM017_s388_283,GM_RM017,388,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1394;corner_ratio=2.4772;edge_continuity=1;component_count=15;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
284,GTREF_GM_RM017_s388_284,GM_RM017,388,sar_only,review_multi_structure,yes,corner_hotspot,left_side,dominant_side=left_side;side_contrast=1.0909;corner_ratio=2.5096;edge_continuity=1;component_count=33;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
285,GTREF_PAIRED_GM_RM017_s389_285,GM_RM017,389,paired_215,review_extreme_aspect,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1719;corner_ratio=2.7894;edge_continuity=1;component_count=20;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
286,GTREF_PAIRED_GM_RM017_s389_286,GM_RM017,389,paired_215,review_extreme_aspect,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3537;corner_ratio=2.8439;edge_continuity=1;component_count=13;part_count=1,yes,yes,yes,no,no,no,no,yes,medium,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
287,GTREF_GM_RM017_s389_287,GM_RM017,389,sar_only,review_multi_structure,yes,side_ridge,left_side,dominant_side=left_side;side_contrast=1.1313;corner_ratio=2.7919;edge_continuity=1;component_count=20;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
288,GTREF_PAIRED_GM_RM017_s390_288,GM_RM017,390,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.4612;corner_ratio=3.1644;edge_continuity=1;component_count=16;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
289,GTREF_PAIRED_GM_RM017_s390_289,GM_RM017,390,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0884;corner_ratio=3.1634;edge_continuity=1;component_count=27;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
