gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_quality_confidence,gt_area_px,gt_energy_inside,gt_energy_nearby_context,energy_center_offset_from_gt_center,dominant_energy_inside_gt,vehicle_scale_structure_inside_gt,gt_contains_most_vehicle_structure,gt_contains_too_much_background,needs_manual_gt_review,review_reason,not_allowed_conclusion
frameadd_gm_rm011_000126_000263_03,GM_RM011,263,gm011_waiting_object_stream,good,medium,13580.424,1571416,13440729,7.64,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000127_000264_01,GM_RM011,264,gm011_waiting_object_stream,review_too_large,medium,16191.979,1789376,15529014,5.583,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000127_000264_02,GM_RM011,264,gm011_waiting_object_stream,review_too_large,medium,16191.979,1763983,14912130,3.761,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000127_000264_03,GM_RM011,264,gm011_waiting_object_stream,good,medium,13419.111,1361248,12969655,7.691,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000127_000265_01,GM_RM011,265,gm011_waiting_object_stream,review_extreme_aspect,medium,15083.67,1712355,15881389,5.014,yes,uncertain,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000127_000265_02,GM_RM011,265,gm011_waiting_object_stream,review_too_large,medium,16799.405,1793459,14732484,4.477,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000127_000265_03,GM_RM011,265,gm011_waiting_object_stream,good,medium,14039.036,1523001,14328928,12.099,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000128_000266_01,GM_RM011,266,gm011_waiting_object_stream,review_extreme_aspect,medium,14612.241,1759417,15670816,3.833,yes,uncertain,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000128_000266_02,GM_RM011,266,gm011_waiting_object_stream,review_too_large,medium,15495.621,1834304,14964936,4.876,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000128_000266_03,GM_RM011,266,gm011_waiting_object_stream,good,medium,13393.551,1572017,14174044,13.892,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000128_000267_01,GM_RM011,267,gm011_waiting_object_stream,good,medium,14077.339,1742134,14111191,1.148,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000128_000267_02,GM_RM011,267,gm011_waiting_object_stream,review_multi_structure,medium,11924.361,1447171,13389515,8.976,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000128_000267_03,GM_RM011,267,gm011_waiting_object_stream,good,medium,12918.031,1627263,13800845,13.371,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000129_000268_01,GM_RM011,268,gm011_waiting_object_stream,good,medium,12918.031,1582694,12355609,2.816,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000129_000268_02,GM_RM011,268,gm011_waiting_object_stream,review_multi_structure,medium,12909.535,1492579,13128980,7.59,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000129_000268_03,GM_RM011,268,gm011_waiting_object_stream,good,medium,14373.88,1809992,16006740,18.062,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000129_000269_01,GM_RM011,269,gm011_waiting_object_stream,review_multi_structure,medium,15117.808,1813858,15004518,2.553,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000129_000269_02,GM_RM011,269,gm011_waiting_object_stream,review_extreme_aspect,medium,13522.856,1530347,14824789,6.027,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000129_000269_03,GM_RM011,269,gm011_waiting_object_stream,good,medium,14834.808,1677788,15903357,16.388,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
saronly_gm_rm011_000269_01,GM_RM011,269,sar_only,good,medium,13041.04,1381390,15804134,6.197,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000270_01,GM_RM011,270,gm011_waiting_object_stream,good,medium,14206.432,1500291,16271315,5.929,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000270_02,GM_RM011,270,gm011_waiting_object_stream,good,medium,14523.129,1788904,14805416,1.42,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000270_03,GM_RM011,270,gm011_waiting_object_stream,good,medium,13669.535,1504681,14084553,4.311,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000270_04,GM_RM011,270,gm011_waiting_object_stream,good,medium,13080.233,1495885,13602915,15.045,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000271_01,GM_RM011,271,gm011_waiting_object_stream,good,medium,12777.573,1305098,14680232,5.313,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000271_02,GM_RM011,271,gm011_waiting_object_stream,good,medium,13462.844,1564163,13606883,2.206,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000271_03,GM_RM011,271,gm011_waiting_object_stream,review_multi_structure,medium,12514.027,1352890,12455990,5.055,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000130_000271_04,GM_RM011,271,gm011_waiting_object_stream,good,medium,13722.045,1496611,14200221,20.803,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000272_01,GM_RM011,272,gm011_waiting_object_stream,review_multi_structure,medium,15042.715,1466166,16877558,5.719,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000272_02,GM_RM011,272,gm011_waiting_object_stream,review_extreme_aspect,medium,11976.097,1318654,12491192,2.728,yes,uncertain,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000272_03,GM_RM011,272,gm011_waiting_object_stream,review_multi_structure,medium,13606.009,1373715,13942206,4.645,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000272_04,GM_RM011,272,gm011_waiting_object_stream,review_extreme_aspect,medium,14288.718,1475592,15447946,22.123,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000273_01,GM_RM011,273,gm011_waiting_object_stream,review_extreme_aspect,medium,15257.562,1665882,19240038,5.442,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000273_02,GM_RM011,273,gm011_waiting_object_stream,good,medium,13837.523,1712861,14557498,2.977,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000273_03,GM_RM011,273,gm011_waiting_object_stream,review_multi_structure,medium,12835.095,1412789,14244639,6.744,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000131_000273_04,GM_RM011,273,gm011_waiting_object_stream,good,medium,14945.409,1717827,15817309,22.183,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000274_01,GM_RM011,274,gm011_waiting_object_stream,review_extreme_aspect,medium,13711.609,1566543,17981666,5.869,yes,uncertain,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000274_02,GM_RM011,274,gm011_waiting_object_stream,review_multi_structure,medium,13147.317,1658848,13897679,5.2,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000274_03,GM_RM011,274,gm011_waiting_object_stream,good,medium,12893.051,1511521,13733020,4.232,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
saronly_gm_rm011_000274_01,GM_RM011,274,sar_only,good,medium,14905.371,1772574,16012781,20.654,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000275_01,GM_RM011,275,gm011_waiting_object_stream,review_multi_structure,medium,13512.392,1476466,16173620,5.957,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000275_02,GM_RM011,275,gm011_waiting_object_stream,review_extreme_aspect,medium,13444.388,1653063,14798774,4.024,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000275_03,GM_RM011,275,gm011_waiting_object_stream,good,medium,13826.678,1565925,14570290,4.57,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
saronly_gm_rm011_000275_02,GM_RM011,275,sar_only,good,medium,14947.922,1719509,15769802,24.805,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000276_01,GM_RM011,276,gm011_waiting_object_stream,review_multi_structure,medium,15287.612,1601505,17385100,4.833,yes,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000276_02,GM_RM011,276,gm011_waiting_object_stream,review_extreme_aspect,medium,14016.654,1680340,15220257,3.155,yes,uncertain,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000132_000276_03,GM_RM011,276,gm011_waiting_object_stream,review_extreme_aspect,medium,12922.039,1380367,13899981,4.768,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
saronly_gm_rm011_000276_01,GM_RM011,276,sar_only,review_extreme_aspect,medium,12191.893,1243052,14929343,16.298,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000133_000277_01,GM_RM011,277,gm011_waiting_object_stream,good,medium,14071.665,1555661,16796892,4.445,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000133_000277_02,GM_RM011,277,gm011_waiting_object_stream,review_extreme_aspect,medium,14707.071,1784830,15763617,4.681,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000133_000277_03,GM_RM011,277,gm011_waiting_object_stream,review_too_large,medium,15330.005,1743711,16319000,5.729,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
saronly_gm_rm011_000277_01,GM_RM011,277,sar_only,good,medium,13669.535,1627616,15003997,27.14,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000133_000278_01,GM_RM011,278,gm011_waiting_object_stream,review_multi_structure,medium,11588.796,1196129,12778248,4.447,yes,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000133_000278_02,GM_RM011,278,gm011_waiting_object_stream,good,medium,12128.078,1342762,12487081,9.014,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000133_000278_03,GM_RM011,278,gm011_waiting_object_stream,good,medium,13580.504,1323556,12638525,5.313,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
saronly_gm_rm011_000278_01,GM_RM011,278,sar_only,review_too_small,medium,9346.639,1266831,9601761,26.619,yes,uncertain,uncertain,no,yes,GT scale is in the lower tail; may only box a local scatterer.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000134_000279_01,GM_RM011,279,gm011_waiting_object_stream,review_extreme_aspect,medium,11631.336,1230742,13943918,5.111,yes,uncertain,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000134_000279_02,GM_RM011,279,gm011_waiting_object_stream,good,medium,11714.657,1287485,11676791,7.942,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000134_000279_03,GM_RM011,279,gm011_waiting_object_stream,good,medium,11406.139,1114816,11545318,4.421,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000134_000280_01,GM_RM011,280,gm011_waiting_object_stream,review_multi_structure,medium,15147.666,1332208,15281830,6.407,yes,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000134_000280_02,GM_RM011,280,gm011_waiting_object_stream,review_multi_structure,medium,12413.358,1135521,10286759,8.095,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000134_000280_03,GM_RM011,280,gm011_waiting_object_stream,good,medium,11177.228,902554,9984986,7.223,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000135_000282_01,GM_RM011,282,gm011_waiting_object_stream,review_multi_structure,medium,11646.279,1313739,14424457,3.589,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000135_000282_02,GM_RM011,282,gm011_waiting_object_stream,good,medium,14140.888,1610011,15025526,5.657,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000135_000282_03,GM_RM011,282,gm011_waiting_object_stream,review_extreme_aspect,medium,13826.341,1405639,15180519,4.707,yes,uncertain,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000136_000283_01,GM_RM011,283,gm011_waiting_object_stream,good,medium,11983.676,1440497,15641592,4.805,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000136_000283_02,GM_RM011,283,gm011_waiting_object_stream,good,medium,11551.41,1356065,13398426,3.069,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000136_000283_03,GM_RM011,283,gm011_waiting_object_stream,good,medium,12413.358,1320399,13868846,5.211,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000136_000284_01,GM_RM011,284,gm011_waiting_object_stream,good,medium,13519.977,1516120,16059740,3.3,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000136_000284_02,GM_RM011,284,gm011_waiting_object_stream,review_multi_structure,medium,11324.288,1252336,12556276,5.408,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000136_000284_03,GM_RM011,284,gm011_waiting_object_stream,good,medium,12960.187,1303803,14025381,5.329,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
