hypothesis_id,case_id,composition_type,primitives_used,composition_rule_public,n_primitives,spatial_extent,range_extent,azimuth_extent,internal_consistency,peak_competition_context,temporal_support_available,compatible_with_optical_state,compatible_with_vehicle_physics,posthoc_gt_relation_validation_only,can_support_association,why_not_identity_truth,failure_mode,notes
COMP00153,PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0012,stable-tube vehicle proxy,azimuth_ridge;range_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=109494;gt_box=w=152.435;h=79.516;heading=-3.000,360,35.553,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00154,PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=109494;gt_box=w=148.249;h=74.082;heading=176.000,360,35.553,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00155,PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0012,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=113805;gt_box=w=155.968;h=75.661;heading=-3.000,360,36.9561,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00156,PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0012,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=113805;gt_box=w=145.410;h=73.547;heading=176.000,360,36.9561,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00157,PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=117612;gt_box=w=154.444;h=78.952;heading=-2.000,360,38.1851,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00158,PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=117612;gt_box=w=170.069;h=79.007;heading=176.000,360,38.1851,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00159,PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=117612;gt_box=w=158.658;h=65.852;heading=-3.000,360,38.1851,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00160,PAIR_GM_RM019_o151_s315_oty1t_obj_GM_RM019_bytetrack_bt_0098,azimuth-spread body hypothesis,azimuth_ridge,cross-range primitive extent suggests body spread or sector overlap,1,support_area_px=98532;gt_box=w=144.410;h=74.613;heading=2.000,387.307,37.6565,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00161,PAIR_GM_RM019_o152_s317_oty1t_obj_GM_RM019_bytetrack_bt_0098,azimuth-spread body hypothesis,azimuth_ridge,cross-range primitive extent suggests body spread or sector overlap,1,support_area_px=106182;gt_box=w=144.471;h=74.533;heading=2.000,387.307,40.5753,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00162,PAIR_GM_RM017_o149_s310_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=142677;gt_box=w=167.826;h=66.700;heading=-3.000,470,44.5786,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00163,PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=166635;gt_box=w=149.812;h=68.644;heading=175.000,470,50.9816,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00164,PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,range_ridge;azimuth_ridge;azimuth_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=180243;gt_box=w=153.525;h=69.400;heading=178.000,470,56.1134,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00165,PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=180243;gt_box=w=155.548;h=70.826;heading=-3.000,470,56.1134,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00166,PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=143685;gt_box=w=163.847;h=68.644;heading=-2.000,470,35.7345,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00167,PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=198630;gt_box=w=145.403;h=68.816;heading=-2.000,470,49.1213,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00168,PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=198630;gt_box=w=145.403;h=68.816;heading=-2.000,470,49.1213,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00169,PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=198630;gt_box=w=154.226;h=67.413;heading=-3.000,470,49.1213,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00170,PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=198630;gt_box=w=154.226;h=67.413;heading=-3.000,470,49.1213,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00171,PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=157752;gt_box=w=164.100;h=70.360;heading=177.000,470,49.3095,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00172,PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=157752;gt_box=w=166.355;h=74.645;heading=-3.000,470,49.3095,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00173,PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0010,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=165033;gt_box=w=165.233;h=72.533;heading=176.000,470,51.5952,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00174,PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0010,azimuth-spread body hypothesis,azimuth_ridge;azimuth_ridge;azimuth_ridge,cross-range primitive extent suggests body spread or sector overlap,3,support_area_px=165033;gt_box=w=152.226;h=70.116;heading=-3.000,470,51.5952,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00175,PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=167193;gt_box=w=179.560;h=73.367;heading=175.000,470,52.0466,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00176,PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=167193;gt_box=w=179.823;h=73.032;heading=-4.000,470,52.0466,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00177,PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=179703;gt_box=w=151.388;h=75.438;heading=178.000,470,44.7021,low_or_ambiguous,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00178,PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=179703;gt_box=w=149.290;h=77.832;heading=-3.000,470,44.7021,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00179,PAIR_GM_RM017_o145_s302_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=90126;gt_box=w=137.225;h=68.218;heading=176.000,420,30.6716,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00180,PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=137601;gt_box=w=146.473;h=67.871;heading=,420,47.1377,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00181,PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=137376;gt_box=w=148.762;h=71.222;heading=1.000,420,47.0662,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00182,PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=138015;gt_box=w=142.137;h=71.937;heading=,420,47.2803,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00183,PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=138015;gt_box=w=164.000;h=66.194;heading=-1.000,420,47.2803,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00184,PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=136377;gt_box=w=158.375;h=68.390;heading=-2.000,420,47.2484,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00185,PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=136377;gt_box=w=157.981;h=66.648;heading=-2.000,420,47.2484,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00186,PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=138276;gt_box=w=155.122;h=69.300;heading=-1.000,420,47.3702,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00187,PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=138276;gt_box=w=158.132;h=64.442;heading=-2.000,420,47.3702,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00188,PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=136449;gt_box=w=153.285;h=74.297;heading=357.000,420,47.4349,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00189,PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=136449;gt_box=w=163.960;h=74.565;heading=-3.000,420,47.4349,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00190,PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=136422;gt_box=w=151.119;h=75.466;heading=-6.000,420,47.7119,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00191,PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=136422;gt_box=w=148.390;h=62.896;heading=178.000,420,47.7119,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00192,PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=137160;gt_box=w=158.313;h=78.952;heading=355.000,420,47.9666,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00193,PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=137160;gt_box=w=144.738;h=65.413;heading=179.000,420,47.9666,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00194,PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=137943;gt_box=w=169.245;h=68.755;heading=-3.000,420,48.2322,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00195,PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=137943;gt_box=w=149.050;h=69.700;heading=178.000,420,48.2322,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00196,PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=138429;gt_box=w=162.161;h=76.742;heading=-3.000,420,48.4129,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00197,PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=138429;gt_box=w=160.347;h=74.382;heading=178.000,420,48.4129,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00198,PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=139203;gt_box=w=162.935;h=72.032;heading=-3.000,420,48.6749,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00199,PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=139203;gt_box=w=156.760;h=76.360;heading=176.000,420,48.6749,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00200,PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=139779;gt_box=w=155.871;h=70.484;heading=-6.000,420,48.8867,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00201,PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=139779;gt_box=w=138.260;h=77.023;heading=178.000,420,48.8867,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00202,PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=141030;gt_box=w=168.613;h=78.790;heading=356.000,420,49.3085,medium_spread_structure,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00203,PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=141030;gt_box=w=154.427;h=83.797;heading=177.000,420,49.3085,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
