background_association_id,sar_frame,background_track_id,component_id,association_result,match_distance_px,support_observation_count_after,support_unique_frame_count_after,track_component_count_this_frame,component_track_count_this_frame,background_state_after,vehicle_motion_conflict,conflict_reason
BGASSOC_000386_BG_D1_R1_0199,386,BG_D1_R1_0199,D1R1OBS_000386_0011,matched_existing_track,4.682789,3,3,1,1,static_background_candidate,false,
BGASSOC_000386_BG_D1_R1_0194,386,BG_D1_R1_0194,D1R1OBS_000386_0012,matched_existing_track,5.740636,3,3,1,1,static_background_candidate,false,
BGASSOC_000386_BG_D1_R1_0201,386,BG_D1_R1_0201,D1R1OBS_000386_0014,matched_existing_track,6.069269,3,3,1,1,static_background_candidate,false,
BGASSOC_000386_BG_D1_R1_0179,386,BG_D1_R1_0179,D1R1OBS_000386_0006,matched_existing_track,6.237787,5,5,1,1,static_background_supported,false,
BGASSOC_000386_BG_D1_R1_0208,386,BG_D1_R1_0208,D1R1OBS_000386_0003,matched_existing_track,6.342732,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000386_BG_D1_R1_0164,386,BG_D1_R1_0164,D1R1OBS_000386_0001,matched_existing_track,7.568659,5,5,1,1,static_background_supported,false,
BGASSOC_000386_BG_D1_R1_0197,386,BG_D1_R1_0197,D1R1OBS_000386_0002,matched_existing_track,8.584053,3,3,1,1,static_background_candidate,false,
BGASSOC_000386_BG_D1_R1_0198,386,BG_D1_R1_0198,D1R1OBS_000386_0009,matched_existing_track,9.927247,3,3,1,1,static_background_candidate,false,
BGASSOC_000386_BG_D1_R1_0212,386,BG_D1_R1_0212,D1R1OBS_000386_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000386_BG_D1_R1_0213,386,BG_D1_R1_0213,D1R1OBS_000386_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000386_BG_D1_R1_0214,386,BG_D1_R1_0214,D1R1OBS_000386_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000386_BG_D1_R1_0215,386,BG_D1_R1_0215,D1R1OBS_000386_0029,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000386_BG_D1_R1_0216,386,BG_D1_R1_0216,D1R1OBS_000386_0030,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000386_BG_D1_R1_0217,386,BG_D1_R1_0217,D1R1OBS_000386_0031,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000387_BG_D1_R1_0206,387,BG_D1_R1_0206,D1R1OBS_000387_0030,matched_existing_track,2.250384,3,3,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0209,387,BG_D1_R1_0209,D1R1OBS_000387_0007,matched_existing_track,3.565517,3,3,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0205,387,BG_D1_R1_0205,D1R1OBS_000387_0031,matched_existing_track,4.53846,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000387_BG_D1_R1_0200,387,BG_D1_R1_0200,D1R1OBS_000387_0012,matched_existing_track,4.652779,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000387_BG_D1_R1_0199,387,BG_D1_R1_0199,D1R1OBS_000387_0009,matched_existing_track,4.7667,4,4,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0213,387,BG_D1_R1_0213,D1R1OBS_000387_0021,matched_existing_track,5.928552,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000387_BG_D1_R1_0181,387,BG_D1_R1_0181,D1R1OBS_000387_0013,matched_existing_track,6.823319,4,4,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0216,387,BG_D1_R1_0216,D1R1OBS_000387_0026,matched_existing_track,7.06572,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000387_BG_D1_R1_0177,387,BG_D1_R1_0177,D1R1OBS_000387_0028,matched_existing_track,7.501469,7,7,1,1,static_background_supported,false,
BGASSOC_000387_BG_D1_R1_0194,387,BG_D1_R1_0194,D1R1OBS_000387_0011,matched_existing_track,7.617231,4,4,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0164,387,BG_D1_R1_0164,D1R1OBS_000387_0001,matched_existing_track,8.691662,6,6,1,1,static_background_supported,false,
BGASSOC_000387_BG_D1_R1_0201,387,BG_D1_R1_0201,D1R1OBS_000387_0014,matched_existing_track,8.733788,4,4,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0197,387,BG_D1_R1_0197,D1R1OBS_000387_0006,matched_existing_track,9.28603,4,4,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0211,387,BG_D1_R1_0211,D1R1OBS_000387_0027,matched_existing_track,9.332631,3,3,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0193,387,BG_D1_R1_0193,D1R1OBS_000387_0008,matched_existing_track,9.678241,4,4,1,1,static_background_candidate,false,
BGASSOC_000387_BG_D1_R1_0218,387,BG_D1_R1_0218,D1R1OBS_000387_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000387_BG_D1_R1_0219,387,BG_D1_R1_0219,D1R1OBS_000387_0003,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000387_BG_D1_R1_0220,387,BG_D1_R1_0220,D1R1OBS_000387_0004,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000387_BG_D1_R1_0221,387,BG_D1_R1_0221,D1R1OBS_000387_0017,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000387_BG_D1_R1_0222,387,BG_D1_R1_0222,D1R1OBS_000387_0029,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0209,388,BG_D1_R1_0209,D1R1OBS_000388_0007,matched_existing_track,4.86398,4,4,1,1,static_background_candidate,false,
BGASSOC_000388_BG_D1_R1_0181,388,BG_D1_R1_0181,D1R1OBS_000388_0013,matched_existing_track,5.239188,5,5,1,1,static_background_supported,false,
BGASSOC_000388_BG_D1_R1_0221,388,BG_D1_R1_0221,D1R1OBS_000388_0019,matched_existing_track,5.773338,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000388_BG_D1_R1_0197,388,BG_D1_R1_0197,D1R1OBS_000388_0005,matched_existing_track,5.783903,5,5,1,1,static_background_supported,false,
BGASSOC_000388_BG_D1_R1_0222,388,BG_D1_R1_0222,D1R1OBS_000388_0034,matched_existing_track,6.019174,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000388_BG_D1_R1_0200,388,BG_D1_R1_0200,D1R1OBS_000388_0012,matched_existing_track,6.438943,3,3,1,1,static_background_candidate,false,
BGASSOC_000388_BG_D1_R1_0220,388,BG_D1_R1_0220,D1R1OBS_000388_0003,matched_existing_track,6.623169,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000388_BG_D1_R1_0193,388,BG_D1_R1_0193,D1R1OBS_000388_0010,matched_existing_track,7.086782,5,5,1,1,static_background_supported,false,
BGASSOC_000388_BG_D1_R1_0170,388,BG_D1_R1_0170,D1R1OBS_000388_0006,matched_existing_track,7.238706,6,6,1,1,static_background_supported,false,
BGASSOC_000388_BG_D1_R1_0213,388,BG_D1_R1_0213,D1R1OBS_000388_0021,matched_existing_track,8.396948,3,3,1,1,static_background_candidate,false,
BGASSOC_000388_BG_D1_R1_0210,388,BG_D1_R1_0210,D1R1OBS_000388_0014,matched_existing_track,8.738386,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000388_BG_D1_R1_0205,388,BG_D1_R1_0205,D1R1OBS_000388_0032,matched_existing_track,9.667282,3,3,1,1,static_background_candidate,false,
BGASSOC_000388_BG_D1_R1_0223,388,BG_D1_R1_0223,D1R1OBS_000388_0001,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0224,388,BG_D1_R1_0224,D1R1OBS_000388_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0225,388,BG_D1_R1_0225,D1R1OBS_000388_0004,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0226,388,BG_D1_R1_0226,D1R1OBS_000388_0009,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0227,388,BG_D1_R1_0227,D1R1OBS_000388_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0228,388,BG_D1_R1_0228,D1R1OBS_000388_0015,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0229,388,BG_D1_R1_0229,D1R1OBS_000388_0017,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0230,388,BG_D1_R1_0230,D1R1OBS_000388_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0231,388,BG_D1_R1_0231,D1R1OBS_000388_0025,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0232,388,BG_D1_R1_0232,D1R1OBS_000388_0029,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0233,388,BG_D1_R1_0233,D1R1OBS_000388_0030,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0234,388,BG_D1_R1_0234,D1R1OBS_000388_0031,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0235,388,BG_D1_R1_0235,D1R1OBS_000388_0033,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0236,388,BG_D1_R1_0236,D1R1OBS_000388_0035,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000388_BG_D1_R1_0237,388,BG_D1_R1_0237,D1R1OBS_000388_0036,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000389_BG_D1_R1_0164,389,BG_D1_R1_0164,D1R1OBS_000389_0003,matched_existing_track,3.385707,7,7,1,1,static_background_supported,false,
BGASSOC_000389_BG_D1_R1_0226,389,BG_D1_R1_0226,D1R1OBS_000389_0008,matched_existing_track,5.166137,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0209,389,BG_D1_R1_0209,D1R1OBS_000389_0006,matched_existing_track,5.392825,5,5,1,1,static_background_supported,false,
BGASSOC_000389_BG_D1_R1_0227,389,BG_D1_R1_0227,D1R1OBS_000389_0009,matched_existing_track,5.393597,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0225,389,BG_D1_R1_0225,D1R1OBS_000389_0005,matched_existing_track,5.870854,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0228,389,BG_D1_R1_0228,D1R1OBS_000389_0011,matched_existing_track,6.03719,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0232,389,BG_D1_R1_0232,D1R1OBS_000389_0022,matched_existing_track,6.127815,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0207,389,BG_D1_R1_0207,D1R1OBS_000389_0001,matched_existing_track,6.192208,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0234,389,BG_D1_R1_0234,D1R1OBS_000389_0023,matched_existing_track,7.080999,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0224,389,BG_D1_R1_0224,D1R1OBS_000389_0002,matched_existing_track,7.104005,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0197,389,BG_D1_R1_0197,D1R1OBS_000389_0007,matched_existing_track,7.784616,6,6,1,1,static_background_supported,false,
BGASSOC_000389_BG_D1_R1_0222,389,BG_D1_R1_0222,D1R1OBS_000389_0024,matched_existing_track,7.808614,3,3,1,1,static_background_candidate,false,
BGASSOC_000389_BG_D1_R1_0210,389,BG_D1_R1_0210,D1R1OBS_000389_0010,matched_existing_track,8.106714,3,3,1,1,static_background_candidate,false,
BGASSOC_000389_BG_D1_R1_0220,389,BG_D1_R1_0220,D1R1OBS_000389_0004,matched_existing_track,8.987216,3,3,1,1,static_background_candidate,false,
BGASSOC_000389_BG_D1_R1_0229,389,BG_D1_R1_0229,D1R1OBS_000389_0013,matched_existing_track,9.065079,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000389_BG_D1_R1_0238,389,BG_D1_R1_0238,D1R1OBS_000389_0014,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000389_BG_D1_R1_0239,389,BG_D1_R1_0239,D1R1OBS_000389_0015,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000389_BG_D1_R1_0240,389,BG_D1_R1_0240,D1R1OBS_000389_0018,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000389_BG_D1_R1_0241,389,BG_D1_R1_0241,D1R1OBS_000389_0025,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0222,390,BG_D1_R1_0222,D1R1OBS_000390_0034,matched_existing_track,2.26521,4,4,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0207,390,BG_D1_R1_0207,D1R1OBS_000390_0003,matched_existing_track,2.657435,3,3,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0236,390,BG_D1_R1_0236,D1R1OBS_000390_0036,matched_existing_track,4.187855,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000390_BG_D1_R1_0239,390,BG_D1_R1_0239,D1R1OBS_000390_0019,matched_existing_track,6.466978,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000390_BG_D1_R1_0210,390,BG_D1_R1_0210,D1R1OBS_000390_0012,matched_existing_track,6.564812,4,4,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0197,390,BG_D1_R1_0197,D1R1OBS_000390_0008,matched_existing_track,6.618359,7,7,1,1,static_background_supported,false,
BGASSOC_000390_BG_D1_R1_0237,390,BG_D1_R1_0237,D1R1OBS_000390_0037,matched_existing_track,6.70144,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000390_BG_D1_R1_0206,390,BG_D1_R1_0206,D1R1OBS_000390_0038,matched_existing_track,7.060745,4,4,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0241,390,BG_D1_R1_0241,D1R1OBS_000390_0035,matched_existing_track,7.163383,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000390_BG_D1_R1_0240,390,BG_D1_R1_0240,D1R1OBS_000390_0025,matched_existing_track,7.718043,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000390_BG_D1_R1_0228,390,BG_D1_R1_0228,D1R1OBS_000390_0014,matched_existing_track,7.912409,3,3,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0164,390,BG_D1_R1_0164,D1R1OBS_000390_0004,matched_existing_track,8.413593,8,8,1,1,static_background_supported,false,
BGASSOC_000390_BG_D1_R1_0208,390,BG_D1_R1_0208,D1R1OBS_000390_0005,matched_existing_track,8.724555,3,3,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0238,390,BG_D1_R1_0238,D1R1OBS_000390_0017,matched_existing_track,9.061082,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000390_BG_D1_R1_0212,390,BG_D1_R1_0212,D1R1OBS_000390_0010,matched_existing_track,9.719931,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000390_BG_D1_R1_0181,390,BG_D1_R1_0181,D1R1OBS_000390_0015,matched_existing_track,9.769374,6,6,1,1,static_background_supported,false,
BGASSOC_000390_BG_D1_R1_0234,390,BG_D1_R1_0234,D1R1OBS_000390_0033,matched_existing_track,9.831077,3,3,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0226,390,BG_D1_R1_0226,D1R1OBS_000390_0009,matched_existing_track,9.843772,3,3,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0232,390,BG_D1_R1_0232,D1R1OBS_000390_0032,matched_existing_track,9.976671,3,3,1,1,static_background_candidate,false,
BGASSOC_000390_BG_D1_R1_0242,390,BG_D1_R1_0242,D1R1OBS_000390_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0243,390,BG_D1_R1_0243,D1R1OBS_000390_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0244,390,BG_D1_R1_0244,D1R1OBS_000390_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0245,390,BG_D1_R1_0245,D1R1OBS_000390_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0246,390,BG_D1_R1_0246,D1R1OBS_000390_0013,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0247,390,BG_D1_R1_0247,D1R1OBS_000390_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0248,390,BG_D1_R1_0248,D1R1OBS_000390_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0249,390,BG_D1_R1_0249,D1R1OBS_000390_0024,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0250,390,BG_D1_R1_0250,D1R1OBS_000390_0027,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000390_BG_D1_R1_0251,390,BG_D1_R1_0251,D1R1OBS_000390_0030,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0229,391,BG_D1_R1_0229,D1R1OBS_000391_0015,matched_existing_track,2.81312,3,3,1,1,static_background_candidate,false,
BGASSOC_000391_BG_D1_R1_0244,391,BG_D1_R1_0244,D1R1OBS_000391_0002,matched_existing_track,3.568014,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000391_BG_D1_R1_0248,391,BG_D1_R1_0248,D1R1OBS_000391_0016,matched_existing_track,4.165513,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000391_BG_D1_R1_0246,391,BG_D1_R1_0246,D1R1OBS_000391_0010,matched_existing_track,5.664525,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000391_BG_D1_R1_0236,391,BG_D1_R1_0236,D1R1OBS_000391_0034,matched_existing_track,5.954094,3,3,1,1,static_background_candidate,false,
BGASSOC_000391_BG_D1_R1_0228,391,BG_D1_R1_0228,D1R1OBS_000391_0011,matched_existing_track,6.230643,4,4,1,1,static_background_candidate,false,
BGASSOC_000391_BG_D1_R1_0250,391,BG_D1_R1_0250,D1R1OBS_000391_0022,matched_existing_track,6.307357,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000391_BG_D1_R1_0222,391,BG_D1_R1_0222,D1R1OBS_000391_0032,matched_existing_track,6.504463,5,5,1,1,static_background_supported,false,
BGASSOC_000391_BG_D1_R1_0241,391,BG_D1_R1_0241,D1R1OBS_000391_0033,matched_existing_track,6.75496,3,3,1,1,static_background_candidate,false,
BGASSOC_000391_BG_D1_R1_0164,391,BG_D1_R1_0164,D1R1OBS_000391_0001,matched_existing_track,9.448866,9,9,1,1,static_background_supported,false,
BGASSOC_000391_BG_D1_R1_0249,391,BG_D1_R1_0249,D1R1OBS_000391_0019,matched_existing_track,9.695859,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000391_BG_D1_R1_0252,391,BG_D1_R1_0252,D1R1OBS_000391_0003,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0253,391,BG_D1_R1_0253,D1R1OBS_000391_0004,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0254,391,BG_D1_R1_0254,D1R1OBS_000391_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0255,391,BG_D1_R1_0255,D1R1OBS_000391_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0256,391,BG_D1_R1_0256,D1R1OBS_000391_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0257,391,BG_D1_R1_0257,D1R1OBS_000391_0009,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0258,391,BG_D1_R1_0258,D1R1OBS_000391_0012,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0259,391,BG_D1_R1_0259,D1R1OBS_000391_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0260,391,BG_D1_R1_0260,D1R1OBS_000391_0024,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0261,391,BG_D1_R1_0261,D1R1OBS_000391_0028,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0262,391,BG_D1_R1_0262,D1R1OBS_000391_0029,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000391_BG_D1_R1_0263,391,BG_D1_R1_0263,D1R1OBS_000391_0031,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000392_BG_D1_R1_0257,392,BG_D1_R1_0257,D1R1OBS_000392_0009,matched_existing_track,3.677302,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0224,392,BG_D1_R1_0224,D1R1OBS_000392_0001,matched_existing_track,4.428098,3,3,1,1,static_background_candidate,false,
BGASSOC_000392_BG_D1_R1_0246,392,BG_D1_R1_0246,D1R1OBS_000392_0010,matched_existing_track,4.757846,3,3,1,1,static_background_candidate,false,
BGASSOC_000392_BG_D1_R1_0237,392,BG_D1_R1_0237,D1R1OBS_000392_0032,matched_existing_track,5.285054,3,3,1,1,static_background_candidate,false,
BGASSOC_000392_BG_D1_R1_0236,392,BG_D1_R1_0236,D1R1OBS_000392_0031,matched_existing_track,5.301013,4,4,1,1,static_background_candidate,false,
BGASSOC_000392_BG_D1_R1_0263,392,BG_D1_R1_0263,D1R1OBS_000392_0028,matched_existing_track,5.40901,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0254,392,BG_D1_R1_0254,D1R1OBS_000392_0007,matched_existing_track,5.689173,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0255,392,BG_D1_R1_0255,D1R1OBS_000392_0008,matched_existing_track,5.767275,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0262,392,BG_D1_R1_0262,D1R1OBS_000392_0026,matched_existing_track,6.148478,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0253,392,BG_D1_R1_0253,D1R1OBS_000392_0006,matched_existing_track,6.704512,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0259,392,BG_D1_R1_0259,D1R1OBS_000392_0018,matched_existing_track,6.774949,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0260,392,BG_D1_R1_0260,D1R1OBS_000392_0023,matched_existing_track,7.520163,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000392_BG_D1_R1_0244,392,BG_D1_R1_0244,D1R1OBS_000392_0003,matched_existing_track,7.623228,3,3,1,1,static_background_candidate,false,
BGASSOC_000392_BG_D1_R1_0222,392,BG_D1_R1_0222,D1R1OBS_000392_0030,matched_existing_track,8.828426,6,6,1,1,static_background_supported,false,
BGASSOC_000392_BG_D1_R1_0264,392,BG_D1_R1_0264,D1R1OBS_000392_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000392_BG_D1_R1_0265,392,BG_D1_R1_0265,D1R1OBS_000392_0004,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000392_BG_D1_R1_0266,392,BG_D1_R1_0266,D1R1OBS_000392_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000392_BG_D1_R1_0267,392,BG_D1_R1_0267,D1R1OBS_000392_0013,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000392_BG_D1_R1_0268,392,BG_D1_R1_0268,D1R1OBS_000392_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000392_BG_D1_R1_0269,392,BG_D1_R1_0269,D1R1OBS_000392_0027,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000392_BG_D1_R1_0270,392,BG_D1_R1_0270,D1R1OBS_000392_0029,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000393_BG_D1_R1_0232,393,BG_D1_R1_0232,D1R1OBS_000393_0027,matched_existing_track,1.479811,4,4,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0242,393,BG_D1_R1_0242,D1R1OBS_000393_0002,matched_existing_track,1.485234,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000393_BG_D1_R1_0246,393,BG_D1_R1_0246,D1R1OBS_000393_0009,matched_existing_track,4.829465,4,4,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0224,393,BG_D1_R1_0224,D1R1OBS_000393_0001,matched_existing_track,5.127103,4,4,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0236,393,BG_D1_R1_0236,D1R1OBS_000393_0032,matched_existing_track,5.334546,5,5,1,1,static_background_supported,false,
BGASSOC_000393_BG_D1_R1_0270,393,BG_D1_R1_0270,D1R1OBS_000393_0031,matched_existing_track,5.612699,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000393_BG_D1_R1_0264,393,BG_D1_R1_0264,D1R1OBS_000393_0003,matched_existing_track,5.729142,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000393_BG_D1_R1_0265,393,BG_D1_R1_0265,D1R1OBS_000393_0006,matched_existing_track,5.888562,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000393_BG_D1_R1_0267,393,BG_D1_R1_0267,D1R1OBS_000393_0014,matched_existing_track,5.907313,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000393_BG_D1_R1_0268,393,BG_D1_R1_0268,D1R1OBS_000393_0021,matched_existing_track,6.564489,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000393_BG_D1_R1_0244,393,BG_D1_R1_0244,D1R1OBS_000393_0004,matched_existing_track,7.762611,4,4,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0262,393,BG_D1_R1_0262,D1R1OBS_000393_0026,matched_existing_track,8.299617,3,3,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0263,393,BG_D1_R1_0263,D1R1OBS_000393_0029,matched_existing_track,9.287274,3,3,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0259,393,BG_D1_R1_0259,D1R1OBS_000393_0019,matched_existing_track,9.43821,3,3,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0253,393,BG_D1_R1_0253,D1R1OBS_000393_0007,matched_existing_track,9.662842,3,3,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0257,393,BG_D1_R1_0257,D1R1OBS_000393_0010,matched_existing_track,9.738063,3,3,1,1,static_background_candidate,false,
BGASSOC_000393_BG_D1_R1_0271,393,BG_D1_R1_0271,D1R1OBS_000393_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000393_BG_D1_R1_0272,393,BG_D1_R1_0272,D1R1OBS_000393_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000393_BG_D1_R1_0273,393,BG_D1_R1_0273,D1R1OBS_000393_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000393_BG_D1_R1_0274,393,BG_D1_R1_0274,D1R1OBS_000393_0012,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000393_BG_D1_R1_0275,393,BG_D1_R1_0275,D1R1OBS_000393_0013,new_track,0,1,1,1,1,unresolved_response,false,
