response_thread_id,scene,extraction_profile,start_sar_frame,end_sar_frame,duration_frames,component_count,branch_count,gap_count,azimuth_center_start,azimuth_center_end,radial_center_start,radial_center_end,azimuth_drift,radial_drift_px,mean_local_contrast,max_local_contrast,integrated_excess,shape_stability,temporal_continuity,static_clutter_likelihood,matched_control_available_ratio,mean_spatial_control_ratio,mean_temporal_control_ratio,dynamic_response_status,component_ids
WGV33D_THREAD_003189,GM_RM011,main,619,619,1,1,1,0,24.7088,24.7088,55.6152,55.6152,0,0,3.102344,3.102344,671.000011,1,0,0.098956,1,1.288501,2.569408,transient_unlinked,WGV33D_MAIN_F0619_C024967
WGV33D_THREAD_003190,GM_RM011,main,620,620,1,1,1,0,-26.9269,-26.9269,130,130,0,0,4.568359,4.568359,652.999981,1,0,0.015666,1,2.199717,2.677586,transient_unlinked,WGV33D_MAIN_F0620_C024985
WGV33D_THREAD_003191,GM_RM011,main,620,627,8,10,10,0,25.4495,31.0216,106,114.8787,5.5721,8.8787,3.123813,3.703776,39459.50005,0.638206,1,0.047162,1,1.317392,1.928502,dynamic_local_response_mixed,WGV33D_MAIN_F0620_C024995;WGV33D_MAIN_F0622_C025060;WGV33D_MAIN_F0621_C025028;WGV33D_MAIN_F0624_C025121;WGV33D_MAIN_F0623_C025089;WGV33D_MAIN_F0626_C025185;WGV33D_MAIN_F0621_C025026;WGV33D_MAIN_F0625_C025151;WGV33D_MAIN_F0623_C025088;WGV33D_MAIN_F0627_C025225
WGV33D_THREAD_003192,GM_RM011,main,621,685,65,296,293,0,-57.1413,2.6346,126.5741,48.2175,59.7759,-78.3566,3.51404,11.199951,792684.000174,0.561395,1,0.098269,1,1.130307,2.683732,dynamic_local_response_mixed,WGV33D_MAIN_F0621_C025014;WGV33D_MAIN_F0623_C025075;WGV33D_MAIN_F0625_C025139;WGV33D_MAIN_F0627_C025204;WGV33D_MAIN_F0629_C025284;WGV33D_MAIN_F0631_C025348;WGV33D_MAIN_F0629_C025285;WGV33D_MAIN_F0633_C025416;WGV33D_MAIN_F0631_C025349;WGV33D_MAIN_F0635_C025485;WGV33D_MAIN_F0637_C025545;WGV33D_MAIN_F0637_C025542;WGV33D_MAIN_F0639_C025605;WGV33D_MAIN_F0641_C025674;WGV33D_MAIN_F0643_C025737;WGV33D_MAIN_F0640_C025631;WGV33D_MAIN_F0643_C025733;WGV33D_MAIN_F0643_C025736;WGV33D_MAIN_F0645_C025792;WGV33D_MAIN_F0638_C025573;WGV33D_MAIN_F0642_C025704;WGV33D_MAIN_F0645_C025789;WGV33D_MAIN_F0647_C025844;WGV33D_MAIN_F0636_C025510;WGV33D_MAIN_F0640_C025632;WGV33D_MAIN_F0644_C025764;WGV33D_MAIN_F0643_C025731;WGV33D_MAIN_F0647_C025841;WGV33D_MAIN_F0649_C025902;WGV33D_MAIN_F0634_C025454;WGV33D_MAIN_F0642_C025706;WGV33D_MAIN_F0646_C025815;WGV33D_MAIN_F0641_C025672;WGV33D_MAIN_F0649_C025900;WGV33D_MAIN_F0651_C025963;WGV33D_MAIN_F0632_C025386;WGV33D_MAIN_F0640_C025633;WGV33D_MAIN_F0644_C025767;WGV33D_MAIN_F0648_C025874;WGV33D_MAIN_F0653_C026015;WGV33D_MAIN_F0634_C025453;WGV33D_MAIN_F0630_C025318;WGV33D_MAIN_F0646_C025818;WGV33D_MAIN_F0650_C025932;WGV33D_MAIN_F0650_C025934;WGV33D_MAIN_F0655_C026079;WGV33D_MAIN_F0655_C026081;WGV33D_MAIN_F0628_C025250;WGV33D_MAIN_F0648_C025877;WGV33D_MAIN_F0652_C025990;WGV33D_MAIN_F0653_C026017;WGV33D_MAIN_F0656_C026106;WGV33D_MAIN_F0657_C026129;WGV33D_MAIN_F0626_C025166;WGV33D_MAIN_F0650_C025936;WGV33D_MAIN_F0646_C025819;WGV33D_MAIN_F0654_C026050;WGV33D_MAIN_F0654_C026051;WGV33D_MAIN_F0654_C026052;WGV33D_MAIN_F0655_C026082;WGV33D_MAIN_F0658_C026161;WGV33D_MAIN_F0658_C026159;WGV33D_MAIN_F0659_C026200;WGV33D_MAIN_F0659_C026202;WGV33D_MAIN_F0624_C025106;WGV33D_MAIN_F0648_C025878;WGV33D_MAIN_F0648_C025879;WGV33D_MAIN_F0656_C026107;WGV33D_MAIN_F0657_C026131;WGV33D_MAIN_F0653_C026020;WGV33D_MAIN_F0660_C026230;WGV33D_MAIN_F0656_C026104;WGV33D_MAIN_F0660_C026229;WGV33D_MAIN_F0661_C026258;WGV33D_MAIN_F0622_C025046;WGV33D_MAIN_F0658_C026163;WGV33D_MAIN_F0658_C026162;WGV33D_MAIN_F0655_C026084;WGV33D_MAIN_F0659_C026203;WGV33D_MAIN_F0651_C025967;WGV33D_MAIN_F0662_C026289;WGV33D_MAIN_F0654_C026048;WGV33D_MAIN_F0658_C026157;WGV33D_MAIN_F0662_C026288;WGV33D_MAIN_F0663_C026313;WGV33D_MAIN_F0663_C026311;WGV33D_MAIN_F0660_C026232;WGV33D_MAIN_F0656_C026108;WGV33D_MAIN_F0660_C026231;WGV33D_MAIN_F0657_C026133;WGV33D_MAIN_F0661_C026259;WGV33D_MAIN_F0649_C025906;WGV33D_MAIN_F0664_C026348;WGV33D_MAIN_F0652_C025988;WGV33D_MAIN_F0661_C026256;WGV33D_MAIN_F0665_C026381;WGV33D_MAIN_F0662_C026290;WGV33D_MAIN_F0657_C026134;WGV33D_MAIN_F0656_C026110;WGV33D_MAIN_F0663_C026315;WGV33D_MAIN_F0663_C026314;WGV33D_MAIN_F0647_C025849;WGV33D_MAIN_F0647_C025847;WGV33D_MAIN_F0654_C026047;WGV33D_MAIN_F0650_C025930;WGV33D_MAIN_F0659_C026198;WGV33D_MAIN_F0664_C026349;WGV33D_MAIN_F0658_C026166;WGV33D_MAIN_F0665_C026383;WGV33D_MAIN_F0665_C026382;WGV33D_MAIN_F0664_C026350;WGV33D_MAIN_F0645_C025794;WGV33D_MAIN_F0649_C025907;WGV33D_MAIN_F0648_C025872;WGV33D_MAIN_F0666_C026413;WGV33D_MAIN_F0666_C026412;WGV33D_MAIN_F0660_C026234;WGV33D_MAIN_F0663_C026316;WGV33D_MAIN_F0667_C026445;WGV33D_MAIN_F0667_C026446;WGV33D_MAIN_F0664_C026351;WGV33D_MAIN_F0667_C026444;WGV33D_MAIN_F0666_C026414;WGV33D_MAIN_F0668_C026479;WGV33D_MAIN_F0668_C026478;WGV33D_MAIN_F0662_C026293;WGV33D_MAIN_F0662_C026291;WGV33D_MAIN_F0661_C026261;WGV33D_MAIN_F0669_C026514;WGV33D_MAIN_F0669_C026513;WGV33D_MAIN_F0669_C026515;WGV33D_MAIN_F0665_C026384;WGV33D_MAIN_F0668_C026480;WGV33D_MAIN_F0670_C026550;WGV33D_MAIN_F0670_C026549;WGV33D_MAIN_F0670_C026548;WGV33D_MAIN_F0670_C026547;WGV33D_MAIN_F0664_C026354;WGV33D_MAIN_F0664_C026352;WGV33D_MAIN_F0660_C026236;WGV33D_MAIN_F0663_C026318;WGV33D_MAIN_F0659_C026207;WGV33D_MAIN_F0659_C026208;WGV33D_MAIN_F0671_C026584;WGV33D_MAIN_F0671_C026583;WGV33D_MAIN_F0671_C026582;WGV33D_MAIN_F0672_C026613;WGV33D_MAIN_F0672_C026612;WGV33D_MAIN_F0666_C026417;WGV33D_MAIN_F0666_C026415;WGV33D_MAIN_F0661_C026260;WGV33D_MAIN_F0665_C026387;WGV33D_MAIN_F0657_C026135;WGV33D_MAIN_F0673_C026651;WGV33D_MAIN_F0674_C026681;WGV33D_MAIN_F0674_C026680;WGV33D_MAIN_F0668_C026484;WGV33D_MAIN_F0667_C026448;WGV33D_MAIN_F0668_C026486;WGV33D_MAIN_F0668_C026482;WGV33D_MAIN_F0667_C026450;WGV33D_MAIN_F0675_C026701;WGV33D_MAIN_F0676_C026722;WGV33D_MAIN_F0676_C026723;WGV33D_MAIN_F0670_C026552;WGV33D_MAIN_F0670_C026553;WGV33D_MAIN_F0665_C026386;WGV33D_MAIN_F0669_C026516;WGV33D_MAIN_F0666_C026420;WGV33D_MAIN_F0669_C026519;WGV33D_MAIN_F0666_C026419;WGV33D_MAIN_F0670_C026554;WGV33D_MAIN_F0669_C026517;WGV33D_MAIN_F0673_C026649;WGV33D_MAIN_F0674_C026682;WGV33D_MAIN_F0672_C026614;WGV33D_MAIN_F0672_C026615;WGV33D_MAIN_F0671_C026586;WGV33D_MAIN_F0664_C026357;WGV33D_MAIN_F0668_C026487;WGV33D_MAIN_F0664_C026356;WGV33D_MAIN_F0665_C026389;WGV33D_MAIN_F0671_C026590;WGV33D_MAIN_F0667_C026452;WGV33D_MAIN_F0672_C026619;WGV33D_MAIN_F0671_C026587;WGV33D_MAIN_F0671_C026580;WGV33D_MAIN_F0675_C026702;WGV33D_MAIN_F0674_C026683;WGV33D_MAIN_F0674_C026684;WGV33D_MAIN_F0673_C026652;WGV33D_MAIN_F0662_C026295;WGV33D_MAIN_F0666_C026421;WGV33D_MAIN_F0670_C026555;WGV33D_MAIN_F0663_C026319;WGV33D_MAIN_F0673_C026655;WGV33D_MAIN_F0673_C026656;WGV33D_MAIN_F0665_C026390;WGV33D_MAIN_F0674_C026685;WGV33D_MAIN_F0673_C026653;WGV33D_MAIN_F0676_C026726;WGV33D_MAIN_F0676_C026724;WGV33D_MAIN_F0676_C026727;WGV33D_MAIN_F0675_C026704;WGV33D_MAIN_F0675_C026703;WGV33D_MAIN_F0660_C026239;WGV33D_MAIN_F0668_C026488;WGV33D_MAIN_F0672_C026621;WGV33D_MAIN_F0661_C026264;WGV33D_MAIN_F0675_C026705;WGV33D_MAIN_F0663_C026321;WGV33D_MAIN_F0678_C026779;WGV33D_MAIN_F0678_C026775;WGV33D_MAIN_F0677_C026752;WGV33D_MAIN_F0677_C026751;WGV33D_MAIN_F0658_C026170;WGV33D_MAIN_F0670_C026558;WGV33D_MAIN_F0670_C026556;WGV33D_MAIN_F0667_C026456;WGV33D_MAIN_F0673_C026657;WGV33D_MAIN_F0665_C026391;WGV33D_MAIN_F0661_C026266;WGV33D_MAIN_F0680_C026830;WGV33D_MAIN_F0679_C026803;WGV33D_MAIN_F0679_C026802;WGV33D_MAIN_F0656_C026112;WGV33D_MAIN_F0656_C026113;WGV33D_MAIN_F0672_C026624;WGV33D_MAIN_F0665_C026392;WGV33D_MAIN_F0675_C026707;WGV33D_MAIN_F0671_C026591;WGV33D_MAIN_F0663_C026323;WGV33D_MAIN_F0663_C026324;WGV33D_MAIN_F0667_C026453;WGV33D_MAIN_F0659_C026211;WGV33D_MAIN_F0681_C026858;WGV33D_MAIN_F0658_C026171;WGV33D_MAIN_F0674_C026687;WGV33D_MAIN_F0663_C026326;WGV33D_MAIN_F0667_C026458;WGV33D_MAIN_F0669_C026520;WGV33D_MAIN_F0673_C026658;WGV33D_MAIN_F0661_C026267;WGV33D_MAIN_F0661_C026269;WGV33D_MAIN_F0657_C026138;WGV33D_MAIN_F0683_C026903;WGV33D_MAIN_F0683_C026902;WGV33D_MAIN_F0660_C026240;WGV33D_MAIN_F0676_C026732;WGV33D_MAIN_F0665_C026393;WGV33D_MAIN_F0669_C026523;WGV33D_MAIN_F0671_C026593;WGV33D_MAIN_F0675_C026708;WGV33D_MAIN_F0662_C026296;WGV33D_MAIN_F0685_C026947;WGV33D_MAIN_F0684_C026923;WGV33D_MAIN_F0684_C026924;WGV33D_MAIN_F0658_C026172;WGV33D_MAIN_F0678_C026780;WGV33D_MAIN_F0678_C026781;WGV33D_MAIN_F0667_C026459;WGV33D_MAIN_F0671_C026594;WGV33D_MAIN_F0673_C026659;WGV33D_MAIN_F0670_C026560;WGV33D_MAIN_F0664_C026360;WGV33D_MAIN_F0679_C026805;WGV33D_MAIN_F0680_C026836;WGV33D_MAIN_F0680_C026838;WGV33D_MAIN_F0669_C026524;WGV33D_MAIN_F0673_C026660;WGV33D_MAIN_F0672_C026625;WGV33D_MAIN_F0666_C026424;WGV33D_MAIN_F0681_C026862;WGV33D_MAIN_F0682_C026886;WGV33D_MAIN_F0682_C026888;WGV33D_MAIN_F0682_C026887;WGV33D_MAIN_F0671_C026595;WGV33D_MAIN_F0675_C026709;WGV33D_MAIN_F0674_C026689;WGV33D_MAIN_F0664_C026361;WGV33D_MAIN_F0683_C026906;WGV33D_MAIN_F0684_C026928;WGV33D_MAIN_F0673_C026661;WGV33D_MAIN_F0677_C026755;WGV33D_MAIN_F0677_C026757;WGV33D_MAIN_F0676_C026734;WGV33D_MAIN_F0672_C026626;WGV33D_MAIN_F0666_C026426;WGV33D_MAIN_F0675_C026710;WGV33D_MAIN_F0679_C026810;WGV33D_MAIN_F0678_C026784;WGV33D_MAIN_F0670_C026561;WGV33D_MAIN_F0668_C026491;WGV33D_MAIN_F0677_C026758;WGV33D_MAIN_F0681_C026868;WGV33D_MAIN_F0680_C026841
WGV33D_THREAD_003193,GM_RM011,main,622,626,5,3,3,2,-25.8402,-24.5,158.6577,152.0296,1.3402,-6.6281,2.714093,2.90332,6926.000073,0.606267,0.5,0.037703,1,1.390982,1.364022,dynamic_local_response_supported,WGV33D_MAIN_F0622_C025048;WGV33D_MAIN_F0624_C025109;WGV33D_MAIN_F0626_C025169
WGV33D_THREAD_003194,GM_RM011,main,623,623,1,1,0,0,-14.8415,-14.8415,144.713,144.713,0,0,2.720703,2.720703,962.499977,1,0,0.037859,1,1.175718,1.733809,transient_unlinked,WGV33D_MAIN_F0623_C025079
WGV33D_THREAD_003195,GM_RM011,main,623,623,1,1,1,0,-9.2854,-9.2854,99.8729,99.8729,0,0,2.839193,2.839193,3465.999981,1,0,0.047955,1,1.686082,1.713596,transient_unlinked,WGV33D_MAIN_F0623_C025080
WGV33D_THREAD_003196,GM_RM011,main,624,624,1,1,1,0,-37.5286,-37.5286,70,70,0,0,4.986979,4.986979,574.500027,1,0,0.075718,1,1.803079,2.123328,transient_unlinked,WGV33D_MAIN_F0624_C025107
WGV33D_THREAD_003197,GM_RM011,main,624,628,5,4,4,2,-36.4744,-30.5166,162,162,5.9578,0,3.140015,3.530762,5989.499966,0.88243,0.5,0.018712,1,1.898847,1.724449,dynamic_local_response_supported,WGV33D_MAIN_F0624_C025108;WGV33D_MAIN_F0626_C025167;WGV33D_MAIN_F0628_C025251;WGV33D_MAIN_F0628_C025252
WGV33D_THREAD_003198,GM_RM011,main,624,624,1,1,1,0,-7.7929,-7.7929,99.6379,99.6379,0,0,2.924349,2.924349,4241.999973,1,0,0.050479,1,1.682887,1.654448,transient_unlinked,WGV33D_MAIN_F0624_C025111
WGV33D_THREAD_003199,GM_RM011,main,624,624,1,1,1,0,18.5,18.5,55.9182,55.9182,0,0,2.725586,2.725586,262,1,0,0.114883,1,0.902036,2.043228,transient_unlinked,WGV33D_MAIN_F0624_C025119
WGV33D_THREAD_003200,GM_RM011,main,625,625,1,1,0,0,-35.811,-35.811,67.3237,67.3237,0,0,4.272135,4.272135,608,1,0,0.080505,1,1.701662,2.094828,transient_unlinked,WGV33D_MAIN_F0625_C025140
WGV33D_THREAD_003201,GM_RM011,main,625,627,3,2,2,1,-35.5285,-31.9766,162,160.0935,3.5519,-1.9065,3.065104,3.173828,2280.500103,0.833333,0.5,0.0198,1,1.416063,1.590371,transient_unlinked,WGV33D_MAIN_F0625_C025141;WGV33D_MAIN_F0627_C025205
WGV33D_THREAD_003202,GM_RM011,main,626,626,1,1,1,0,-33.0358,-33.0358,66,66,0,0,3.802734,3.802734,484.999981,1,0,0.089426,1,1.727119,2.145263,transient_unlinked,WGV33D_MAIN_F0626_C025168
WGV33D_THREAD_003203,GM_RM011,main,626,626,1,1,1,0,-18.1505,-18.1505,107.2536,107.2536,0,0,3.100911,3.100911,809.999966,1,0,0.05396,1,1.44613,1.61507,transient_unlinked,WGV33D_MAIN_F0626_C025170
WGV33D_THREAD_003204,GM_RM011,main,626,632,7,4,4,3,-2.023,3.3424,82,82.7327,5.3654,0.7327,3.144499,3.435156,5883.500034,0.563994,0.5,0.030782,1,1.674135,2.2014,dynamic_local_response_supported,WGV33D_MAIN_F0626_C025178;WGV33D_MAIN_F0628_C025261;WGV33D_MAIN_F0630_C025321;WGV33D_MAIN_F0632_C025393
WGV33D_THREAD_003205,GM_RM011,main,626,626,1,1,1,0,16.5336,16.5336,155.6233,155.6233,0,0,4.535156,4.535156,2066.499977,1,0,0.044909,1,1.01444,1.139087,transient_unlinked,WGV33D_MAIN_F0626_C025183
WGV33D_THREAD_003206,GM_RM011,main,627,627,1,1,0,0,-27.5289,-27.5289,66,66,0,0,3.414714,3.414714,549.499992,1,0,0.083116,1,1.687048,2.149079,transient_unlinked,WGV33D_MAIN_F0627_C025206
WGV33D_THREAD_003207,GM_RM011,main,627,627,1,1,1,0,-16.0175,-16.0175,106,106,0,0,5.636719,5.636719,850,1,0,0.059399,1,1.682881,2.072581,transient_unlinked,WGV33D_MAIN_F0627_C025209
WGV33D_THREAD_003208,GM_RM011,main,627,627,1,1,1,0,-16.0104,-16.0104,122,122,0,0,3.016602,3.016602,776,1,0,0.023499,1,1.500368,2.17487,transient_unlinked,WGV33D_MAIN_F0627_C025210
WGV33D_THREAD_003209,GM_RM011,main,627,631,5,4,4,2,-0.9687,3.1212,82,83.5115,4.0899,1.5115,2.957035,3.745117,6001,0.85109,0.5,0.032663,1,1.285129,1.783757,dynamic_local_response_supported,WGV33D_MAIN_F0627_C025216;WGV33D_MAIN_F0629_C025292;WGV33D_MAIN_F0631_C025360;WGV33D_MAIN_F0631_C025356
WGV33D_THREAD_003210,GM_RM011,main,627,628,2,2,2,0,26.4461,30.4512,59.2407,57.9861,4.0051,-1.2546,3.388021,3.391927,1592.500004,0.75,1,0.087032,1,0.933037,2.176029,transient_unlinked,WGV33D_MAIN_F0627_C025224;WGV33D_MAIN_F0628_C025268
WGV33D_THREAD_003211,GM_RM011,main,628,628,1,1,1,0,-14.0328,-14.0328,106,106,0,0,4.456055,4.456055,698.000015,1,0,0.058747,1,1.836695,2.209841,transient_unlinked,WGV33D_MAIN_F0628_C025254
WGV33D_THREAD_003212,GM_RM011,main,628,628,1,1,1,0,50.1405,50.1405,76.7938,76.7938,0,0,4.138021,4.138021,810.499989,1,0,0.018712,1,1.037361,2.170394,transient_unlinked,WGV33D_MAIN_F0628_C025269
WGV33D_THREAD_003213,GM_RM011,main,629,629,1,1,1,0,-7.7348,-7.7348,84.2865,84.2865,0,0,2.571875,2.571875,753.000008,1,0,0.033943,1,1.230469,1.314823,transient_unlinked,WGV33D_MAIN_F0629_C025290
WGV33D_THREAD_003214,GM_RM011,main,629,633,5,3,3,2,32.1381,34.9558,60.8976,66,2.8177,5.1024,3.0512,3.246373,1731.000004,0.608708,0.5,0.074164,1,1.150685,2.04878,dynamic_local_response_mixed,WGV33D_MAIN_F0629_C025301;WGV33D_MAIN_F0631_C025368;WGV33D_MAIN_F0633_C025433
WGV33D_THREAD_003215,GM_RM011,main,630,630,1,1,0,0,-46.0322,-46.0322,218,218,0,0,4.148438,4.148438,548.499977,1,0,0.013708,1,1.636076,0.866895,transient_unlinked,WGV33D_MAIN_F0630_C025319
WGV33D_THREAD_003216,GM_RM011,main,630,630,1,1,1,0,37.5,37.5,61.7982,61.7982,0,0,3.605469,3.605469,264.499996,1,0,0.071366,1,1.149752,1.515498,transient_unlinked,WGV33D_MAIN_F0630_C025332
WGV33D_THREAD_003217,GM_RM011,main,630,630,1,1,1,0,54.2879,54.2879,81.0319,81.0319,0,0,5.011719,5.011719,652.999958,1,0,0.006527,1,1.436944,1.44953,transient_unlinked,WGV33D_MAIN_F0630_C025333
WGV33D_THREAD_003218,GM_RM011,main,631,633,3,2,2,1,23.1857,27.249,106.4583,110.5526,4.0633,4.0943,4.237084,4.839286,6193.500099,0.705882,0.5,0.049164,1,1.616007,1.589301,transient_unlinked,WGV33D_MAIN_F0631_C025367;WGV33D_MAIN_F0633_C025431
WGV33D_THREAD_003219,GM_RM011,main,631,633,3,2,0,1,40.975,42.9781,62,63.9124,2.0031,1.9124,3.147461,3.212891,682.499989,1,0.5,0.058094,1,1.21966,2.216779,transient_unlinked,WGV33D_MAIN_F0631_C025369;WGV33D_MAIN_F0633_C025434
WGV33D_THREAD_003220,GM_RM011,main,632,667,36,49,49,6,-47.5,-19.623,231.8846,167.6887,27.877,-64.1959,3.74384,5.952148,598809.499188,0.434678,0.828571,0.039049,1,1.706038,1.721325,dynamic_local_response_mixed,WGV33D_MAIN_F0632_C025387;WGV33D_MAIN_F0634_C025455;WGV33D_MAIN_F0636_C025511;WGV33D_MAIN_F0638_C025574;WGV33D_MAIN_F0635_C025487;WGV33D_MAIN_F0636_C025512;WGV33D_MAIN_F0640_C025630;WGV33D_MAIN_F0637_C025543;WGV33D_MAIN_F0637_C025544;WGV33D_MAIN_F0638_C025575;WGV33D_MAIN_F0642_C025707;WGV33D_MAIN_F0642_C025705;WGV33D_MAIN_F0639_C025606;WGV33D_MAIN_F0635_C025486;WGV33D_MAIN_F0639_C025607;WGV33D_MAIN_F0644_C025768;WGV33D_MAIN_F0644_C025766;WGV33D_MAIN_F0641_C025673;WGV33D_MAIN_F0633_C025417;WGV33D_MAIN_F0641_C025675;WGV33D_MAIN_F0646_C025816;WGV33D_MAIN_F0643_C025734;WGV33D_MAIN_F0643_C025735;WGV33D_MAIN_F0648_C025875;WGV33D_MAIN_F0645_C025793;WGV33D_MAIN_F0645_C025791;WGV33D_MAIN_F0647_C025845;WGV33D_MAIN_F0650_C025935;WGV33D_MAIN_F0650_C025933;WGV33D_MAIN_F0647_C025843;WGV33D_MAIN_F0647_C025842;WGV33D_MAIN_F0649_C025904;WGV33D_MAIN_F0652_C025991;WGV33D_MAIN_F0649_C025903;WGV33D_MAIN_F0645_C025790;WGV33D_MAIN_F0649_C025901;WGV33D_MAIN_F0651_C025964;WGV33D_MAIN_F0654_C026049;WGV33D_MAIN_F0643_C025732;WGV33D_MAIN_F0651_C025962;WGV33D_MAIN_F0653_C026016;WGV33D_MAIN_F0653_C026014;WGV33D_MAIN_F0655_C026080;WGV33D_MAIN_F0657_C026130;WGV33D_MAIN_F0659_C026201;WGV33D_MAIN_F0661_C026257;WGV33D_MAIN_F0663_C026312;WGV33D_MAIN_F0665_C026380;WGV33D_MAIN_F0667_C026442
WGV33D_THREAD_003221,GM_RM011,main,632,632,1,1,1,0,-5.0096,-5.0096,110,110,0,0,2.750977,2.750977,543.5,1,0,0.034595,1,1.246564,1.862454,transient_unlinked,WGV33D_MAIN_F0632_C025389
WGV33D_THREAD_003222,GM_RM011,main,633,633,1,1,0,0,-32.0121,-32.0121,174,174,0,0,3.101562,3.101562,916.000065,1,0,0.033943,1,1.454765,1.57469,transient_unlinked,WGV33D_MAIN_F0633_C025418
WGV33D_THREAD_003223,GM_RM011,main,633,633,1,1,1,0,-27.9939,-27.9939,162,162,0,0,3.055664,3.055664,963.999935,1,0,0.03329,1,1.286956,1.526523,transient_unlinked,WGV33D_MAIN_F0633_C025419
WGV33D_THREAD_003224,GM_RM011,main,635,646,12,12,12,0,29.8914,53.2212,53.1657,79.8959,23.3298,26.7302,4.217149,5.565755,46512.499951,0.719585,1,0.04538,1,1.325744,2.639858,dynamic_local_response_supported,WGV33D_MAIN_F0635_C025497;WGV33D_MAIN_F0636_C025526;WGV33D_MAIN_F0637_C025557;WGV33D_MAIN_F0638_C025590;WGV33D_MAIN_F0639_C025617;WGV33D_MAIN_F0640_C025649;WGV33D_MAIN_F0641_C025689;WGV33D_MAIN_F0642_C025717;WGV33D_MAIN_F0643_C025748;WGV33D_MAIN_F0644_C025779;WGV33D_MAIN_F0645_C025801;WGV33D_MAIN_F0646_C025827
WGV33D_THREAD_003225,GM_RM011,main,635,635,1,1,0,0,47.0292,47.0292,70,70,0,0,2.855469,2.855469,490.000011,1,0,0.041775,1,1.651786,3.234266,transient_unlinked,WGV33D_MAIN_F0635_C025498
WGV33D_THREAD_003226,GM_RM011,main,636,636,1,1,1,0,-3.2815,-3.2815,49.3799,49.3799,0,0,2.967122,2.967122,1101,1,0,0.164708,1,1.490789,2.793199,transient_unlinked,WGV33D_MAIN_F0636_C025516
WGV33D_THREAD_003227,GM_RM011,main,636,636,1,1,0,0,37.0123,37.0123,202,202,0,0,4.413086,4.413086,1797.999924,1,0,0.056136,1,1.630583,2.018949,transient_unlinked,WGV33D_MAIN_F0636_C025527
WGV33D_THREAD_003228,GM_RM011,main,637,637,1,1,0,0,-9.0312,-9.0312,62,62,0,0,3.158203,3.158203,356.999969,1,0,0.06201,1,1.461069,2.88253,transient_unlinked,WGV33D_MAIN_F0637_C025548
WGV33D_THREAD_003229,GM_RM011,main,637,639,3,3,3,1,-4.4548,-3.0099,62,61.5011,1.4449,-0.4989,3.321707,3.892857,2104,0.696795,0.5,0.096399,1,1.138975,2.744722,dynamic_local_response_mixed,WGV33D_MAIN_F0637_C025549;WGV33D_MAIN_F0639_C025610;WGV33D_MAIN_F0637_C025550
WGV33D_THREAD_003230,GM_RM011,main,638,640,3,2,2,1,-24.4687,-24.9999,155.2398,162,-0.5312,6.7602,3.721355,4.824219,3169.499928,0.833333,0.5,0.034378,1,1.42087,1.883681,transient_unlinked,WGV33D_MAIN_F0638_C025576;WGV33D_MAIN_F0640_C025635
WGV33D_THREAD_003231,GM_RM011,main,638,638,1,1,1,0,-6.8393,-6.8393,62.0357,62.0357,0,0,3.695312,3.695312,1286.999939,1,0,0.06968,1,1.706399,1.904018,transient_unlinked,WGV33D_MAIN_F0638_C025579
WGV33D_THREAD_003232,GM_RM011,main,638,640,3,2,2,1,-1.0464,0.4009,62,61.4306,1.4473,-0.5694,3.294992,3.393694,2404,0.785714,0.5,0.05518,1,1.488317,1.95814,transient_unlinked,WGV33D_MAIN_F0638_C025581;WGV33D_MAIN_F0640_C025639
WGV33D_THREAD_003233,GM_RM011,main,639,639,1,1,0,0,-54.9682,-54.9682,86,86,0,0,4.6875,4.6875,494.000031,1,0,0.030679,1,1.610994,2.478049,transient_unlinked,WGV33D_MAIN_F0639_C025604
WGV33D_THREAD_003234,GM_RM011,main,639,639,1,1,1,0,39.0326,39.0326,208.1303,208.1303,0,0,4.095703,4.095703,1054.999901,1,0,0.046345,1,1.767754,1.138889,transient_unlinked,WGV33D_MAIN_F0639_C025618
WGV33D_THREAD_003235,GM_RM011,main,640,640,1,1,1,0,-32.9689,-32.9689,110,110,0,0,3.85791,3.85791,1786.999977,1,0,0.03329,1,1.721368,2.325597,transient_unlinked,WGV33D_MAIN_F0640_C025634
WGV33D_THREAD_003236,GM_RM011,main,640,646,7,4,4,3,-13.5084,-9.0221,142.6149,138,4.4863,-4.6149,2.710393,2.998605,19842.99985,0.590909,0.5,0.036372,1,1.261872,2.493697,dynamic_local_response_supported,WGV33D_MAIN_F0640_C025637;WGV33D_MAIN_F0642_C025708;WGV33D_MAIN_F0644_C025769;WGV33D_MAIN_F0646_C025821
WGV33D_THREAD_003237,GM_RM011,main,640,644,5,4,4,2,27.4388,34.0098,106,114,6.571,8,5.079387,5.662109,5982.500207,0.809256,0.5,0.038729,1,1.26376,2.40318,dynamic_local_response_supported,WGV33D_MAIN_F0640_C025647;WGV33D_MAIN_F0642_C025714;WGV33D_MAIN_F0644_C025777;WGV33D_MAIN_F0644_C025774
WGV33D_THREAD_003238,GM_RM011,main,641,641,1,1,1,0,-20.0103,-20.0103,162,162,0,0,3.868164,3.868164,1147.999992,1,0,0.058094,1,0.90575,1.245746,transient_unlinked,WGV33D_MAIN_F0641_C025678
