template_id,response_unit_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,region_pixel_count,energy_delta,inner_density_delta,outer_band_density_delta,component_count_delta,principal_axis_change_deg,scale_yaw_feasible_change,template_scope
R21B00213_T02,R21B00213,280,center_shift,range,shift,0.15,5,25162,-1279.910831,-0.047028,0.011757,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T03,R21B00213,280,center_shift,azimuth,shift,-0.15,-5,25162,-1279.910831,-0.047028,0.011757,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T04,R21B00213,280,center_shift,azimuth,shift,0.15,5,25162,-1279.910831,-0.047028,0.011757,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T05,R21B00213,280,center_shift,range,shift,-0.3,-10,25162,-2559.821663,-0.094056,0.023514,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T06,R21B00213,280,center_shift,range,shift,0.3,10,25162,-2559.821663,-0.094056,0.023514,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T07,R21B00213,280,center_shift,azimuth,shift,-0.3,-10,25162,-2559.821663,-0.094056,0.023514,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T08,R21B00213,280,center_shift,azimuth,shift,0.3,10,25162,-2559.821663,-0.094056,0.023514,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T09,R21B00213,280,center_shift,range,shift,-0.45,-15,25162,-3839.732494,-0.141084,0.035271,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T10,R21B00213,280,center_shift,range,shift,0.45,15,25162,-3839.732494,-0.141084,0.035271,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T11,R21B00213,280,center_shift,azimuth,shift,-0.45,-15,25162,-3839.732494,-0.141084,0.035271,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T12,R21B00213,280,center_shift,azimuth,shift,0.45,15,25162,-3839.732494,-0.141084,0.035271,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T13,R21B00213,280,single_boundary_shift,range_min,move,-0.15,-5,26075,90325.799833,-0.429183,0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T14,R21B00213,280,single_boundary_shift,range_min,move,0.15,5,24250,74660.629758,0.429183,-0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T15,R21B00213,280,single_boundary_shift,range_max,move,-0.15,-5,24250,74660.629758,-0.429183,0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T16,R21B00213,280,single_boundary_shift,range_max,move,0.15,5,26075,90325.799833,0.429183,-0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T17,R21B00213,280,single_boundary_shift,azimuth_min,move,-0.15,-5,25852,88411.644805,-0.429183,0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T18,R21B00213,280,single_boundary_shift,azimuth_min,move,0.15,5,24473,76574.784787,0.429183,-0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T19,R21B00213,280,single_boundary_shift,azimuth_max,move,-0.15,-5,24473,76574.784787,-0.429183,0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T20,R21B00213,280,single_boundary_shift,azimuth_max,move,0.15,5,25852,88411.644805,0.429183,-0.107296,0,0.273939,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T21,R21B00213,280,single_boundary_shift,range_min,move,-0.3,-10,26988,98162.676698,-0.429183,0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T22,R21B00213,280,single_boundary_shift,range_min,move,0.3,10,23337,66823.752894,0.429183,-0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T23,R21B00213,280,single_boundary_shift,range_max,move,-0.3,-10,23337,66823.752894,-0.429183,0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T24,R21B00213,280,single_boundary_shift,range_max,move,0.3,10,26988,98162.676698,0.429183,-0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T25,R21B00213,280,single_boundary_shift,azimuth_min,move,-0.3,-10,26541,94325.782986,-0.429183,0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T26,R21B00213,280,single_boundary_shift,azimuth_min,move,0.3,10,23784,70660.646605,0.429183,-0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T27,R21B00213,280,single_boundary_shift,azimuth_max,move,-0.3,-10,23784,70660.646605,-0.429183,0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T28,R21B00213,280,single_boundary_shift,azimuth_max,move,0.3,10,26541,94325.782986,0.429183,-0.107296,0,0.547877,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T29,R21B00213,280,scale_resize,range,resize,-0.15,-5,24250,74660.629758,-0.686692,0.171673,0,0.219151,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T30,R21B00213,280,scale_resize,range,resize,0.15,5,26075,90325.799833,0.686692,-0.171673,0,0.219151,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T31,R21B00213,280,scale_resize,azimuth,resize,-0.15,-5,24473,76574.784787,-0.686692,0.171673,0,0.219151,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T32,R21B00213,280,scale_resize,azimuth,resize,0.15,5,25852,88411.644805,0.686692,-0.171673,0,0.219151,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T33,R21B00213,280,scale_resize,range,resize,-0.3,-10,23337,66823.752894,-0.686692,0.171673,0,0.438302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T34,R21B00213,280,scale_resize,range,resize,0.3,10,26988,98162.676698,0.686692,-0.171673,0,0.438302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T35,R21B00213,280,scale_resize,azimuth,resize,-0.3,-10,23784,70660.646605,-0.686692,0.171673,0,0.438302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00213_T36,R21B00213,280,scale_resize,azimuth,resize,0.3,10,26541,94325.782986,0.686692,-0.171673,0,0.438302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T01,R21B00214,280,center_shift,range,shift,-0.15,-5,5589,-998.134796,-0.176038,0.044009,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T02,R21B00214,280,center_shift,range,shift,0.15,5,5589,-998.134796,-0.176038,0.044009,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T03,R21B00214,280,center_shift,azimuth,shift,-0.15,-5,5589,-998.134796,-0.176038,0.044009,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T04,R21B00214,280,center_shift,azimuth,shift,0.15,5,5589,-998.134796,-0.176038,0.044009,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T05,R21B00214,280,center_shift,range,shift,-0.3,-10,5589,-1996.269593,-0.352076,0.088019,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T06,R21B00214,280,center_shift,range,shift,0.3,10,5589,-1996.269593,-0.352076,0.088019,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T07,R21B00214,280,center_shift,azimuth,shift,-0.3,-10,5589,-1996.269593,-0.352076,0.088019,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T08,R21B00214,280,center_shift,azimuth,shift,0.3,10,5589,-1996.269593,-0.352076,0.088019,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T09,R21B00214,280,center_shift,range,shift,-0.45,-15,5589,-2994.404389,-0.528114,0.132028,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T10,R21B00214,280,center_shift,range,shift,0.45,15,5589,-2994.404389,-0.528114,0.132028,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T11,R21B00214,280,center_shift,azimuth,shift,-0.45,-15,5589,-2994.404389,-0.528114,0.132028,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T12,R21B00214,280,center_shift,azimuth,shift,0.45,15,5589,-2994.404389,-0.528114,0.132028,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T13,R21B00214,280,single_boundary_shift,range_min,move,-0.15,-5,5970,36696.592593,-0.672099,0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T14,R21B00214,280,single_boundary_shift,range_min,move,0.15,5,5207,26440.365432,0.672099,-0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T15,R21B00214,280,single_boundary_shift,range_max,move,-0.15,-5,5207,26440.365432,-0.672099,0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T16,R21B00214,280,single_boundary_shift,range_max,move,0.15,5,5970,36696.592593,0.672099,-0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T17,R21B00214,280,single_boundary_shift,azimuth_min,move,-0.15,-5,5954,36481.520988,-0.672099,0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T18,R21B00214,280,single_boundary_shift,azimuth_min,move,0.15,5,5223,26655.437037,0.672099,-0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T19,R21B00214,280,single_boundary_shift,azimuth_max,move,-0.15,-5,5223,26655.437037,-0.672099,0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T20,R21B00214,280,single_boundary_shift,azimuth_max,move,0.15,5,5954,36481.520988,0.672099,-0.168025,0,0.654807,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T21,R21B00214,280,single_boundary_shift,range_min,move,-0.3,-10,6352,41831.42716,-0.672099,0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T22,R21B00214,280,single_boundary_shift,range_min,move,0.3,10,4825,21305.530864,0.672099,-0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T23,R21B00214,280,single_boundary_shift,range_max,move,-0.3,-10,4825,21305.530864,-0.672099,0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T24,R21B00214,280,single_boundary_shift,range_max,move,0.3,10,6352,41831.42716,0.672099,-0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T25,R21B00214,280,single_boundary_shift,azimuth_min,move,-0.3,-10,6320,41401.283951,-0.672099,0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T26,R21B00214,280,single_boundary_shift,azimuth_min,move,0.3,10,4857,21735.674074,0.672099,-0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T27,R21B00214,280,single_boundary_shift,azimuth_max,move,-0.3,-10,4857,21735.674074,-0.672099,0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T28,R21B00214,280,single_boundary_shift,azimuth_max,move,0.3,10,6320,41401.283951,0.672099,-0.168025,0,1.309613,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T29,R21B00214,280,scale_resize,range,resize,-0.15,-5,5207,26440.365432,-1.075358,0.26884,0,0.523845,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T30,R21B00214,280,scale_resize,range,resize,0.15,5,5970,36696.592593,1.075358,-0.26884,0,0.523845,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T31,R21B00214,280,scale_resize,azimuth,resize,-0.15,-5,5223,26655.437037,-1.075358,0.26884,0,0.523845,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T32,R21B00214,280,scale_resize,azimuth,resize,0.15,5,5954,36481.520988,1.075358,-0.26884,0,0.523845,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T33,R21B00214,280,scale_resize,range,resize,-0.3,-10,4825,21305.530864,-1.075358,0.26884,0,1.047691,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T34,R21B00214,280,scale_resize,range,resize,0.3,10,6352,41831.42716,1.075358,-0.26884,0,1.047691,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T35,R21B00214,280,scale_resize,azimuth,resize,-0.3,-10,4857,21735.674074,-1.075358,0.26884,0,1.047691,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00214_T36,R21B00214,280,scale_resize,azimuth,resize,0.3,10,6320,41401.283951,1.075358,-0.26884,0,1.047691,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T01,R21B00215,280,center_shift,range,shift,-0.15,-5,276,-126.612648,-0.502431,0.125608,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T02,R21B00215,280,center_shift,range,shift,0.15,5,276,-126.612648,-0.502431,0.125608,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T03,R21B00215,280,center_shift,azimuth,shift,-0.15,-5,276,-126.612648,-0.502431,0.125608,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T04,R21B00215,280,center_shift,azimuth,shift,0.15,5,276,-126.612648,-0.502431,0.125608,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T05,R21B00215,280,center_shift,range,shift,-0.3,-10,276,-253.225297,-1.004862,0.251216,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T06,R21B00215,280,center_shift,range,shift,0.3,10,276,-253.225297,-1.004862,0.251216,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T07,R21B00215,280,center_shift,azimuth,shift,-0.3,-10,276,-253.225297,-1.004862,0.251216,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T08,R21B00215,280,center_shift,azimuth,shift,0.3,10,276,-253.225297,-1.004862,0.251216,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T09,R21B00215,280,center_shift,range,shift,-0.45,-15,276,-315.525,-1.252083,0.313021,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T10,R21B00215,280,center_shift,range,shift,0.45,15,276,-315.525,-1.252083,0.313021,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T11,R21B00215,280,center_shift,azimuth,shift,-0.45,-15,276,-315.525,-1.252083,0.313021,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T12,R21B00215,280,center_shift,azimuth,shift,0.45,15,276,-315.525,-1.252083,0.313021,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T13,R21B00215,280,single_boundary_shift,range_min,move,-0.15,-5,359,1794.652778,-0.417361,0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T14,R21B00215,280,single_boundary_shift,range_min,move,0.15,5,193,409.013889,0.417361,-0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T15,R21B00215,280,single_boundary_shift,range_max,move,-0.15,-5,193,409.013889,-0.417361,0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T16,R21B00215,280,single_boundary_shift,range_max,move,0.15,5,359,1794.652778,0.417361,-0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T17,R21B00215,280,single_boundary_shift,azimuth_min,move,-0.15,-5,359,1794.652778,-0.417361,0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T18,R21B00215,280,single_boundary_shift,azimuth_min,move,0.15,5,193,409.013889,0.417361,-0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T19,R21B00215,280,single_boundary_shift,azimuth_max,move,-0.15,-5,193,409.013889,-0.417361,0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T20,R21B00215,280,single_boundary_shift,azimuth_max,move,0.15,5,359,1794.652778,0.417361,-0.10434,0,3.009571,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T21,R21B00215,280,single_boundary_shift,range_min,move,-0.3,-10,442,2487.472222,-0.417361,0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T22,R21B00215,280,single_boundary_shift,range_min,move,0.3,10,110,-283.805556,0.417361,-0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T23,R21B00215,280,single_boundary_shift,range_max,move,-0.3,-10,110,-283.805556,-0.417361,0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T24,R21B00215,280,single_boundary_shift,range_max,move,0.3,10,442,2487.472222,0.417361,-0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T25,R21B00215,280,single_boundary_shift,azimuth_min,move,-0.3,-10,442,2487.472222,-0.417361,0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T26,R21B00215,280,single_boundary_shift,azimuth_min,move,0.3,10,110,-283.805556,0.417361,-0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T27,R21B00215,280,single_boundary_shift,azimuth_max,move,-0.3,-10,110,-283.805556,-0.417361,0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T28,R21B00215,280,single_boundary_shift,azimuth_max,move,0.3,10,442,2487.472222,0.417361,-0.10434,0,6.019142,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T29,R21B00215,280,scale_resize,range,resize,-0.15,-5,193,409.013889,-0.667778,0.166944,0,2.407657,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T30,R21B00215,280,scale_resize,range,resize,0.15,5,359,1794.652778,0.667778,-0.166944,0,2.407657,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T31,R21B00215,280,scale_resize,azimuth,resize,-0.15,-5,193,409.013889,-0.667778,0.166944,0,2.407657,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T32,R21B00215,280,scale_resize,azimuth,resize,0.15,5,359,1794.652778,0.667778,-0.166944,0,2.407657,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T33,R21B00215,280,scale_resize,range,resize,-0.3,-10,110,-283.805556,-0.667778,0.166944,0,4.815313,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T34,R21B00215,280,scale_resize,range,resize,0.3,10,442,2487.472222,0.667778,-0.166944,0,4.815313,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T35,R21B00215,280,scale_resize,azimuth,resize,-0.3,-10,110,-283.805556,-0.667778,0.166944,0,4.815313,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00215_T36,R21B00215,280,scale_resize,azimuth,resize,0.3,10,442,2487.472222,0.667778,-0.166944,0,4.815313,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T01,R21B00216,280,center_shift,range,shift,-0.15,-5,32921,-1997.001461,-0.055906,0.013976,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T02,R21B00216,280,center_shift,range,shift,0.15,5,32921,-1997.001461,-0.055906,0.013976,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T03,R21B00216,280,center_shift,azimuth,shift,-0.15,-5,32921,-1997.001461,-0.055906,0.013976,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T04,R21B00216,280,center_shift,azimuth,shift,0.15,5,32921,-1997.001461,-0.055906,0.013976,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T05,R21B00216,280,center_shift,range,shift,-0.3,-10,32921,-3994.002921,-0.111811,0.027953,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T06,R21B00216,280,center_shift,range,shift,0.3,10,32921,-3994.002921,-0.111811,0.027953,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T07,R21B00216,280,center_shift,azimuth,shift,-0.3,-10,32921,-3994.002921,-0.111811,0.027953,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T08,R21B00216,280,center_shift,azimuth,shift,0.3,10,32921,-3994.002921,-0.111811,0.027953,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T09,R21B00216,280,center_shift,range,shift,-0.45,-15,32921,-5991.004382,-0.167717,0.041929,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T10,R21B00216,280,center_shift,range,shift,0.45,15,32921,-5991.004382,-0.167717,0.041929,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T11,R21B00216,280,center_shift,azimuth,shift,-0.45,-15,32921,-5991.004382,-0.167717,0.041929,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T12,R21B00216,280,center_shift,azimuth,shift,0.45,15,32921,-5991.004382,-0.167717,0.041929,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T13,R21B00216,280,single_boundary_shift,range_min,move,-0.15,-5,33887,145597.599451,-0.540251,0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T14,R21B00216,280,single_boundary_shift,range_min,move,0.15,5,31954,124711.502254,0.540251,-0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T15,R21B00216,280,single_boundary_shift,range_max,move,-0.15,-5,31954,124711.502254,-0.540251,0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T16,R21B00216,280,single_boundary_shift,range_max,move,0.15,5,33887,145597.599451,0.540251,-0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T17,R21B00216,280,single_boundary_shift,azimuth_min,move,-0.15,-5,33772,144355.022536,-0.540251,0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T18,R21B00216,280,single_boundary_shift,azimuth_min,move,0.15,5,32069,125954.079169,0.540251,-0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T19,R21B00216,280,single_boundary_shift,azimuth_max,move,-0.15,-5,32069,125954.079169,-0.540251,0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T20,R21B00216,280,single_boundary_shift,azimuth_max,move,0.15,5,33772,144355.022536,0.540251,-0.135063,0,0.258702,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T21,R21B00216,280,single_boundary_shift,range_min,move,-0.3,-10,34853,156035.245542,-0.540251,0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T22,R21B00216,280,single_boundary_shift,range_min,move,0.3,10,30988,114273.856163,0.540251,-0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T23,R21B00216,280,single_boundary_shift,range_max,move,-0.3,-10,30988,114273.856163,-0.540251,0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T24,R21B00216,280,single_boundary_shift,range_max,move,0.3,10,34853,156035.245542,0.540251,-0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T25,R21B00216,280,single_boundary_shift,azimuth_min,move,-0.3,-10,34624,153560.896727,-0.540251,0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T26,R21B00216,280,single_boundary_shift,azimuth_min,move,0.3,10,31217,116748.204977,0.540251,-0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T27,R21B00216,280,single_boundary_shift,azimuth_max,move,-0.3,-10,31217,116748.204977,-0.540251,0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T28,R21B00216,280,single_boundary_shift,azimuth_max,move,0.3,10,34624,153560.896727,0.540251,-0.135063,0,0.517403,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T29,R21B00216,280,scale_resize,range,resize,-0.15,-5,31954,124711.502254,-0.864401,0.2161,0,0.206961,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T30,R21B00216,280,scale_resize,range,resize,0.15,5,33887,145597.599451,0.864401,-0.2161,0,0.206961,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T31,R21B00216,280,scale_resize,azimuth,resize,-0.15,-5,32069,125954.079169,-0.864401,0.2161,0,0.206961,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T32,R21B00216,280,scale_resize,azimuth,resize,0.15,5,33772,144355.022536,0.864401,-0.2161,0,0.206961,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T33,R21B00216,280,scale_resize,range,resize,-0.3,-10,30988,114273.856163,-0.864401,0.2161,0,0.413923,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T34,R21B00216,280,scale_resize,range,resize,0.3,10,34853,156035.245542,0.864401,-0.2161,0,0.413923,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
