path_id,extraction_profile,start_sar_frame,end_sar_frame,duration_frames,component_count,component_ids,azimuth_start,azimuth_end,radial_start,radial_end,radial_band,azimuth_velocity_median,radial_velocity_median,azimuth_acceleration_median,radial_acceleration_median,direction_reversal_count,mean_overlap,mean_shape_consistency,mean_local_contrast,static_background_overlap,branch_competition_count,path_physical_consistency,path_status
WGV34A_PATH_0004792,relaxed_physical_path,259,268,10,8,WGV33D_MAIN_F0259_C010651;WGV33D_MAIN_F0260_C010710;WGV33D_MAIN_F0261_C010758;WGV33D_MAIN_F0262_C010829;WGV33D_MAIN_F0263_C010890;WGV33D_MAIN_F0265_C011025;WGV33D_MAIN_F0267_C011151;WGV33D_MAIN_F0268_C011224,-15.3466,-10.3825,243.1037,234,R1,0.5336,-0.6749,-0.20735,1.03065,1,0.75,1,4.3197545,0.44054704,14,0.8809453,recurrent_background_path
WGV34A_PATH_0004793,relaxed_physical_path,268,271,4,4,WGV33D_MAIN_F0268_C011224;WGV33D_MAIN_F0269_C011290;WGV33D_MAIN_F0270_C011370;WGV33D_MAIN_F0271_C011436,-10.3825,-8.0221,234,236.3246,R1,0.9254,0.1108,0.04045,0.0554,0,0.75,1,3.65651,0.44526581,6,0.88047342,recurrent_background_path
WGV34A_PATH_0004794,relaxed_physical_path,259,263,5,4,WGV33D_MAIN_F0259_C010656;WGV33D_MAIN_F0260_C010713;WGV33D_MAIN_F0262_C010833;WGV33D_MAIN_F0263_C010893,-8.5599,-5.9697,250,246,R1,0.5303,-1.0295,0.0078,-0.9705,0,0.75,1,3.505371,0.45709449,6,0.87929055,recurrent_background_path
WGV34A_PATH_0004795,relaxed_physical_path,259,264,6,5,WGV33D_MAIN_F0259_C010657;WGV33D_MAIN_F0260_C010714;WGV33D_MAIN_F0261_C010766;WGV33D_MAIN_F0263_C010894;WGV33D_MAIN_F0264_C010957,-5.5481,-3.0352,270,270,R2,0.73505,0,1.4182,0,2,0.875,0.71150849,3.104167,0.45507733,8,0.84486939,recurrent_background_path
WGV34A_PATH_0004796,relaxed_physical_path,259,261,3,3,WGV33D_MAIN_F0259_C010662;WGV33D_MAIN_F0260_C010719;WGV33D_MAIN_F0261_C010771,4.2053,6.6652,114.4456,115.7077,R0,1.22995,0.63105,1.2277,0.9041,0,0.75,0.87411937,2.706752,0.68527592,4,0.82500225,static_structure_path
WGV34A_PATH_0004797,relaxed_physical_path,259,264,6,5,WGV33D_MAIN_F0259_C010663;WGV33D_MAIN_F0260_C010718;WGV33D_MAIN_F0261_C010769;WGV33D_MAIN_F0263_C010898;WGV33D_MAIN_F0264_C010962,2.817,5.996,304.7651,306,R2,0.73395,0,0.4327,0,0,0.75,1,4.400391,0.42738455,8,0.88226155,recurrent_background_path
WGV34A_PATH_0004798,relaxed_physical_path,259,261,3,2,WGV33D_MAIN_F0259_C010664;WGV33D_MAIN_F0261_C010772,3.8229,5.8352,252.7481,252.7676,R1,1.00615,0.00975,0,0,0,0.75,1,2.8548175,0.44980894,2,0.88001911,insufficient_length
WGV34A_PATH_0004799,relaxed_physical_path,259,261,3,2,WGV33D_MAIN_F0259_C010667;WGV33D_MAIN_F0261_C010779,13.0108,16.0225,122,126,R0,1.50585,2,0,0,0,0.375,1,3.4921875,0.43282746,2,0.76921725,insufficient_length
WGV34A_PATH_0004800,relaxed_physical_path,259,263,5,5,WGV33D_MAIN_F0259_C010675;WGV33D_MAIN_F0260_C010726;WGV33D_MAIN_F0261_C010783;WGV33D_MAIN_F0262_C010848;WGV33D_MAIN_F0263_C010907,32.7091,36.7181,122.0386,129.909,R0,1.12565,1.84865,0.4685,0.2884,0,0.763889,0.95234111,3.978906,0.43750015,8,0.87350196,recurrent_background_path
WGV34A_PATH_0004801,relaxed_physical_path,260,261,2,2,WGV33D_MAIN_F0260_C010707;WGV33D_MAIN_F0261_C010755,-26.179,-24.9928,187.2731,186,R1,1.1862,-1.2731,0,0,0,0.75,0.71150849,3.8579105,1,2,0.75287712,insufficient_length
WGV34A_PATH_0004802,relaxed_physical_path,260,268,9,8,WGV33D_MAIN_F0260_C010720;WGV33D_MAIN_F0262_C010839;WGV33D_MAIN_F0263_C010899;WGV33D_MAIN_F0264_C010963;WGV33D_MAIN_F0265_C011032;WGV33D_MAIN_F0266_C011093;WGV33D_MAIN_F0267_C011161;WGV33D_MAIN_F0268_C011235,5.466,8.8557,252.0681,257.8594,R2,0.4044,0.0727,0.4261,-0.60365,7,0.833333,0.71150824,2.840902,0.44295289,14,0.83358167,recurrent_background_path
WGV34A_PATH_0004803,relaxed_physical_path,268,276,9,6,WGV33D_MAIN_F0268_C011235;WGV33D_MAIN_F0270_C011378;WGV33D_MAIN_F0271_C011444;WGV33D_MAIN_F0273_C011586;WGV33D_MAIN_F0275_C011730;WGV33D_MAIN_F0276_C011801,8.8557,14.6625,257.8594,261.3117,R2,0.7194,0.9783,-0.135875,0.4413,1,0.75,0.86643812,2.5992835,0.44047338,10,0.84756219,recurrent_background_path
WGV34A_PATH_0004804,relaxed_physical_path,260,262,3,3,WGV33D_MAIN_F0260_C010722;WGV33D_MAIN_F0261_C010777;WGV33D_MAIN_F0262_C010844,14.6665,17.0464,288.6705,286,R2,1.18995,-1.33525,0.3897,-2.6149,0,0.875,0.73825257,3.404948,0.43083795,4,0.85397935,recurrent_background_path
WGV34A_PATH_0004805,relaxed_physical_path,260,263,4,3,WGV33D_MAIN_F0260_C010727;WGV33D_MAIN_F0261_C010784;WGV33D_MAIN_F0263_C010908,33.0052,36.3101,198,199.495,R1,1.252375,-0.037075,-0.90445,3.21245,1,0.75,0.76092074,4.4125,1,3,0.76523019,static_structure_path
WGV34A_PATH_0004806,relaxed_physical_path,261,270,10,7,WGV33D_MAIN_F0261_C010748;WGV33D_MAIN_F0262_C010820;WGV33D_MAIN_F0263_C010883;WGV33D_MAIN_F0265_C011016;WGV33D_MAIN_F0267_C011142;WGV33D_MAIN_F0269_C011281;WGV33D_MAIN_F0270_C011360,-34.9863,-25.5,136.055,124.114,R1,1.217375,-1.61255,0.17455,-0.5469,1,0.75,1,3.410156,0.44631122,12,0.88036888,recurrent_background_path
WGV34A_PATH_0004807,relaxed_physical_path,270,272,3,3,WGV33D_MAIN_F0270_C011360;WGV33D_MAIN_F0271_C011426;WGV33D_MAIN_F0272_C011494,-25.5,-22.502,124.114,122,R0,1.499,-1.057,0.0786,2.114,0,0.75,0.85575412,3.22168,0.45784242,4,0.84315429,recurrent_background_path
WGV34A_PATH_0004808,relaxed_physical_path,261,262,2,2,WGV33D_MAIN_F0261_C010751;WGV33D_MAIN_F0262_C010823,-30.1739,-29.9835,400.6283,398,R2,0.1904,-2.6283,0,0,0,0.75,0.71150849,3.98584,0.41330682,2,0.81154644,insufficient_length
WGV34A_PATH_0004809,relaxed_physical_path,261,263,3,2,WGV33D_MAIN_F0261_C010753;WGV33D_MAIN_F0263_C010886,-29.5,-28.5,355.9799,353.7546,R2,0.5,-1.11265,0,0,0,0.75,0.71150824,4.679362,0.42286408,2,0.81059065,insufficient_length
WGV34A_PATH_0004810,relaxed_physical_path,261,270,10,7,WGV33D_MAIN_F0261_C010756;WGV33D_MAIN_F0262_C010827;WGV33D_MAIN_F0264_C010950;WGV33D_MAIN_F0265_C011022;WGV33D_MAIN_F0267_C011148;WGV33D_MAIN_F0269_C011287;WGV33D_MAIN_F0270_C011367,-18.5531,-12.0466,122,115.2419,R0,0.695575,-0.73275,0.00485,-0.5074,0,0.75,0.84579345,3.88737,0.45291853,12,0.84115651,recurrent_background_path
WGV34A_PATH_0004811,relaxed_physical_path,270,275,6,4,WGV33D_MAIN_F0270_C011367;WGV33D_MAIN_F0271_C011431;WGV33D_MAIN_F0273_C011569;WGV33D_MAIN_F0275_C011713,-12.0466,-8.1621,115.2419,112.2079,R0,0.4792,-0.56355,0.619325,0.339175,0,0.75,1,3.2800515,0.57387719,6,0.86761228,recurrent_background_path
WGV34A_PATH_0004812,relaxed_physical_path,261,262,2,2,WGV33D_MAIN_F0261_C010759;WGV33D_MAIN_F0262_C010830,-12.9622,-11.9699,246,246,R1,0.9923,0,0,0,0,0.75,1,3.96875,0.44665062,2,0.88033494,insufficient_length
WGV34A_PATH_0004813,relaxed_physical_path,261,263,3,2,WGV33D_MAIN_F0261_C010761;WGV33D_MAIN_F0263_C010891,-7.9908,-9.841,206.3323,211.3596,R1,-0.9251,2.51365,0,0,0,0.75,0.66188975,2.6604815,0.44292455,2,0.79617998,insufficient_length
WGV34A_PATH_0004814,relaxed_physical_path,261,262,2,2,WGV33D_MAIN_F0261_C010767;WGV33D_MAIN_F0262_C010836,-2.8326,-1.8471,251.2511,251.2375,R1,0.9855,-0.0136,0,0,0,0.75,1,2.856445,0.43414314,2,0.88158569,insufficient_length
WGV34A_PATH_0004815,relaxed_physical_path,261,264,4,3,WGV33D_MAIN_F0261_C010775;WGV33D_MAIN_F0263_C010901;WGV33D_MAIN_F0264_C010966,10.9854,12.9149,278,281.2381,R2,0.714125,1.61905,0.42575,3.2381,0,0.875,0.76092074,2.84082,0.43178692,4,0.85955149,recurrent_background_path
WGV34A_PATH_0004816,relaxed_physical_path,261,268,8,5,WGV33D_MAIN_F0261_C010786;WGV33D_MAIN_F0263_C010909;WGV33D_MAIN_F0265_C011045;WGV33D_MAIN_F0267_C011175;WGV33D_MAIN_F0268_C011247,40.4208,47.0047,112.7804,130,R0,0.781575,2.79355,-0.22085,0.3487,0,0.75,0.7440488,3.578125,0.42989972,7,0.81802223,recurrent_background_path
WGV34A_PATH_0004817,relaxed_physical_path,262,270,9,6,WGV33D_MAIN_F0262_C010826;WGV33D_MAIN_F0264_C010948;WGV33D_MAIN_F0265_C011020;WGV33D_MAIN_F0267_C011147;WGV33D_MAIN_F0268_C011218;WGV33D_MAIN_F0270_C011364,-21.981,-17.592,122,115.8449,R0,0.9512,-1.07755,0.317225,-0.364425,1,0.833333,0.77658936,3.324219,0.45223745,10,0.84892349,recurrent_background_path
WGV34A_PATH_0004818,relaxed_physical_path,270,272,3,2,WGV33D_MAIN_F0270_C011364;WGV33D_MAIN_F0272_C011497,-17.592,-15.9601,115.8449,114,R0,0.81595,-0.92245,0,0,0,1,0.47650513,3.028646,0.45562581,2,0.8235637,insufficient_length
WGV34A_PATH_0004819,relaxed_physical_path,262,271,10,8,WGV33D_MAIN_F0262_C010831;WGV33D_MAIN_F0264_C010954;WGV33D_MAIN_F0265_C011027;WGV33D_MAIN_F0266_C011088;WGV33D_MAIN_F0267_C011154;WGV33D_MAIN_F0269_C011294;WGV33D_MAIN_F0270_C011371;WGV33D_MAIN_F0271_C011437,-10.982,-2.9056,210,207.2192,R1,0.98585,0,0.403975,0.1111,4,0.75,0.81756553,3.180078,0.45428294,14,0.83396309,recurrent_background_path
WGV34A_PATH_0004820,relaxed_physical_path,271,273,3,3,WGV33D_MAIN_F0271_C011437;WGV33D_MAIN_F0272_C011510;WGV33D_MAIN_F0273_C011579,-2.9056,0.9953,207.2192,206,R1,1.95045,-0.6096,-0.8199,1.2192,0,0.75,0.6510623,3.75944,0.43771225,4,0.79399435,recurrent_background_path
WGV34A_PATH_0004821,relaxed_physical_path,262,264,3,2,WGV33D_MAIN_F0262_C010832;WGV33D_MAIN_F0264_C010955,-8.8593,-7.8926,270.4793,269.2816,R2,0.48335,-0.59885,0,0,0,0.8,0.74823874,3.732087,0.4435348,2,0.8327062,insufficient_length
WGV34A_PATH_0004822,relaxed_physical_path,262,264,3,2,WGV33D_MAIN_F0262_C010841;WGV33D_MAIN_F0264_C010964,15.2869,12.8059,68.1513,68.818,R0,-1.2405,0.33335,0,0,0,0.75,0.68027043,2.7816165,1,2,0.74506761,insufficient_length
WGV34A_PATH_0004823,relaxed_physical_path,262,267,6,6,WGV33D_MAIN_F0262_C010842;WGV33D_MAIN_F0263_C010902;WGV33D_MAIN_F0264_C010967;WGV33D_MAIN_F0265_C011038;WGV33D_MAIN_F0266_C011098;WGV33D_MAIN_F0267_C011169,16.2653,20.6955,142.8545,148.983,R1,0.56,1.2354,-0.4651,0.05825,0,0.846154,0.78847952,4.7691115,0.76647294,10,0.82431879,static_structure_path
WGV34A_PATH_0004824,relaxed_physical_path,262,267,6,5,WGV33D_MAIN_F0262_C010846;WGV33D_MAIN_F0264_C010973;WGV33D_MAIN_F0265_C011042;WGV33D_MAIN_F0266_C011102;WGV33D_MAIN_F0267_C011173,23.4557,24.9957,306,314,R2,0.2157,1.66225,0.3057,1.3245,2,0.75,0.71150849,5.570312,0.41039667,8,0.81183746,physically_possible_ambiguous_path
WGV34A_PATH_0004825,relaxed_physical_path,262,263,2,2,WGV33D_MAIN_F0262_C010847;WGV33D_MAIN_F0263_C010906,23.8221,25.0282,120.6103,122,R0,1.2061,1.3897,0,0,0,0.75,0.71150849,3.946289,0.45185896,1,0.80769123,insufficient_length
WGV34A_PATH_0004826,relaxed_physical_path,263,265,3,3,WGV33D_MAIN_F0263_C010880;WGV33D_MAIN_F0264_C010941;WGV33D_MAIN_F0265_C011011,-59.5,-59.5,200.0886,196.1223,R1,0,-1.98315,0,-3.6251,0,0.875,1,8.689453,0.4246002,2,0.92003998,recurrent_background_path
WGV34A_PATH_0004827,relaxed_physical_path,263,264,2,2,WGV33D_MAIN_F0263_C010882;WGV33D_MAIN_F0264_C010943,-33.5359,-33.5011,350,350,R2,0.0348,0,0,0,0,1,1,3.83138,0.42160847,2,0.95783915,insufficient_length
WGV34A_PATH_0004828,relaxed_physical_path,263,266,4,4,WGV33D_MAIN_F0263_C010884;WGV33D_MAIN_F0264_C010944;WGV33D_MAIN_F0265_C011015;WGV33D_MAIN_F0266_C011077,-32.94,-32.8158,290,284.7584,R2,0.0449,-1.7954,-0.40035,0.2769,1,0.75,1,9.641927,0.42635444,6,0.88236456,recurrent_background_path
WGV34A_PATH_0004829,relaxed_physical_path,263,264,2,2,WGV33D_MAIN_F0263_C010896;WGV33D_MAIN_F0264_C010959,-1.0815,0.1917,73.261,72.6005,R0,1.2732,-0.6605,0,0,0,0.75,0.66188975,2.539258,0.80395112,2,0.76007733,insufficient_length
WGV34A_PATH_0004830,relaxed_physical_path,263,270,8,5,WGV33D_MAIN_F0263_C010904;WGV33D_MAIN_F0264_C010969;WGV33D_MAIN_F0266_C011099;WGV33D_MAIN_F0268_C011241;WGV33D_MAIN_F0270_C011383,18.1455,21.0221,287.2545,294,R2,0.3934,1.007175,0.4218,1.03325,2,0.875,0.71150849,2.788411,0.42916891,8,0.84746023,recurrent_background_path
WGV34A_PATH_0004831,relaxed_physical_path,264,266,3,2,WGV33D_MAIN_F0264_C010945;WGV33D_MAIN_F0266_C011078,-31.0432,-30.0003,134,130,R1,0.52145,-2,0,0,0,0.75,1,5.0341795,0.44665062,2,0.88033494,insufficient_length
WGV34A_PATH_0004832,relaxed_physical_path,264,267,4,3,WGV33D_MAIN_F0264_C010946;WGV33D_MAIN_F0265_C011017;WGV33D_MAIN_F0267_C011143,-29.979,-27.5254,150,145.1051,R1,0.813675,-1.58695,0.02515,-0.2681,0,0.75,0.7440488,4.038086,0.44588909,4,0.81642329,recurrent_background_path
WGV34A_PATH_0004833,relaxed_physical_path,264,269,6,4,WGV33D_MAIN_F0264_C010951;WGV33D_MAIN_F0265_C011023;WGV33D_MAIN_F0267_C011150;WGV33D_MAIN_F0269_C011288,-14.9788,-12.5,354,344.0376,R2,0.4496,-2.0099,0.1538,-1.00495,0,0.75,0.71150849,4.1298825,0.41731939,0,0.81114518,physically_consistent_short_path
WGV34A_PATH_0004834,relaxed_physical_path,264,266,3,2,WGV33D_MAIN_F0264_C010953;WGV33D_MAIN_F0266_C011084,-11.02,-10.8247,240.937,237.5228,R1,0.09765,-1.7071,0,0,0,0.75,1,3.7610675,0.4427727,2,0.88072273,insufficient_length
WGV34A_PATH_0004835,relaxed_physical_path,264,273,10,7,WGV33D_MAIN_F0264_C010970;WGV33D_MAIN_F0265_C011039;WGV33D_MAIN_F0266_C011100;WGV33D_MAIN_F0268_C011243;WGV33D_MAIN_F0269_C011307;WGV33D_MAIN_F0271_C011449;WGV33D_MAIN_F0273_C011591,20.0517,24.5,268.2069,279.9877,R2,0.49555,1.28745,0.0072,0.5617,0,0.875,0.71150849,3.216797,0.43148486,10,0.84722864,recurrent_background_path
WGV34A_PATH_0004836,relaxed_physical_path,273,276,4,3,WGV33D_MAIN_F0273_C011591;WGV33D_MAIN_F0274_C011659;WGV33D_MAIN_F0276_C011807,24.5,27.5,279.9877,283.933,R2,0.87775,1.4894,0.7335,-1.0458,0,0.75,1,3.005859,0.42837404,3,0.8821626,recurrent_background_path
WGV34A_PATH_0004837,relaxed_physical_path,264,270,7,6,WGV33D_MAIN_F0264_C010971;WGV33D_MAIN_F0265_C011040;WGV33D_MAIN_F0267_C011168;WGV33D_MAIN_F0268_C011238;WGV33D_MAIN_F0269_C011302;WGV33D_MAIN_F0270_C011380,21.9416,19.3257,70.0052,74.0195,R0,0.387,1.2593,1.51435,-0.8921,4,0.75,0.77658921,3.156594,1,8,0.7691473,static_structure_path
WGV34A_PATH_0004838,relaxed_physical_path,264,266,3,3,WGV33D_MAIN_F0264_C010975;WGV33D_MAIN_F0265_C011043;WGV33D_MAIN_F0266_C011104,39.5055,39.5324,127.6349,136.001,R1,0.01345,4.18305,3.5111,-2.3861,1,0.828125,0.51066243,4.06543,0.43480825,4,0.78262228,recurrent_background_path
WGV34A_PATH_0004839,relaxed_physical_path,265,273,9,8,WGV33D_MAIN_F0265_C011012;WGV33D_MAIN_F0266_C011072;WGV33D_MAIN_F0267_C011137;WGV33D_MAIN_F0268_C011209;WGV33D_MAIN_F0269_C011276;WGV33D_MAIN_F0271_C011419;WGV33D_MAIN_F0272_C011484;WGV33D_MAIN_F0273_C011559,-49.0017,-38.2119,142,119.7223,R1,1.106,-2.6534,0.27315,1.312325,2,0.75,0.8056967,3.5251815,0.44462848,13,0.83196133,recurrent_background_path
WGV34A_PATH_0004840,relaxed_physical_path,265,269,5,5,WGV33D_MAIN_F0265_C011013;WGV33D_MAIN_F0266_C011075;WGV33D_MAIN_F0267_C011139;WGV33D_MAIN_F0268_C011211;WGV33D_MAIN_F0269_C011279,-36.9864,-33.0124,126,118,R0,0.9929,-2,-0.0785,-1.3912,0,0.75,0.85575424,3.677734,0.45200627,8,0.84373793,recurrent_background_path
WGV34A_PATH_0004841,relaxed_physical_path,265,271,7,6,WGV33D_MAIN_F0265_C011014;WGV33D_MAIN_F0266_C011076;WGV33D_MAIN_F0268_C011212;WGV33D_MAIN_F0269_C011280;WGV33D_MAIN_F0270_C011357;WGV33D_MAIN_F0271_C011424,-33.3832,-31.9633,347.5052,342,R2,0.222,-1.0055,0.1254,0.61725,2,0.75,1,3.523828,0.4223564,10,0.88276436,recurrent_background_path
WGV34A_PATH_0004842,relaxed_physical_path,265,268,4,4,WGV33D_MAIN_F0265_C011024;WGV33D_MAIN_F0266_C011085;WGV33D_MAIN_F0267_C011153;WGV33D_MAIN_F0268_C011226,-9.85,-5.6791,107.6058,105.3882,R0,1.6462,-1.0884,0.38525,0.5867,1,0.75,0.8457936,3.271484,0.97968614,6,0.78847978,static_structure_path
WGV34A_PATH_0004843,relaxed_physical_path,265,270,6,5,WGV33D_MAIN_F0265_C011026;WGV33D_MAIN_F0266_C011086;WGV33D_MAIN_F0267_C011155;WGV33D_MAIN_F0268_C011227;WGV33D_MAIN_F0270_C011373,-7.4994,-5.6943,270,266.8515,R2,0.432425,-0.30945,0.0335,0,0,1,0.85575424,3.563802,0.45299105,8,0.91863946,recurrent_background_path
WGV34A_PATH_0004844,relaxed_physical_path,265,269,5,5,WGV33D_MAIN_F0265_C011028;WGV33D_MAIN_F0266_C011089;WGV33D_MAIN_F0267_C011156;WGV33D_MAIN_F0268_C011228;WGV33D_MAIN_F0269_C011296,-4.0395,-2.7213,290,287.0106,R2,0.3614,0,0.1099,0,0,1,0.71150836,3.771484,0.44486918,8,0.88339017,recurrent_background_path
WGV34A_PATH_0004845,relaxed_physical_path,265,268,4,4,WGV33D_MAIN_F0265_C011029;WGV33D_MAIN_F0266_C011090;WGV33D_MAIN_F0267_C011157;WGV33D_MAIN_F0268_C011229,-2.3255,-1.5567,233.0982,232.77,R1,0.4103,0.7506,0.3208,-1.4412,2,1,0.66188975,3.26709,0.5415028,6,0.86132216,recurrent_background_path
WGV34A_PATH_0004846,relaxed_physical_path,265,267,3,3,WGV33D_MAIN_F0265_C011035;WGV33D_MAIN_F0266_C011095;WGV33D_MAIN_F0267_C011164,10.4724,11.517,242,242,R1,0.5223,0,0.9,0,0,0.875,1,3.294922,0.43507126,4,0.91899287,recurrent_background_path
WGV34A_PATH_0004847,relaxed_physical_path,265,267,3,3,WGV33D_MAIN_F0265_C011037;WGV33D_MAIN_F0266_C011096;WGV33D_MAIN_F0267_C011166,14.4636,16.4308,118,119.87,R0,0.9836,0.935,0.7048,0.3954,0,0.875,0.75384163,2.529687,0.44304921,4,0.85665549,recurrent_background_path
WGV34A_PATH_0004848,relaxed_physical_path,265,268,4,3,WGV33D_MAIN_F0265_C011044;WGV33D_MAIN_F0267_C011174;WGV33D_MAIN_F0268_C011245,40.9795,41.008,134,140.0842,R1,0.13595,2.0421,0.7587,0.0842,1,0.75,0.68381754,4.565104,0.42744235,4,0.80321015,recurrent_background_path
WGV34A_PATH_0004849,relaxed_physical_path,266,269,4,3,WGV33D_MAIN_F0266_C011071;WGV33D_MAIN_F0267_C011136;WGV33D_MAIN_F0269_C011275,-55.7994,-54.9614,387.2641,378,R2,0.28435,-3.144775,-0.0301,0.34045,0,0.75,0.85575424,3.558594,0.40979591,0,0.84795897,physically_consistent_short_path
WGV34A_PATH_0004850,relaxed_physical_path,266,268,3,3,WGV33D_MAIN_F0266_C011073;WGV33D_MAIN_F0267_C011138;WGV33D_MAIN_F0268_C011210,-41.0392,-39.3792,210,207.9471,R1,0.83,-1.02645,0.588,-1.8525,0,0.875,0.68381754,4.181966,1,3,0.78345438,static_structure_path
WGV34A_PATH_0004851,relaxed_physical_path,266,275,10,9,WGV33D_MAIN_F0266_C011079;WGV33D_MAIN_F0268_C011216;WGV33D_MAIN_F0269_C011282;WGV33D_MAIN_F0270_C011359;WGV33D_MAIN_F0271_C011427;WGV33D_MAIN_F0272_C011493;WGV33D_MAIN_F0273_C011566;WGV33D_MAIN_F0274_C011634;WGV33D_MAIN_F0275_C011708,-28.3539,-17.6404,147.2396,134.6997,R1,1.030825,-1.43375,-0.33005,0.2908,0,0.75,0.81119133,3.826823,0.46874059,16,0.83092377,recurrent_background_path
WGV34A_PATH_0004852,relaxed_physical_path,275,276,2,2,WGV33D_MAIN_F0275_C011708;WGV33D_MAIN_F0276_C011785,-17.6404,-16.4743,134.6997,134,R1,1.1661,-0.6997,0,0,0,0.75,0.66188975,3.6221355,0.44203383,2,0.79626906,insufficient_length
WGV34A_PATH_0004853,relaxed_physical_path,266,269,4,4,WGV33D_MAIN_F0266_C011094;WGV33D_MAIN_F0267_C011162;WGV33D_MAIN_F0268_C011234;WGV33D_MAIN_F0269_C011301,8.9992,11.0431,142,142,R1,0.9837,0,0.4941,0,0,0.75,1,4.621582,1,6,0.825,static_structure_path
WGV34A_PATH_0004854,relaxed_physical_path,266,268,3,2,WGV33D_MAIN_F0266_C011103;WGV33D_MAIN_F0268_C011244,32.0106,33.5008,158,162,R1,0.7451,2,0,0,0,0.75,0.71150824,4.9908855,0.44676168,0,0.80820089,insufficient_length
WGV34A_PATH_0004855,relaxed_physical_path,267,273,7,5,WGV33D_MAIN_F0267_C011141;WGV33D_MAIN_F0268_C011214;WGV33D_MAIN_F0270_C011358;WGV33D_MAIN_F0272_C011491;WGV33D_MAIN_F0273_C011564,-32.0187,-28.9678,282,274,R2,0.5081,-1,0.26335,0,0,0.875,0.85575424,11.933594,0.42729615,5,0.88370895,recurrent_background_path
WGV34A_PATH_0004856,relaxed_physical_path,267,276,10,8,WGV33D_MAIN_F0267_C011149;WGV33D_MAIN_F0268_C011223;WGV33D_MAIN_F0270_C011368;WGV33D_MAIN_F0272_C011505;WGV33D_MAIN_F0273_C011574;WGV33D_MAIN_F0274_C011643;WGV33D_MAIN_F0275_C011717;WGV33D_MAIN_F0276_C011791,-13.9689,-2.2918,138,133.5085,R1,1.2005,-0.5672,-0.1734,0.09875,1,0.75,0.81756553,3.1402065,0.91673542,14,0.78771784,static_structure_path
WGV34A_PATH_0004857,relaxed_physical_path,276,278,3,2,WGV33D_MAIN_F0276_C011791;WGV33D_MAIN_F0278_C011919,-2.2918,-5.6115,133.5085,134.8878,R1,-1.65985,0.68965,0,0,0,0.875,0.64118356,3.151332,0.98362412,2,0.77443348,insufficient_length
WGV34A_PATH_0004858,relaxed_physical_path,267,275,9,7,WGV33D_MAIN_F0267_C011152;WGV33D_MAIN_F0268_C011225;WGV33D_MAIN_F0269_C011292;WGV33D_MAIN_F0270_C011372;WGV33D_MAIN_F0272_C011508;WGV33D_MAIN_F0273_C011576;WGV33D_MAIN_F0275_C011718,-7.9805,-3.9205,226,235.1761,R1,0.91635,0,0.14835,0,3,0.75,1,3.402995,0.44026316,12,0.88097368,recurrent_background_path
WGV34A_PATH_0004859,relaxed_physical_path,267,271,5,4,WGV33D_MAIN_F0267_C011167;WGV33D_MAIN_F0268_C011239;WGV33D_MAIN_F0269_C011304;WGV33D_MAIN_F0271_C011447,15.8137,17.5,263.3456,267.9533,R2,0.34485,1.645,0.034725,-0.11725,2,0.75,0.66188975,3.0460615,0.43712127,6,0.79676031,recurrent_background_path
WGV34A_PATH_0004860,relaxed_physical_path,268,273,6,4,WGV33D_MAIN_F0268_C011213;WGV33D_MAIN_F0269_C011278;WGV33D_MAIN_F0271_C011422;WGV33D_MAIN_F0273_C011562,-33.9936,-32.0052,375.9745,372.0147,R2,0.9056,-0.8044,-0.0357,-1.369775,3,0.75,0.77658921,2.734131,0.42367208,6,0.82678009,recurrent_background_path
WGV34A_PATH_0004861,relaxed_physical_path,268,275,8,7,WGV33D_MAIN_F0268_C011221;WGV33D_MAIN_F0269_C011285;WGV33D_MAIN_F0271_C011430;WGV33D_MAIN_F0272_C011499;WGV33D_MAIN_F0273_C011571;WGV33D_MAIN_F0274_C011641;WGV33D_MAIN_F0275_C011712,-14.9931,-9.8141,94,88.6438,R0,0.5232,-0.831525,-0.8049,-0.16925,1,0.75,0.83167942,3.029622,1,12,0.78291985,static_structure_path
WGV34A_PATH_0004862,relaxed_physical_path,268,276,9,6,WGV33D_MAIN_F0268_C011230;WGV33D_MAIN_F0270_C011375;WGV33D_MAIN_F0271_C011441;WGV33D_MAIN_F0273_C011583;WGV33D_MAIN_F0275_C011725;WGV33D_MAIN_F0276_C011799,4.4708,9.465,254.7381,254.917,R1,0.7139,0.1839,0.235375,0.096125,4,0.75,1,2.6723635,0.44314213,10,0.88068579,recurrent_background_path
WGV34A_PATH_0004863,relaxed_physical_path,276,278,3,2,WGV33D_MAIN_F0276_C011799;WGV33D_MAIN_F0278_C011929,9.465,10.9057,254.917,257.2342,R2,0.72035,1.1586,0,0,0,0.75,1,2.813867,0.4446703,2,0.88053297,insufficient_length
WGV34A_PATH_0004864,relaxed_physical_path,268,272,5,4,WGV33D_MAIN_F0268_C011236;WGV33D_MAIN_F0269_C011303;WGV33D_MAIN_F0270_C011379;WGV33D_MAIN_F0272_C011515,11.025,11.3049,122,112.3058,R0,1.3236,0.1423,-1.3749,-3.377275,2,0.75,0.71150824,3.1917315,0.42399958,6,0.8104771,recurrent_background_path
