component_frame_id,component_id_within_frame,physical_vehicle_id,sar_frame,split,component_energy,component_energy_fraction,component_area_m2,component_centroid_range_m,component_centroid_azimuth_m,component_centroid_body_long_m,component_centroid_body_short_m,component_axis_deg,component_axis_ratio,component_identity_scope
SAR000387_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,387,posthoc_diagnosis,509,0.006325,0.0144,0.062165,2.430651,-2.355914,-0.601328,62.14205,1.257792,within_frame_only_anonymous_component
SAR000388_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,388,posthoc_diagnosis,23683,0.43096,0.7164,-0.829783,0.163928,0.104267,-0.839369,174.274449,5.613202,within_frame_only_anonymous_component
SAR000388_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,388,posthoc_diagnosis,2014,0.036649,0.0711,1.337772,0.272499,-0.677863,1.18507,34.467114,1.395181,within_frame_only_anonymous_component
SAR000388_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,388,posthoc_diagnosis,751,0.013666,0.0243,0.231634,-0.630036,0.52576,0.417345,8.124625,2.027685,within_frame_only_anonymous_component
SAR000389_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,389,posthoc_diagnosis,18630,0.43167,0.7074,-0.686228,0.138293,0.093564,-0.693743,173.898573,5.820872,within_frame_only_anonymous_component
SAR000389_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,389,posthoc_diagnosis,1914,0.044349,0.0846,1.487537,0.405908,-0.869757,1.273204,31.001453,2.166201,within_frame_only_anonymous_component
SAR000389_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,389,posthoc_diagnosis,524,0.012141,0.0189,0.400636,-0.558625,0.397021,0.5612,13.39497,2.224736,within_frame_only_anonymous_component
SAR000389_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,389,posthoc_diagnosis,245,0.005677,0.0126,0.939323,0.540234,-0.817547,0.711194,115.164397,1.370969,within_frame_only_anonymous_component
SAR000390_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,390,posthoc_diagnosis,15569,0.364255,0.6219,-0.716661,0.159229,0.077653,-0.730018,173.747159,5.853931,within_frame_only_anonymous_component
SAR000390_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,390,posthoc_diagnosis,1612,0.037715,0.0756,1.46032,0.465902,-0.907316,1.235466,37.734167,1.915916,within_frame_only_anonymous_component
SAR000390_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,390,posthoc_diagnosis,620,0.014506,0.0306,0.363366,-0.492264,0.350667,0.501389,31.600854,1.416473,within_frame_only_anonymous_component
SAR000390_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,390,posthoc_diagnosis,250,0.005849,0.0153,0.920115,0.56804,-0.83183,0.690897,148.916724,2.631501,within_frame_only_anonymous_component
SAR000390_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,390,posthoc_diagnosis,298,0.006972,0.0135,-0.366851,-0.814122,0.888608,-0.088043,39.961622,1.36251,within_frame_only_anonymous_component
SAR000391_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,18638,0.382765,0.6246,-0.719403,0.13526,0.105759,-0.724328,173.069608,6.441507,within_frame_only_anonymous_component
SAR000391_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,1687,0.034646,0.0585,1.524028,0.724232,-1.18001,1.206131,27.227637,2.372433,within_frame_only_anonymous_component
SAR000391_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,453,0.009303,0.0189,0.444569,-0.336812,0.174138,0.529868,17.820286,2.932867,within_frame_only_anonymous_component
SAR000391_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,488,0.010022,0.0171,-0.270396,-0.621947,0.676053,-0.053706,168.522589,1.188884,within_frame_only_anonymous_component
SAR000391_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,332,0.006818,0.0162,-0.762318,-0.980188,1.174659,-0.402584,132.033885,1.755146,within_frame_only_anonymous_component
SAR000391_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,313,0.006428,0.0144,0.309652,-0.96827,0.815179,0.607384,5.820024,1.802266,within_frame_only_anonymous_component
SAR000391_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,284,0.005832,0.0117,1.104192,0.793536,-1.109179,0.78655,79.986129,2.463838,within_frame_only_anonymous_component
SAR000391_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,222,0.004559,0.0117,0.004101,-0.886363,0.836965,0.291797,162.835026,3.917811,within_frame_only_anonymous_component
SAR000391_C09,9,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,391,posthoc_diagnosis,237,0.004867,0.0117,-0.178458,0.397992,-0.318441,-0.298061,15.259205,2.401747,within_frame_only_anonymous_component
SAR000392_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,13146,0.160015,0.3447,-0.387913,1.098802,0.913582,0.723332,172.653628,2.586875,within_frame_only_anonymous_component
SAR000392_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,10131,0.123316,0.2619,-1.431006,-1.574792,-1.953796,0.842869,12.132576,2.090877,within_frame_only_anonymous_component
SAR000392_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,6984,0.08501,0.225,-1.017492,-0.277224,-0.592255,0.872569,175.995495,6.090365,within_frame_only_anonymous_component
SAR000392_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,1105,0.01345,0.0315,-0.558332,-2.200523,-2.262652,-0.185579,61.733026,1.392144,within_frame_only_anonymous_component
SAR000392_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,599,0.007291,0.0171,0.194049,-1.996809,-1.82592,-0.831212,7.79011,1.877051,within_frame_only_anonymous_component
SAR000392_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,498,0.006062,0.0171,0.065023,1.895754,1.814357,0.55337,109.552915,2.467311,within_frame_only_anonymous_component
SAR000392_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,540,0.006573,0.0162,-0.442932,-0.796192,-0.896812,0.160746,20.529919,4.155609,within_frame_only_anonymous_component
SAR000392_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,392,posthoc_diagnosis,489,0.005952,0.0144,0.152849,2.397654,2.31761,0.63308,62.370045,1.465119,within_frame_only_anonymous_component
SAR000393_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,393,posthoc_diagnosis,15794,0.342328,0.621,-0.835526,0.015224,-0.247081,0.798302,175.980254,7.000625,within_frame_only_anonymous_component
SAR000393_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,393,posthoc_diagnosis,957,0.020743,0.036,-0.243209,0.662099,0.552695,0.43824,11.168223,1.749902,within_frame_only_anonymous_component
SAR000393_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,393,posthoc_diagnosis,547,0.011856,0.0225,1.44816,0.402148,0.835246,-1.249502,18.57775,2.287616,within_frame_only_anonymous_component
SAR000393_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,393,posthoc_diagnosis,694,0.015042,0.0225,-0.448693,-0.907042,-1.001911,0.142219,19.436598,2.61542,within_frame_only_anonymous_component
SAR000393_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,393,posthoc_diagnosis,414,0.008973,0.0144,0.293636,-0.618669,-0.495663,-0.472537,19.511234,2.136574,within_frame_only_anonymous_component
SAR000393_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,393,posthoc_diagnosis,249,0.005397,0.0117,-0.090269,1.009978,0.930966,0.40188,105.525034,2.544648,within_frame_only_anonymous_component
SAR000394_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,394,posthoc_diagnosis,13916,0.166603,0.3573,-1.278162,-1.358133,-1.67622,0.817625,8.050021,1.877766,within_frame_only_anonymous_component
SAR000394_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,394,posthoc_diagnosis,7701,0.092197,0.2331,-0.574556,0.531498,0.337083,0.706384,179.411642,5.382022,within_frame_only_anonymous_component
SAR000394_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,394,posthoc_diagnosis,4315,0.051659,0.117,-0.13797,1.419012,1.314171,0.552798,141.010952,1.509173,within_frame_only_anonymous_component
SAR000394_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,394,posthoc_diagnosis,3589,0.042968,0.1044,-1.057258,-0.494373,-0.785813,0.862958,9.500319,1.715937,within_frame_only_anonymous_component
SAR000394_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,394,posthoc_diagnosis,475,0.005687,0.0162,0.008437,1.769769,1.692573,0.517059,175.347994,1.213008,within_frame_only_anonymous_component
SAR000394_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,394,posthoc_diagnosis,539,0.006453,0.0153,-0.108128,0.954603,0.879531,0.386503,14.80003,1.843588,within_frame_only_anonymous_component
SAR000394_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,394,posthoc_diagnosis,478,0.005723,0.0108,-0.282381,-0.603527,-0.660135,0.090589,22.403341,1.688066,within_frame_only_anonymous_component
