path_id,extraction_profile,spatial_control_count,temporal_control_count,static_matched_control_count,target_response_score,target_spatial_empirical_percentile,target_temporal_empirical_percentile,spatial_effect_size,temporal_effect_size,control_median,control_mad,control_variance,control_distribution_status
WGV34A_PATH_0004917,relaxed_physical_path,20,20,20,2.625732,5,5,-1.14248076,-0.91577857,3.1716795,0.3344865,0.32806511,control_distribution_ok
WGV34A_PATH_0004918,relaxed_physical_path,20,20,20,4.1516925,80,85,1.01723092,2.36544069,3.239453,0.444057,0.4756177,control_distribution_ok
WGV34A_PATH_0004919,relaxed_physical_path,20,20,20,3.121094,50,55,-0.2588516,0.1878184,3.2259115,0.4165505,1.14379339,control_distribution_ok
WGV34A_PATH_0004920,relaxed_physical_path,0,0,0,2.743164,,,,,,,,insufficient_length
WGV34A_PATH_0004921,relaxed_physical_path,0,0,0,5.453125,,,,,,,,insufficient_length
WGV34A_PATH_0004922,relaxed_physical_path,0,0,0,3.2322595,,,,,,,,insufficient_length
WGV34A_PATH_0004923,relaxed_physical_path,0,0,0,4.0717775,,,,,,,,insufficient_length
WGV34A_PATH_0004924,relaxed_physical_path,20,20,20,3.483398,55,50,0.22040767,0.00622292,3.7319335,0.651367,1.94429102,control_distribution_ok
WGV34A_PATH_0004925,relaxed_physical_path,20,20,20,3.727539,65,70,0.82667718,0.65193678,3.562378,0.482788,0.72899275,control_distribution_ok
WGV34A_PATH_0004926,relaxed_physical_path,20,20,20,3.333603,50,15,0.09859855,-0.68832467,3.554095,0.45337,0.49480907,control_distribution_ok
WGV34A_PATH_0004927,relaxed_physical_path,0,0,0,4.7548825,,,,,,,,insufficient_length
WGV34A_PATH_0004928,relaxed_physical_path,0,0,0,4.688151,,,,,,,,insufficient_length
WGV34A_PATH_0004929,relaxed_physical_path,20,20,20,5.005859,90,85,1.57014824,2.44582138,3.344482,0.5522465,0.82076915,control_distribution_ok
WGV34A_PATH_0004930,relaxed_physical_path,20,20,20,2.751953,10,5,-0.80354595,-1.30166364,3.243606,0.419265,0.38459138,control_distribution_ok
WGV34A_PATH_0004931,relaxed_physical_path,20,20,20,7.438802,100,95,3.03545913,3.42147993,3.7077255,0.739784,1.2339072,control_distribution_ok
WGV34A_PATH_0004932,relaxed_physical_path,20,20,20,3.944092,65,70,0.3544349,1.31368538,3.3127115,0.40446,1.44230321,control_distribution_ok
WGV34A_PATH_0004933,relaxed_physical_path,20,20,20,4.07373,65,90,0.53014059,2.19147603,3.487565,0.5166015,1.56490707,control_distribution_ok
WGV34A_PATH_0004934,relaxed_physical_path,20,20,20,3.580078,40,60,-0.2016192,0.44554336,3.2317705,0.432373,0.66845526,control_distribution_ok
WGV34A_PATH_0004935,relaxed_physical_path,20,20,20,2.9375,15,50,-0.97099966,-0.209456,3.2321775,0.354736,0.26965257,control_distribution_ok
WGV34A_PATH_0004936,relaxed_physical_path,0,0,0,2.821533,,,,,,,,insufficient_length
WGV34A_PATH_0004937,relaxed_physical_path,20,20,20,5.173828,80,100,1.80797126,2.27789111,3.6371095,0.694336,2.47274788,control_distribution_ok
WGV34A_PATH_0004938,relaxed_physical_path,20,20,20,3.03125,20,30,-0.71712475,-0.39603098,3.3884625,0.473619,1.01414723,control_distribution_ok
WGV34A_PATH_0004939,relaxed_physical_path,0,0,0,3.2476565,,,,,,,,insufficient_length
WGV34A_PATH_0004940,relaxed_physical_path,0,0,0,2.908691,,,,,,,,insufficient_length
WGV34A_PATH_0004941,relaxed_physical_path,20,20,20,3.61849,50,15,-0.09301193,-0.82607961,3.883301,0.891073,2.31308835,control_distribution_ok
WGV34A_PATH_0004942,relaxed_physical_path,20,20,20,3.048779,45,15,-0.05927253,-0.77209448,3.3751395,0.4749115,0.94119209,control_distribution_ok
WGV34A_PATH_0004943,relaxed_physical_path,0,0,0,3.029948,,,,,,,,insufficient_length
WGV34A_PATH_0004944,relaxed_physical_path,0,0,0,4.125,,,,,,,,insufficient_length
WGV34A_PATH_0004945,relaxed_physical_path,20,20,20,4.0849055,65,65,0.86397178,0.48861298,3.5839845,0.4689455,0.50323372,control_distribution_ok
WGV34A_PATH_0004946,relaxed_physical_path,0,0,0,5.0854495,,,,,,,,insufficient_length
WGV34A_PATH_0004947,relaxed_physical_path,0,0,0,3.0794275,,,,,,,,insufficient_length
WGV34A_PATH_0004948,relaxed_physical_path,20,20,20,2.719727,0,10,-0.93905471,-0.72828635,3.878418,0.8751625,3.15452732,control_distribution_ok
WGV34A_PATH_0004949,relaxed_physical_path,20,20,20,3.43125,35,25,-0.27019014,-0.65440247,3.485026,0.5253905,0.55864658,control_distribution_ok
WGV34A_PATH_0004950,relaxed_physical_path,20,20,20,3.176432,20,35,-0.7078332,-0.27450498,3.279134,0.501367,1.6772286,control_distribution_ok
WGV34A_PATH_0004951,relaxed_physical_path,0,0,0,4.868164,,,,,,,,insufficient_length
WGV34A_PATH_0004952,relaxed_physical_path,20,20,20,3.571289,15,45,-0.65008692,-0.10680057,3.9037325,0.7454425,1.76625327,control_distribution_ok
WGV34A_PATH_0004953,relaxed_physical_path,20,20,20,3.607031,80,35,1.10235616,-0.37098929,3.2321775,0.450848,0.92552304,control_distribution_ok
WGV34A_PATH_0004954,relaxed_physical_path,0,0,0,4.0234375,,,,,,,,insufficient_length
WGV34A_PATH_0004955,relaxed_physical_path,0,0,0,3.8188475,,,,,,,,insufficient_length
WGV34A_PATH_0004956,relaxed_physical_path,0,0,0,3.355957,,,,,,,,insufficient_length
WGV34A_PATH_0004957,relaxed_physical_path,0,0,0,3.09375,,,,,,,,insufficient_length
WGV34A_PATH_0004958,relaxed_physical_path,0,0,0,4.7278645,,,,,,,,insufficient_length
WGV34A_PATH_0004959,relaxed_physical_path,20,20,20,2.840495,25,40,-0.7222132,-0.32522798,3.122233,0.3545735,0.32473063,control_distribution_ok
WGV34A_PATH_0004960,relaxed_physical_path,20,20,20,4.788818,80,80,1.17853416,0.7321042,3.790411,0.617575,1.16507312,control_distribution_ok
WGV34A_PATH_0004961,relaxed_physical_path,20,20,20,4.535156,60,70,0.30790259,0.83784884,3.812598,0.479701,0.7586057,control_distribution_ok
WGV34A_PATH_0004962,relaxed_physical_path,0,0,0,5.576172,,,,,,,,insufficient_length
WGV34A_PATH_0004963,relaxed_physical_path,0,0,0,3.3623045,,,,,,,,insufficient_length
WGV34A_PATH_0004964,relaxed_physical_path,0,0,0,3.138021,,,,,,,,insufficient_length
WGV34A_PATH_0004965,relaxed_physical_path,20,20,20,3.897949,50,85,0.12983925,1.41900558,3.498779,0.594238,1.57306339,control_distribution_ok
WGV34A_PATH_0004966,relaxed_physical_path,20,20,20,3.024089,35,25,-0.51718486,-0.55950704,3.298177,0.411499,0.64718419,control_distribution_ok
WGV34A_PATH_0004967,relaxed_physical_path,20,20,20,2.839258,15,10,-0.99263454,-0.87166339,3.3295085,0.535386,0.79339847,control_distribution_ok
WGV34A_PATH_0004968,relaxed_physical_path,20,20,20,3.196568,55,10,0.12840656,-1.26504254,3.5162385,0.49216,0.49150148,control_distribution_ok
WGV34A_PATH_0004969,relaxed_physical_path,20,20,20,4.433203,80,90,2.22761118,3.3316321,3.2320965,0.4744465,1.35657506,control_distribution_ok
WGV34A_PATH_0004970,relaxed_physical_path,20,20,20,2.897705,15,20,-0.73340927,-0.77441438,3.2922365,0.422754,0.77036271,control_distribution_ok
WGV34A_PATH_0004971,relaxed_physical_path,20,20,20,3.288411,60,40,0.14472563,-0.17450659,3.2970255,0.4654625,0.64414772,control_distribution_ok
WGV34A_PATH_0004972,relaxed_physical_path,0,0,0,3.2231445,,,,,,,,insufficient_length
WGV34A_PATH_0004973,relaxed_physical_path,20,20,20,3.545573,60,35,0.48717536,-0.21547811,3.9033205,0.791797,4.35214928,control_distribution_ok
WGV34A_PATH_0004974,relaxed_physical_path,20,20,20,4.405078,90,80,1.1407579,0.82019655,3.5414065,0.5856535,0.74727672,control_distribution_ok
WGV34A_PATH_0004975,relaxed_physical_path,20,20,20,4.408854,80,90,2.18992723,2.9053111,3.2021945,0.276204,0.49045544,control_distribution_ok
WGV34A_PATH_0004976,relaxed_physical_path,20,20,20,4.93457,90,100,2.96508998,1.92607502,3.565918,0.510791,0.8059356,control_distribution_ok
WGV34A_PATH_0004977,relaxed_physical_path,0,0,0,5.7089845,,,,,,,,insufficient_length
WGV34A_PATH_0004978,relaxed_physical_path,20,20,20,3.419271,20,10,-0.5548338,-1.17619235,3.9825845,0.8082685,1.69012205,control_distribution_ok
WGV34A_PATH_0004979,relaxed_physical_path,20,20,20,2.913086,20,20,-0.8304549,-0.78052468,3.397298,0.506429,0.79723602,control_distribution_ok
WGV34A_PATH_0004980,relaxed_physical_path,0,0,0,3.092122,,,,,,,,insufficient_length
WGV34A_PATH_0004981,relaxed_physical_path,0,0,0,2.928548,,,,,,,,insufficient_length
WGV34A_PATH_0004982,relaxed_physical_path,20,20,20,2.954102,25,30,-0.73281062,-0.39847609,3.3046875,0.5361325,0.91326058,control_distribution_ok
WGV34A_PATH_0004983,relaxed_physical_path,0,0,0,4.2792965,,,,,,,,insufficient_length
WGV34A_PATH_0004984,relaxed_physical_path,20,20,20,2.941406,20,30,-0.43176439,-0.45880297,3.529785,0.794759,3.10333562,control_distribution_ok
WGV34A_PATH_0004985,relaxed_physical_path,0,0,0,3.098698,,,,,,,,insufficient_length
WGV34A_PATH_0004986,relaxed_physical_path,20,20,20,3.420898,50,45,-0.0369777,-0.28438247,3.594351,0.65625,3.82927187,control_distribution_ok
WGV34A_PATH_0004987,relaxed_physical_path,0,0,0,5.273438,,,,,,,,insufficient_length
WGV34A_PATH_0004988,relaxed_physical_path,20,20,20,2.721191,5,25,-0.87115211,-0.76012502,3.22183,0.392904,0.34641525,control_distribution_ok
WGV34A_PATH_0004989,relaxed_physical_path,0,0,0,4.7314455,,,,,,,,insufficient_length
WGV34A_PATH_0004990,relaxed_physical_path,20,20,20,2.834543,10,25,-1.07647456,-0.81920306,3.477881,0.560872,1.58517613,control_distribution_ok
WGV34A_PATH_0004991,relaxed_physical_path,0,0,0,5.3867185,,,,,,,,insufficient_length
WGV34A_PATH_0004992,relaxed_physical_path,20,20,20,5.516927,95,100,4.20295538,5.8203707,3.271875,0.3875,1.2635431,control_distribution_ok
WGV34A_PATH_0004993,relaxed_physical_path,0,0,0,3.489014,,,,,,,,insufficient_length
WGV34A_PATH_0004994,relaxed_physical_path,0,0,0,2.9560545,,,,,,,,insufficient_length
WGV34A_PATH_0004995,relaxed_physical_path,20,20,20,2.919922,15,60,-0.64840493,0.38248333,3.1215535,0.339937,0.35324873,control_distribution_ok
WGV34A_PATH_0004996,relaxed_physical_path,20,20,20,3.983724,75,65,1.39715312,0.47180011,3.5984045,0.5915035,0.67522338,control_distribution_ok
WGV34A_PATH_0004997,relaxed_physical_path,20,20,20,5.933594,85,85,3.17030433,2.33010338,3.5380535,0.579158,2.64124242,control_distribution_ok
WGV34A_PATH_0004998,relaxed_physical_path,0,0,0,3.299479,,,,,,,,insufficient_length
WGV34A_PATH_0004999,relaxed_physical_path,20,20,20,8.183594,100,100,7.17481899,13.25785861,3.3100585,0.410889,2.2049438,control_distribution_ok
WGV34A_PATH_0005000,relaxed_physical_path,20,20,20,4.1210935,85,80,1.70962773,1.09088049,3.410775,0.3722335,0.77877078,control_distribution_ok
WGV34A_PATH_0005001,relaxed_physical_path,0,0,0,2.902344,,,,,,,,insufficient_length
WGV34A_PATH_0005002,relaxed_physical_path,0,0,0,2.896159,,,,,,,,insufficient_length
WGV34A_PATH_0005003,relaxed_physical_path,20,20,20,4.886719,95,95,2.58132506,1.79538081,3.5535155,0.538574,0.95363015,control_distribution_ok
WGV34A_PATH_0005004,relaxed_physical_path,0,0,0,2.934082,,,,,,,,insufficient_length
WGV34A_PATH_0005005,relaxed_physical_path,20,20,20,3.0566405,25,5,-0.51415079,-0.83570031,4.025065,0.7521155,2.23017874,control_distribution_ok
WGV34A_PATH_0005006,relaxed_physical_path,20,20,20,4.792535,100,100,4.30120168,2.11244619,3.47733,0.4818875,2.22192128,control_distribution_ok
WGV34A_PATH_0005007,relaxed_physical_path,20,20,20,3.269531,35,45,-0.62230264,-0.03867037,3.2340495,0.4130045,1.62442458,control_distribution_ok
WGV34A_PATH_0005008,relaxed_physical_path,20,20,20,3.191406,40,45,-0.24541552,-0.31922974,3.5950525,0.603678,1.7580651,control_distribution_ok
WGV34A_PATH_0005009,relaxed_physical_path,15,20,20,3.339062,33.33333333,50,-0.71656459,0.04631382,3.435221,0.539388,0.62025939,control_distribution_ok
WGV34A_PATH_0005010,relaxed_physical_path,0,0,0,3.125651,,,,,,,,insufficient_length
WGV34A_PATH_0005011,relaxed_physical_path,0,0,0,2.4857425,,,,,,,,insufficient_length
WGV34A_PATH_0005012,relaxed_physical_path,20,20,20,4.527344,80,100,2.4628924,1.97419732,3.5137775,0.4447265,0.6666362,control_distribution_ok
WGV34A_PATH_0005013,relaxed_physical_path,0,0,0,2.827832,,,,,,,,insufficient_length
WGV34A_PATH_0005014,relaxed_physical_path,0,0,0,3.0141605,,,,,,,,insufficient_length
WGV34A_PATH_0005015,relaxed_physical_path,20,20,20,3.442949,25,70,-0.71566425,0.6860637,3.224528,0.505941,3.39297171,control_distribution_ok
WGV34A_PATH_0005016,relaxed_physical_path,20,20,20,3.615234,50,35,-0.22957037,-0.24981722,3.352051,0.52124,2.45601454,control_distribution_ok
WGV34A_PATH_0005017,relaxed_physical_path,20,20,20,3.65332,55,70,0.07597451,0.69084668,3.536621,0.512207,0.49343323,control_distribution_ok
WGV34A_PATH_0005018,relaxed_physical_path,20,20,20,3.142578,30,40,-0.25314126,-0.27078891,3.243606,0.452466,0.44814036,control_distribution_ok
WGV34A_PATH_0005019,relaxed_physical_path,20,20,20,4.11839,60,70,0.61341694,0.27979605,3.7992405,0.541462,0.53207119,control_distribution_ok
WGV34A_PATH_0005020,relaxed_physical_path,20,20,20,3.553279,65,45,0.55097276,-0.09687223,3.527696,0.463894,0.46611546,control_distribution_ok
WGV34A_PATH_0005021,relaxed_physical_path,0,0,0,3.2373685,,,,,,,,insufficient_length
WGV34A_PATH_0005022,relaxed_physical_path,0,0,0,3.129883,,,,,,,,insufficient_length
WGV34A_PATH_0005023,relaxed_physical_path,0,0,0,4.0786135,,,,,,,,insufficient_length
WGV34A_PATH_0005024,relaxed_physical_path,20,20,20,4.291016,60,60,0.24486094,0.56627307,3.261393,0.553467,1.88142944,control_distribution_ok
WGV34A_PATH_0005025,relaxed_physical_path,0,0,0,3.1629235,,,,,,,,insufficient_length
WGV34A_PATH_0005026,relaxed_physical_path,20,20,20,3.984375,40,50,-0.13513187,-0.129926,3.5183595,0.635791,1.80307141,control_distribution_ok
WGV34A_PATH_0005027,relaxed_physical_path,20,20,20,3.3748375,45,80,-0.15036681,0.81010845,3.2580565,0.457601,0.60797081,control_distribution_ok
WGV34A_PATH_0005028,relaxed_physical_path,20,20,20,3.330273,40,45,-0.0845402,-0.0227491,3.372736,0.4460075,0.52327435,control_distribution_ok
WGV34A_PATH_0005029,relaxed_physical_path,0,0,0,4.027669,,,,,,,,insufficient_length
WGV34A_PATH_0005030,relaxed_physical_path,0,0,0,3.82959,,,,,,,,insufficient_length
WGV34A_PATH_0005031,relaxed_physical_path,20,20,20,3.238602,40,45,-0.41378614,-0.27306955,3.266741,0.3754465,0.47734524,control_distribution_ok
WGV34A_PATH_0005032,relaxed_physical_path,20,20,20,3.540625,35,70,-0.37468408,0.57345695,3.217122,0.419406,1.64569063,control_distribution_ok
WGV34A_PATH_0005033,relaxed_physical_path,20,20,20,4.150065,45,55,-0.19513467,0.19200151,3.404297,0.6293835,3.48292901,control_distribution_ok
WGV34A_PATH_0005034,relaxed_physical_path,0,0,0,3.394531,,,,,,,,insufficient_length
WGV34A_PATH_0005035,relaxed_physical_path,20,20,20,3.5290175,40,40,-0.18777009,-0.21167547,3.577637,0.64502,2.34564141,control_distribution_ok
WGV34A_PATH_0005036,relaxed_physical_path,20,20,20,5.558268,100,95,5.13134741,2.20150273,3.500651,0.581706,1.22477425,control_distribution_ok
WGV34A_PATH_0005037,relaxed_physical_path,0,20,20,6.703125,0,75,0,0.29246664,6.2158205,0.770508,2.43369837,control_distribution_sparse
WGV34A_PATH_0005038,relaxed_physical_path,20,20,20,3.21224,40,55,-0.24229124,0.12624606,3.1951375,0.3218465,0.43006383,control_distribution_ok
WGV34A_PATH_0005039,relaxed_physical_path,20,20,20,4.006836,75,90,0.52162692,1.59010298,3.5463865,0.6168615,1.07781581,control_distribution_ok
WGV34A_PATH_0005040,relaxed_physical_path,20,20,20,3.1855335,45,45,-0.17965526,-0.29163637,3.2171725,0.3695785,0.40940628,control_distribution_ok
WGV34A_PATH_0005041,relaxed_physical_path,20,20,20,4.1700845,85,90,2.49569511,2.72491252,3.2006835,0.2593995,0.51000184,control_distribution_ok
WGV34A_PATH_0005042,relaxed_physical_path,0,0,0,3.7047525,,,,,,,,insufficient_length
WGV34A_PATH_0005043,relaxed_physical_path,20,20,20,5.0356445,65,75,0.45106126,1.1250674,4.278125,0.8497395,3.19066839,control_distribution_ok
WGV34A_PATH_0005044,relaxed_physical_path,20,20,20,2.9567055,30,0,-0.38193307,-0.98083906,3.473486,0.391927,1.55944733,control_distribution_ok
WGV34A_PATH_0005045,relaxed_physical_path,0,0,0,2.579834,,,,,,,,insufficient_length
WGV34A_PATH_0005046,relaxed_physical_path,20,20,20,2.9736325,15,50,-0.84398259,0.00258557,3.4829105,0.642546,4.26156814,control_distribution_ok
WGV34A_PATH_0005047,relaxed_physical_path,0,0,0,3.158203,,,,,,,,insufficient_length
WGV34A_PATH_0005048,relaxed_physical_path,0,0,0,3.20459,,,,,,,,insufficient_length
WGV34A_PATH_0005049,relaxed_physical_path,0,0,0,3.2620445,,,,,,,,insufficient_length
WGV34A_PATH_0005050,relaxed_physical_path,20,20,20,8.6669925,100,100,3.93085126,12.25161398,3.40409,0.34731,1.32860674,control_distribution_ok
WGV34A_PATH_0005051,relaxed_physical_path,20,20,20,5.2734375,90,100,2.85475697,9.38621041,3.434896,0.3996095,1.66025559,control_distribution_ok
WGV34A_PATH_0005052,relaxed_physical_path,0,0,0,3.3843005,,,,,,,,insufficient_length
WGV34A_PATH_0005053,relaxed_physical_path,0,0,0,5.2597655,,,,,,,,insufficient_length
WGV34A_PATH_0005054,relaxed_physical_path,0,0,0,3.0639645,,,,,,,,insufficient_length
WGV34A_PATH_0005055,relaxed_physical_path,0,0,0,3.716797,,,,,,,,insufficient_length
WGV34A_PATH_0005056,relaxed_physical_path,20,20,20,3.2411355,45,60,-0.13559129,0.14029323,3.186896,0.313977,0.69137559,control_distribution_ok
WGV34A_PATH_0005057,relaxed_physical_path,20,20,20,3.947917,75,90,0.61490727,1.97761106,3.4133265,0.432627,0.77546477,control_distribution_ok
WGV34A_PATH_0005058,relaxed_physical_path,20,20,20,4.129077,50,15,-0.02876873,-1.46673911,4.416406,0.9541665,1.4563201,control_distribution_ok
WGV34A_PATH_0005059,relaxed_physical_path,0,0,0,4.302734,,,,,,,,insufficient_length
WGV34A_PATH_0005060,relaxed_physical_path,20,20,20,3.9301755,75,80,0.99172873,1.52880225,3.2941735,0.389509,0.53628581,control_distribution_ok
WGV34A_PATH_0005061,relaxed_physical_path,20,20,20,3.9646,75,90,0.82831352,2.18105885,3.2630205,0.3770615,0.58633717,control_distribution_ok
WGV34A_PATH_0005062,relaxed_physical_path,20,20,20,3.338867,35,70,-0.4075233,0.52575476,3.3468425,0.5017905,0.86142009,control_distribution_ok
WGV34A_PATH_0005063,relaxed_physical_path,0,0,0,3.450684,,,,,,,,insufficient_length
WGV34A_PATH_0005064,relaxed_physical_path,0,0,0,3.1826175,,,,,,,,insufficient_length
WGV34A_PATH_0005065,relaxed_physical_path,20,20,20,3.1533205,25,35,-0.62447284,-0.55891803,3.985189,0.933187,2.48652378,control_distribution_ok
WGV34A_PATH_0005066,relaxed_physical_path,20,20,20,5.720703,80,90,1.94102587,1.86070906,3.611914,0.691504,1.35879084,control_distribution_ok
WGV34A_PATH_0005067,relaxed_physical_path,0,0,0,3.9345705,,,,,,,,insufficient_length
WGV34A_PATH_0005068,relaxed_physical_path,0,0,0,5.707682,,,,,,,,insufficient_length
WGV34A_PATH_0005069,relaxed_physical_path,20,20,20,2.803711,15,15,-0.76485656,-1.0350564,3.51875,0.5050785,0.68615686,control_distribution_ok
WGV34A_PATH_0005070,relaxed_physical_path,20,20,20,3.70459,50,30,0.08270958,-0.23054231,3.758911,0.569214,0.53992644,control_distribution_ok
WGV34A_PATH_0005071,relaxed_physical_path,0,0,0,3.684082,,,,,,,,insufficient_length
WGV34A_PATH_0005072,relaxed_physical_path,20,20,20,4.213249,80,95,1.19825911,4.06735127,3.1815075,0.2907225,0.63666707,control_distribution_ok
WGV34A_PATH_0005073,relaxed_physical_path,0,0,0,5.3164065,,,,,,,,insufficient_length
WGV34A_PATH_0005074,relaxed_physical_path,20,20,20,3.126395,55,20,0.16242812,-0.62480417,3.362793,0.3933105,0.81117246,control_distribution_ok
WGV34A_PATH_0005075,relaxed_physical_path,20,20,20,3.477734,80,60,1.86549531,0.38611695,3.22334,0.398275,1.63137564,control_distribution_ok
WGV34A_PATH_0005076,relaxed_physical_path,20,20,20,3.2167965,10,35,-0.75697046,-0.35962275,3.567383,0.445801,2.17662421,control_distribution_ok
WGV34A_PATH_0005077,relaxed_physical_path,20,20,20,2.94987,35,25,-0.37224003,-0.62911297,3.4032825,0.519287,1.62774944,control_distribution_ok
WGV34A_PATH_0005078,relaxed_physical_path,0,0,0,3.172526,,,,,,,,insufficient_length
WGV34A_PATH_0005079,relaxed_physical_path,20,20,20,2.973633,15,30,-0.76183447,-0.65902421,3.4572405,0.702602,2.03384936,control_distribution_ok
WGV34A_PATH_0005080,relaxed_physical_path,20,20,20,3.740397,65,90,0.47757264,1.58648327,3.278646,0.4072265,0.3684897,control_distribution_ok
WGV34A_PATH_0005081,relaxed_physical_path,20,20,20,2.862891,25,10,-0.76543409,-0.9345075,3.196235,0.3069625,0.44877095,control_distribution_ok
WGV34A_PATH_0005082,relaxed_physical_path,0,0,0,4.740723,,,,,,,,insufficient_length
WGV34A_PATH_0005083,relaxed_physical_path,0,0,0,5.6572265,,,,,,,,insufficient_length
WGV34A_PATH_0005084,relaxed_physical_path,0,0,0,6.0533855,,,,,,,,insufficient_length
WGV34A_PATH_0005085,relaxed_physical_path,20,20,20,6.283203,95,90,7.038562,4.18294637,3.2507325,0.4485675,1.70571804,control_distribution_ok
WGV34A_PATH_0005086,relaxed_physical_path,0,0,0,3.6359865,,,,,,,,insufficient_length
WGV34A_PATH_0005087,relaxed_physical_path,0,0,0,3.532715,,,,,,,,insufficient_length
WGV34A_PATH_0005088,relaxed_physical_path,20,20,20,4.192708,60,65,0.69790135,0.48310607,3.595052,0.566992,1.81549748,control_distribution_ok
WGV34A_PATH_0005089,relaxed_physical_path,20,20,20,3.758789,50,60,0.11038587,0.45509227,3.364502,0.5039065,1.07338244,control_distribution_ok
WGV34A_PATH_0005090,relaxed_physical_path,0,0,0,3.0771485,,,,,,,,insufficient_length
WGV34A_PATH_0005091,relaxed_physical_path,20,20,20,2.587891,15,10,-0.74023107,-0.75344154,3.4088545,0.7637535,2.14797605,control_distribution_ok
WGV34A_PATH_0005092,relaxed_physical_path,0,0,0,2.9921875,,,,,,,,insufficient_length
WGV34A_PATH_0005093,relaxed_physical_path,20,20,20,6.643229,100,100,9.34990079,4.29911458,3.342285,0.4833985,0.62683359,control_distribution_ok
WGV34A_PATH_0005094,relaxed_physical_path,20,20,20,4.704102,80,80,1.98957278,1.54468149,3.245768,0.376302,2.30547834,control_distribution_ok
WGV34A_PATH_0005095,relaxed_physical_path,20,20,20,3.460205,50,75,-0.04262898,1.12601947,3.212852,0.348442,0.29655556,control_distribution_ok
WGV34A_PATH_0005096,relaxed_physical_path,20,20,20,3.52242,60,80,0.3560192,0.79847571,3.286458,0.3598355,0.36762748,control_distribution_ok
WGV34A_PATH_0005097,relaxed_physical_path,20,20,20,3.5776365,45,80,-0.33429485,0.72716319,3.3386445,0.4493715,3.04139326,control_distribution_ok
WGV34A_PATH_0005098,relaxed_physical_path,20,20,20,3.109375,15,30,-0.71434125,-0.34633714,3.243652,0.4379065,2.24134145,control_distribution_ok
WGV34A_PATH_0005099,relaxed_physical_path,0,0,0,2.7470705,,,,,,,,insufficient_length
WGV34A_PATH_0005100,relaxed_physical_path,20,20,20,3.431641,45,60,-0.13655875,0.4913194,3.200553,0.417611,2.49057254,control_distribution_ok
WGV34A_PATH_0005101,relaxed_physical_path,20,20,20,4.395182,90,80,1.18362309,1.77909863,3.2707035,0.573438,0.76445674,control_distribution_ok
WGV34A_PATH_0005102,relaxed_physical_path,20,20,20,6.367188,100,100,5.2085686,5.68041485,3.4571535,0.45,1.38244103,control_distribution_ok
WGV34A_PATH_0005103,relaxed_physical_path,0,0,0,3.356608,,,,,,,,insufficient_length
WGV34A_PATH_0005104,relaxed_physical_path,20,20,20,3.080566,50,25,0.0636075,-0.4581142,3.759277,0.842773,1.83305074,control_distribution_ok
WGV34A_PATH_0005105,relaxed_physical_path,20,20,20,3.903906,85,80,1.17876347,1.13331669,3.2127155,0.374132,0.3476669,control_distribution_ok
WGV34A_PATH_0005106,relaxed_physical_path,17,20,20,3.472439,23.52941176,75,-0.653962,1.08052283,3.398438,0.457032,0.68151083,control_distribution_ok
WGV34A_PATH_0005107,relaxed_physical_path,0,0,0,3.667132,,,,,,,,insufficient_length
WGV34A_PATH_0005108,relaxed_physical_path,0,0,0,8.7763675,,,,,,,,insufficient_length
WGV34A_PATH_0005109,relaxed_physical_path,0,0,0,3.173828,,,,,,,,insufficient_length
WGV34A_PATH_0005110,relaxed_physical_path,0,0,0,4.01416,,,,,,,,insufficient_length
WGV34A_PATH_0005111,relaxed_physical_path,0,0,0,3.427246,,,,,,,,insufficient_length
WGV34A_PATH_0005112,relaxed_physical_path,20,20,20,2.954102,35,10,-0.16197544,-0.57826821,3.362305,0.5852865,2.02971783,control_distribution_ok
WGV34A_PATH_0005113,relaxed_physical_path,20,20,20,4.5013025,65,75,0.71970827,1.16992116,3.219889,0.4958985,1.08277079,control_distribution_ok
WGV34A_PATH_0005114,relaxed_physical_path,20,20,20,3.03418,30,25,-0.46949187,-0.50492457,3.239537,0.3754885,0.3596868,control_distribution_ok
WGV34A_PATH_0005115,relaxed_physical_path,20,20,20,3.7271065,65,70,0.59454222,0.25495302,3.206543,0.474924,1.32620552,control_distribution_ok
WGV34A_PATH_0005116,relaxed_physical_path,20,20,20,4.301758,60,50,0.23355681,-0.02306983,3.6049805,0.688558,1.18847242,control_distribution_ok
WGV34A_PATH_0005117,relaxed_physical_path,0,0,0,3.9729815,,,,,,,,insufficient_length
WGV34A_PATH_0005118,relaxed_physical_path,0,0,0,2.956022,,,,,,,,insufficient_length
WGV34A_PATH_0005119,relaxed_physical_path,20,20,20,2.858398,30,20,-0.5771163,-0.43577811,3.28418,0.526576,2.59705471,control_distribution_ok
WGV34A_PATH_0005120,relaxed_physical_path,20,20,20,4.394531,95,85,2.3625884,1.15090704,3.372396,0.4667965,1.85275032,control_distribution_ok
WGV34A_PATH_0005121,relaxed_physical_path,0,0,0,3.0400395,,,,,,,,insufficient_length
WGV34A_PATH_0005122,relaxed_physical_path,0,0,0,2.8885255,,,,,,,,insufficient_length
WGV34A_PATH_0005123,relaxed_physical_path,20,20,20,4.333984,75,50,1.07544205,-0.02937931,3.261393,0.5525305,0.74409287,control_distribution_ok
WGV34A_PATH_0005124,relaxed_physical_path,0,0,0,2.815709,,,,,,,,insufficient_length
