relation_id,scene,source_auto_node_id,target_auto_node_id,source_tracklet_segment_id,target_tracklet_segment_id,time_gap_frames,center_distance_px,bottom_center_distance_px,motion_extrapolation_error_px,normalized_motion_error,bbox_area_ratio,bbox_aspect_ratio_delta,appearance_cosine,appearance_evidence_status,source_edge_contact_ratio,target_edge_contact_ratio,source_competitor_count,target_competitor_count,candidate_score_not_selector,pre_competition_status,relation_status,supporting_evidence,conflicting_evidence,uncertainty_sources,competitor_ids,decision_reason_code
REL_GM_RM011_00147,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0067__seg_001,53,254.087806,250.363743,1278.318969,2.884386,6.676749,1.317309,0.754702,appearance_unreliable,0.000000,0.000000,0,0,0.519605,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00148,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0024,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0051__seg_003,2,60.317193,60.359964,11.463290,0.023127,1.400889,0.377943,0.874869,appearance_support,0.000000,0.000000,0,0,0.944931,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032,candidate_competition_margin_too_small
REL_GM_RM011_00149,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0057__seg_002,6,346.695521,346.609824,561.745570,0.926903,1.053777,0.346937,0.834721,appearance_support,0.000000,0.000000,0,0,0.827961,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032,candidate_competition_margin_too_small
REL_GM_RM011_00150,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0052__seg_003,13,220.826104,220.545513,686.904000,1.088424,1.552322,0.506655,0.775949,appearance_unreliable,0.000000,0.000000,0,0,0.786103,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032,candidate_competition_margin_too_small
REL_GM_RM011_00151,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0052__seg_004,16,181.135164,180.913054,754.802907,1.436368,1.545801,0.528979,0.853942,appearance_support,0.000000,0.000000,0,0,0.755878,weak_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;motion_extrapolation_weak;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032,candidate_competition_margin_too_small
REL_GM_RM011_00152,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0057__seg_003,18,162.487795,162.445110,807.856823,1.297624,1.405620,0.678042,0.818861,appearance_unreliable,0.000000,0.000000,0,0,0.779711,weak_continuity,ambiguous_continuity,bbox_size_compatible,,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032,candidate_competition_margin_too_small
REL_GM_RM011_00153,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0062__seg_001,20,537.213465,537.015998,1254.115434,2.791823,4.070989,0.984151,0.755574,appearance_unreliable,0.000000,0.000000,0,0,0.489007,blocked_continuity,blocked_continuity,,motion_extrapolation_conflict;bbox_size_jump;blocked_by_combined_evidence,medium_forward_gap;appearance_unreliable,,motion_and_size_conflict
REL_GM_RM011_00154,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0062__seg_002,25,420.553473,419.531996,1316.611895,2.305219,1.031725,0.444426,0.844253,appearance_support,0.000000,0.000000,0,0,0.659425,weak_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,motion_extrapolation_conflict,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032,candidate_competition_margin_too_small
REL_GM_RM011_00155,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0062__seg_003,32,311.096746,307.515464,1456.307471,2.287405,1.698773,0.011363,0.786258,appearance_unreliable,0.000000,0.000000,0,0,0.632709,ambiguous_continuity,ambiguous_continuity,bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00156,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0062__seg_004,38,144.898304,128.946036,1493.836496,2.728365,1.922064,0.039677,0.853768,appearance_support,0.000000,0.000000,0,0,0.597796,ambiguous_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00157,GM_RM011,AUTO_GM_RM011_0022,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0051__seg_002,GM_RM011__botsort__raw__bs_0067__seg_001,50,147.176487,141.651913,1651.142984,4.123084,4.699162,0.836482,0.766104,appearance_unreliable,0.000000,0.000000,0,0,0.521262,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00158,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0057__seg_002,4,85.237384,84.666095,17.841498,0.037191,1.562561,0.497801,0.831297,appearance_support,0.000000,0.000000,0,0,0.926725,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00159,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0052__seg_003,11,212.763905,210.680001,44.149277,0.087490,2.301812,0.657519,0.754262,appearance_unreliable,0.000000,0.000000,0,0,0.874411,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00160,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0052__seg_004,14,251.818783,250.312918,70.176533,0.174601,2.292144,0.679842,0.897968,appearance_support,0.000000,0.000000,0,0,0.868734,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00161,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0057__seg_003,16,269.187154,268.780970,102.189252,0.206274,2.084279,0.828906,0.816777,appearance_unreliable,0.000000,0.000000,0,0,0.864786,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00162,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0062__seg_001,18,105.862195,105.791846,472.108598,1.400807,2.745439,0.833288,0.867319,appearance_support,0.000000,0.000000,0,0,0.735471,weak_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;motion_extrapolation_weak;one_source_multiple_successors,AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00163,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0062__seg_002,23,49.305322,11.737909,450.362602,1.000168,1.437224,0.293562,0.878852,appearance_support,0.000000,0.000000,0,0,0.830449,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00164,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0062__seg_003,30,140.099630,123.748582,481.767707,0.938252,2.518973,0.162227,0.772123,appearance_unreliable,0.000000,0.000000,0,0,0.783562,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0025;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0030;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00165,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0062__seg_004,36,314.153898,302.499793,430.241599,1.007150,2.850073,0.111187,0.866005,appearance_support,0.000000,0.000000,0,0,0.751810,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support,long_forward_gap;bbox_size_jump,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00166,GM_RM011,AUTO_GM_RM011_0023,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0057__seg_001,GM_RM011__botsort__raw__bs_0067__seg_001,48,573.267265,572.867049,500.729393,1.749931,3.169074,0.685619,0.819071,appearance_unreliable,0.000000,0.000000,0,0,0.571218,blocked_continuity,blocked_continuity,,long_forward_gap;bbox_size_jump;blocked_by_combined_evidence,motion_extrapolation_weak;appearance_unreliable,,motion_and_size_conflict
REL_GM_RM011_00167,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0057__seg_002,4,407.000648,406.912316,407.000648,0.777634,1.476225,0.724881,0.763420,appearance_unreliable,0.000000,0.000000,0,0,0.795602,weak_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0027;AUTO_GM_RM011_0026;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030,candidate_competition_margin_too_small
REL_GM_RM011_00168,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0052__seg_003,11,281.076561,280.864795,281.076561,0.512708,2.174631,0.884598,0.704204,appearance_unreliable,0.000000,0.000000,0,0,0.815014,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0027;AUTO_GM_RM011_0026;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030,candidate_competition_margin_too_small
REL_GM_RM011_00169,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0052__seg_004,14,241.391041,241.242108,241.391041,0.541178,2.165497,0.906922,0.809465,appearance_unreliable,0.000000,0.000000,0,0,0.823146,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0027;AUTO_GM_RM011_0026;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030,candidate_competition_margin_too_small
REL_GM_RM011_00170,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0057__seg_003,16,222.795814,222.775649,222.795814,0.413473,1.969118,1.055985,0.795283,appearance_unreliable,0.000000,0.000000,0,0,0.849391,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0027;AUTO_GM_RM011_0026;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030,candidate_competition_margin_too_small
REL_GM_RM011_00171,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0062__seg_001,18,597.514086,597.331552,597.514086,1.568633,2.906003,0.606208,0.721950,appearance_unreliable,0.000000,0.000000,0,0,0.612073,blocked_continuity,blocked_continuity,,bbox_size_jump;blocked_by_combined_evidence,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable,,motion_and_size_conflict
REL_GM_RM011_00172,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0062__seg_002,23,480.732541,479.845207,480.732541,0.972036,1.357813,0.066483,0.768983,appearance_unreliable,0.000000,0.000000,0,0,0.766564,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0027;AUTO_GM_RM011_0026;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030,candidate_competition_margin_too_small
REL_GM_RM011_00173,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0062__seg_003,30,370.809565,367.816735,370.809565,0.665027,2.379793,0.389306,0.715211,appearance_unreliable,0.000000,0.000000,0,0,0.784500,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0027;AUTO_GM_RM011_0026;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030,candidate_competition_margin_too_small
REL_GM_RM011_00174,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0062__seg_004,36,200.370880,189.144248,200.370880,0.424982,2.692599,0.338266,0.786493,appearance_unreliable,0.000000,0.000000,0,0,0.832537,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,long_forward_gap,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00175,GM_RM011,AUTO_GM_RM011_0024,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0051__seg_003,GM_RM011__botsort__raw__bs_0067__seg_001,48,90.688336,81.328050,90.688336,0.274685,3.354413,0.458539,0.734637,appearance_unreliable,0.000000,0.000000,0,0,0.846282,not_candidate,not_candidate,motion_extrapolation_consistent,long_forward_gap;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00176,GM_RM011,AUTO_GM_RM011_0025,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0057__seg_002,GM_RM011__botsort__raw__bs_0052__seg_004,1,101.980758,101.960542,94.875566,0.171071,1.052088,0.011020,0.886514,appearance_support,0.000000,0.000000,0,0,0.948646,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00177,GM_RM011,AUTO_GM_RM011_0025,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0057__seg_002,GM_RM011__botsort__raw__bs_0057__seg_003,3,120.866947,120.428019,100.363376,0.153709,1.045283,0.160083,0.849564,appearance_support,0.000000,0.000000,0,0,0.946590,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00178,GM_RM011,AUTO_GM_RM011_0025,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0057__seg_002,GM_RM011__botsort__raw__bs_0062__seg_001,5,255.035550,254.147398,291.061554,0.612805,5.981382,1.502110,0.757265,appearance_unreliable,0.000000,0.000000,0,0,0.787367,ambiguous_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent,bbox_size_jump,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00179,GM_RM011,AUTO_GM_RM011_0025,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0057__seg_002,GM_RM011__botsort__raw__bs_0062__seg_002,10,138.536490,136.663436,207.556313,0.346407,1.515882,0.962385,0.842369,appearance_support,0.000000,0.000000,0,0,0.890436,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00180,GM_RM011,AUTO_GM_RM011_0025,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0057__seg_002,GM_RM011__botsort__raw__bs_0062__seg_003,17,47.441853,24.730892,145.514664,0.218687,1.156202,0.506596,0.835151,appearance_support,0.000000,0.000000,0,0,0.935617,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00181,GM_RM011,AUTO_GM_RM011_0025,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0057__seg_002,GM_RM011__botsort__raw__bs_0062__seg_004,23,165.281006,154.188634,23.125186,0.040188,1.308176,0.557636,0.892540,appearance_support,0.000000,0.000000,0,0,0.939172,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0031;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00182,GM_RM011,AUTO_GM_RM011_0025,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0057__seg_002,GM_RM011__botsort__raw__bs_0067__seg_001,35,427.060824,424.509950,205.543207,0.481207,6.904339,1.354441,0.733392,appearance_unreliable,0.000000,0.000000,0,0,0.768879,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent,long_forward_gap;bbox_size_jump,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00183,GM_RM011,AUTO_GM_RM011_0026,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0052__seg_003,GM_RM011__botsort__raw__bs_0052__seg_004,3,39.691463,39.642553,39.691463,0.068478,1.004218,0.022323,0.818836,appearance_unreliable,0.000000,0.000000,0,0,0.964380,weak_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0031;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00184,GM_RM011,AUTO_GM_RM011_0026,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0052__seg_003,GM_RM011__botsort__raw__bs_0057__seg_003,5,59.976091,58.107709,59.976091,0.088454,1.104368,0.171387,0.766436,appearance_unreliable,0.000000,0.000000,0,0,0.945137,weak_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0031;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00185,GM_RM011,AUTO_GM_RM011_0026,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0052__seg_003,GM_RM011__botsort__raw__bs_0062__seg_001,7,317.519638,316.470663,317.519638,0.635767,6.319485,1.490807,0.725999,appearance_unreliable,0.000000,0.000000,0,0,0.774193,ambiguous_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent,bbox_size_jump,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00186,GM_RM011,AUTO_GM_RM011_0026,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0052__seg_003,GM_RM011__botsort__raw__bs_0062__seg_002,12,199.813912,198.986584,199.813912,0.320191,1.601569,0.951081,0.793497,appearance_unreliable,0.000000,0.000000,0,0,0.877924,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0031;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00187,GM_RM011,AUTO_GM_RM011_0026,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0052__seg_003,GM_RM011__botsort__raw__bs_0062__seg_003,19,94.119931,86.987974,94.119931,0.136332,1.094343,0.495292,0.854592,appearance_support,0.000000,0.000000,0,0,0.948209,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0031;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
REL_GM_RM011_00188,GM_RM011,AUTO_GM_RM011_0026,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0052__seg_003,GM_RM011__botsort__raw__bs_0062__seg_004,25,107.120215,91.945720,107.120215,0.178448,1.238186,0.546332,0.879899,appearance_support,0.000000,0.000000,0,0,0.933035,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0027;AUTO_GM_RM011_0031;AUTO_GM_RM011_0028;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029;AUTO_GM_RM011_0033,candidate_competition_margin_too_small
