region_id,pair_id,sar_frame,family,variant,comparison_group,area_ratio_to_gt,offset_axis,offset_value,offset_unit,scale_ratio,rotation_relative_to_gt_deg,region_area_px,region_area_m2,region_area_p0_convention_m2,total_energy,mean_energy,median_energy,energy_std,peak_energy,energy_quantile_90,energy_quantile_95,energy_quantile_99,high_energy_threshold,high_energy_pixel_count,high_energy_pixel_fraction,response_occupancy_ratio,component_count,component_count_per_m2,component_count_per_p0_convention_m2,peak_count,peak_count_per_m2,peak_count_per_p0_convention_m2,energy_centroid_x,energy_centroid_y,energy_centroid_range_px,energy_centroid_azimuth_px,energy_centroid_range_m,energy_centroid_azimuth_m,energy_centroid_range_p0_convention_m,energy_centroid_azimuth_p0_convention_m,principal_axis_deg,principal_axis_minus_gt_storage_axis_deg,principal_axis_minus_local_range_axis_deg,range_support_width_px,azimuth_support_width_px,range_energy90_width_px,azimuth_energy90_width_px,range_second_moment_width_px,azimuth_second_moment_width_px,range_support_width_m,azimuth_support_width_m,range_energy90_width_m,azimuth_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,range_support_width_p0_convention_m,azimuth_support_width_p0_convention_m,range_energy90_width_p0_convention_m,azimuth_energy90_width_p0_convention_m,near_far_energy_ratio,front_rear_energy_ratio,inside_gt_pixel_fraction,inside_gt_energy_fraction,inside_ring_energy_ratio,boundary_contact_ratio,mask_contact_ratio,visible_fraction,metric_extent_reliable,observation_status,crop_bbox,mask_definition,gt_file_opened_for_region_generation,final_detection_label
E0_REG_000384_0060,WGV35A_PAIR_0175,384,TRANSLATION,local_range_+0.25_gt_extent,translation_response_surface,1,local_range,0.25,gt_axis_extent,1,0,11856,,10.6704,485494,40.949223,41,7.217331,85,50,52,60,50,1348,0.113698,0.113698,391,,36.643425,84,,7.872245,1235.831537,916.274871,25.842779,-0.790002,,,0.775283,-0.0237,-178.226996,-178.226996,-99.506618,103.483114,157.656808,71.343104,139.240984,83.964731,184.985758,,,,,,,3.104493,4.729704,2.140293,4.17723,0.19362,1.109,0.632338,0.645864,1.823772,0,0,1,false,fully_observed,"1159,875,1315,957",zero_value_proxy_only,true,
E0_REG_000384_0061,WGV35A_PAIR_0175,384,TRANSLATION,local_range_+0.50_gt_extent,translation_response_surface,1,local_range,0.5,gt_axis_extent,1,0,11856,,10.6704,476465,40.187668,40,6.866666,85,48,51,58,50,1005,0.084767,0.084767,346,,32.426151,56,,5.248163,1241.086162,889.836651,52.798116,-0.80812,,,1.583943,-0.024244,-173.161452,-173.161452,-94.441075,101.722737,162.166338,79.193973,141.58006,105.552366,190.488086,,,,,,,3.051682,4.86499,2.375819,4.247402,0,1.272463,0.299426,0.307943,0.444967,0,0,1,false,fully_observed,"1164,849,1320,931",zero_value_proxy_only,true,
E0_REG_000384_0062,WGV35A_PAIR_0175,384,TRANSLATION,local_range_+1.00_gt_extent,translation_response_surface,1,local_range,1,gt_axis_extent,1,0,11856,,10.6704,492892,41.573212,41,7.386241,83,51,53,61,50,1628,0.137314,0.137314,401,,37.580597,77,,7.216224,1251.347512,836.76235,106.854343,-1.126169,,,3.20563,-0.033785,-177.669175,-177.669175,-98.948797,97.9929,161.383948,69.196928,138.24951,86.733324,196.387483,,,,,,,2.939787,4.841518,2.075908,4.147485,0,1.671762,0,0,0,0,0,1,false,fully_observed,"1174,797,1330,879",zero_value_proxy_only,true,
E0_REG_000384_0063,WGV35A_PAIR_0175,384,TRANSLATION,local_azimuth_-1.00_gt_extent,translation_response_surface,1,local_azimuth,-1,gt_axis_extent,1,0,11856,,10.6704,508558,42.894569,41,10.767519,132,54,62,82.45,50,2112,0.178138,0.178138,301,,28.208877,29,,2.717799,1072.467742,908.799482,1.220247,-162.460475,,,0.036607,-4.873814,179.907189,179.907189,-101.372434,103.480416,158.251693,49.572452,128.469642,59.739676,178.959214,,,,,,,3.104412,4.747551,1.487174,3.854089,0.877346,0,0,0,0,0,0,1,false,fully_observed,"993,869,1149,951",zero_value_proxy_only,true,
E0_REG_000384_0064,WGV35A_PAIR_0175,384,TRANSLATION,local_azimuth_-0.50_gt_extent,translation_response_surface,1,local_azimuth,-0.5,gt_axis_extent,1,0,11934,,10.7406,522966,43.821518,43,11.271181,132,55,65,87.67,50,2538,0.21267,0.21267,349,,32.493529,64,,5.958699,1151.04634,924.669843,1.0262,-82.295478,,,0.030786,-2.468864,-156.19467,-156.19467,-77.474292,100.74475,161.185653,61.807387,127.494352,81.393271,152.262887,,,,,,,3.022343,4.83557,1.854222,3.824831,0.898967,0,0.368024,0.368056,0.58242,0,0,1,false,fully_observed,"1073,885,1230,967",zero_value_proxy_only,true,
E0_REG_000384_0065,WGV35A_PAIR_0175,384,TRANSLATION,local_azimuth_-0.25_gt_extent,translation_response_surface,1,local_azimuth,-0.25,gt_axis_extent,1,0,11934,,10.7406,542385,45.448719,43,12.757783,132,60,71,94,50,3134,0.262611,0.262611,357,,33.238367,74,,6.889745,1189.844325,934.120258,-0.65289,-42.398428,,,-0.019587,-1.271953,-156.441491,-156.441491,-77.721113,98.00369,164.125009,65.127147,142.957334,92.154987,181.576375,,,,,,,2.940111,4.92375,1.953814,4.28872,1.027956,0.292572,0.647562,0.648285,1.84321,0,0,1,false,fully_observed,"1113,893,1270,975",zero_value_proxy_only,true,
E0_REG_000384_0066,WGV35A_PAIR_0175,384,TRANSLATION,local_azimuth_+0.25_gt_extent,translation_response_surface,1,local_azimuth,0.25,gt_axis_extent,1,0,11934,,10.7406,528801,44.310459,43,10.24279,109,57,65,79,50,2856,0.239316,0.239316,361,,33.610785,78,,7.262164,1270.289434,950.353199,-0.837428,39.667948,,,-0.025123,1.190038,178.129464,178.129464,-103.150158,101.918335,162.169035,64.111396,126.91835,78.305042,161.889548,,,,,,,3.05755,4.865071,1.923342,3.80755,1.102421,3.091684,0.662812,0.679883,2.123861,0,0,1,false,fully_observed,"1193,909,1350,991",zero_value_proxy_only,true,
E0_REG_000384_0067,WGV35A_PAIR_0175,384,TRANSLATION,local_azimuth_+0.50_gt_extent,translation_response_surface,1,local_azimuth,0.5,gt_axis_extent,1,0,11856,,10.6704,507422,42.798752,41,9.591486,108,53,60,76,50,2180,0.183873,0.183873,332,,31.11411,63,,5.904184,1309.541037,957.777972,-0.441276,79.613644,,,-0.013238,2.388409,-179.318722,-179.318722,-100.598344,101.717342,161.97074,59.647724,110.252112,71.956458,139.425572,,,,,,,3.05152,4.859122,1.789432,3.307563,1.077155,,0.376518,0.404009,0.677877,0,0,1,false,fully_observed,"1234,917,1390,999",zero_value_proxy_only,true,
E0_REG_000384_0068,WGV35A_PAIR_0175,384,TRANSLATION,local_azimuth_+1.00_gt_extent,translation_response_surface,1,local_azimuth,1,gt_axis_extent,1,0,11856,,10.6704,474656,40.035088,40,7.193216,94,48,52,59,50,1061,0.089491,0.089491,304,,28.490028,43,,4.02984,1389.610545,973.685789,-0.380438,161.24808,,,-0.011413,4.837442,-177.948512,-177.948512,-99.228135,99.565771,160.207667,73.347632,131.974209,92.237184,163.56721,,,,,,,2.986973,4.80623,2.200429,3.959226,1.026669,,0,0,0,0,0,1,false,fully_observed,"1314,933,1470,1015",zero_value_proxy_only,true,
E0_REG_000384_0069,WGV35A_PAIR_0175,384,TRANSLATION,storage_long_axis_-1.00_gt_extent,translation_response_surface,1,storage_long_axis,-1,gt_axis_extent,1,0,11856,,10.6704,490370,41.360493,40,10.150459,132,51,58,82,50,1449,0.122217,0.122217,311,,29.146049,22,,2.061778,1080.854642,939.480325,-27.227518,-148.234481,,,-0.816826,-4.447034,-177.836632,-177.836632,-99.116254,103.678711,160.990056,69.169953,128.472339,84.533689,169.305522,,,,,,,3.110361,4.829702,2.075099,3.85417,5.205173,0,0,0,0,0,0,1,false,fully_observed,"1002,901,1158,983",zero_value_proxy_only,true,
E0_REG_000384_0070,WGV35A_PAIR_0175,384,TRANSLATION,storage_long_axis_-0.50_gt_extent,translation_response_surface,1,storage_long_axis,-0.5,gt_axis_extent,1,0,11856,,10.6704,526466,44.405025,43,12.382126,132,58,68,93,50,2692,0.227058,0.227058,360,,33.738192,64,,5.997901,1157.458795,941.533808,-14.257767,-72.708337,,,-0.427733,-2.18125,-152.764223,-152.764223,-74.043845,102.893624,161.579546,62.935115,130.03442,90.135548,160.130072,,,,,,,3.086809,4.847386,1.888053,3.901033,2.125095,0,0.49359,0.517619,1.073052,0,0,1,false,fully_observed,"1078,901,1234,983",zero_value_proxy_only,true,
E0_REG_000384_0071,WGV35A_PAIR_0175,384,TRANSLATION,storage_long_axis_-0.25_gt_extent,translation_response_surface,1,storage_long_axis,-0.25,gt_axis_extent,1,0,11856,,10.6704,537874,45.367241,43,12.651901,132,60,71,94,50,3072,0.259109,0.259109,361,,33.831909,72,,6.747638,1193.254766,942.411124,-8.116539,-37.43219,,,-0.243496,-1.122966,-161.939911,-161.939911,-83.219534,95.056242,162.557532,64.146463,142.36245,86.32291,170.850773,,,,,,,2.851687,4.876726,1.924394,4.270873,1.554311,0.322129,0.740385,0.747465,2.959847,0,0,1,false,fully_observed,"1116,901,1272,983",zero_value_proxy_only,true,
E0_REG_000384_0072,WGV35A_PAIR_0175,384,TRANSLATION,storage_long_axis_+0.25_gt_extent,translation_response_surface,1,storage_long_axis,0.25,gt_axis_extent,1,0,11934,,10.7406,530147,44.423244,43,10.284789,109,57,65,80,50,2913,0.244093,0.244093,361,,33.610785,79,,7.355269,1268.275301,943.176659,5.806533,36.289007,,,0.174196,1.08867,176.981902,176.981902,-104.297721,102.698027,162.755827,66.833575,128.070354,83.407743,163.303194,,,,,,,3.080941,4.882675,2.005007,3.842111,0.778074,2.8685,0.741998,0.750824,3.013225,0,0,1,false,fully_observed,"1191,901,1348,983",zero_value_proxy_only,true,
E0_REG_000384_0073,WGV35A_PAIR_0175,384,TRANSLATION,storage_long_axis_+0.50_gt_extent,translation_response_surface,1,storage_long_axis,0.5,gt_axis_extent,1,0,11856,,10.6704,509689,42.989964,41,9.662235,109,53,60,78,50,2259,0.190536,0.190536,337,,31.582696,61,,5.716749,1304.373145,942.789711,13.24665,71.613909,,,0.397399,2.148417,172.095196,172.095196,-109.184426,99.174577,157.662203,64.505288,107.288479,82.800301,131.710196,,,,,,,2.975237,4.729866,1.935159,3.218654,0.513135,140.462392,0.500084,0.522324,1.093471,0,0,1,false,fully_observed,"1229,901,1385,983",zero_value_proxy_only,true,
E0_REG_000384_0074,WGV35A_PAIR_0175,384,TRANSLATION,storage_long_axis_+1.00_gt_extent,translation_response_surface,1,storage_long_axis,1,gt_axis_extent,1,0,11856,,10.6704,472816,39.87989,40,6.931483,94,48,51,57,50,953,0.080381,0.080381,303,,28.396311,44,,4.123557,1380.713011,941.641241,29.304813,146.254578,,,0.879144,4.387637,177.451892,177.451892,-103.82773,101.52714,159.620874,74.896226,125.886414,93.134036,157.192031,,,,,,,3.045814,4.788626,2.246887,3.776592,0.144553,,0.006495,0.006865,0.006913,0,0,1,false,fully_observed,"1305,901,1461,983",zero_value_proxy_only,true,
E0_REG_000384_0075,WGV35A_PAIR_0175,384,TRANSLATION,storage_short_axis_-1.00_gt_extent,translation_response_surface,1,storage_short_axis,-1,gt_axis_extent,1,0,12087,,10.8783,490773,40.603374,40,7.457004,115,48,52,61,50,1191,0.098536,0.098536,363,,33.369185,67,,6.159051,1229.906484,863.61665,76.324944,-16.900417,,,2.289748,-0.507013,171.592783,171.592783,-109.68684,105.24349,161.185653,92.317879,140.43345,112.364007,202.102247,,,,,,,3.157305,4.83557,2.769536,4.213004,0,0.94421,0,0,0,0,0,1,false,fully_observed,"1153,823,1310,906",zero_value_proxy_only,true,
E0_REG_000384_0076,WGV35A_PAIR_0175,384,TRANSLATION,storage_short_axis_-0.50_gt_extent,translation_response_surface,1,storage_short_axis,-0.5,gt_axis_extent,1,0,11934,,10.7406,483144,40.484665,40,7.480373,115,48,52,62,50,1132,0.094855,0.094855,357,,33.238367,61,,5.679385,1229.810684,903.020567,37.663403,-9.287065,,,1.129902,-0.278612,-176.957521,-176.957521,-98.237143,103.287516,163.342619,73.513557,138.879461,84.91746,185.869305,,,,,,,3.098625,4.900279,2.205407,4.166384,0.053956,0.947023,0.483995,0.494016,0.976348,0,0,1,false,fully_observed,"1153,862,1310,944",zero_value_proxy_only,true,
E0_REG_000384_0077,WGV35A_PAIR_0175,384,TRANSLATION,storage_short_axis_-0.25_gt_extent,translation_response_surface,1,storage_short_axis,-0.25,gt_axis_extent,1,0,12087,,10.8783,510399,42.227104,41,8.649407,115,52,57,71,50,1987,0.164391,0.164391,377,,34.65615,84,,7.721795,1230.070106,923.20292,17.921629,-5.085039,,,0.537649,-0.152551,-173.204523,-173.204523,-94.484146,103.287516,162.951425,67.672611,148.265437,86.772515,198.027755,,,,,,,3.098625,4.888543,2.030178,4.447963,0.375772,0.956046,0.729379,0.741843,2.873614,0,0,1,false,fully_observed,"1153,881,1310,964",zero_value_proxy_only,true,
E0_REG_000384_0078,WGV35A_PAIR_0175,384,TRANSLATION,storage_short_axis_+0.25_gt_extent,translation_response_surface,1,storage_short_axis,0.25,gt_axis_extent,1,0,11934,,10.7406,539338,45.193398,43,11.961322,129,60,69,88,50,3154,0.264287,0.264287,331,,30.817645,64,,5.958699,1230.243076,960.559922,-18.679963,2.391521,,,-0.560399,0.071746,-179.672485,-179.672485,-100.952107,101.32345,161.576848,54.698446,131.221492,66.899685,174.337922,,,,,,,3.039704,4.847305,1.640953,3.936645,3.200615,0.955923,0.751466,0.783718,3.623597,0,0,1,false,fully_observed,"1153,920,1310,1002",zero_value_proxy_only,true,
E0_REG_000384_0079,WGV35A_PAIR_0175,384,TRANSLATION,storage_short_axis_+0.50_gt_extent,translation_response_surface,1,storage_short_axis,0.5,gt_axis_extent,1,0,12087,,10.8783,537075,44.434101,43,11.976795,129,59,68,88,50,2845,0.235377,0.235377,283,,26.015094,49,,4.50438,1230.548046,977.986741,-35.71052,6.099241,,,-1.071316,0.182977,179.113175,179.113175,-102.166448,104.656698,157.863196,46.434802,130.03442,59.705515,174.063288,,,,,,,3.139701,4.735896,1.393044,3.901033,17.235604,0.969689,0.50302,0.563958,1.29336,0,0,1,false,fully_observed,"1153,939,1310,1022",zero_value_proxy_only,true,
E0_REG_000384_0080,WGV35A_PAIR_0175,384,TRANSLATION,storage_short_axis_+1.00_gt_extent,translation_response_surface,1,storage_short_axis,1,gt_axis_extent,1,0,12087,,10.8783,467252,38.657402,39,6.047551,60,46,48,51,50,378,0.031273,0.031273,275,,25.279685,14,,1.286966,1230.977565,1018.745343,-75.597828,14.492738,,,-2.267935,0.434782,-178.031746,-178.031746,-99.311368,101.921032,157.863196,79.193973,135.157716,99.206278,176.882515,,,,,,,3.057631,4.735896,2.375819,4.054731,,0.987047,0.012575,0.013325,0.013505,0,0,1,false,fully_observed,"1153,978,1310,1061",zero_value_proxy_only,true,
E0_REG_000384_0081,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_-90,rotation_response_curve,1,,0,,1,-90,12008,,10.8072,503327,41.915974,41,9.309748,109,52,58,76,50,1782,0.148401,0.148401,324,,29.980013,49,,4.534014,1230.899437,942.550523,-0.890046,-0.487386,,,-0.026701,-0.014622,84.156612,84.156612,162.87699,158.053398,102.306832,83.727779,74.336408,106.158972,97.043098,,,,,,,4.741602,3.069205,2.511833,2.230092,1.087602,0.966567,0.506579,0.54078,1.177604,0,0,1,false,fully_observed,"1190,864,1273,1020",zero_value_proxy_only,true,
E0_REG_000384_0082,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_-60,rotation_response_curve,1,,0,,1,-60,11873,,10.6857,509137,42.881916,41,10.668352,129,54,62,85,50,2114,0.178051,0.178051,334,,31.256726,54,,5.053483,1229.350269,942.63196,-1.272923,-1.990702,,,-0.038188,-0.059721,146.29802,146.29802,-134.981602,159.848841,115.763905,81.793385,83.355467,105.294339,109.513928,,,,,,,4.795465,3.472917,2.453802,2.500664,1.114725,0.903892,0.585951,0.623105,1.653261,0,0,1,false,fully_observed,"1158,854,1305,1029",zero_value_proxy_only,true,
E0_REG_000384_0083,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_-45,rotation_response_curve,1,,0,,1,-45,11933,,10.7397,519301,43.518059,41,10.876524,129,55,64,86,50,2424,0.203134,0.203134,342,,31.844465,56,,5.214298,1228.833164,942.792088,-1.531103,-2.466498,,,-0.045933,-0.073995,155.662563,155.662563,-125.617059,162.959517,144.972652,79.560891,99.05181,101.954559,126.805217,,,,,,,4.888786,4.34918,2.386827,2.971554,1.129705,0.894969,0.684824,0.715718,2.517632,0,0,1,false,fully_observed,"1148,858,1315,1025",zero_value_proxy_only,true,
E0_REG_000384_0084,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_-30,rotation_response_curve,1,,0,,1,-30,11884,,10.6956,523973,44.090626,43,11.06343,129,57,65,86,50,2665,0.224251,0.224251,349,,32.63024,67,,6.264258,1229.017734,943.338145,-2.030511,-2.178686,,,-0.060915,-0.065361,165.108995,165.108995,-116.170628,153.527684,162.407792,73.299078,112.40638,93.032221,143.965277,,,,,,,4.605831,4.872234,2.198972,3.372191,1.157217,0.907896,0.765651,0.789357,3.747379,0,0,1,false,fully_observed,"1144,868,1319,1016",zero_value_proxy_only,true,
E0_REG_000384_0085,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_-15,rotation_response_curve,1,,0,,1,-15,11845,,10.6605,534406,45.116589,43,11.719271,129,59,68,87,50,3120,0.263402,0.263402,336,,31.518221,71,,6.6601,1229.776949,943.23723,-1.783045,-1.453875,,,-0.053491,-0.043616,175.468758,175.468758,-105.810864,127.035721,169.835097,69.770233,127.885547,83.247246,167.513931,,,,,,,3.811072,5.095053,2.093107,3.836566,1.157926,0.935973,0.861629,0.877595,7.169597,0,0,1,false,fully_observed,"1146,882,1317,1001",zero_value_proxy_only,true,
E0_REG_000384_0086,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_+0,rotation_response_curve,1,,0,,1,0,11934,,10.7406,544877,45.657532,44,11.93832,129,60,69,88,50,3358,0.281381,0.281381,337,,31.376273,78,,7.262164,1230.095497,943.734942,-2.208836,-1.044129,,,-0.066265,-0.031324,-178.22711,-178.22711,-99.506732,99.375569,163.538217,67.243652,132.552909,79.585144,176.445828,,,,,,,2.981267,4.906147,2.01731,3.976587,1.195597,0.951118,0.980727,0.982196,55.167096,0,0,1,false,fully_observed,"1153,901,1310,983",zero_value_proxy_only,true,
E0_REG_000384_0087,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_+15,rotation_response_curve,1,,0,,1,15,11845,,10.6605,529710,44.720135,43,10.885851,115,58,66,82,50,2987,0.252174,0.252174,346,,32.456264,73,,6.847709,1231.106098,942.705692,-1.001796,-0.254367,,,-0.030054,-0.007631,-172.576154,-172.576154,-93.855776,84.009695,154.374812,62.141935,132.590674,74.244841,173.087269,,,,,,,2.520291,4.631244,1.864258,3.97772,1.127435,0.988834,0.861629,0.875998,7.064398,0,0,1,false,fully_observed,"1146,882,1317,1001",zero_value_proxy_only,true,
E0_REG_000384_0088,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_+30,rotation_response_curve,1,,0,,1,30,11884,,10.6956,519918,43.749413,43,10.110837,109,55,64,79,50,2550,0.214574,0.214574,350,,32.723737,74,,6.918733,1232.081322,942.871541,-0.97369,0.73446,,,-0.029211,0.022034,-163.975427,-163.975427,-85.255049,119.105245,167.297726,57.697145,130.808718,70.762884,160.917503,,,,,,,3.573157,5.018932,1.730914,3.924262,1.118422,1.02387,0.765651,0.787888,3.714484,0,0,1,false,fully_observed,"1144,868,1319,1016",zero_value_proxy_only,true,
E0_REG_000384_0089,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_+45,rotation_response_curve,1,,0,,1,45,11933,,10.7397,516450,43.27914,43,10.018582,109,54,62,79,50,2348,0.196765,0.196765,351,,32.682477,69,,6.42476,1232.133604,942.322082,-0.424618,0.67826,,,-0.012739,0.020348,-156.485203,-156.485203,-77.764825,141.636707,167.276146,59.251134,123.541943,76.154857,151.670094,,,,,,,4.249101,5.018284,1.777534,3.706258,1.088278,1.024334,0.684824,0.713165,2.486323,0,0,1,false,fully_observed,"1148,858,1315,1025",zero_value_proxy_only,true,
E0_REG_000384_0090,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_+60,rotation_response_curve,1,,0,,1,60,11873,,10.6857,506786,42.683907,41,9.874726,109,53,61,78.28,50,2068,0.174177,0.174177,331,,30.975977,56,,5.240649,1231.703082,942.244036,-0.432289,0.240787,,,-0.012969,0.007224,-146.233846,-146.233846,-67.513468,157.69727,147.255081,66.520606,107.454405,87.148618,132.500355,,,,,,,4.730918,4.417652,1.995618,3.223632,1.087042,1.002893,0.585951,0.619409,1.627495,0,0,1,false,fully_observed,"1158,854,1305,1029",zero_value_proxy_only,true,
E0_REG_000384_0091,WGV35A_PAIR_0175,384,ROTATION,image_axis_rotation_+90,rotation_response_curve,1,,0,,1,90,12008,,10.8072,503327,41.915974,41,9.309748,109,52,58,76,50,1782,0.148401,0.148401,324,,29.980013,49,,4.534014,1230.899437,942.550523,-0.890046,-0.487386,,,-0.026701,-0.014622,84.156612,84.156612,162.87699,158.053398,102.306832,83.727779,74.336408,106.158972,97.043098,,,,,,,4.741602,3.069205,2.511833,2.230092,1.087602,0.966567,0.506579,0.54078,1.177604,0,0,1,false,fully_observed,"1190,864,1273,1020",zero_value_proxy_only,true,
E0_REG_000384_0092,WGV35A_PAIR_0175,384,RING,10pct_expansion_ring,ring_contrast,1.21,,0,,1.1,0,2428,,2.1852,101623,41.854614,41,8.782839,104,50.3,54,75.73,50,321,0.132208,0.132208,103,,47.135274,18,,8.237232,1229.725909,940.434036,0.95602,-2.052227,,,0.028681,-0.061567,-172.520857,-172.520857,-93.800479,112.499475,176.876602,95.05894,171.003286,115.803064,281.215035,,,,,,,3.374984,5.306298,2.851768,5.130099,0.932253,0.960661,0,0,0,0,0,1,false,fully_observed,"1146,897,1317,987",zero_value_proxy_only,true,
E0_REG_000384_0093,WGV35A_PAIR_0175,384,RING,25pct_expansion_ring,ring_contrast,1.5625,,0,,1.25,0,6784,,6.1056,286848,42.28302,41,10.016118,132,51,57,82.17,50,1000,0.147406,0.147406,225,,36.851415,38,,6.223795,1229.678589,939.999446,1.37296,-2.183637,,,0.041189,-0.065509,-169.05061,-169.05061,-90.330232,129.35052,201.391012,96.069296,191.793253,103.392236,324.269524,,,,,,,3.880516,6.04173,2.882079,5.753798,0.907158,0.961649,0,0,0,0,0,1,false,fully_observed,"1134,891,1329,993",zero_value_proxy_only,true,
E0_REG_000384_0094,WGV35A_PAIR_0175,384,RING,50pct_expansion_ring,ring_contrast,2.25,,0,,1.5,0,14742,,13.2678,621007,42.125015,41,10.012259,132,52,58,81.59,50,2157,0.146317,0.146317,430,,32.409292,64,,4.823709,1229.91645,939.154201,2.248403,-2.115698,,,0.067452,-0.063471,-166.333887,-166.333887,-87.613509,156.008409,243.935446,98.593179,225.310537,112.306505,364.621061,,,,,,,4.680252,7.318063,2.957795,6.759316,0.878714,0.967416,0,0,0,0,0,1,false,fully_observed,"1116,881,1348,1002",zero_value_proxy_only,true,
E0_REG_000384_0095,WGV35A_PAIR_0175,384,RING,100pct_expansion_ring,ring_contrast,4,,0,,2,0,35334,,31.8006,1446911,40.949539,40,8.544138,132,50,53,71,50,3966,0.112243,0.112243,995,,31.288718,124,,3.899297,1230.782683,940.452519,1.144596,-1.012249,,,0.034338,-0.030367,-170.238506,-170.238506,-91.518129,210.095785,321.390623,141.971255,265.314903,167.750241,415.82957,,,,,,,6.302874,9.641719,4.259138,7.959447,0.942115,0.987201,0,0,0,0,0,1,false,fully_observed,"1078,862,1385,1022",zero_value_proxy_only,true,
E0_REG_000384_0096,WGV35A_PAIR_0175,384,BACKGROUND_CONTROL,near_background_same_area,same_area_background_control,1,,0,,1,0,11934,,10.7406,459138,38.473103,39,6.004236,59,46,47,51,50,348,0.02916,0.02916,288,,26.814144,13,,1.210361,1194.101057,1127.631479,-189.593698,-0.373632,,,-5.687811,-0.011209,-175.45797,-175.45797,-96.737592,100.157958,160.995451,75.290118,141.60164,97.779208,176.008152,,,,,,,3.004739,4.829864,2.258704,4.248049,,0.343416,0,0,0,0,0,1,false,fully_observed,"1116,1087,1273,1169",zero_value_proxy_only,true,
E0_REG_000384_0097,WGV35A_PAIR_0175,384,BACKGROUND_CONTROL,far_background_same_area,same_area_background_control,1,,0,,1,0,12008,,10.8072,514087,42.812042,43,7.44826,79,52,55,61,50,2305,0.191955,0.191955,411,,38.030202,129,,11.936487,1267.910789,755.326962,189.956481,-0.81137,,,5.698694,-0.024341,172.89714,172.89714,-108.382482,102.304134,159.816472,74.097652,129.833428,94.394379,169.10474,,,,,,,3.069124,4.794494,2.22293,3.895003,0,2.829155,0,0,0,0,0,1,false,fully_observed,"1191,714,1347,797",zero_value_proxy_only,true,
E0_REG_000384_0098,WGV35A_PAIR_0175,384,BACKGROUND_CONTROL,strong_scatterer_background_same_area,same_area_background_control,1,,0,,1,0,11934,,10.7406,538049,45.085388,44,12.715473,222,57,65,93,50,3026,0.253561,0.253561,274,,25.510679,71,,6.610431,899.534689,758.060377,115.222468,-361.537375,,,3.456674,-10.846121,-169.399862,-169.399862,-90.679485,99.169182,158.645585,62.198582,116.666363,74.495508,143.693069,,,,,,,2.975075,4.759368,1.865957,3.499991,0,0,0,0,0,0,0,1,false,fully_observed,"822,718,979,800",zero_value_proxy_only,true,
E0_REG_000384_0099,WGV35A_PAIR_0175,384,BACKGROUND_CONTROL,mask_edge_background_same_area,same_area_background_control,1,,0,,1,0,11856,,10.6704,0,0,0,0,0,0,0,0,50,0,0,0,0,,0,0,,0,75.5,797.5,-84.634366,-1161.940959,,,-2.539031,-34.858229,0,0,78.720378,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,,0.006579,1,0,false,mask_censored,"0,757,154,839",zero_value_proxy_only,true,
E0_REG_000384_0100,WGV35A_PAIR_0175,384,BACKGROUND_CONTROL,linear_structure_background_same_area,same_area_background_control,1,,0,,1,0,12008,,10.8072,481703,40.115173,40,6.464734,69,48,51,54.93,50,926,0.077115,0.077115,323,,29.887482,46,,4.256422,1460.173186,847.638356,137.034166,205.793206,,,4.111025,6.173796,177.69206,177.69206,-103.587563,100.152563,160.598861,72.530175,128.464247,89.812167,161.924236,,,,,,,3.004577,4.817966,2.175905,3.853927,0,,0,0,0,0,0,1,false,fully_observed,"1384,807,1540,890",zero_value_proxy_only,true,
E0_REG_000384_0101,WGV35A_PAIR_0175,384,BACKGROUND_CONTROL,known_non_vehicle_same_area,same_area_background_control,1,,0,,1,0,12087,,10.8783,482504,39.91925,40,7.251907,109,48,51,60,50,951,0.07868,0.07868,393,,36.126968,38,,3.493193,1194.688382,1166.701959,-227.794624,7.844431,,,-6.833839,0.235333,173.780323,173.780323,-107.499299,105.05059,158.841182,74.459175,132.984566,88.606089,174.919614,,,,,,,3.151518,4.765235,2.233775,3.989537,,0.353873,0,0,0,0,0,1,false,fully_observed,"1118,1125,1275,1208",zero_value_proxy_only,true,
E0_REG_000385_0001,WGV35A_PAIR_0178,385,GT_ORIGINAL,gt_original,vehicle_reference,1,,0,,1,0,13575,,12.2175,602603,44.390644,43,11.033655,115,58,66,85,48,3649,0.268803,0.268803,398,,32.576223,98,,8.021281,1251.360496,943.192641,-2.324437,-1.870988,,,-0.069733,-0.05613,178.541651,178.541651,-105.83374,111.903415,191.991623,74.527654,154.542645,89.849787,202.680522,,,,,,,3.357102,5.759749,2.23583,4.636279,1.167582,0.949074,0.981215,0.983015,57.876698,0,0,1,false,fully_observed,"1161,902,1346,981",zero_value_proxy_only,true,
