path_id,control_type,control_index,control_component_id,control_sar_frame,control_azimuth_center,control_radial_pixel_center,control_radial_band,control_static_pressure,control_response_score
WGV34A_PATH_0006694,temporal_control_distribution,17,WGV33D_MAIN_F0657_C026138,657,15.3416,52.5421,R0,1,3.202344
WGV34A_PATH_0006694,temporal_control_distribution,18,WGV33D_MAIN_F0656_C026113,656,12.3964,51.5618,R0,1,2.980078
WGV34A_PATH_0006694,temporal_control_distribution,19,WGV33D_MAIN_F0654_C026060,654,30.0075,90,R0,0.41567939,3.367188
WGV34A_PATH_0006694,temporal_control_distribution,20,WGV33D_MAIN_F0717_C027599,717,15.1699,79.2938,R0,0.44217662,3.78125
WGV34A_PATH_0006695,temporal_control_distribution,1,WGV33D_MAIN_F0663_C026322,663,17.2137,141.5079,R1,0.77777488,2.838623
WGV34A_PATH_0006695,temporal_control_distribution,2,WGV33D_MAIN_F0663_C026325,663,26.8855,158.8011,R1,0.5756915,3.634766
WGV34A_PATH_0006695,temporal_control_distribution,3,WGV33D_MAIN_F0663_C026327,663,34.5176,164.3068,R1,0.43574712,2.796484
WGV34A_PATH_0006695,temporal_control_distribution,4,WGV33D_MAIN_F0707_C027407,707,26.756,174.0014,R1,0.84004308,2.596571
WGV34A_PATH_0006695,temporal_control_distribution,5,WGV33D_MAIN_F0707_C027408,707,36.7183,189.5342,R1,0.48899804,2.898112
WGV34A_PATH_0006695,temporal_control_distribution,6,WGV33D_MAIN_F0662_C026297,662,25.4834,158.8154,R1,0.62998282,3.155273
WGV34A_PATH_0006695,temporal_control_distribution,7,WGV33D_MAIN_F0708_C027430,708,17.8346,165.1164,R1,1,4.345843
WGV34A_PATH_0006695,temporal_control_distribution,8,WGV33D_MAIN_F0708_C027431,708,28.8647,176.5489,R1,0.83352783,2.949707
WGV34A_PATH_0006695,temporal_control_distribution,9,WGV33D_MAIN_F0708_C027432,708,38.5465,194.9345,R1,0.43680737,3.288086
WGV34A_PATH_0006695,temporal_control_distribution,10,WGV33D_MAIN_F0661_C026268,661,25.0641,157.7992,R1,0.65053791,2.780029
WGV34A_PATH_0006695,temporal_control_distribution,11,WGV33D_MAIN_F0709_C027454,709,37.1564,188.7724,R1,0.43918489,2.827474
WGV34A_PATH_0006695,temporal_control_distribution,12,WGV33D_MAIN_F0660_C026241,660,18.4917,146.9614,R1,0.80412678,2.294434
WGV34A_PATH_0006695,temporal_control_distribution,13,WGV33D_MAIN_F0711_C027490,711,36.0495,188.7889,R1,0.53171225,2.64974
WGV34A_PATH_0006695,temporal_control_distribution,14,WGV33D_MAIN_F0658_C026173,658,27.5,154.0286,R1,0.45821185,2.666667
WGV34A_PATH_0006695,temporal_control_distribution,15,WGV33D_MAIN_F0658_C026174,658,33.9802,156.0791,R1,0.42051376,2.587891
WGV34A_PATH_0006695,temporal_control_distribution,16,WGV33D_MAIN_F0658_C026175,658,37.9586,167.8342,R1,0.43300764,3.03125
WGV34A_PATH_0006695,temporal_control_distribution,17,WGV33D_MAIN_F0656_C026114,656,19.6409,150.5681,R1,0.80087667,2.517578
WGV34A_PATH_0006695,temporal_control_distribution,18,WGV33D_MAIN_F0714_C027544,714,36.438,193.6659,R1,0.65314465,2.398588
WGV34A_PATH_0006695,temporal_control_distribution,19,WGV33D_MAIN_F0655_C026089,655,18.4964,150,R1,0.46918153,2.61263
WGV34A_PATH_0006695,temporal_control_distribution,20,WGV33D_MAIN_F0655_C026090,655,27.4957,146,R1,0.42537533,2.705078
WGV34A_PATH_0006696,temporal_control_distribution,1,WGV33D_MAIN_F0663_C026310,663,-43.9217,225.0479,R1,1,3.328993
WGV34A_PATH_0006696,temporal_control_distribution,2,WGV33D_MAIN_F0660_C026227,660,-48.472,245.8882,R1,0.8962698,4.001953
WGV34A_PATH_0006696,temporal_control_distribution,3,WGV33D_MAIN_F0716_C027571,716,-46.722,242.2422,R1,1,3.205859
WGV34A_PATH_0006696,temporal_control_distribution,4,WGV33D_MAIN_F0659_C026199,659,-41.9601,219.9289,R1,1,3.608398
WGV34A_PATH_0006696,temporal_control_distribution,5,WGV33D_MAIN_F0717_C027592,717,-46.9796,241.958,R1,1,4.068359
WGV34A_PATH_0006696,temporal_control_distribution,6,WGV33D_MAIN_F0658_C026156,658,-47.1215,243.2986,R1,0.98585659,5.744792
WGV34A_PATH_0006696,temporal_control_distribution,7,WGV33D_MAIN_F0658_C026158,658,-41.9976,221.9738,R1,1,4.405273
WGV34A_PATH_0006696,temporal_control_distribution,8,WGV33D_MAIN_F0718_C027613,718,-46.9719,237.9359,R1,1,3.049154
WGV34A_PATH_0006696,temporal_control_distribution,9,WGV33D_MAIN_F0718_C027614,718,-43.4671,223.2374,R1,1,2.805339
WGV34A_PATH_0006696,temporal_control_distribution,10,WGV33D_MAIN_F0657_C026128,657,-47.9761,247.9043,R1,0.9879066,3.707031
WGV34A_PATH_0006696,temporal_control_distribution,11,WGV33D_MAIN_F0656_C026103,656,-45.0006,226,R1,1,5.246094
WGV34A_PATH_0006696,temporal_control_distribution,12,WGV33D_MAIN_F0655_C026078,655,-46.3015,228.4239,R1,0.91905325,4.835938
WGV34A_PATH_0006696,temporal_control_distribution,13,WGV33D_MAIN_F0652_C025989,652,-41.2905,198.0605,R1,0.56470935,3.901693
WGV34A_PATH_0006696,temporal_control_distribution,14,WGV33D_MAIN_F0724_C027713,724,-50.998,255.0816,R1,0.75725536,3.082933
WGV34A_PATH_0006696,temporal_control_distribution,15,WGV33D_MAIN_F0724_C027714,724,-52.0276,131.8894,R1,0.43487747,5.841797
WGV34A_PATH_0006696,temporal_control_distribution,16,WGV33D_MAIN_F0651_C025962,651,-42.4669,202.496,R1,0.4842294,3.661621
WGV34A_PATH_0006696,temporal_control_distribution,17,WGV33D_MAIN_F0725_C027731,725,-54.479,162,R1,0.43008503,3.932292
WGV34A_PATH_0006696,temporal_control_distribution,18,WGV33D_MAIN_F0725_C027732,725,-50.1351,250.7621,R1,0.77591071,2.696094
WGV34A_PATH_0006696,temporal_control_distribution,19,WGV33D_MAIN_F0725_C027733,725,-42.8455,219.2058,R1,1,2.621419
WGV34A_PATH_0006696,temporal_control_distribution,20,WGV33D_MAIN_F0650_C025931,650,-42.481,204.0567,R1,0.50112666,4.253581
WGV34A_PATH_0006697,temporal_control_distribution,1,WGV33D_MAIN_F0664_C026360,664,27.7288,59.1656,R0,1,2.428223
WGV34A_PATH_0006697,temporal_control_distribution,2,WGV33D_MAIN_F0664_C026361,664,34.1882,61.1074,R0,1,3.155884
WGV34A_PATH_0006697,temporal_control_distribution,3,WGV33D_MAIN_F0710_C027475,710,46.5,107.9863,R0,0.43955886,4.0625
WGV34A_PATH_0006697,temporal_control_distribution,4,WGV33D_MAIN_F0663_C026326,663,30.7179,59.6227,R0,1,3.772182
WGV34A_PATH_0006697,temporal_control_distribution,5,WGV33D_MAIN_F0661_C026269,661,28.011,55.9559,R0,1,4.242188
WGV34A_PATH_0006697,temporal_control_distribution,6,WGV33D_MAIN_F0657_C026139,657,38.9798,105.0746,R0,0.42927704,2.837402
WGV34A_PATH_0006697,temporal_control_distribution,7,WGV33D_MAIN_F0656_C026115,656,47.7765,83.1337,R0,0.44241109,4.033353
WGV34A_PATH_0006697,temporal_control_distribution,8,WGV33D_MAIN_F0655_C026092,655,46.2507,79.8637,R0,0.44695258,4.535937
WGV34A_PATH_0006697,temporal_control_distribution,9,WGV33D_MAIN_F0654_C026060,654,30.0075,90,R0,0.41567939,3.367188
WGV34A_PATH_0006697,temporal_control_distribution,10,WGV33D_MAIN_F0654_C026062,654,44.6695,77.8172,R0,0.50124182,3.375601
WGV34A_PATH_0006697,temporal_control_distribution,11,WGV33D_MAIN_F0653_C026029,653,41.9183,76.4811,R0,0.66610358,3.115793
WGV34A_PATH_0006697,temporal_control_distribution,12,WGV33D_MAIN_F0652_C025999,652,39.5995,73.1521,R0,0.86326725,3.19987
WGV34A_PATH_0006697,temporal_control_distribution,13,WGV33D_MAIN_F0722_C027686,722,28.0052,66,R0,1,3.851562
WGV34A_PATH_0006697,temporal_control_distribution,14,WGV33D_MAIN_F0651_C025974,651,38.295,71.2016,R0,0.96610053,3.682075
WGV34A_PATH_0006697,temporal_control_distribution,15,WGV33D_MAIN_F0650_C025945,650,36.03,66.9562,R0,1,3.90918
WGV34A_PATH_0006697,temporal_control_distribution,16,WGV33D_MAIN_F0650_C025947,650,40.8979,66.8821,R0,1,3.998437
WGV34A_PATH_0006697,temporal_control_distribution,17,WGV33D_MAIN_F0724_C027718,724,26.3635,76.8717,R0,0.79008091,3.272005
WGV34A_PATH_0006697,temporal_control_distribution,18,WGV33D_MAIN_F0724_C027719,724,33.495,70,R0,0.69063044,3.477865
WGV34A_PATH_0006697,temporal_control_distribution,19,WGV33D_MAIN_F0649_C025916,649,35.6272,64.657,R0,1,4.477149
WGV34A_PATH_0006697,temporal_control_distribution,20,WGV33D_MAIN_F0725_C027736,725,28.7412,79.3375,R0,0.70842281,3.56767
WGV34A_PATH_0006699,temporal_control_distribution,1,WGV33D_MAIN_F0665_C026392,665,28.1384,56.7537,R0,1,2.602865
WGV34A_PATH_0006699,temporal_control_distribution,2,WGV33D_MAIN_F0665_C026393,665,36.0163,62.0224,R0,1,3.412109
WGV34A_PATH_0006699,temporal_control_distribution,3,WGV33D_MAIN_F0664_C026360,664,27.7288,59.1656,R0,1,2.428223
WGV34A_PATH_0006699,temporal_control_distribution,4,WGV33D_MAIN_F0664_C026361,664,34.1882,61.1074,R0,1,3.155884
WGV34A_PATH_0006699,temporal_control_distribution,5,WGV33D_MAIN_F0663_C026326,663,30.7179,59.6227,R0,1,3.772182
WGV34A_PATH_0006699,temporal_control_distribution,6,WGV33D_MAIN_F0661_C026269,661,28.011,55.9559,R0,1,4.242188
WGV34A_PATH_0006699,temporal_control_distribution,7,WGV33D_MAIN_F0657_C026139,657,38.9798,105.0746,R0,0.42927704,2.837402
WGV34A_PATH_0006699,temporal_control_distribution,8,WGV33D_MAIN_F0656_C026115,656,47.7765,83.1337,R0,0.44241109,4.033353
WGV34A_PATH_0006699,temporal_control_distribution,9,WGV33D_MAIN_F0655_C026092,655,46.2507,79.8637,R0,0.44695258,4.535937
WGV34A_PATH_0006699,temporal_control_distribution,10,WGV33D_MAIN_F0654_C026060,654,30.0075,90,R0,0.41567939,3.367188
WGV34A_PATH_0006699,temporal_control_distribution,11,WGV33D_MAIN_F0654_C026062,654,44.6695,77.8172,R0,0.50124182,3.375601
WGV34A_PATH_0006699,temporal_control_distribution,12,WGV33D_MAIN_F0722_C027686,722,28.0052,66,R0,1,3.851562
WGV34A_PATH_0006699,temporal_control_distribution,13,WGV33D_MAIN_F0653_C026029,653,41.9183,76.4811,R0,0.66610358,3.115793
WGV34A_PATH_0006699,temporal_control_distribution,14,WGV33D_MAIN_F0652_C025999,652,39.5995,73.1521,R0,0.86326725,3.19987
WGV34A_PATH_0006699,temporal_control_distribution,15,WGV33D_MAIN_F0724_C027718,724,26.3635,76.8717,R0,0.79008091,3.272005
WGV34A_PATH_0006699,temporal_control_distribution,16,WGV33D_MAIN_F0724_C027719,724,33.495,70,R0,0.69063044,3.477865
WGV34A_PATH_0006699,temporal_control_distribution,17,WGV33D_MAIN_F0651_C025974,651,38.295,71.2016,R0,0.96610053,3.682075
WGV34A_PATH_0006699,temporal_control_distribution,18,WGV33D_MAIN_F0725_C027736,725,28.7412,79.3375,R0,0.70842281,3.56767
WGV34A_PATH_0006699,temporal_control_distribution,19,WGV33D_MAIN_F0725_C027737,725,36.499,70,R0,0.9107512,4.42513
WGV34A_PATH_0006699,temporal_control_distribution,20,WGV33D_MAIN_F0650_C025945,650,36.03,66.9562,R0,1,3.90918
WGV34A_PATH_0006700,temporal_control_distribution,1,WGV33D_MAIN_F0661_C026256,661,-43.6895,64.3752,R0,0.65493791,3.507422
WGV34A_PATH_0006700,temporal_control_distribution,2,WGV33D_MAIN_F0659_C026197,659,-50.8586,67.1609,R0,0.43394936,4.54362
WGV34A_PATH_0006700,temporal_control_distribution,3,WGV33D_MAIN_F0659_C026198,659,-42.3285,63.9445,R0,0.89342159,4.466797
WGV34A_PATH_0006700,temporal_control_distribution,4,WGV33D_MAIN_F0658_C026155,658,-51.5065,70,R0,0.44029772,3.985677
WGV34A_PATH_0006700,temporal_control_distribution,5,WGV33D_MAIN_F0658_C026157,658,-43.0565,65.0066,R0,0.85569051,3.376953
WGV34A_PATH_0006700,temporal_control_distribution,6,WGV33D_MAIN_F0654_C026047,654,-47.9796,66,R0,0.45111102,5.822266
WGV34A_PATH_0006700,temporal_control_distribution,7,WGV33D_MAIN_F0654_C026048,654,-43.4536,64.1793,R0,0.80142685,3.285866
WGV34A_PATH_0006700,temporal_control_distribution,8,WGV33D_MAIN_F0653_C026013,653,-47.8127,67.4246,R0,0.63013286,4.032645
WGV34A_PATH_0006700,temporal_control_distribution,9,WGV33D_MAIN_F0652_C025988,652,-49.3218,69.3288,R0,0.63614494,4.489702
WGV34A_PATH_0006700,temporal_control_distribution,10,WGV33D_MAIN_F0651_C025961,651,-51.4637,72.4829,R0,0.44173058,4.932617
WGV34A_PATH_0006700,temporal_control_distribution,11,WGV33D_MAIN_F0650_C025930,650,-52.4966,76.6883,R0,0.44677981,4.947917
WGV34A_PATH_0006700,temporal_control_distribution,12,WGV33D_MAIN_F0649_C025899,649,-53.2362,78.9463,R0,0.56370077,3.655273
WGV34A_PATH_0006700,temporal_control_distribution,13,WGV33D_MAIN_F0649_C025900,649,-42.5139,63.9932,R0,0.80986093,4.070963
WGV34A_PATH_0006700,temporal_control_distribution,14,WGV33D_MAIN_F0727_C027764,727,-47.5441,122,R0,0.43457264,6.201823
WGV34A_PATH_0006700,temporal_control_distribution,15,WGV33D_MAIN_F0648_C025872,648,-53.3577,81.3547,R0,0.584047,3.780925
WGV34A_PATH_0006700,temporal_control_distribution,16,WGV33D_MAIN_F0647_C025840,647,-54.2993,84.4465,R0,0.45536744,4.080859
WGV34A_PATH_0006700,temporal_control_distribution,17,WGV33D_MAIN_F0730_C027817,730,-46.0044,114,R0,0.45036309,4.168945
WGV34A_PATH_0006700,temporal_control_distribution,18,WGV33D_MAIN_F0645_C025789,645,-41.8738,67.6073,R0,1,3.107812
WGV34A_PATH_0006700,temporal_control_distribution,19,WGV33D_MAIN_F0644_C025764,644,-43.4785,70.2101,R0,1,3.106388
WGV34A_PATH_0006700,temporal_control_distribution,20,WGV33D_MAIN_F0732_C027855,732,-44.2904,110.7342,R0,0.43628325,5.528906
WGV34A_PATH_0006703,temporal_control_distribution,1,WGV33D_MAIN_F0666_C026418,666,8.9765,98,R0,1,3.53776
WGV34A_PATH_0006703,temporal_control_distribution,2,WGV33D_MAIN_F0666_C026419,666,7.9646,47.8585,R0,1,4.458984
WGV34A_PATH_0006703,temporal_control_distribution,3,WGV33D_MAIN_F0666_C026420,666,11.5031,48.6855,R0,1,4.338542
WGV34A_PATH_0006703,temporal_control_distribution,4,WGV33D_MAIN_F0666_C026421,666,19.7985,51.899,R0,1,3.476302
WGV34A_PATH_0006703,temporal_control_distribution,5,WGV33D_MAIN_F0665_C026388,665,4.8274,96.6765,R0,1,2.72526
WGV34A_PATH_0006703,temporal_control_distribution,6,WGV33D_MAIN_F0665_C026389,665,7.9578,47.8311,R0,1,4.613281
WGV34A_PATH_0006703,temporal_control_distribution,7,WGV33D_MAIN_F0665_C026390,665,12.0225,47.9101,R0,1,4.682617
WGV34A_PATH_0006703,temporal_control_distribution,8,WGV33D_MAIN_F0665_C026391,665,19.8913,52.3278,R0,1,3.542969
WGV34A_PATH_0006703,temporal_control_distribution,9,WGV33D_MAIN_F0664_C026356,664,7.9729,47.8918,R0,1,4.841797
WGV34A_PATH_0006703,temporal_control_distribution,10,WGV33D_MAIN_F0664_C026357,664,17.3474,52.1572,R0,1,3.145508
WGV34A_PATH_0006703,temporal_control_distribution,11,WGV33D_MAIN_F0664_C026358,664,14.0267,74,R0,1,3.17334
WGV34A_PATH_0006703,temporal_control_distribution,12,WGV33D_MAIN_F0664_C026360,664,27.7288,59.1656,R0,1,2.428223
WGV34A_PATH_0006703,temporal_control_distribution,13,WGV33D_MAIN_F0712_C027509,712,5.5848,76.0341,R0,0.4468886,3.177409
WGV34A_PATH_0006703,temporal_control_distribution,14,WGV33D_MAIN_F0663_C026319,663,9.7044,50.5239,R0,1,3.469401
WGV34A_PATH_0006703,temporal_control_distribution,15,WGV33D_MAIN_F0663_C026320,663,10.74,74.8853,R0,0.67377928,4.435059
WGV34A_PATH_0006703,temporal_control_distribution,16,WGV33D_MAIN_F0663_C026321,663,15.4769,52.8325,R0,1,2.696707
WGV34A_PATH_0006703,temporal_control_distribution,17,WGV33D_MAIN_F0663_C026323,663,20.0098,56.0391,R0,1,2.755859
WGV34A_PATH_0006703,temporal_control_distribution,18,WGV33D_MAIN_F0663_C026324,663,25.1713,60.5676,R0,1,3.06901
WGV34A_PATH_0006703,temporal_control_distribution,19,WGV33D_MAIN_F0713_C027529,713,9.8126,76.7375,R0,0.61625598,3.049479
WGV34A_PATH_0006703,temporal_control_distribution,20,WGV33D_MAIN_F0662_C026294,662,7.5317,74,R0,0.46072309,4.134766
WGV34A_PATH_0006705,temporal_control_distribution,1,WGV33D_MAIN_F0666_C026421,666,19.7985,51.899,R0,1,3.476302
WGV34A_PATH_0006705,temporal_control_distribution,2,WGV33D_MAIN_F0666_C026424,666,29.1946,58.2407,R0,1,2.73418
WGV34A_PATH_0006705,temporal_control_distribution,3,WGV33D_MAIN_F0666_C026426,666,38.6863,63.7445,R0,1,3.461617
WGV34A_PATH_0006705,temporal_control_distribution,4,WGV33D_MAIN_F0665_C026391,665,19.8913,52.3278,R0,1,3.542969
WGV34A_PATH_0006705,temporal_control_distribution,5,WGV33D_MAIN_F0665_C026392,665,28.1384,56.7537,R0,1,2.602865
WGV34A_PATH_0006705,temporal_control_distribution,6,WGV33D_MAIN_F0665_C026393,665,36.0163,62.0224,R0,1,3.412109
WGV34A_PATH_0006705,temporal_control_distribution,7,WGV33D_MAIN_F0664_C026357,664,17.3474,52.1572,R0,1,3.145508
WGV34A_PATH_0006705,temporal_control_distribution,8,WGV33D_MAIN_F0664_C026360,664,27.7288,59.1656,R0,1,2.428223
WGV34A_PATH_0006705,temporal_control_distribution,9,WGV33D_MAIN_F0664_C026361,664,34.1882,61.1074,R0,1,3.155884
WGV34A_PATH_0006705,temporal_control_distribution,10,WGV33D_MAIN_F0663_C026323,663,20.0098,56.0391,R0,1,2.755859
WGV34A_PATH_0006705,temporal_control_distribution,11,WGV33D_MAIN_F0663_C026324,663,25.1713,60.5676,R0,1,3.06901
WGV34A_PATH_0006705,temporal_control_distribution,12,WGV33D_MAIN_F0663_C026326,663,30.7179,59.6227,R0,1,3.772182
WGV34A_PATH_0006705,temporal_control_distribution,13,WGV33D_MAIN_F0662_C026296,662,24.1496,56.7373,R0,1,2.826451
WGV34A_PATH_0006705,temporal_control_distribution,14,WGV33D_MAIN_F0661_C026266,661,18.8348,57.495,R0,1,2.52832
WGV34A_PATH_0006705,temporal_control_distribution,15,WGV33D_MAIN_F0661_C026267,661,23.7925,58.6288,R0,1,2.538737
WGV34A_PATH_0006705,temporal_control_distribution,16,WGV33D_MAIN_F0661_C026269,661,28.011,55.9559,R0,1,4.242188
WGV34A_PATH_0006705,temporal_control_distribution,17,WGV33D_MAIN_F0660_C026240,660,20.7208,55.1624,R0,1,2.601412
WGV34A_PATH_0006705,temporal_control_distribution,18,WGV33D_MAIN_F0659_C026211,659,17.3622,55.0775,R0,1,2.906135
WGV34A_PATH_0006705,temporal_control_distribution,19,WGV33D_MAIN_F0658_C026172,658,18.7665,53.8734,R0,1,3.232422
WGV34A_PATH_0006705,temporal_control_distribution,20,WGV33D_MAIN_F0657_C026139,657,38.9798,105.0746,R0,0.42927704,2.837402
WGV34A_PATH_0006706,temporal_control_distribution,1,WGV33D_MAIN_F0666_C026426,666,38.6863,63.7445,R0,1,3.461617
WGV34A_PATH_0006706,temporal_control_distribution,2,WGV33D_MAIN_F0659_C026213,659,52.4476,90.8978,R0,0.42536626,5.273926
WGV34A_PATH_0006706,temporal_control_distribution,3,WGV33D_MAIN_F0658_C026176,658,50.7465,87.6322,R0,0.43562553,4.067057
WGV34A_PATH_0006706,temporal_control_distribution,4,WGV33D_MAIN_F0657_C026139,657,38.9798,105.0746,R0,0.42927704,2.837402
WGV34A_PATH_0006706,temporal_control_distribution,5,WGV33D_MAIN_F0657_C026140,657,49.81,84.9234,R0,0.43657119,3.364746
WGV34A_PATH_0006706,temporal_control_distribution,6,WGV33D_MAIN_F0656_C026115,656,47.7765,83.1337,R0,0.44241109,4.033353
WGV34A_PATH_0006706,temporal_control_distribution,7,WGV33D_MAIN_F0655_C026092,655,46.2507,79.8637,R0,0.44695258,4.535937
WGV34A_PATH_0006706,temporal_control_distribution,8,WGV33D_MAIN_F0654_C026062,654,44.6695,77.8172,R0,0.50124182,3.375601
WGV34A_PATH_0006706,temporal_control_distribution,9,WGV33D_MAIN_F0653_C026029,653,41.9183,76.4811,R0,0.66610358,3.115793
WGV34A_PATH_0006706,temporal_control_distribution,10,WGV33D_MAIN_F0652_C025999,652,39.5995,73.1521,R0,0.86326725,3.19987
WGV34A_PATH_0006706,temporal_control_distribution,11,WGV33D_MAIN_F0651_C025974,651,38.295,71.2016,R0,0.96610053,3.682075
WGV34A_PATH_0006706,temporal_control_distribution,12,WGV33D_MAIN_F0650_C025947,650,40.8979,66.8821,R0,1,3.998437
WGV34A_PATH_0006706,temporal_control_distribution,13,WGV33D_MAIN_F0728_C027787,728,41.701,76.7711,R0,0.46081764,4.671875
WGV34A_PATH_0006706,temporal_control_distribution,14,WGV33D_MAIN_F0729_C027804,729,38.8282,84.7543,R0,0.56123531,3.939381
WGV34A_PATH_0006706,temporal_control_distribution,15,WGV33D_MAIN_F0730_C027822,730,39.4789,89.4094,R0,0.52230866,4.530566
WGV34A_PATH_0006706,temporal_control_distribution,16,WGV33D_MAIN_F0730_C027823,730,46.1763,83.0528,R0,0.44554232,7.31901
WGV34A_PATH_0006706,temporal_control_distribution,17,WGV33D_MAIN_F0731_C027841,731,41.1713,90.5256,R0,0.51559817,4.294305
WGV34A_PATH_0006706,temporal_control_distribution,18,WGV33D_MAIN_F0731_C027842,731,48.0061,86,R0,0.44703819,10.199219
WGV34A_PATH_0006706,temporal_control_distribution,19,WGV33D_MAIN_F0646_C025827,646,53.2212,79.8959,R0,0.41840347,5.565755
WGV34A_PATH_0006706,temporal_control_distribution,20,WGV33D_MAIN_F0732_C027860,732,41.5335,94.9696,R0,0.47250752,3.9488
WGV34A_PATH_0006708,temporal_control_distribution,1,WGV33D_MAIN_F0715_C027559,715,4.5,63.8676,R0,0.79367385,2.679688
WGV34A_PATH_0006708,temporal_control_distribution,2,WGV33D_MAIN_F0668_C026484,668,2.1664,47.0966,R0,1,2.549361
WGV34A_PATH_0006708,temporal_control_distribution,3,WGV33D_MAIN_F0668_C026486,668,7.9675,47.8698,R0,1,2.848633
WGV34A_PATH_0006708,temporal_control_distribution,4,WGV33D_MAIN_F0668_C026487,668,11.5005,48.752,R0,1,3.372396
WGV34A_PATH_0006708,temporal_control_distribution,5,WGV33D_MAIN_F0668_C026488,668,19.9789,52.5918,R0,1,3.078929
WGV34A_PATH_0006708,temporal_control_distribution,6,WGV33D_MAIN_F0668_C026489,668,18.0367,100.5293,R0,1,2.818359
WGV34A_PATH_0006708,temporal_control_distribution,7,WGV33D_MAIN_F0716_C027577,716,7.1269,66.9143,R0,0.86529476,3.055078
WGV34A_PATH_0006708,temporal_control_distribution,8,WGV33D_MAIN_F0667_C026450,667,2.5843,46.8631,R0,1,2.988672
WGV34A_PATH_0006708,temporal_control_distribution,9,WGV33D_MAIN_F0667_C026452,667,9.9959,49.8868,R0,1,3.438616
WGV34A_PATH_0006708,temporal_control_distribution,10,WGV33D_MAIN_F0667_C026453,667,19.6547,52.7627,R0,1,3.103816
WGV34A_PATH_0006708,temporal_control_distribution,11,WGV33D_MAIN_F0667_C026454,667,22.5519,78,R0,0.68712195,3.315755
WGV34A_PATH_0006708,temporal_control_distribution,12,WGV33D_MAIN_F0717_C027597,717,8.7055,60.3741,R0,1,2.592187
WGV34A_PATH_0006708,temporal_control_distribution,13,WGV33D_MAIN_F0717_C027599,717,15.1699,79.2938,R0,0.44217662,3.78125
WGV34A_PATH_0006708,temporal_control_distribution,14,WGV33D_MAIN_F0666_C026417,666,2.4613,47.4169,R0,1,2.826009
WGV34A_PATH_0006708,temporal_control_distribution,15,WGV33D_MAIN_F0666_C026418,666,8.9765,98,R0,1,3.53776
WGV34A_PATH_0006708,temporal_control_distribution,16,WGV33D_MAIN_F0666_C026419,666,7.9646,47.8585,R0,1,4.458984
WGV34A_PATH_0006708,temporal_control_distribution,17,WGV33D_MAIN_F0666_C026420,666,11.5031,48.6855,R0,1,4.338542
WGV34A_PATH_0006708,temporal_control_distribution,18,WGV33D_MAIN_F0666_C026421,666,19.7985,51.899,R0,1,3.476302
WGV34A_PATH_0006708,temporal_control_distribution,19,WGV33D_MAIN_F0718_C027619,718,9.6253,68.9151,R0,0.87704138,3.069336
WGV34A_PATH_0006708,temporal_control_distribution,20,WGV33D_MAIN_F0665_C026387,665,2.2766,47.5411,R0,1,2.552002
WGV34A_PATH_0006710,temporal_control_distribution,1,WGV33D_MAIN_F0668_C026487,668,11.5005,48.752,R0,1,3.372396
WGV34A_PATH_0006710,temporal_control_distribution,2,WGV33D_MAIN_F0668_C026488,668,19.9789,52.5918,R0,1,3.078929
WGV34A_PATH_0006710,temporal_control_distribution,3,WGV33D_MAIN_F0668_C026489,668,18.0367,100.5293,R0,1,2.818359
WGV34A_PATH_0006710,temporal_control_distribution,4,WGV33D_MAIN_F0667_C026453,667,19.6547,52.7627,R0,1,3.103816
WGV34A_PATH_0006710,temporal_control_distribution,5,WGV33D_MAIN_F0667_C026454,667,22.5519,78,R0,0.68712195,3.315755
WGV34A_PATH_0006710,temporal_control_distribution,6,WGV33D_MAIN_F0667_C026456,667,25.9789,50,R0,1,2.881836
WGV34A_PATH_0006710,temporal_control_distribution,7,WGV33D_MAIN_F0667_C026458,667,30.4603,57.9722,R0,1,2.718018
WGV34A_PATH_0006710,temporal_control_distribution,8,WGV33D_MAIN_F0666_C026420,666,11.5031,48.6855,R0,1,4.338542
WGV34A_PATH_0006710,temporal_control_distribution,9,WGV33D_MAIN_F0666_C026421,666,19.7985,51.899,R0,1,3.476302
WGV34A_PATH_0006710,temporal_control_distribution,10,WGV33D_MAIN_F0666_C026424,666,29.1946,58.2407,R0,1,2.73418
WGV34A_PATH_0006710,temporal_control_distribution,11,WGV33D_MAIN_F0665_C026390,665,12.0225,47.9101,R0,1,4.682617
WGV34A_PATH_0006710,temporal_control_distribution,12,WGV33D_MAIN_F0665_C026391,665,19.8913,52.3278,R0,1,3.542969
WGV34A_PATH_0006710,temporal_control_distribution,13,WGV33D_MAIN_F0665_C026392,665,28.1384,56.7537,R0,1,2.602865
WGV34A_PATH_0006710,temporal_control_distribution,14,WGV33D_MAIN_F0664_C026357,664,17.3474,52.1572,R0,1,3.145508
WGV34A_PATH_0006710,temporal_control_distribution,15,WGV33D_MAIN_F0664_C026358,664,14.0267,74,R0,1,3.17334
WGV34A_PATH_0006710,temporal_control_distribution,16,WGV33D_MAIN_F0664_C026360,664,27.7288,59.1656,R0,1,2.428223
WGV34A_PATH_0006710,temporal_control_distribution,17,WGV33D_MAIN_F0664_C026361,664,34.1882,61.1074,R0,1,3.155884
WGV34A_PATH_0006710,temporal_control_distribution,18,WGV33D_MAIN_F0663_C026320,663,10.74,74.8853,R0,0.67377928,4.435059
