subject_frame_id,subject_name,pair_id,sar_frame,split,source_region_id,posthoc_evaluation_label,subject_motion_model,persistent_subject_status,relative_aspect_angle_deg,aspect_angle_ci_width_deg,aspect_observability_status,absolute_range_m_grid,center_x,center_y,total_energy,mean_energy,local_background_normalized_energy,high_energy_pixel_fraction,response_occupancy_ratio,inside_vs_ring_contrast,energy_entropy_proxy,range_energy90_width_m,azimuth_energy90_width_m,body_long_energy90_width_m,body_short_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,response_principal_axis_deg,principal_minus_body_axial_deg,principal_minus_range_axial_deg,response_compactness,response_linearity,response_fragment_count,response_fragmentation_index,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio
matched_strong_scatterer_background_sar000376,matched_strong_scatterer_background,WGV35A_PAIR_0152,376,posthoc_diagnosis,E0_R1_REG_000376_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,86.441194,0.7266,OBSERVABLE_MEDIUM,45.362344,1473,1054,423217,38.072777,1,0.051817,0.051817,0,0.846558,3.975683,1.787042,4.089758,1.88165,0,0,4.897951,2.352878,-2.620082,8.960522,-2.620082,8.960522,99.770032,79.774595,39.301912,0.135547,2.127334,206,20.59094,0,423217,0
matched_linear_structure_background_sar000376,matched_linear_structure_background,WGV35A_PAIR_0152,376,posthoc_diagnosis,E0_R1_REG_000376_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,86.441194,0.7266,OBSERVABLE_MEDIUM,45.362344,1473,1054,423217,38.072777,1,0.051817,0.051817,0,0.846558,3.975683,1.787042,4.089758,1.88165,0,0,4.897951,2.352878,-2.620082,8.960522,-2.620082,8.960522,99.770032,79.774595,39.301912,0.135547,2.127334,206,20.59094,0,423217,0
fixed_known_non_vehicle_N005_sar000376,fixed_known_non_vehicle_N005,WGV35A_PAIR_0152,376,posthoc_diagnosis,E0_R1_REG_000376_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.441194,0.7266,OBSERVABLE_MEDIUM,45.362344,1196.566369,1166.397906,432047,38.752087,1.017842,0.076061,0.076061,0,0.837006,3.614479,1.640592,4.039593,1.727106,0,0,4.585649,2.010988,-6.610503,0.909002,-6.610503,0.909002,100.647875,78.896752,3.885094,0.144479,2.36848,300,29.898048,0,432047,0
fixed_strong_scatterer_sar000376,fixed_strong_scatterer,WGV35A_PAIR_0152,376,posthoc_diagnosis,E0_R1_REG_000376_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.441194,0.7266,OBSERVABLE_MEDIUM,45.362344,1132.158395,1164.457828,437222,38.802094,1.019156,0.086706,0.086706,0,0.849009,3.769369,1.883254,4.083688,1.88772,0,0,4.963306,2.431768,-6.695836,-0.993558,-6.695836,-0.993558,86.080006,86.535379,3.569353,0.149555,2.106646,337,33.230781,0,437222,0
fixed_linear_structure_sar000376,fixed_linear_structure,WGV35A_PAIR_0152,376,posthoc_diagnosis,E0_R1_REG_000376_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.441194,0.7266,OBSERVABLE_MEDIUM,45.362344,1461.700834,848.735721,415780,37.29303,0.97952,0.031034,0.031034,0,0.860199,4.297184,1.791161,4.323908,1.869928,0,0,5.576262,2.357477,3.499522,8.207737,3.499522,8.207737,92.128568,87.416059,30.432239,0.136134,2.365991,183,18.237809,0,415780,0
vehicle_body_axis_reference_sar000377,vehicle_body_axis_reference,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,1204.215,944.267,429768,38.620419,1.062708,0.136772,0.136772,0.994052,0.813641,2.165495,1.93941,1.740016,1.945334,0,0,2.26301,2.61644,-0.025575,-0.012752,-0.025575,-0.012752,106.360353,72.727923,8.95465,0.305769,1.131211,226,22.5657,225671.034851,204096.965149,1.105705
matched_ordinary_background_sar000377,matched_ordinary_background,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,929,1020,398843,35.452713,0.975543,0.019289,0.019289,0,0.876501,4.336042,1.998349,4.313089,1.916769,0,0,5.479766,2.515033,-3.298698,-7.907518,-3.298698,-7.907518,96.913022,82.175254,42.832759,0.160357,2.181872,167,16.493827,0,398843,0
matched_strong_scatterer_background_sar000377,matched_strong_scatterer_background,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,1473,1054,408842,36.341511,1,0.048978,0.048978,0,0.857257,3.728198,1.732346,4.057254,1.784048,0,0,4.760493,2.239982,-2.202297,8.396184,-2.202297,8.396184,99.353829,79.734447,39.718115,0.140875,2.159266,221,21.82716,393851.999884,14990.000116,26.274316
matched_linear_structure_background_sar000377,matched_linear_structure_background,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,1473,1054,408842,36.341511,1,0.048978,0.048978,0,0.857257,3.728198,1.732346,4.057254,1.784048,0,0,4.760493,2.239982,-2.202297,8.396184,-2.202297,8.396184,99.353829,79.734447,39.718115,0.140875,2.159266,221,21.82716,393851.999884,14990.000116,26.274316
fixed_known_non_vehicle_N005_sar000377,fixed_known_non_vehicle_N005,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,1196.566369,1166.397906,411026,36.734829,1.010823,0.062293,0.062293,0,0.859242,3.768363,1.716006,4.153925,1.808747,0,0,5.024091,2.175096,-6.678732,0.602924,-6.678732,0.602924,107.376586,71.71169,2.843617,0.15692,2.438556,264,26.216224,0,411026,0
fixed_strong_scatterer_sar000377,fixed_strong_scatterer,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,1132.158395,1164.457828,412588,37.150009,1.022247,0.085269,0.085269,0,0.852701,3.679738,1.943213,3.78327,1.929803,0,0,4.652146,2.604956,-6.895879,-1.29831,-6.895879,-1.29831,88.460179,89.371903,5.949526,0.15902,1.850627,304,30.41399,0,412588,0
fixed_linear_structure_sar000377,fixed_linear_structure,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,1461.700834,848.735721,400395,35.980858,0.990076,0.033879,0.033879,0,0.872529,4.288391,1.788788,4.241989,1.870055,0,0,5.259812,2.342887,3.872938,7.263992,3.872938,7.263992,96.240615,82.847661,26.320192,0.150099,2.256812,202,20.169343,0,400395,0
vehicle_body_axis_reference_sar000378,vehicle_body_axis_reference,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,1195.374,945.4285,463956,41.413551,1.07995,0.134339,0.134339,0.849344,0.805624,2.393672,1.953646,1.854015,1.944797,0,0,2.459263,2.637126,-0.014593,-0.014691,-0.014593,-0.014691,107.683935,70.781145,11.552898,0.280807,1.166666,263,26.084283,241844.95022,222111.04978,1.088847
matched_ordinary_background_sar000378,matched_ordinary_background,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,929,1020,418145,37.916668,0.988761,0.021491,0.021491,0,0.863527,4.334731,1.888573,4.342131,1.860957,0,0,5.652271,2.384252,-3.057334,-7.720098,-3.057334,-7.720098,96.609849,81.855231,42.529586,0.159717,2.371875,168,16.926611,0,418145,0
matched_strong_scatterer_background_sar000378,matched_strong_scatterer_background,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,929,1020,418145,37.916668,0.988761,0.021491,0.021491,0,0.863527,4.334731,1.888573,4.342131,1.860957,0,0,5.652271,2.384252,-3.057334,-7.720098,-3.057334,-7.720098,96.609849,81.855231,42.529586,0.159717,2.371875,168,16.926611,0,418145,0
matched_linear_structure_background_sar000378,matched_linear_structure_background,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,895,1020,416610,37.777477,0.985131,0.01868,0.01868,0,0.864319,4.17079,1.845624,4.203059,1.840741,0,0,5.44359,2.378385,-3.168962,-8.735802,-3.168962,-8.735802,96.459934,82.005146,46.283645,0.156229,2.291275,145,14.609277,0,416610,0
fixed_known_non_vehicle_N005_sar000378,fixed_known_non_vehicle_N005,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,1196.566369,1166.397906,439964,39.27198,1.024103,0.066322,0.066322,0,0.851774,3.823682,1.725394,4.270116,1.822583,0,0,5.257338,2.304283,-6.624095,0.718433,-6.624095,0.718433,106.518197,71.946883,1.985228,0.154266,2.398671,310,30.745733,0,439964,0
fixed_strong_scatterer_sar000378,fixed_strong_scatterer,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,1132.158395,1164.457828,448865,40.066502,1.044822,0.100152,0.100152,0,0.845547,3.696281,1.92008,3.696281,1.92008,0,0,4.349872,2.590617,-6.797595,-1.184517,-6.797595,-1.184517,89.168713,89.296367,6.65806,0.142282,1.746235,335,33.225227,0,448865,0
fixed_linear_structure_sar000378,fixed_linear_structure,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,1461.700834,848.735721,432770,38.778675,1.011239,0.042115,0.042115,0,0.861124,3.770662,1.783525,4.089467,1.824949,0,0,5.222023,2.387447,3.764546,7.604976,3.764546,7.604976,90.126504,88.338576,32.434303,0.17462,2.226125,214,21.306252,0,432770,0
vehicle_body_axis_reference_sar000379,vehicle_body_axis_reference,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,1211.993,942.7205,447554,40.414845,1.084269,0.147733,0.147733,1.151588,0.815293,2.589602,1.918309,1.918824,1.936569,0,0,2.531246,2.579466,-0.029135,-0.009883,-0.029135,-0.009883,107.917769,70.352996,9.414298,0.281194,1.188522,310,31.103887,234060.043177,213493.956823,1.096331
matched_ordinary_background_sar000379,matched_ordinary_background,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,895,1020,407227,36.773254,0.98657,0.028716,0.028716,0,0.875145,4.34262,1.925799,4.234772,1.927244,0,0,5.463276,2.3945,-3.684561,-9.080081,-3.684561,-9.080081,100.422647,77.848118,50.246358,0.130345,2.284457,200,20.067024,0,407227,0
matched_strong_scatterer_background_sar000379,matched_strong_scatterer_background,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,895,1020,407227,36.773254,0.98657,0.028716,0.028716,0,0.875145,4.34262,1.925799,4.234772,1.927244,0,0,5.463276,2.3945,-3.684561,-9.080081,-3.684561,-9.080081,100.422647,77.848118,50.246358,0.130345,2.284457,200,20.067024,0,407227,0
matched_linear_structure_background_sar000379,matched_linear_structure_background,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,895,1020,407227,36.773254,0.98657,0.028716,0.028716,0,0.875145,4.34262,1.925799,4.234772,1.927244,0,0,5.463276,2.3945,-3.684561,-9.080081,-3.684561,-9.080081,100.422647,77.848118,50.246358,0.130345,2.284457,200,20.067024,0,407227,0
fixed_known_non_vehicle_N005_sar000379,fixed_known_non_vehicle_N005,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,1196.566369,1166.397906,428431,38.239113,1.025897,0.073724,0.073724,0,0.862683,3.926144,1.793294,4.200376,1.872855,0,0,5.20459,2.418074,-6.74496,0.514441,-6.74496,0.514441,106.546123,71.724642,2.013154,0.177101,2.210797,312,30.94133,0,428431,0
fixed_strong_scatterer_sar000379,fixed_strong_scatterer,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,1132.158395,1164.457828,442323,39.556698,1.061246,0.128868,0.128868,0,0.846825,3.620054,1.9402,2.88354,1.951322,0,0,3.79543,2.744479,-6.996614,-1.399822,-6.996614,-1.399822,92.263806,86.006959,9.753153,0.184104,1.474884,363,36.069874,0,442323,0
fixed_linear_structure_sar000379,fixed_linear_structure,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,1461.700834,848.735721,421449,37.774403,1.01343,0.052344,0.052344,0,0.871547,3.877058,1.896129,4.096449,1.894457,0,0,5.173144,2.399501,3.913019,6.974832,3.913019,6.974832,91.976241,86.294524,30.584566,0.142645,2.189133,267,26.590183,0,421449,0
vehicle_body_axis_reference_sar000380,vehicle_body_axis_reference,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,1209.306,943,467361,41.927067,1.076707,0.148112,0.148112,1.016826,0.808201,2.499075,1.947187,1.934439,1.960076,0,0,2.61156,2.615427,-0.030455,-0.017527,-0.030455,-0.017527,108.505031,68.936416,10.384407,0.280089,1.209469,305,30.401802,244375.976645,222985.023355,1.09593
matched_ordinary_background_sar000380,matched_ordinary_background,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,895,1020,428728,38.211052,0.981278,0.027362,0.027362,0,0.862274,4.31055,1.926034,4.289536,1.900678,0,0,5.656962,2.463526,-3.603506,-9.025808,-3.603506,-9.025808,95.341293,82.100154,45.165004,0.129596,2.303377,211,20.895227,0,428728,0
matched_strong_scatterer_background_sar000380,matched_strong_scatterer_background,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,895,1020,428728,38.211052,0.981278,0.027362,0.027362,0,0.862274,4.31055,1.926034,4.289536,1.900678,0,0,5.656962,2.463526,-3.603506,-9.025808,-3.603506,-9.025808,95.341293,82.100154,45.165004,0.129596,2.303377,211,20.895227,0,428728,0
matched_linear_structure_background_sar000380,matched_linear_structure_background,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,895,1020,428728,38.211052,0.981278,0.027362,0.027362,0,0.862274,4.31055,1.926034,4.289536,1.900678,0,0,5.656962,2.463526,-3.603506,-9.025808,-3.603506,-9.025808,95.341293,82.100154,45.165004,0.129596,2.303377,211,20.895227,0,428728,0
fixed_known_non_vehicle_N005_sar000380,fixed_known_non_vehicle_N005,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,1196.566369,1166.397906,444427,39.787556,1.021763,0.076276,0.076276,0,0.85446,4.02613,1.77831,4.166326,1.815642,0,0,5.266602,2.383096,-6.714,0.548331,-6.714,0.548331,105.270176,72.171271,0.737207,0.139321,2.28227,354,35.213369,0,444427,0
fixed_strong_scatterer_sar000380,fixed_strong_scatterer,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,1132.158395,1164.457828,464600,41.593555,1.068142,0.13966,0.13966,0,0.824769,3.164924,1.959971,3.041855,1.972719,0,0,3.676721,2.708774,-6.975006,-1.376748,-6.975006,-1.376748,92.878426,84.563021,10.367773,0.192877,1.456576,348,34.616532,0,464600,0
fixed_linear_structure_sar000380,fixed_linear_structure,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,1461.700834,848.735721,442192,39.669147,1.018722,0.059747,0.059747,0,0.862746,3.941446,1.888105,4.013382,1.883867,0,0,5.041981,2.448661,3.906029,7.078918,3.906029,7.078918,94.434304,83.007143,28.126503,0.166652,2.068057,298,29.704056,0,442192,0
vehicle_body_axis_reference_sar000381,vehicle_body_axis_reference,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1220.1195,943.178,486149,43.718433,1.051583,0.134802,0.134802,1.014908,0.816709,2.258227,1.927254,1.948071,1.927254,0,0,2.529289,2.590574,-0.027253,-0.015104,-0.027253,-0.015104,114.194011,62.995771,14.50892,0.267524,1.223473,257,25.679456,253854.03185,232294.96815,1.092809
matched_ordinary_background_sar000381,matched_ordinary_background,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1439,1054,462007,41.361416,0.994889,0.064996,0.064996,0,0.849783,3.521875,1.946733,3.842286,1.918499,0,0,4.413499,2.578486,-2.135932,7.008299,-2.135932,7.008299,103.367241,73.822541,32.489683,0.153715,1.759693,231,22.978215,440270.00007,21736.99993,20.254405
matched_strong_scatterer_background_sar000381,matched_strong_scatterer_background,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1371,1020,466808,41.791225,1.005227,0.071531,0.071531,0,0.849748,2.924831,1.861643,3.61572,1.886637,0,0,4.006551,2.415753,-1.507707,4.822526,-1.507707,4.822526,105.195653,71.994129,19.744336,0.177716,1.710926,221,21.983488,383268.999247,83539.000753,4.587905
matched_linear_structure_background_sar000381,matched_linear_structure_background,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1371,1054,465014,41.630619,1.001364,0.068218,0.068218,0,0.853834,3.607126,1.965502,3.894884,1.941057,0,0,4.296335,2.561367,-2.470319,4.996401,-2.470319,4.996401,101.681991,75.507791,26.433129,0.153687,1.720286,226,22.480851,0,465014,0
fixed_known_non_vehicle_N005_sar000381,fixed_known_non_vehicle_N005,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1196.566369,1166.397906,463959,41.495304,0.998109,0.060639,0.060639,0,0.863062,3.619268,1.853758,4.129174,1.875365,0,0,5.132609,2.462588,-6.749194,0.411543,-6.749194,0.411543,109.105083,68.084699,4.572114,0.149231,2.149183,285,28.321856,0,463959,0
fixed_strong_scatterer_sar000381,fixed_strong_scatterer,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1132.158395,1164.457828,495772,44.583813,1.072399,0.143975,0.143975,0,0.778865,3.001165,1.929383,1.834199,1.858015,0,0,2.104075,2.433733,-7.074076,-1.530901,-7.074076,-1.530901,89.788705,87.401077,7.278052,0.192519,1.388377,332,33.173461,0,495772,0
fixed_linear_structure_sar000381,fixed_linear_structure,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1461.700834,848.735721,464619,41.5172,0.998636,0.050934,0.050934,0,0.87031,4.080123,1.764332,4.055678,1.865271,0,0,4.938463,2.408693,4.052877,6.647213,4.052877,6.647213,96.938929,80.250853,25.621878,0.1455,2.058357,255,25.317964,0,464619,0
vehicle_body_axis_reference_sar000382,vehicle_body_axis_reference,WGV35A_PAIR_0170,382,posthoc_diagnosis,E0_R1_REG_000382_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,77.697484,0.802232,OBSERVABLE_MEDIUM,46.171023,1217.126,941.929,487630,43.663143,1.042234,0.118016,0.118016,0.925603,0.816474,2.090289,1.969851,1.990877,1.971639,0,0,2.74344,2.542869,-0.013171,-0.022731,-0.013171,-0.022731,112.378713,64.692009,13.153572,0.260006,1.192868,214,21.29099,251559.98505,236070.01495,1.065616
matched_ordinary_background_sar000382,matched_ordinary_background,WGV35A_PAIR_0170,382,posthoc_diagnosis,E0_R1_REG_000382_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,77.697484,0.802232,OBSERVABLE_MEDIUM,46.171023,895,1020,444143,40.193935,0.959424,0.015566,0.015566,0,0.861509,3.727056,1.849414,4.250729,1.899775,0,0,5.293265,2.482515,-3.843453,-9.180061,-3.843453,-9.180061,96.283113,80.787609,46.106824,0.1392,2.134898,118,11.865259,0,444143,0
matched_strong_scatterer_background_sar000382,matched_strong_scatterer_background,WGV35A_PAIR_0170,382,posthoc_diagnosis,E0_R1_REG_000382_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,77.697484,0.802232,OBSERVABLE_MEDIUM,46.171023,1371,1020,466394,42.207603,1.00749,0.07448,0.07448,0,0.83358,2.365937,1.793967,3.370201,1.820281,0,0,3.647477,2.347902,-1.570974,4.901349,-1.570974,4.901349,108.014016,69.056706,16.925973,0.201428,1.616869,186,18.702866,390241.003658,76152.996342,5.124434
matched_linear_structure_background_sar000382,matched_linear_structure_background,WGV35A_PAIR_0170,382,posthoc_diagnosis,E0_R1_REG_000382_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,77.697484,0.802232,OBSERVABLE_MEDIUM,46.171023,1371,1054,463345,41.931675,1.000904,0.064977,0.064977,0,0.837296,2.916125,1.843295,3.56079,1.856691,0,0,3.919613,2.380523,-2.532378,5.067081,-2.532378,5.067081,96.162931,80.907791,31.952189,0.169619,1.705758,194,19.50729,0,463345,0
fixed_known_non_vehicle_N005_sar000382,fixed_known_non_vehicle_N005,WGV35A_PAIR_0170,382,posthoc_diagnosis,E0_R1_REG_000382_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,77.697484,0.802232,OBSERVABLE_MEDIUM,46.171023,1196.566369,1166.397906,468954,41.855946,0.999096,0.0598,0.0598,0,0.854297,3.574942,1.914883,4.049766,1.895645,0,0,4.942625,2.414242,-6.794657,0.448759,-6.794657,0.448759,106.643034,70.427688,2.110065,0.143495,2.096454,290,28.75957,0,468954,0
fixed_strong_scatterer_sar000382,fixed_strong_scatterer,WGV35A_PAIR_0170,382,posthoc_diagnosis,E0_R1_REG_000382_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,77.697484,0.802232,OBSERVABLE_MEDIUM,46.171023,1132.158395,1164.457828,505586,45.125492,1.07714,0.147894,0.147894,0,0.773812,2.673665,1.87744,1.759747,1.770399,0,0,2.017702,2.138937,-7.084275,-1.485946,-7.084275,-1.485946,82.86474,85.794018,0.354087,0.244683,1.507148,285,28.263715,0,505586,0
