component_edge_id,from_component_id,to_component_id,frame_gap,azimuth_shift,radial_shift_px,overlap_ratio,dilated_overlap_ratio,scale_ratio,contrast_change,relation_status,competition_ids,supporting_evidence,conflicting_evidence
WGV33D_EDGE_038867,WGV33D_MAIN_F0378_C016774,WGV33D_MAIN_F0380_C016859,2,-2.8725,-0.0909,1,0.419355,5.166667,0.161952,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016774;multi_predecessor:WGV33D_MAIN_F0380_C016859,gap=2;dilated_overlap=0.419,
WGV33D_EDGE_038868,WGV33D_MAIN_F0378_C016775,WGV33D_MAIN_F0379_C016815,1,-5.6765,0.0589,0,0.25,1.142857,2.145124,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016775;multi_predecessor:WGV33D_MAIN_F0379_C016815,gap=1;dilated_overlap=0.25,
WGV33D_EDGE_038869,WGV33D_MAIN_F0378_C016775,WGV33D_MAIN_F0379_C016817,1,-0.0245,0.1076,1,1,1.428571,0.910602,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016775;multi_predecessor:WGV33D_MAIN_F0379_C016817,gap=1;dilated_overlap=1,
WGV33D_EDGE_038870,WGV33D_MAIN_F0378_C016775,WGV33D_MAIN_F0379_C016818,1,4.172,49.8652,0,0,2.142857,1.968545,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016775;multi_predecessor:WGV33D_MAIN_F0379_C016818,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038871,WGV33D_MAIN_F0378_C016775,WGV33D_MAIN_F0380_C016860,2,-5.7626,0.2158,0,0.25,1.142857,0.087018,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016775;multi_predecessor:WGV33D_MAIN_F0380_C016860,gap=2;dilated_overlap=0.25,
WGV33D_EDGE_038872,WGV33D_MAIN_F0378_C016775,WGV33D_MAIN_F0380_C016861,2,0.0177,0.2376,0.714286,1,1.142857,0.612165,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016775;multi_predecessor:WGV33D_MAIN_F0380_C016861,gap=2;dilated_overlap=1,
WGV33D_EDGE_038873,WGV33D_MAIN_F0378_C016775,WGV33D_MAIN_F0380_C016865,2,5.4562,-0.225,0,0,0.285714,0.680524,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016775;multi_predecessor:WGV33D_MAIN_F0380_C016865,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038874,WGV33D_MAIN_F0378_C016776,WGV33D_MAIN_F0379_C016817,1,-1.8117,-49.5204,0,0,1.111111,-1.099783,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016776;multi_predecessor:WGV33D_MAIN_F0379_C016817,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038875,WGV33D_MAIN_F0378_C016776,WGV33D_MAIN_F0379_C016818,1,2.3848,0.2372,1,0.8,1.666667,-0.04184,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016776;multi_predecessor:WGV33D_MAIN_F0379_C016818,gap=1;dilated_overlap=0.8,
WGV33D_EDGE_038876,WGV33D_MAIN_F0378_C016776,WGV33D_MAIN_F0380_C016861,2,-1.7695,-49.3904,0,0,0.888889,-1.39822,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016776;multi_predecessor:WGV33D_MAIN_F0380_C016861,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038877,WGV33D_MAIN_F0378_C016776,WGV33D_MAIN_F0380_C016862,2,4.264,0.2181,0.777778,0.666667,1.666667,-0.0546,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016776;multi_predecessor:WGV33D_MAIN_F0380_C016862,gap=2;dilated_overlap=0.667,
WGV33D_EDGE_038878,WGV33D_MAIN_F0378_C016776,WGV33D_MAIN_F0380_C016865,2,3.669,-49.853,0,0,0.222222,-1.329861,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016776;multi_predecessor:WGV33D_MAIN_F0380_C016865,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038879,WGV33D_MAIN_F0378_C016777,WGV33D_MAIN_F0379_C016816,1,-2.7943,62.7885,0,0,0.285714,0.977678,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016777;multi_predecessor:WGV33D_MAIN_F0379_C016816,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038880,WGV33D_MAIN_F0378_C016777,WGV33D_MAIN_F0379_C016819,1,3.9668,3.7565,0.428571,0.538462,1.857143,0.395046,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016777;multi_predecessor:WGV33D_MAIN_F0379_C016819,gap=1;dilated_overlap=0.538,
WGV33D_EDGE_038881,WGV33D_MAIN_F0378_C016777,WGV33D_MAIN_F0379_C016820,1,0.1577,30.7885,0,0,0.285714,0.455217,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016777;multi_predecessor:WGV33D_MAIN_F0379_C016820,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038882,WGV33D_MAIN_F0378_C016777,WGV33D_MAIN_F0380_C016863,2,1.1625,30.7885,0,0,0.285714,0.422991,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016777;multi_predecessor:WGV33D_MAIN_F0380_C016863,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038883,WGV33D_MAIN_F0378_C016777,WGV33D_MAIN_F0380_C016864,2,5.8257,4.9417,0,0.125,1.142857,0.59926,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016777;multi_predecessor:WGV33D_MAIN_F0380_C016864,gap=2;dilated_overlap=0.125,low overlap or multiple plausible successors
WGV33D_EDGE_038884,WGV33D_MAIN_F0378_C016778,WGV33D_MAIN_F0379_C016819,1,-1.4296,-0.1185,0.75,0.692308,3.25,0.361704,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016778;multi_predecessor:WGV33D_MAIN_F0379_C016819,gap=1;dilated_overlap=0.692,
WGV33D_EDGE_038885,WGV33D_MAIN_F0378_C016778,WGV33D_MAIN_F0379_C016820,1,-5.2387,26.9135,0,0,0.5,0.421875,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016778;multi_predecessor:WGV33D_MAIN_F0379_C016820,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038886,WGV33D_MAIN_F0378_C016778,WGV33D_MAIN_F0380_C016863,2,-4.2339,26.9135,0,0,0.5,0.389649,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016778;multi_predecessor:WGV33D_MAIN_F0380_C016863,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038887,WGV33D_MAIN_F0378_C016778,WGV33D_MAIN_F0380_C016864,2,0.4293,1.0667,0.75,1,2,0.565918,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016778;multi_predecessor:WGV33D_MAIN_F0380_C016864,gap=2;dilated_overlap=1,
WGV33D_EDGE_038888,WGV33D_MAIN_F0378_C016779,WGV33D_MAIN_F0379_C016818,1,-4.976,48.1637,0,0,3.75,1.906185,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016779;multi_predecessor:WGV33D_MAIN_F0379_C016818,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038889,WGV33D_MAIN_F0378_C016779,WGV33D_MAIN_F0379_C016821,1,-1.1905,1.762,0.5,1,1,-0.168945,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016779,gap=1;dilated_overlap=1,
WGV33D_EDGE_038890,WGV33D_MAIN_F0378_C016779,WGV33D_MAIN_F0379_C016822,1,4.6745,3.359,0,0.285714,1.75,-0.49149,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016779;multi_predecessor:WGV33D_MAIN_F0379_C016822,gap=1;dilated_overlap=0.286,
WGV33D_EDGE_038891,WGV33D_MAIN_F0378_C016779,WGV33D_MAIN_F0380_C016862,2,-3.0968,48.1446,0,0,3.75,1.893425,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016779;multi_predecessor:WGV33D_MAIN_F0380_C016862,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038892,WGV33D_MAIN_F0378_C016779,WGV33D_MAIN_F0380_C016865,2,-3.6918,-1.9265,0,0.5,0.5,0.618164,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016779;multi_predecessor:WGV33D_MAIN_F0380_C016865,gap=2;dilated_overlap=0.5,
WGV33D_EDGE_038893,WGV33D_MAIN_F0378_C016779,WGV33D_MAIN_F0380_C016866,2,-0.7486,-0.0735,1,1,0.5,0.466797,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016779;multi_predecessor:WGV33D_MAIN_F0380_C016866,gap=2;dilated_overlap=1,
WGV33D_EDGE_038894,WGV33D_MAIN_F0378_C016779,WGV33D_MAIN_F0380_C016867,2,2.4475,2.588,0,1,0.75,0.48405,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016779;multi_predecessor:WGV33D_MAIN_F0380_C016867,gap=2;dilated_overlap=1,
WGV33D_EDGE_038895,WGV33D_MAIN_F0378_C016780,WGV33D_MAIN_F0379_C016824,1,2.5909,-4.7753,0.666667,0.666667,3,-0.600043,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016780;multi_predecessor:WGV33D_MAIN_F0379_C016824,gap=1;dilated_overlap=0.667,
WGV33D_EDGE_038896,WGV33D_MAIN_F0378_C016780,WGV33D_MAIN_F0380_C016869,2,1.6869,-3.2435,0.666667,1,3.333333,-1.383463,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016780;multi_predecessor:WGV33D_MAIN_F0380_C016869,gap=2;dilated_overlap=1,
WGV33D_EDGE_038897,WGV33D_MAIN_F0378_C016781,WGV33D_MAIN_F0379_C016826,1,-3.1216,39.6268,0,0,0.068966,2.256398,ambiguous_local_continuity,multi_predecessor:WGV33D_MAIN_F0379_C016826,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038898,WGV33D_MAIN_F0378_C016782,WGV33D_MAIN_F0379_C016824,1,-0.853,1.3096,0.75,1,2.25,0.488498,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016782;multi_predecessor:WGV33D_MAIN_F0379_C016824,gap=1;dilated_overlap=1,
WGV33D_EDGE_038899,WGV33D_MAIN_F0378_C016782,WGV33D_MAIN_F0379_C016825,1,5.0069,2.0849,0,0,0.5,0.600585,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016782;multi_predecessor:WGV33D_MAIN_F0379_C016825,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038900,WGV33D_MAIN_F0378_C016782,WGV33D_MAIN_F0380_C016869,2,-1.757,2.8414,0.5,1,2.5,-0.294922,weak_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016782;multi_predecessor:WGV33D_MAIN_F0380_C016869,gap=2;dilated_overlap=1,
WGV33D_EDGE_038901,WGV33D_MAIN_F0378_C016783,WGV33D_MAIN_F0379_C016826,1,1.5437,2.1665,0,1,1,-0.884766,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016783;multi_predecessor:WGV33D_MAIN_F0379_C016826,gap=1;dilated_overlap=1,
WGV33D_EDGE_038902,WGV33D_MAIN_F0378_C016783,WGV33D_MAIN_F0380_C016868,2,-3.7386,-43.8523,0,0,8.5,-4.118567,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0378_C016783;multi_predecessor:WGV33D_MAIN_F0380_C016868,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038903,WGV33D_MAIN_F0379_C016806,WGV33D_MAIN_F0380_C016852,1,-5.1306,27.1986,0,0,0.4,-1.560937,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016806,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038904,WGV33D_MAIN_F0379_C016806,WGV33D_MAIN_F0380_C016853,1,-0.2374,1.1088,0.8,1,1.2,-0.923893,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016806;multi_predecessor:WGV33D_MAIN_F0380_C016853,gap=1;dilated_overlap=1,
WGV33D_EDGE_038905,WGV33D_MAIN_F0379_C016806,WGV33D_MAIN_F0381_C016889,2,-5.4228,27.7105,0,0,1.2,-1.255599,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016806;multi_predecessor:WGV33D_MAIN_F0381_C016889,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038906,WGV33D_MAIN_F0379_C016806,WGV33D_MAIN_F0381_C016890,2,-0.1071,-0.296,0.8,1,1.6,-1.027002,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016806;multi_predecessor:WGV33D_MAIN_F0381_C016890,gap=2;dilated_overlap=1,
WGV33D_EDGE_038907,WGV33D_MAIN_F0379_C016806,WGV33D_MAIN_F0381_C016891,2,4.9053,-22.8181,0,0,0.8,-0.478418,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016806;multi_predecessor:WGV33D_MAIN_F0381_C016891,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038908,WGV33D_MAIN_F0379_C016807,WGV33D_MAIN_F0380_C016853,1,-3.8837,17.9449,0,0.333333,1.5,-0.873698,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016807;multi_predecessor:WGV33D_MAIN_F0380_C016853,gap=1;dilated_overlap=0.333,
WGV33D_EDGE_038909,WGV33D_MAIN_F0379_C016807,WGV33D_MAIN_F0381_C016890,2,-3.7534,16.5401,0,0.375,2,-0.976807,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016807;multi_predecessor:WGV33D_MAIN_F0381_C016890,gap=2;dilated_overlap=0.375,
WGV33D_EDGE_038910,WGV33D_MAIN_F0379_C016807,WGV33D_MAIN_F0381_C016891,2,1.259,-5.982,0.5,1,1,-0.428223,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016807;multi_predecessor:WGV33D_MAIN_F0381_C016891,gap=2;dilated_overlap=1,
WGV33D_EDGE_038911,WGV33D_MAIN_F0379_C016809,WGV33D_MAIN_F0380_C016854,1,1.9737,-3.0926,0.882353,0.895833,1.411765,0.085595,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016809;multi_predecessor:WGV33D_MAIN_F0380_C016854,gap=1;dilated_overlap=0.896,
WGV33D_EDGE_038912,WGV33D_MAIN_F0379_C016809,WGV33D_MAIN_F0381_C016892,2,-2.7924,5.9148,0.75,1,0.705882,0.122339,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016809;multi_predecessor:WGV33D_MAIN_F0381_C016892,gap=2;dilated_overlap=1,
WGV33D_EDGE_038913,WGV33D_MAIN_F0379_C016809,WGV33D_MAIN_F0381_C016894,2,5.4919,-11.9583,0.666667,1,0.176471,-0.091854,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016809;multi_predecessor:WGV33D_MAIN_F0381_C016894,gap=2;dilated_overlap=1,
WGV33D_EDGE_038914,WGV33D_MAIN_F0379_C016810,WGV33D_MAIN_F0380_C016855,1,0.6638,-0.8264,0.5,1,1.5,0.086588,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016810;multi_predecessor:WGV33D_MAIN_F0380_C016855,gap=1;dilated_overlap=1,
WGV33D_EDGE_038915,WGV33D_MAIN_F0379_C016810,WGV33D_MAIN_F0380_C016856,1,3.4752,22.8006,0,0,4,-0.366455,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016810;multi_predecessor:WGV33D_MAIN_F0380_C016856,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038916,WGV33D_MAIN_F0379_C016810,WGV33D_MAIN_F0381_C016893,2,3.8384,20.8163,0,0,3.5,-0.581194,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016810;multi_predecessor:WGV33D_MAIN_F0381_C016893,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038917,WGV33D_MAIN_F0379_C016811,WGV33D_MAIN_F0380_C016855,1,-2.6012,-25.339,0,0,1,-0.145834,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016811;multi_predecessor:WGV33D_MAIN_F0380_C016855,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038918,WGV33D_MAIN_F0379_C016811,WGV33D_MAIN_F0380_C016856,1,0.2102,-1.712,1,1,2.666667,-0.598877,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016811;multi_predecessor:WGV33D_MAIN_F0380_C016856,gap=1;dilated_overlap=1,
WGV33D_EDGE_038919,WGV33D_MAIN_F0379_C016811,WGV33D_MAIN_F0380_C016857,1,3.2076,21.3841,0,0,0.666667,-0.635742,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016811;multi_predecessor:WGV33D_MAIN_F0380_C016857,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038920,WGV33D_MAIN_F0379_C016811,WGV33D_MAIN_F0380_C016858,1,4.735,43.4515,0,0,0.666667,-0.530274,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016811;multi_predecessor:WGV33D_MAIN_F0380_C016858,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038921,WGV33D_MAIN_F0379_C016811,WGV33D_MAIN_F0381_C016893,2,0.5734,-3.6963,0.333333,1,2.333333,-0.813616,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016811;multi_predecessor:WGV33D_MAIN_F0381_C016893,gap=2;dilated_overlap=1,
WGV33D_EDGE_038922,WGV33D_MAIN_F0379_C016812,WGV33D_MAIN_F0380_C016859,1,2.7933,1.124,0.821429,0.870968,1.107143,-0.898455,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016812;multi_predecessor:WGV33D_MAIN_F0380_C016859,gap=1;dilated_overlap=0.871,
WGV33D_EDGE_038923,WGV33D_MAIN_F0379_C016812,WGV33D_MAIN_F0381_C016895,2,-0.3775,-0.3335,0.821429,1,1,-1.023158,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016812;multi_predecessor:WGV33D_MAIN_F0381_C016895,gap=2;dilated_overlap=1,
WGV33D_EDGE_038924,WGV33D_MAIN_F0379_C016813,WGV33D_MAIN_F0381_C016895,2,4.8886,18.4516,0,0,14,0.428851,ambiguous_local_continuity,multi_predecessor:WGV33D_MAIN_F0381_C016895,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038925,WGV33D_MAIN_F0379_C016815,WGV33D_MAIN_F0380_C016860,1,-0.0861,0.1569,1,1,1,-2.058106,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016815;multi_predecessor:WGV33D_MAIN_F0380_C016860,gap=1;dilated_overlap=1,
WGV33D_EDGE_038926,WGV33D_MAIN_F0379_C016815,WGV33D_MAIN_F0380_C016861,1,5.6942,0.1787,0,0.25,1,-1.532959,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016815;multi_predecessor:WGV33D_MAIN_F0380_C016861,gap=1;dilated_overlap=0.25,
WGV33D_EDGE_038927,WGV33D_MAIN_F0379_C016815,WGV33D_MAIN_F0381_C016896,2,1.3427,-2.0484,0.75,1,0.5,-1.709229,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016815;multi_predecessor:WGV33D_MAIN_F0381_C016896,gap=2;dilated_overlap=1,
WGV33D_EDGE_038928,WGV33D_MAIN_F0379_C016815,WGV33D_MAIN_F0381_C016897,2,5.5918,-0.0079,0,0.2,1.25,-1.656006,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016815;multi_predecessor:WGV33D_MAIN_F0381_C016897,gap=2;dilated_overlap=0.2,low overlap or multiple plausible successors
WGV33D_EDGE_038929,WGV33D_MAIN_F0379_C016816,WGV33D_MAIN_F0380_C016863,1,3.9568,-32,0,0,1,-0.554687,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016816;multi_predecessor:WGV33D_MAIN_F0380_C016863,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038930,WGV33D_MAIN_F0379_C016816,WGV33D_MAIN_F0381_C016900,2,4.4848,-30.7108,0,0,1.5,-1.052083,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016816;multi_predecessor:WGV33D_MAIN_F0381_C016900,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038931,WGV33D_MAIN_F0379_C016817,WGV33D_MAIN_F0380_C016860,1,-5.7381,0.1082,0,0.25,0.8,-0.823584,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016817;multi_predecessor:WGV33D_MAIN_F0380_C016860,gap=1;dilated_overlap=0.25,
WGV33D_EDGE_038932,WGV33D_MAIN_F0379_C016817,WGV33D_MAIN_F0380_C016861,1,0.0422,0.13,1,1,0.8,-0.298437,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016817;multi_predecessor:WGV33D_MAIN_F0380_C016861,gap=1;dilated_overlap=1,
WGV33D_EDGE_038933,WGV33D_MAIN_F0379_C016817,WGV33D_MAIN_F0380_C016865,1,5.4807,-0.3326,0,0.5,0.2,-0.230078,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016817;multi_predecessor:WGV33D_MAIN_F0380_C016865,gap=1;dilated_overlap=0.5,
WGV33D_EDGE_038934,WGV33D_MAIN_F0379_C016817,WGV33D_MAIN_F0381_C016896,2,-4.3093,-2.0971,0,0.75,0.4,-0.474707,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016817;multi_predecessor:WGV33D_MAIN_F0381_C016896,gap=2;dilated_overlap=0.75,
WGV33D_EDGE_038935,WGV33D_MAIN_F0379_C016817,WGV33D_MAIN_F0381_C016897,2,-0.0602,-0.0566,1,1,1,-0.421484,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016817;multi_predecessor:WGV33D_MAIN_F0381_C016897,gap=2;dilated_overlap=1,
WGV33D_EDGE_038936,WGV33D_MAIN_F0379_C016818,WGV33D_MAIN_F0380_C016861,1,-4.1543,-49.6276,0,0,0.533333,-1.35638,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016818;multi_predecessor:WGV33D_MAIN_F0380_C016861,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038937,WGV33D_MAIN_F0379_C016818,WGV33D_MAIN_F0380_C016862,1,1.8792,-0.0191,0.866667,1,1,-0.01276,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016818;multi_predecessor:WGV33D_MAIN_F0380_C016862,gap=1;dilated_overlap=1,
WGV33D_EDGE_038938,WGV33D_MAIN_F0379_C016818,WGV33D_MAIN_F0380_C016865,1,1.2842,-50.0902,0,0,0.133333,-1.288021,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016818;multi_predecessor:WGV33D_MAIN_F0380_C016865,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038939,WGV33D_MAIN_F0379_C016818,WGV33D_MAIN_F0380_C016866,1,4.2274,-48.2372,0,0,0.133333,-1.439388,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016818;multi_predecessor:WGV33D_MAIN_F0380_C016866,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038940,WGV33D_MAIN_F0379_C016818,WGV33D_MAIN_F0381_C016897,2,-4.2567,-49.8142,0,0,0.666667,-1.479427,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016818;multi_predecessor:WGV33D_MAIN_F0381_C016897,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038941,WGV33D_MAIN_F0379_C016818,WGV33D_MAIN_F0381_C016899,2,3.0314,0.7456,0.8,0.944444,1.2,-0.350521,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016818;multi_predecessor:WGV33D_MAIN_F0381_C016899,gap=2;dilated_overlap=0.944,
WGV33D_EDGE_038942,WGV33D_MAIN_F0379_C016818,WGV33D_MAIN_F0381_C016901,2,2.7652,-48.2334,0,0,0.333333,-0.177083,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016818;multi_predecessor:WGV33D_MAIN_F0381_C016901,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038943,WGV33D_MAIN_F0379_C016819,WGV33D_MAIN_F0380_C016863,1,-2.8043,27.032,0,0,0.153846,0.027945,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016819;multi_predecessor:WGV33D_MAIN_F0380_C016863,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038944,WGV33D_MAIN_F0379_C016819,WGV33D_MAIN_F0380_C016864,1,1.8589,1.1852,0.625,1,0.615385,0.204214,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016819;multi_predecessor:WGV33D_MAIN_F0380_C016864,gap=1;dilated_overlap=1,
WGV33D_EDGE_038945,WGV33D_MAIN_F0379_C016819,WGV33D_MAIN_F0381_C016898,2,-4.8038,-7.0586,0.25,1,0.307692,-0.117075,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016819;multi_predecessor:WGV33D_MAIN_F0381_C016898,gap=2;dilated_overlap=1,
WGV33D_EDGE_038946,WGV33D_MAIN_F0379_C016819,WGV33D_MAIN_F0381_C016900,2,-2.2763,28.3212,0,0,0.230769,-0.469451,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016819;multi_predecessor:WGV33D_MAIN_F0381_C016900,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038947,WGV33D_MAIN_F0379_C016819,WGV33D_MAIN_F0381_C016902,2,2.7495,1.9867,0.714286,1,0.538462,-0.163462,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016819;multi_predecessor:WGV33D_MAIN_F0381_C016902,gap=2;dilated_overlap=1,
WGV33D_EDGE_038948,WGV33D_MAIN_F0379_C016820,WGV33D_MAIN_F0380_C016863,1,1.0048,0,0.5,1,1,-0.032226,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016820;multi_predecessor:WGV33D_MAIN_F0380_C016863,gap=1;dilated_overlap=1,
WGV33D_EDGE_038949,WGV33D_MAIN_F0379_C016820,WGV33D_MAIN_F0380_C016864,1,5.668,-25.8468,0,0,4,0.144043,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016820;multi_predecessor:WGV33D_MAIN_F0380_C016864,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038950,WGV33D_MAIN_F0379_C016820,WGV33D_MAIN_F0381_C016898,2,-0.9947,-34.0906,0,0,2,-0.177246,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016820;multi_predecessor:WGV33D_MAIN_F0381_C016898,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_038951,WGV33D_MAIN_F0379_C016820,WGV33D_MAIN_F0381_C016900,2,1.5328,1.2892,0,1,1.5,-0.529622,weak_local_continuity,multi_successor:WGV33D_MAIN_F0379_C016820;multi_predecessor:WGV33D_MAIN_F0381_C016900,gap=2;dilated_overlap=1,
