response_field_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_index,sar_time_sec,source_gt_ids,source_gt_count,source_gt_quality_distribution,raw_anchor_center_x_px,raw_anchor_center_y_px,raw_anchor_width_px,raw_anchor_height_px,raw_anchor_angle_deg,smoothed_anchor_center_x_px,smoothed_anchor_center_y_px,smoothed_anchor_width_px,smoothed_anchor_height_px,smoothed_anchor_angle_deg,gt_center_spread_px,gt_size_spread_px,crop_expansion,raw_crop_polygon_global_px,smoothed_crop_polygon_global_px,global_roi_x1,global_roi_y1,global_roi_x2,global_roi_y2,radial_unit_x,radial_unit_y,tangential_unit_x,tangential_unit_y,raw_half_extent_radial_px,raw_half_extent_tangential_px,smoothed_half_extent_radial_px,smoothed_half_extent_tangential_px,thread_raw_p05,thread_raw_p50,thread_raw_p95,thread_raw_p99,local_background_median,local_background_mad,raw_min,raw_max,raw_mean,analysis_valid_mask_fraction,coordinate_inverse_error_px,raw_image_path,raw_image_sha256,low_threshold_component_count,multi_threshold_component_count,single_threshold_only_component_count,gt_is_vehicle_response_mask,lineage_status,notes
S1L-FIELD-GM_RM017-GM_RM017_PV004-000339,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,339,6.780000000,GM_RM017|000339|gm17supp_000163_000339_det5,1,usable:1,778.574000,879.981000,153.910000,76.535000,179.000000,778.574000,879.981000,147.368000,73.150000,179.000000,0.000000,0.000000,1.750000,"753.118,1078.952;978.871,890.870;804.030,681.010;578.277,869.092","754.199,1070.380;970.244,890.384;802.949,689.582;586.904,869.578",574,677,984,1084,-0.640094,-0.768297,0.768297,-0.640094,78.042850,83.952956,74.674289,80.343197,32.000000,45.000000,61.000000,73.000000,51.000000,6.000000,17,138,50.900677,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,218,49,169,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000340,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,340,6.800000000,GM_RM017|000340|frameadd_gm_rm017_000163_000340_01,1,usable:1,779.348000,882.884000,143.471000,68.826000,178.000000,779.348000,880.110000,147.368000,74.206000,178.000000,0.000000,0.000000,1.750000,"755.018,1065.793;963.681,891.182;803.678,699.975;595.015,874.586","753.699,1070.890;971.607,889.666;804.997,689.330;587.089,870.554",583,685,977,1076,-0.641755,-0.766909,0.766909,-0.641755,71.234910,77.738010,74.446774,80.976628,32.000000,45.000000,61.000000,73.000000,53.000000,6.000000,13,137,52.986284,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000340.png,5da55b5d6f2448fc56a3529b06529fd2e1347ad0e2657a505092a701d04017f1,305,46,259,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000341,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,341,6.820000000,GM_RM017|000341|gm17supp_000164_000341_det4,1,usable:1,781.406000,884.729000,147.368000,72.116000,178.000000,781.406000,880.480000,144.242000,74.206000,178.000000,0.000000,0.000000,1.750000,"756.288,1073.812;971.943,893.598;806.524,695.646;590.869,875.860","755.782,1068.462;970.866,890.423;807.030,692.498;591.946,870.537",586,688,977,1079,-0.641235,-0.767345,0.767345,-0.641235,73.705697,80.297432,73.410734,79.774675,32.000000,45.000000,61.000000,73.000000,52.000000,6.000000,13,139,51.391185,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000341.png,4dd61956e3be673b20d81281ea8b00c00bb0b74befc89e6d684a7d94e178fb32,230,31,199,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000342,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,342,6.840000000,GM_RM017|000342|frameadd_gm_rm017_000164_000342_01,1,usable:1,794.761000,880.110000,139.497000,74.206000,175.000000,794.653000,882.758000,143.471000,74.206000,178.000000,0.000000,0.000000,1.750000,"762.986,1060.971;978.158,889.385;826.536,699.249;611.364,870.835","765.459,1069.180;982.972,894.648;823.847,696.336;606.334,870.868",602,692,988,1075,-0.623474,-0.781844,0.781844,-0.623474,69.482640,78.631448,72.645961,79.679489,32.000000,45.000000,61.000000,73.000000,52.000000,6.000000,11,145,51.834667,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000342.png,8193debe85b8c95eb43ead02c5b72f0dd9f64766337c909dfe8015ae4681976c,239,32,207,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000343,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,343,6.860000000,GM_RM017|000343|gm17supp_000165_000343_det4,1,usable:1,794.653000,880.480000,144.242000,78.266000,178.000000,794.761000,880.480000,144.242000,75.177000,177.000000,0.000000,0.000000,1.750000,"764.810,1070.947;987.000,893.565;824.496,690.013;602.306,867.395","763.810,1067.605;984.090,891.800;825.712,693.355;605.432,869.160",598,686,992,1076,-0.623902,-0.781503,0.781503,-0.623902,74.417983,81.231748,72.542191,80.524130,32.000000,45.000000,61.000000,73.000000,52.000000,6.000000,15,133,51.635643,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000343.png,57ab7f0998b172b170753daa4672c9e80a3bdc3767770bd09c5c10a07341cd6f,252,44,208,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000344,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,344,6.880000000,GM_RM017|000344|frameadd_gm_rm017_000165_000344_01,1,usable:1,808.173000,882.758000,140.331000,75.177000,177.000000,808.169000,880.480000,144.242000,75.177000,177.000000,0.000000,0.000000,1.750000,"774.388,1065.458;993.478,896.275;841.958,700.058;622.868,869.241","772.758,1066.252;996.793,894.124;843.580,694.708;619.545,866.836",615,690,1002,1072,-0.611190,-0.791484,0.791484,-0.611190,70.831492,79.088376,71.850985,80.721082,32.000000,45.000000,61.000000,73.000000,50.000000,5.000000,12,133,49.840639,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000344.png,70e97ee099ad21023391da841f210e5b222c7fdfced5e4324cc130cb558c377c,131,32,99,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000345,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,345,6.900000000,GM_RM017|000345|gm17supp_000166_000345_det4,1,usable:1,808.169000,878.984000,152.435000,79.516000,177.000000,808.173000,880.480000,148.249000,75.661000,177.000000,0.000000,0.000000,1.750000,"770.344,1075.236;1007.496,893.634;845.994,682.732;608.842,864.334","771.704,1070.011;1000.701,894.072;844.642,690.949;615.645,866.888",604,678,1013,1081,-0.607980,-0.793953,0.793953,-0.607980,75.895948,85.342206,73.185979,82.508744,32.000000,45.000000,61.000000,73.000000,52.000000,6.000000,16,131,51.748546,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000345.png,e2e3c37156c7fd5fd9fd4fec450e798f67d965e04449cc009e3481d308c47739,282,36,246,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000346,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,346,6.920000000,GM_RM017|000346|gm_rm017_00056,1,usable:1,820.217000,882.154000,148.249000,74.082000,176.000000,820.217000,879.967000,148.249000,75.177000,177.000000,0.000000,0.000000,1.750000,"778.932,1068.179;1010.264,895.996;861.502,696.129;630.170,868.312","779.410,1067.594;1011.591,895.617;861.024,692.340;628.843,864.317",624,688,1017,1074,-0.597075,-0.802185,0.802185,-0.597075,71.186359,82.393635,72.276107,82.553288,32.000000,45.000000,61.000000,73.000000,52.000000,6.000000,12,139,51.497789,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000346.png,c8a02d216175eecde6bf93a8d05fe2eda0a8fa8f1e88aab263d85d8e9c92001c,228,29,199,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000347,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,347,6.940000000,GM_RM017|000347|gm17supp_000167_000347_det4,1,usable:1,820.952000,879.960000,155.968000,75.661000,177.000000,820.952000,879.960000,152.435000,75.661000,177.000000,0.000000,0.000000,1.750000,"777.591,1074.260;1019.421,895.533;864.313,685.660;622.483,864.387","778.651,1071.356;1016.334,895.695;863.253,688.564;625.570,864.225",618,681,1025,1080,-0.594352,-0.804205,0.804205,-0.594352,74.562751,85.916495,73.588618,84.442839,32.000000,45.000000,61.000000,73.000000,50.000000,5.000000,12,143,49.996639,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000347.png,d6b0e0ffae5a8b378210a59af926544d6d4bcfc67d4d48e3fa9e26d7550e02a1,154,34,120,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000348,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,348,6.960000000,GM_RM017|000348|gm_rm017_00059,1,usable:1,835.175000,879.967000,145.410000,73.547000,176.000000,835.175000,879.960000,154.444000,75.661000,176.000000,0.000000,0.000000,1.750000,"789.050,1060.897;1021.141,896.692;881.300,699.037;649.209,863.242","786.033,1069.987;1030.724,896.870;884.317,689.933;639.626,863.050",635,685,1036,1075,-0.577567,-0.816343,0.816343,-0.577567,69.177742,81.230219,72.426068,85.639518,32.000000,45.000000,61.000000,73.000000,48.000000,5.000000,9,150,48.831758,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000348.png,cc6292f913fa29b3b93588410615bc0ba7f2d756c43f88f5963854ac55bc5c03,89,27,62,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000349,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,349,6.980000000,GM_RM017|000349|gm17supp_000168_000349_det2,1,usable:1,840.448000,876.056000,154.444000,78.952000,178.000000,836.549000,879.960000,155.968000,75.661000,177.000000,0.000000,0.000000,1.750000,"790.484,1069.674;1039.188,898.114;890.412,682.438;641.708,853.998","787.404,1071.996;1033.920,898.339;885.694,687.924;639.178,861.581",635,678,1045,1077,-0.567823,-0.823151,0.823151,-0.567823,74.860519,86.324590,73.537814,86.154690,32.000000,45.000000,61.000000,73.000000,50.000000,5.000000,11,163,49.218636,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000349.png,18e5d748568145dedf6c44a2692be6fe07e2dccf20106ac517f7809ccdf9b4aa,109,25,84,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000350,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,350,7.000000000,GM_RM017|000350|gm_rm017_00061,1,usable:1,836.549000,876.523000,170.069000,79.007000,176.000000,840.448000,876.523000,158.658000,78.146000,177.000000,0.000000,0.000000,1.750000,"780.645,1081.342;1048.110,894.354;892.453,671.704;624.988,858.692","788.120,1071.878;1041.672,896.794;892.776,681.168;639.224,856.252",620,667,1054,1087,-0.572974,-0.819573,0.819573,-0.572974,77.618483,93.241871,74.868280,88.036563,32.000000,45.000000,61.000000,73.000000,48.000000,5.000000,10,152,47.735956,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000350.png,0aedba982de4ba28e7eb93c947e231ce126e237fe0db142842067a310717bcb6,88,24,64,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000351,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,351,7.020000000,GM_RM017|000351|gm17supp_000168_000351_det2,1,usable:1,846.387000,883.116000,158.658000,65.852000,177.000000,846.387000,876.523000,158.658000,78.146000,177.000000,0.000000,0.000000,1.750000,"792.962,1067.492;1037.666,899.276;899.812,698.740;655.108,866.956","791.803,1070.862;1047.110,897.905;900.971,682.184;645.664,855.141",641,678,1053,1076,-0.566488,-0.824070,0.824070,-0.566488,69.528388,84.841525,74.446005,88.107280,32.000000,45.000000,61.000000,73.000000,48.000000,5.000000,12,149,48.434996,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000351.png,d3422c416ad770e011955c4bb29b53bdd697ed010bf5c8e25c37625ca8c06ca6,81,18,63,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000352,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,352,7.040000000,GM_RM017|000352|gm_rm017_00064,1,usable:1,862.477000,876.478000,168.105000,78.146000,177.000000,862.477000,877.859000,158.658000,76.129000,177.000000,0.000000,0.000000,1.750000,"797.901,1075.112;1069.962,900.462;927.053,677.844;654.992,852.494","801.980,1067.583;1060.229,901.295;922.974,688.135;664.725,854.423",650,673,1075,1081,-0.540217,-0.841526,0.841526,-0.540217,75.583082,92.369976,72.436130,87.758511,32.000000,45.000000,61.000000,73.000000,48.000000,5.000000,9,126,48.563971,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000352.png,6d4eae38dd9ed3d5561824b5db939cf8895172fb9c6f4763e564ca2cacb3cd6c,94,25,69,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000353,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,353,7.060000000,GM_RM017|000353|gm17supp_000169_000353_det2,1,usable:1,863.548000,880.694000,156.742000,76.129000,1.000000,863.548000,878.290000,156.742000,76.129000,177.000000,0.000000,0.000000,1.750000,"808.117,1073.253;1061.853,909.445;918.979,688.135;665.243,851.943","803.522,1066.369;1059.549,901.960;923.574,690.211;667.547,854.620",661,684,1067,1079,-0.542377,-0.840135,0.840135,-0.542377,75.263467,86.290664,71.899354,86.934272,32.000000,45.000000,61.000000,73.000000,48.000000,5.000000,16,122,48.237922,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000353.png,61a1b59559e42d602c58ec9d152154e715d6081fb678b8a7b8f5499d658986a6,76,26,50,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000354,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,354,7.080000000,GM_RM017|000354|gm_rm017_00066,1,usable:1,871.054000,877.859000,151.388000,75.438000,178.000000,871.054000,878.290000,156.742000,76.129000,178.000000,0.000000,0.000000,1.750000,"811.185,1060.795;1061.724,904.217;930.923,694.923;680.384,851.501","809.111,1066.022;1066.966,904.718;932.997,690.558;675.142,851.862",671,686,1072,1072,-0.529976,-0.848013,0.848013,-0.529976,70.515765,84.412115,72.174494,86.900455,32.000000,45.000000,61.000000,73.000000,47.000000,5.000000,11,121,47.183370,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000354.png,4d328b8b85935a290f65abbc4e364fba48e6813e45067cd248d0eafa14860bd1,65,20,45,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000355,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,355,7.100000000,GM_RM017|000355|gm17supp_000170_000355_det1,1,usable:1,876.155000,878.290000,149.290000,77.832000,177.000000,876.155000,878.766000,156.742000,75.438000,178.000000,0.000000,0.000000,1.750000,"814.648,1059.568;1065.657,905.378;937.662,697.012;686.653,851.202","812.338,1064.892;1071.051,905.802;939.972,692.640;681.259,851.730",677,688,1077,1070,-0.523415,-0.852078,0.852078,-0.523415,69.868040,84.166868,71.497251,86.775418,32.000000,45.000000,61.000000,73.000000,50.000000,5.000000,12,149,50.033098,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000355.png,a906fff681053c65003f3bb2bc1ff2a43f49b0f44b15f372b47a85cdea721e36,120,28,92,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000356,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,356,7.120000000,GM_RM017|000356|gm_rm017_00069,1,usable:1,890.673000,881.570000,162.667000,73.198000,179.000000,887.982000,878.290000,155.717000,75.438000,178.000000,0.000000,0.000000,1.750000,"820.146,1068.596;1088.328,911.325;961.200,694.544;693.018,851.815","819.952,1060.954;1080.685,907.608;956.012,695.626;695.279,848.972",689,690,1094,1074,-0.505866,-0.862612,0.862612,-0.505866,71.802181,88.827069,70.264766,86.424041,32.000000,45.000000,61.000000,73.000000,46.000000,5.000000,11,160,46.533803,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000356.png,e9c3c3af732925fd58c1f23009b7a83523013604b41e5a66572700276377b08d,59,23,36,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000357,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,7.140000000,GM_RM017|000357|gm17supp_000171_000357_det1,1,usable:1,887.982000,878.766000,162.681000,71.577000,177.000000,890.673000,878.766000,162.667000,73.300000,177.000000,0.000000,0.000000,1.750000,"815.775,1061.993;1083.231,904.528;960.189,695.539;692.733,853.004","817.485,1062.814;1086.885,905.809;963.861,694.718;694.461,851.723",688,690,1092,1068,-0.507351,-0.861740,0.861740,-0.507351,69.291543,88.676409,69.806975,89.089346,32.000000,45.000000,61.000000,73.000000,48.000000,5.000000,13,144,48.164460,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000357.png,c737ff71e9136fa6c9eb058f1f7f71530d8ec40649fe554c1fde54f365d8cc7a,67,24,43,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000358,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,7.160000000,GM_RM017|000358|gm_rm017_00072,1,usable:1,908.924000,877.190000,155.717000,79.180000,179.000000,905.889000,878.766000,162.667000,73.300000,177.000000,0.000000,0.000000,1.750000,"833.516,1059.132;1102.447,913.771;984.332,695.248;715.401,840.609","826.681,1058.755;1100.272,908.521;985.097,698.777;711.506,849.011",707,691,1108,1065,-0.475501,-0.879715,0.879715,-0.475501,70.971954,87.343397,68.367657,89.178505,32.000000,45.000000,61.000000,73.000000,48.000000,5.000000,12,138,48.450001,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000358.png,bc467450fb40498ea90e4bb75d6c6dad0a52d14d56c78189cb2c7c9f06639aca,73,22,51,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000359,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,7.180000000,GM_RM017|000359|gm17supp_000172_000359_det1,1,usable:1,905.889000,880.037000,165.403000,73.300000,177.000000,908.924000,878.766000,162.681000,73.800000,177.000000,0.000000,0.000000,1.750000,"825.573,1062.176;1102.751,909.543;986.205,697.898;709.027,850.531","828.536,1058.341;1103.285,909.317;989.312,699.191;714.563,848.215",705,693,1109,1068,-0.482368,-0.875968,0.875968,-0.482368,69.032017,90.406820,68.298813,89.303293,32.000000,45.000000,61.000000,73.000000,50.000000,5.000000,13,145,49.951290,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000359.png,a444fa13736b785b263318d5a67b00cd93c5114d3a0e54bd13aee284bca29be8,101,28,73,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000360,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,7.200000000,GM_RM017|000360|gm_rm017_00075,1,usable:1,917.747000,877.469000,158.800000,78.669000,177.000000,917.747000,880.037000,158.800000,75.400000,177.000000,0.000000,0.000000,1.750000,"835.943,1055.813;1110.804,912.507;999.551,699.125;724.690,842.431","836.306,1055.922;1108.736,913.073;999.188,704.152;726.758,847.001",720,695,1116,1061,-0.462315,-0.886716,0.886716,-0.462315,68.755230,88.564510,67.400189,87.888564,32.000000,45.000000,61.000000,73.000000,46.000000,5.000000,11,139,45.853205,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000360.png,211bb7e62c6b7cb69a752633bd7a9aa0aeb8e40b733aa7914d430d22050a7f93,40,14,26,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000361,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,7.220000000,GM_RM017|000361|gm17supp_000173_000361_det1,1,usable:1,925.484000,882.000000,166.226000,73.800000,177.000000,925.484000,880.037000,164.044000,75.400000,177.000000,0.000000,0.000000,1.750000,"837.308,1059.502;1120.908,915.036;1013.660,704.498;730.060,848.964","838.190,1057.134;1119.943,914.235;1012.778,702.940;731.025,845.839",726,698,1126,1065,-0.453900,-0.891052,0.891052,-0.453900,67.508780,90.936073,67.690749,90.262642,32.000000,45.000000,61.000000,73.000000,43.000000,4.000000,10,135,43.228444,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000361.png,a5f8f988a872e05f3b2cf01008c09f0957a59f84264833150ab15ffcd79fd003,26,10,16,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000362,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,7.240000000,GM_RM017|000362|gm_rm017_00078,1,usable:1,933.436000,882.062000,141.706000,75.400000,178.000000,933.436000,878.634000,164.044000,78.669000,177.000000,0.000000,0.000000,1.750000,"856.653,1043.494;1108.166,919.815;1010.219,720.630;758.706,844.309","842.917,1055.747;1128.749,916.259;1023.955,701.521;738.123,841.009",734,697,1134,1061,-0.441274,-0.897373,0.897373,-0.441274,63.418529,80.079152,68.269628,90.871835,32.000000,45.000000,61.000000,73.000000,44.000000,5.000000,13,139,43.722247,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000362.png,a1736ed4b8d3401425fd55a9a4f77f555999018c9fc8f66274323b4bdfc80683,27,10,17,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000363,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,7.260000000,GM_RM017|000363|gm17supp_000174_000363_det1,1,usable:1,939.425000,877.429000,164.044000,78.745000,177.000000,939.425000,878.634000,165.112000,78.745000,177.000000,0.000000,0.000000,1.750000,"846.381,1052.360;1133.708,916.311;1032.469,702.498;745.142,838.547","845.972,1054.456;1134.737,917.362;1032.878,702.812;744.113,839.906",740,698,1140,1060,-0.427948,-0.903803,0.903803,-0.427948,67.591344,90.831166,67.857611,91.330199,32.000000,45.000000,61.000000,73.000000,44.000000,5.000000,12,152,44.338602,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000363.png,793c0e84505708548820e9fe003eb117cacefbee13f32a840a9e09568dc84ac6,31,14,17,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV004-000364,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,364,7.280000000,GM_RM017|000364|gm17supp_000175_000364_det1,1,usable:1,948.521000,878.634000,181.081000,80.584000,177.000000,948.521000,878.160000,165.112000,78.973000,177.000000,0.000000,0.000000,1.750000,"841.939,1062.825;1157.382,919.414;1055.103,694.443;739.660,837.854","851.508,1050.831;1142.378,918.730;1045.534,705.489;754.664,837.590",735,690,1163,1068,-0.413870,-0.910336,0.910336,-0.413870,70.608692,99.003639,66.914756,91.274823,32.000000,45.000000,61.000000,73.000000,43.000000,5.000000,5,136,42.751672,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000364.png,1d77ab504a097c53084a5d56fb101a775bc01fd4d79f1e11451b4de30452d877,29,14,15,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
