temporal_event_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_from,sar_frame_to,frame_gap,event_type,source_observation_ids,target_observation_ids,global_displacement_px,raw_local_displacement_px,smoothed_local_displacement_px,relative_intensity_change,shape_change,correspondence_cost,threshold_support_count,global_coordinate_supported,raw_gt_local_supported,smoothed_gt_local_supported,crop_or_gt_jitter_artifact,threshold_artifact,background_like,major_event,notes
S1L-EVT-0001906,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,unresolved_correspondence,S1L-OBS-0007575,S1L-OBS-0007641,5.182048,19.130072,12.385037,0.013595,0.619816,0.477912,2,true,true,true,false,false,false,true,
S1L-EVT-0001907,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,stable_persistence,S1L-OBS-0007577,S1L-OBS-0007645,4.105517,22.835041,16.129092,-0.048850,0.854990,0.539115,2,true,true,true,false,false,false,true,
S1L-EVT-0001908,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,unresolved_correspondence,S1L-OBS-0007588,S1L-OBS-0007648,16.444751,34.690083,29.477756,-0.000840,0.325422,0.570004,2,true,true,true,false,false,false,true,
S1L-EVT-0001909,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,unresolved_correspondence,S1L-OBS-0007591,S1L-OBS-0007649,15.955685,12.627797,9.780491,-0.001894,0.986908,0.492026,2,true,true,true,false,false,false,true,
S1L-EVT-0001910,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,global_motion_consistent,S1L-OBS-0007593,S1L-OBS-0007658,6.176574,16.876813,10.666845,-0.018946,0.246860,0.309791,2,true,true,true,false,false,false,true,
S1L-EVT-0001911,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,unresolved_correspondence,S1L-OBS-0007595,S1L-OBS-0007647,28.828744,42.811758,38.878992,-0.008204,1.149579,1.085992,2,true,true,true,false,false,false,true,
S1L-EVT-0001912,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,global_motion_consistent,S1L-OBS-0007600,S1L-OBS-0007667,7.708457,14.786208,9.388978,0.028160,0.346871,0.244044,2,true,true,true,false,false,false,true,
S1L-EVT-0001913,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,global_motion_consistent,S1L-OBS-0007604,S1L-OBS-0007672,6.426421,14.524730,8.591094,-0.124808,0.062520,0.179930,3,true,true,true,false,false,false,true,
S1L-EVT-0001914,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,global_motion_consistent,S1L-OBS-0007605,S1L-OBS-0007671,7.105705,12.963524,7.691585,0.005608,0.081942,0.154309,3,true,true,true,false,false,false,true,
S1L-EVT-0001915,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,stable_persistence,S1L-OBS-0007607,S1L-OBS-0007675,5.888860,14.271888,8.683195,0.013114,0.004175,0.126903,3,true,true,true,false,false,false,true,
S1L-EVT-0001916,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,stable_persistence,S1L-OBS-0007608,S1L-OBS-0007677,5.810100,14.312667,8.796399,0.059010,0.219859,0.236138,3,true,true,true,false,false,false,true,
S1L-EVT-0001917,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,global_motion_consistent,S1L-OBS-0007612,S1L-OBS-0007685,6.342802,10.850265,6.192181,-0.056112,0.130053,0.313183,3,true,true,true,false,false,false,true,
S1L-EVT-0001918,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,stable_persistence,S1L-OBS-0007613,S1L-OBS-0007686,4.987872,13.617085,8.757021,0.158674,0.067441,0.201834,3,true,true,true,false,false,false,true,
S1L-EVT-0001919,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,death,S1L-OBS-0007571,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001920,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,death,S1L-OBS-0007606,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001921,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,357,358,1,dominant_component_switch,S1L-OBS-0007571,S1L-OBS-0007686,206.065988,207.061470,205.399307,-0.128978,1.724318,3.560154,3,true,true,true,false,false,false,true,
S1L-EVT-0001922,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,unresolved_correspondence,S1L-OBS-0007622,S1L-OBS-0007727,77.649173,73.978019,78.718216,0.012539,0.047628,1.415932,2,true,true,true,false,false,false,true,
S1L-EVT-0001923,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,stable_persistence,S1L-OBS-0007627,S1L-OBS-0007697,25.642579,22.120791,29.306199,0.079082,0.405465,0.635041,2,true,true,true,false,false,false,true,
S1L-EVT-0001924,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,global_motion_consistent,S1L-OBS-0007641,S1L-OBS-0007718,6.820604,9.938910,3.848575,-0.036394,0.498630,0.371699,2,true,false,false,true,false,false,false,
S1L-EVT-0001925,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,unresolved_correspondence,S1L-OBS-0007645,S1L-OBS-0007719,12.859539,17.320195,10.723475,0.024064,0.954363,0.606174,2,true,true,true,false,false,false,true,
S1L-EVT-0001926,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,stable_persistence,S1L-OBS-0007647,S1L-OBS-0007725,22.693411,18.492472,25.678906,0.002465,0.310720,0.568249,2,true,true,true,false,false,false,true,
S1L-EVT-0001927,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,stable_persistence,S1L-OBS-0007648,S1L-OBS-0007714,24.841794,29.107118,22.780725,0.065820,0.080043,0.609654,2,true,true,true,false,false,false,true,
S1L-EVT-0001928,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,unresolved_correspondence,S1L-OBS-0007649,S1L-OBS-0007740,43.424974,42.131168,42.479397,-0.004302,0.693147,0.904752,2,true,true,true,false,false,false,true,
S1L-EVT-0001929,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,unresolved_correspondence,S1L-OBS-0007658,S1L-OBS-0007724,14.652557,18.966479,12.689596,-0.018833,1.304949,0.710362,3,true,true,true,false,false,false,true,
S1L-EVT-0001930,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,unresolved_correspondence,S1L-OBS-0007667,S1L-OBS-0007737,38.924480,36.664204,42.089240,-0.016298,0.075986,0.639029,2,true,true,true,false,false,false,true,
S1L-EVT-0001931,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,global_motion_consistent,S1L-OBS-0007671,S1L-OBS-0007756,4.354102,7.750325,1.585269,0.032290,0.260930,0.150910,3,true,true,true,false,false,false,true,
S1L-EVT-0001932,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,stable_persistence,S1L-OBS-0007672,S1L-OBS-0007758,14.509403,16.657269,11.910653,-0.182090,1.884133,0.972716,3,true,true,true,false,false,false,true,
S1L-EVT-0001933,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,global_motion_consistent,S1L-OBS-0007675,S1L-OBS-0007761,5.048993,8.403005,2.175122,-0.021079,0.053719,0.066180,3,true,false,false,true,false,false,false,
S1L-EVT-0001934,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,global_motion_consistent,S1L-OBS-0007677,S1L-OBS-0007763,2.590543,6.342892,0.805804,-0.058700,0.552565,0.229093,3,true,true,true,false,false,false,true,
S1L-EVT-0001935,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,global_motion_consistent,S1L-OBS-0007685,S1L-OBS-0007785,6.124189,9.034901,3.662148,0.009931,0.277211,0.198203,3,true,false,false,true,false,false,false,
S1L-EVT-0001936,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,global_motion_consistent,S1L-OBS-0007686,S1L-OBS-0007786,4.884705,7.499968,2.482725,-0.063276,0.693147,0.307617,3,true,true,true,false,false,false,true,
S1L-EVT-0001937,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,birth,,S1L-OBS-0007713,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001938,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,birth,,S1L-OBS-0007728,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001939,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,birth,,S1L-OBS-0007732,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001940,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,birth,,S1L-OBS-0007749,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001941,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,birth,,S1L-OBS-0007770,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001942,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,birth,,S1L-OBS-0007777,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001943,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,358,359,1,dominant_component_switch,S1L-OBS-0007686,S1L-OBS-0007713,203.511940,206.425905,203.593532,0.112361,2.020683,3.652874,3,true,true,true,false,false,false,true,
S1L-EVT-0001944,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,global_motion_consistent,S1L-OBS-0007713,S1L-OBS-0007797,6.625094,8.311426,3.516866,0.070597,0.774151,0.348832,3,true,true,true,false,false,false,true,
S1L-EVT-0001945,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,stable_persistence,S1L-OBS-0007725,S1L-OBS-0007810,17.803561,31.162582,27.213924,0.013677,0.017094,0.394898,2,true,true,true,false,false,false,true,
S1L-EVT-0001946,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,unresolved_correspondence,S1L-OBS-0007728,S1L-OBS-0007820,105.406286,115.296772,110.097203,-0.050907,0.251314,1.797189,2,true,true,true,false,false,false,true,
S1L-EVT-0001947,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,unresolved_correspondence,S1L-OBS-0007737,S1L-OBS-0007811,59.641292,48.275474,52.872984,0.006129,0.191055,0.874948,2,true,true,true,false,false,false,true,
S1L-EVT-0001948,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,global_motion_consistent,S1L-OBS-0007756,S1L-OBS-0007818,7.069889,6.235324,2.043412,-0.039021,0.381823,0.234184,3,true,true,true,false,false,false,true,
S1L-EVT-0001949,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,stable_persistence,S1L-OBS-0007758,S1L-OBS-0007821,21.616761,15.256237,14.016610,0.194429,0.294239,0.413740,3,true,true,true,false,false,false,true,
S1L-EVT-0001950,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,unresolved_correspondence,S1L-OBS-0007761,S1L-OBS-0007822,18.569242,8.530629,10.076004,-0.029833,1.616082,0.807689,3,true,true,true,false,false,false,true,
S1L-EVT-0001951,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,global_motion_consistent,S1L-OBS-0007763,S1L-OBS-0007823,7.401758,5.415493,1.154191,0.035288,0.962137,0.456786,3,true,true,true,false,false,false,true,
S1L-EVT-0001952,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,global_motion_consistent,S1L-OBS-0007785,S1L-OBS-0007826,6.571244,3.285610,2.773115,-0.089647,0.379490,0.315648,2,true,true,true,false,false,false,true,
S1L-EVT-0001953,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,global_motion_consistent,S1L-OBS-0007786,S1L-OBS-0007827,5.376567,6.492488,2.320122,-0.026192,0.995428,0.416894,3,true,true,true,false,false,false,true,
S1L-EVT-0001954,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,merge,S1L-OBS-0007761;S1L-OBS-0007763,S1L-OBS-0007822,18.569242,8.530629,10.076004,-0.029833,1.616082,0.743255,3,true,true,true,false,false,false,true,
S1L-EVT-0001955,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007697,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001956,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007714,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001957,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007718,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001958,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007719,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001959,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007724,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001960,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007727,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001961,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007732,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001962,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007740,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001963,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007749,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001964,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007770,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001965,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,359,360,1,death,S1L-OBS-0007777,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001966,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0007810,S1L-OBS-0007839,8.322441,2.373449,2.145430,0.065135,0.992390,0.427922,2,true,true,true,false,false,false,true,
S1L-EVT-0001967,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,unresolved_correspondence,S1L-OBS-0007811,S1L-OBS-0007829,78.961316,88.764576,86.149941,0.139234,0.427444,1.482084,2,true,true,true,false,false,false,true,
S1L-EVT-0001968,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0007818,S1L-OBS-0007844,6.929815,3.983585,0.682619,-0.027348,0.293932,0.146344,3,true,true,true,false,false,false,true,
S1L-EVT-0001969,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0007821,S1L-OBS-0007845,6.437264,3.455038,1.768328,-0.022327,0.179693,0.115340,3,true,true,true,false,false,false,true,
S1L-EVT-0001970,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0007822,S1L-OBS-0007847,6.324492,3.428415,1.842799,0.043497,0.295117,0.303104,3,true,true,true,false,false,false,true,
S1L-EVT-0001971,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0007823,S1L-OBS-0007848,2.093471,6.912246,5.282541,-0.098473,0.094187,0.266092,3,true,true,true,false,false,false,true,
S1L-EVT-0001972,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0007826,S1L-OBS-0007852,5.163548,5.400643,1.373073,0.048706,0.740400,0.449064,2,true,true,true,false,false,false,true,
S1L-EVT-0001973,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,split,S1L-OBS-0007797,S1L-OBS-0007829;S1L-OBS-0007845,113.281384,106.209831,104.406226,-0.265774,0.980829,1.864098,3,true,true,true,false,false,false,true,
S1L-EVT-0001974,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,death,S1L-OBS-0007797,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001975,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,death,S1L-OBS-0007820,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001976,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,death,S1L-OBS-0007827,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001977,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,360,361,1,dominant_component_switch,S1L-OBS-0007797,S1L-OBS-0007845,120.157489,115.581165,120.324322,-0.221998,0.230987,1.864098,3,true,true,true,false,false,false,true,
S1L-EVT-0001978,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,global_motion_consistent,S1L-OBS-0007839,S1L-OBS-0007864,5.862268,3.006236,3.243840,0.053156,0.000000,0.058236,2,true,true,true,false,false,false,true,
S1L-EVT-0001979,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,global_motion_consistent,S1L-OBS-0007844,S1L-OBS-0007870,9.664215,2.059721,2.376042,0.064146,0.182844,0.143491,3,true,true,true,false,false,false,true,
S1L-EVT-0001980,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,global_motion_consistent,S1L-OBS-0007845,S1L-OBS-0007872,6.675472,1.463908,2.789704,0.044734,0.083067,0.084813,3,true,true,true,false,false,false,true,
S1L-EVT-0001981,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,unresolved_correspondence,S1L-OBS-0007847,S1L-OBS-0007873,3.166090,4.463095,4.800099,-0.077588,0.495788,0.456024,3,true,true,true,false,false,false,true,
S1L-EVT-0001982,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,global_motion_consistent,S1L-OBS-0007848,S1L-OBS-0007874,5.424053,2.164085,2.600712,-0.013329,0.184571,0.157424,3,true,true,true,false,false,false,true,
S1L-EVT-0001983,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,merge,S1L-OBS-0007845;S1L-OBS-0007847;S1L-OBS-0007848,S1L-OBS-0007873,30.125712,22.554943,22.770104,-0.082629,0.143707,0.430049,3,true,true,true,false,false,false,true,
S1L-EVT-0001984,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,death,S1L-OBS-0007829,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001985,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,361,362,1,death,S1L-OBS-0007852,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001986,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,global_motion_consistent,S1L-OBS-0007864,S1L-OBS-0007897,5.642193,4.384404,1.032734,-0.050249,0.022990,0.049569,2,true,true,true,false,false,false,true,
S1L-EVT-0001987,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,global_motion_consistent,S1L-OBS-0007870,S1L-OBS-0007902,6.571119,2.377103,2.274404,0.007545,0.152284,0.106566,3,true,true,true,false,false,false,true,
S1L-EVT-0001988,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,stable_persistence,S1L-OBS-0007872,S1L-OBS-0007905,18.490693,13.978042,12.818253,-0.085744,0.766478,0.521767,3,true,true,true,false,false,false,true,
S1L-EVT-0001989,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,unresolved_correspondence,S1L-OBS-0007873,S1L-OBS-0007906,36.908512,31.564980,31.221821,-0.023488,0.174717,0.514044,3,true,true,true,false,false,false,true,
S1L-EVT-0001990,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,unresolved_correspondence,S1L-OBS-0007874,S1L-OBS-0007907,30.951732,25.437825,25.290427,0.198134,1.596015,1.256511,2,true,true,true,false,false,false,true,
S1L-EVT-0001991,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,split,S1L-OBS-0007873,S1L-OBS-0007905;S1L-OBS-0007906,4.976353,11.573054,10.643227,0.041619,0.993252,0.508544,3,true,true,true,false,false,false,true,
S1L-EVT-0001992,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,merge,S1L-OBS-0007872;S1L-OBS-0007873,S1L-OBS-0007905,18.490693,13.978042,12.818253,-0.085744,0.766478,0.508544,3,true,true,true,false,false,false,true,
S1L-EVT-0001993,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,birth,,S1L-OBS-0007882,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001994,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,birth,,S1L-OBS-0007886,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001995,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,birth,,S1L-OBS-0007889,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001996,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,birth,,S1L-OBS-0007890,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001997,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,birth,,S1L-OBS-0007892,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001998,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,birth,,S1L-OBS-0007895,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001999,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,birth,,S1L-OBS-0007911,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0002000,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,362,363,1,dominant_component_switch,S1L-OBS-0007872,S1L-OBS-0007882,202.009482,194.301602,198.186620,0.062197,1.605081,3.336657,3,true,true,true,false,false,false,true,
S1L-EVT-0002001,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,364,1,global_motion_consistent,S1L-OBS-0007882,S1L-OBS-0007914,8.601601,4.018678,3.164660,-0.017248,0.409841,0.181087,3,true,true,true,false,false,false,true,
S1L-EVT-0002002,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,364,1,global_motion_consistent,S1L-OBS-0007886,S1L-OBS-0007917,7.583735,2.936201,3.362494,0.040006,0.031010,0.066467,3,true,true,true,false,false,false,true,
S1L-EVT-0002003,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,364,1,unresolved_correspondence,S1L-OBS-0007889,S1L-OBS-0007929,125.177303,127.363875,128.952493,0.136583,0.381368,2.022657,2,true,true,true,false,false,false,true,
S1L-EVT-0002004,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,364,1,global_motion_consistent,S1L-OBS-0007892,S1L-OBS-0007920,6.945461,3.809811,3.422156,-0.147477,0.167054,0.134308,2,true,true,true,false,false,false,true,
S1L-EVT-0002005,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,364,1,unresolved_correspondence,S1L-OBS-0007895,S1L-OBS-0007936,122.998616,116.847483,118.264739,0.183406,0.200671,1.948380,2,true,true,true,false,false,false,true,
S1L-EVT-0002006,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,364,1,global_motion_consistent,S1L-OBS-0007897,S1L-OBS-0007922,10.590663,3.284557,1.665411,-0.068966,0.276253,0.193570,2,true,true,true,false,false,false,true,
S1L-EVT-0002007,GM_RM017,GM_RM017:PV004,heldout_validation,A,S0MV-GM_RM017-PV004-SEG01,363,364,1,global_motion_consistent,S1L-OBS-0007902,S1L-OBS-0007925,8.131770,1.773814,0.533402,-0.016625,0.074453,0.068338,3,true,true,true,false,false,false,true,
