structure_relation_id,scene,canonical_vehicle_id,segment_id,sar_frame_index,source_observation_id,target_observation_id,relation_types,global_dx_px,global_dy_px,global_distance_px,radial_delta_px,tangential_delta_px,orientation_difference_deg,collinearity_residual_px,parallel_score,near_far_order,shared_background_connection,notes
S1L-REL-0003961,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,393,S1L-OBS-0008739,S1L-OBS-0008740,spatial_neighbor;same_radial_band;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,-35.898405,21.630727,41.911619,-20.701546,-36.442145,14.928727,31.184816,0.834125,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003962,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,393,S1L-OBS-0008740,S1L-OBS-0008741,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,91.810219,5.249147,91.960154,-7.605546,91.645106,15.248321,3.158677,0.830574,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003963,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,393,S1L-OBS-0008740,S1L-OBS-0008743,spatial_neighbor;same_radial_band;parallel;near_far_correspondence;possible_shared_extended_response,77.254219,26.708579,81.740825,-28.684030,76.542726,1.076408,17.881466,0.988040,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003964,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,393,S1L-OBS-0008741,S1L-OBS-0008743,spatial_neighbor;parallel;near_far_correspondence,-14.556000,21.459432,25.930375,-21.078484,-15.102380,14.171913,57.040823,0.842534,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003965,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,394,S1L-OBS-0008751,S1L-OBS-0008756,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-116.538368,91.558665,148.203173,-88.959525,-118.534312,23.852928,36.992453,0.734967,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003966,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,394,S1L-OBS-0008754,S1L-OBS-0008756,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,-6.280157,78.806828,79.056666,-78.648702,-8.021103,10.001430,84.281112,0.888873,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003967,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,394,S1L-OBS-0008756,S1L-OBS-0008760,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,78.487941,27.997719,83.332042,-29.726305,77.849701,20.964131,0.169534,0.767065,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003968,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG01,394,S1L-OBS-0008756,S1L-OBS-0008761,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,126.320655,41.143644,132.852201,-43.926636,125.380054,20.608806,1.405378,0.771013,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003969,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008768,S1L-OBS-0008772,spatial_neighbor;near_far_correspondence,-41.829770,34.808439,54.418352,-49.557866,-22.480547,31.400671,51.069626,0.651104,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003970,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008768,S1L-OBS-0008775,spatial_neighbor;near_far_correspondence,3.472094,29.813215,30.014717,-25.320525,16.116893,27.898166,44.154745,0.690020,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003971,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008768,S1L-OBS-0008782,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,-43.644483,61.549859,75.453469,-74.417453,-12.460685,0.347935,65.964127,0.996134,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003972,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008768,S1L-OBS-0008798,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-24.163068,171.869381,173.559609,-165.221746,53.148025,0.364023,86.334467,0.995955,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003973,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008772,S1L-OBS-0008775,spatial_neighbor;parallel;near_far_correspondence,45.301864,-4.995224,45.576432,24.237341,38.597440,3.502505,45.494740,0.961083,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003974,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008772,S1L-OBS-0008778,spatial_neighbor;collinear;near_far_correspondence,-44.306953,4.966073,44.584391,-23.777548,-37.714668,42.092745,7.007396,0.532303,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003975,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008772,S1L-OBS-0008782,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-1.814713,26.741420,26.802924,-24.859587,10.019862,31.052736,51.177298,0.654970,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003976,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008772,S1L-OBS-0008786,spatial_neighbor;near_far_correspondence,-75.817107,24.299634,79.615990,-54.910136,-57.650524,20.709235,60.475755,0.769897,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003977,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008772,S1L-OBS-0008787,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,38.234400,25.432532,45.920399,-6.229167,45.495939,29.059569,9.074107,0.677116,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003978,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008772,S1L-OBS-0008788,spatial_neighbor;collinear;near_far_correspondence,37.974443,34.329506,51.191535,-14.350226,49.139030,32.615471,0.590840,0.637606,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003979,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008772,S1L-OBS-0008798,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,17.666702,137.060942,138.194841,-115.663880,75.628572,31.036648,39.950333,0.655148,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003980,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008773,S1L-OBS-0008782,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-109.526062,35.095703,115.011593,-79.316679,-83.285839,6.780608,29.419336,0.924660,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003981,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008773,S1L-OBS-0008798,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,-90.044647,145.415225,171.036914,-170.120972,-17.677129,6.764520,69.901480,0.924839,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003982,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008773,S1L-OBS-0008800,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,19.557172,147.798775,149.087092,-124.504717,82.009367,22.680408,64.029443,0.747995,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003983,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008775,S1L-OBS-0008782,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-47.116577,31.736644,56.808330,-49.096928,-28.577578,27.550231,45.615495,0.693886,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003984,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008775,S1L-OBS-0008787,spatial_neighbor;same_azimuth_band;near_far_correspondence,-7.067464,30.427756,31.237756,-30.466508,6.898499,25.557064,63.873823,0.716033,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003985,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008775,S1L-OBS-0008798,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-27.635162,142.056166,144.719233,-139.901221,37.031132,27.534143,61.806220,0.694065,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003986,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008778,S1L-OBS-0008782,spatial_neighbor;same_radial_band;parallel;near_far_correspondence;possible_shared_extended_response,42.492240,21.775347,47.746793,-1.082039,47.734530,11.040009,15.480891,0.877333,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003987,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008778,S1L-OBS-0008786,spatial_neighbor;near_far_correspondence,-31.510154,19.333561,36.968586,-31.132588,-19.935856,62.801980,32.144049,0.302200,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003988,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008778,S1L-OBS-0008798,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,61.973655,132.094869,145.910206,-91.886332,113.343240,11.056097,53.197619,0.877154,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003989,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008782,S1L-OBS-0008786,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,-74.002394,-2.441786,74.042668,-30.050549,-67.670386,51.761971,9.762344,0.424867,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003990,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008782,S1L-OBS-0008787,spatial_neighbor;parallel;collinear;near_far_correspondence;possible_shared_extended_response,40.049113,-1.308888,40.070496,18.630420,35.476077,1.993167,13.524071,0.977854,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003991,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008782,S1L-OBS-0008788,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,39.789156,7.588086,40.506246,10.509361,39.119168,63.668207,0.855112,0.292575,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003992,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008782,S1L-OBS-0008797,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-6.152711,78.793364,79.033221,-73.599653,28.798285,57.820887,24.991897,0.357546,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003993,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008782,S1L-OBS-0008798,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,19.481415,110.319522,112.026436,-90.804293,65.608710,0.016088,68.317060,0.999821,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003994,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008782,S1L-OBS-0008799,spatial_neighbor;same_radial_band;near_far_correspondence;possible_shared_extended_response,145.092375,88.673675,170.043577,-16.583866,169.232956,65.794010,19.779131,0.268955,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003995,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008782,S1L-OBS-0008800,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,129.083234,112.703072,171.360625,-45.188038,165.295206,15.899800,29.472145,0.823336,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003996,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008786,S1L-OBS-0008798,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,93.483809,112.761308,146.472984,-60.753744,133.279096,51.745883,13.074305,0.425046,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003997,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008787,S1L-OBS-0008788,spatial_neighbor;same_azimuth_band;near_far_correspondence,-0.259957,8.896974,8.900771,-8.121059,3.643091,61.675040,16.353226,0.314722,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003998,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008787,S1L-OBS-0008798,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-20.567698,111.628410,113.507410,-109.434713,30.132633,1.977079,86.794385,0.978032,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0003999,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008787,S1L-OBS-0008800,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,89.034121,114.011960,144.657533,-63.818458,129.819129,17.892967,38.367683,0.801189,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004000,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008788,S1L-OBS-0008798,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-20.307741,102.731436,104.719398,-101.313654,26.489542,63.652119,25.861551,0.292754,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004001,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008788,S1L-OBS-0008800,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,89.294078,105.114986,137.922415,-55.697399,126.176038,79.568007,25.667951,0.115911,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004002,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008794,S1L-OBS-0008798,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-195.777936,89.431603,215.237106,-165.808343,-137.239228,73.239576,36.219259,0.186227,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004003,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008794,S1L-OBS-0008800,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-86.176117,91.815153,125.921982,-120.192088,-37.552732,89.155464,42.567003,0.009384,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004004,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008794,S1L-OBS-0008805,spatial_neighbor;near_far_correspondence,-49.899641,145.675477,153.984800,-152.861079,18.569048,49.767731,24.000514,0.447025,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004005,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008797,S1L-OBS-0008798,spatial_neighbor;same_radial_band;near_far_correspondence;possible_shared_extended_response,25.634126,31.526158,40.632586,-17.204640,36.810425,57.804799,18.587866,0.357724,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004006,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008797,S1L-OBS-0008800,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,135.235945,33.909708,139.422484,28.411615,136.496921,73.720687,18.324007,0.180881,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004007,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008798,S1L-OBS-0008799,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,125.610960,-21.645847,127.462371,74.220427,103.624246,65.777922,21.445719,0.269134,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004008,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008798,S1L-OBS-0008800,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,109.601819,2.383550,109.627734,45.616255,99.686496,15.915888,5.493443,0.823157,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004009,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008798,S1L-OBS-0008805,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,145.878295,56.243874,156.345292,12.947264,155.808276,23.471845,9.416035,0.739202,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004010,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008799,S1L-OBS-0008800,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-16.009141,24.029397,28.873942,-28.604172,-3.937750,81.693810,46.226600,0.092291,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004011,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008799,S1L-OBS-0008805,spatial_neighbor;collinear;near_far_correspondence,20.267335,77.889721,80.483374,-61.273163,52.184030,42.306077,2.031447,0.529932,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004012,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG02,429,S1L-OBS-0008800,S1L-OBS-0008805,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,36.276476,53.860324,64.937795,-32.668991,56.121780,39.387733,20.898476,0.562359,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004013,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008817,S1L-OBS-0008928,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,18.490240,178.023057,178.980719,-143.643275,106.774095,43.130251,67.633147,0.520775,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004014,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008826,S1L-OBS-0008828,spatial_neighbor;same_radial_band;parallel;collinear;near_far_correspondence,17.324164,9.954543,19.980480,0.283459,19.978470,7.482982,1.514867,0.916856,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004015,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008826,S1L-OBS-0008928,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-26.268889,155.016907,157.226893,-146.708228,56.541949,6.050347,78.733852,0.932774,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004016,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008828,S1L-OBS-0008928,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,-43.593053,145.062364,151.470934,-146.991687,36.563479,13.533329,78.359177,0.849630,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004017,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008833,S1L-OBS-0008928,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,22.392722,137.207514,139.022789,-106.553948,89.294973,75.246674,38.856142,0.163926,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004018,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008858,S1L-OBS-0008866,spatial_neighbor;near_far_correspondence,-22.821550,8.862457,24.481958,-19.270398,-15.100267,23.834928,41.816211,0.735167,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004019,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008858,S1L-OBS-0008876,spatial_neighbor;same_radial_band;near_far_correspondence,26.901805,14.226964,30.432115,1.498648,30.395191,40.860229,16.556063,0.545997,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004020,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008858,S1L-OBS-0008928,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-120.056394,108.388100,161.745225,-154.487297,-47.908173,29.594421,56.909710,0.671173,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004021,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008866,S1L-OBS-0008874,spatial_neighbor;parallel;near_far_correspondence,-26.069919,5.271662,26.597577,-17.840851,-19.726507,0.128889,32.024936,0.998568,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004022,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008866,S1L-OBS-0008928,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,-97.234844,99.525643,139.140104,-135.216899,-32.807906,5.759493,60.500714,0.936006,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004023,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008874,S1L-OBS-0008920,spatial_neighbor;near_far_correspondence,9.697135,35.786182,37.076748,-25.822470,26.606113,50.584721,54.116352,0.437948,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004024,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008874,S1L-OBS-0008928,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,-71.164925,94.253981,118.102750,-117.376048,-13.081399,5.888382,67.779642,0.934574,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004025,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008876,S1L-OBS-0008925,spatial_neighbor;collinear;near_far_correspondence,6.454620,38.657375,39.192535,-29.946594,25.283519,52.519005,4.767553,0.416455,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004026,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008876,S1L-OBS-0008928,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-146.958199,94.161136,174.536620,-155.985945,-78.303364,70.454650,47.482748,0.217171,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004027,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008880,S1L-OBS-0008913,spatial_neighbor;same_radial_band;near_far_correspondence,22.967902,17.697032,28.994990,-3.493377,28.783775,38.743131,38.353561,0.569521,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004028,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008880,S1L-OBS-0008927,spatial_neighbor;parallel;near_far_correspondence,-41.448264,30.113593,51.232676,-47.052498,-20.269424,14.530403,35.260801,0.838551,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004029,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008880,S1L-OBS-0008928,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-5.762365,80.421610,80.627788,-72.095954,36.097280,15.572571,79.264676,0.826971,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004030,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008887,S1L-OBS-0008928,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,95.217984,80.047783,124.394984,-20.227672,122.739372,29.918248,4.698853,0.667575,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004031,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008913,S1L-OBS-0008928,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-28.730267,62.724578,68.991311,-68.602577,7.313505,54.315702,25.908372,0.396492,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004032,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008920,S1L-OBS-0008928,spatial_neighbor;same_azimuth_band;collinear;near_far_correspondence;possible_shared_extended_response,-80.862060,58.467799,99.785551,-91.553578,-39.687512,44.696339,6.006372,0.503374,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004033,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008925,S1L-OBS-0008928,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-153.412819,55.503761,163.144600,-126.039351,-103.586883,17.935645,34.723469,0.800715,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004034,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008927,S1L-OBS-0008928,spatial_neighbor;same_radial_band;parallel;near_far_correspondence;possible_shared_extended_response,35.685899,50.308017,61.679656,-25.043456,56.366704,1.042168,39.816413,0.988420,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004035,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008928,S1L-OBS-0008959,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,89.495715,1.480020,89.507952,44.411669,77.712786,31.054314,13.886241,0.654952,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004036,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,438,S1L-OBS-0008928,S1L-OBS-0008983,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,115.597210,51.110825,126.392371,15.058054,125.492176,48.606302,9.018744,0.459930,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004037,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,446,S1L-OBS-0009007,S1L-OBS-0009010,spatial_neighbor;parallel;near_far_correspondence,-18.698996,59.879998,62.731703,-59.871011,18.727751,4.564615,87.392634,0.949282,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004038,GM_RM017,GM_RM017:PV004,S0MV-GM_RM017-PV004-SEG03,446,S1L-OBS-0009013,S1L-OBS-0009018,spatial_neighbor;same_radial_band;parallel;collinear;near_far_correspondence,17.847159,7.785666,19.471458,3.763092,19.104366,5.938812,11.799847,0.934013,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0004039,GM_RM019,GM_RM019:PV001,S0MV-GM_RM019-PV001-SEG01,0,S1L-OBS-0009034,S1L-OBS-0009036,spatial_neighbor;parallel;collinear;near_far_correspondence;possible_shared_extended_response,82.279686,2.044155,82.305075,12.283466,81.383302,13.776101,4.300020,0.846932,source_nearer,false,geometric relation; no graph neural network or identity claim
