case_id,scene,canonical_vehicle_id,optical_frame,sar_frame,event_stage,coordinate_scheme,u_direction_status,u_axis_deg,v_near_unit_x,v_near_unit_y,near_sign_dot_to_origin,reference_center_x_px,reference_center_y_px,reference_long_axis_px,reference_short_axis_px,radius_px,fan_theta_deg,fan_tangent_deg,u_vs_fan_tangent_axial_difference_deg,u_vs_radial_axial_difference_deg,perframe_to_stable_center_delta_px,perframe_to_stable_axis_delta_deg,boundary_state,optical_pose,optical_head_tail_status,local_background_type,control_type,control_displacement_px,control_displacement_short_axes,raw_near_minus_far_mean,sigma4_near_minus_far_mean,sigma10_near_minus_far_mean,sigma20_near_minus_far_mean,profile_peak_v_px,profile_peak_v_over_halfwidth,observation_raw_gray,observation_multiscale,physical_interpretation_status,this_control_eliminates_or_weakens,this_control_does_not_eliminate,gt_usage_boundary
C05B,GM_RM017,GM_RM017:PV002,153,319,pre-bracket / left clipped,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.328,0.040612,0.999175,0.900007,930.388,913.015,155.639,71.984,473.687,-28.169,-28.169,25.841,64.159,108.938,1.328,valid fan interior,side-dominant; left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; far-side arc/line competitive,CROSSFRAME_FAR_BACKGROUND_PROXY_1P5W,107.977,1.500,-1.128105,0.112444,0.092901,0.078921,51.500,1.431,fixed vehicle-relative far-side background proxy changes across frames and does not retain the target's +v boundary placement,raw gray used; exact world-background registration is not claimed,BACKGROUND_PROXY_NOT_SIDE_LOCKED,a generic fixed-offset background strip as the full explanation,road/curb continuity and vehicle-ground mixing without exact world registration,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1121.263,901.524,155.548,71.937,430.323,-4.363,-4.363,2.084,87.916,107.568,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,CROSSFRAME_FAR_BACKGROUND_PROXY_1P5W,107.905,1.500,-3.477859,-0.144407,-0.365152,-0.791569,82.500,2.294,fixed vehicle-relative far-side background proxy changes across frames and does not retain the target's +v boundary placement,raw gray used; exact world-background registration is not claimed,BACKGROUND_PROXY_NOT_SIDE_LOCKED,a generic fixed-offset background strip as the full explanation,road/curb continuity and vehicle-ground mixing without exact world registration,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05B,GM_RM017,GM_RM017:PV002,167,348,inside / near recorded minimum,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.996645,1172.090,901.723,155.548,71.647,429.259,2.415,2.415,4.694,85.306,109.621,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,CROSSFRAME_FAR_BACKGROUND_PROXY_1P5W,107.470,1.500,-2.786713,-0.102356,-0.303271,-0.722108,-60.500,-1.689,fixed vehicle-relative far-side background proxy changes across frames and does not retain the target's +v boundary placement,raw gray used; exact world-background registration is not claimed,BACKGROUND_PROXY_NOT_SIDE_LOCKED,a generic fixed-offset background strip as the full explanation,road/curb continuity and vehicle-ground mixing without exact world registration,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05B,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1280.374,905.750,155.122,72.032,443.247,16.565,16.565,18.790,71.210,107.256,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,CROSSFRAME_FAR_BACKGROUND_PROXY_1P5W,108.048,1.500,-1.859688,-0.075688,-0.260252,-0.468992,77.500,2.152,fixed vehicle-relative far-side background proxy changes across frames and does not retain the target's +v boundary placement,raw gray used; exact world-background registration is not claimed,BACKGROUND_PROXY_NOT_SIDE_LOCKED,a generic fixed-offset background strip as the full explanation,road/curb continuity and vehicle-ground mixing without exact world registration,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05B,GM_RM017,GM_RM017:PV002,181,378,post-bracket / right clipped,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.431,0.042421,0.999100,0.823870,1414.572,915.127,155.639,73.104,490.424,32.095,32.095,34.526,55.474,112.717,0.569,near valid-fan edge in local context,side-dominant; right image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan edge enters lower-right context,CROSSFRAME_FAR_BACKGROUND_PROXY_1P5W,109.656,1.500,-0.960804,-0.063911,-0.187265,-0.319748,-65.500,-1.792,fixed vehicle-relative far-side background proxy changes across frames and does not retain the target's +v boundary placement,raw gray used; exact world-background registration is not claimed,BACKGROUND_PROXY_NOT_SIDE_LOCKED,a generic fixed-offset background strip as the full explanation,road/curb continuity and vehicle-ground mixing without exact world registration,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV004,178,370,shared or holdout window,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.298,0.040105,0.999195,0.951586,987.604,878.349,162.681,76.002,481.890,-20.200,-20.200,17.902,72.098,4.448,0.702,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,7.732853,0.312857,1.788674,4.591631,26.500,0.697,held-out adjacent frame retains a near-side vehicle-scale band in raw gray,not required for ownership; raw gray is primary in this recheck,VEHICLE_GROUND_MIXED_PLAUSIBLE,dependence on the five originally selected PV002 sequence frames,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV004,178,370,shared or holdout window,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.298,0.040105,0.999195,0.951586,961.361,807.022,162.681,76.002,557.892,-20.200,-20.200,17.902,72.098,76.215,0.702,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,FAR_RADIAL,76.002,1.000,-1.797474,0.120540,0.133510,-0.156309,97.500,2.566,matched far-side control for held-out frame,raw gray comparison only,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic band equally present one short-axis width on the far side when absent,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV003,178,370,shared or holdout window,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-3.500,0.061048,0.998135,0.998982,1147.802,942.460,165.997,75.121,388.190,-0.915,-0.915,2.585,87.415,3.463,0.500,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,16.288910,0.569449,3.121934,8.510951,29.500,0.785,held-out adjacent frame retains a near-side vehicle-scale band in raw gray,not required for ownership; raw gray is primary in this recheck,VEHICLE_GROUND_MIXED_PLAUSIBLE,dependence on the five originally selected PV002 sequence frames,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV003,178,370,shared or holdout window,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-3.500,0.061048,0.998135,0.998982,1146.603,867.348,165.997,75.121,463.311,-0.915,-0.915,2.585,87.415,76.702,0.500,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,FAR_RADIAL,75.121,1.000,-2.499004,-0.075321,-0.506524,-1.381060,102.500,2.729,matched far-side control for held-out frame,raw gray comparison only,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic band equally present one short-axis width on the far side when absent,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV002,178,370,shared or holdout window,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.236,0.039010,0.999239,0.886487,1306.243,1008.951,155.587,71.984,355.859,25.329,25.329,27.565,62.435,1.161,0.764,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,6.868813,0.227406,1.527803,4.217197,25.500,0.708,held-out adjacent frame retains a near-side vehicle-scale band in raw gray,not required for ownership; raw gray is primary in this recheck,VEHICLE_GROUND_MIXED_PLAUSIBLE,dependence on the five originally selected PV002 sequence frames,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV002,178,370,shared or holdout window,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.236,0.039010,0.999239,0.886487,1337.040,943.887,155.587,71.984,427.844,25.329,25.329,27.565,62.435,71.132,0.764,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,FAR_RADIAL,71.984,1.000,0.457100,-0.101039,-0.161304,-0.096473,89.500,2.487,matched far-side control for held-out frame,raw gray comparison only,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic band equally present one short-axis width on the far side when absent,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV004,178,371,shared or holdout window,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.281,0.039799,0.999208,0.955580,994.519,878.295,163.673,76.002,479.598,-19.422,-19.422,17.142,72.858,3.981,1.719,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,7.902985,0.262790,1.721603,4.629603,26.500,0.697,held-out adjacent frame retains a near-side vehicle-scale band in raw gray,not required for ownership; raw gray is primary in this recheck,VEHICLE_GROUND_MIXED_PLAUSIBLE,dependence on the five originally selected PV002 sequence frames,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV004,178,371,shared or holdout window,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.281,0.039799,0.999208,0.955580,969.247,806.618,163.673,76.002,555.600,-19.422,-19.422,17.142,72.858,77.427,1.719,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,FAR_RADIAL,76.002,1.000,-1.793186,0.123398,0.165946,-0.096970,98.500,2.592,matched far-side control for held-out frame,raw gray comparison only,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic band equally present one short-axis width on the far side when absent,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV003,178,371,shared or holdout window,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-3.468,0.060486,0.998169,0.998094,1154.478,942.439,165.997,75.121,388.161,0.071,0.071,3.538,86.462,2.041,1.532,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,16.664928,0.533324,3.157444,8.735662,29.500,0.785,held-out adjacent frame retains a near-side vehicle-scale band in raw gray,not required for ownership; raw gray is primary in this recheck,VEHICLE_GROUND_MIXED_PLAUSIBLE,dependence on the five originally selected PV002 sequence frames,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV003,178,371,shared or holdout window,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-3.468,0.060486,0.998169,0.998094,1154.570,867.318,165.997,75.121,463.282,0.071,0.071,3.538,86.462,76.443,1.532,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,FAR_RADIAL,75.121,1.000,-2.291149,-0.039511,-0.441950,-1.260913,102.500,2.729,matched far-side control for held-out frame,raw gray comparison only,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic band equally present one short-axis width on the far side when absent,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV002,178,371,shared or holdout window,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.252,0.039302,0.999227,0.878807,1312.651,1008.869,155.587,72.567,358.721,26.249,26.249,28.501,61.499,4.172,0.252,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,7.199577,0.268396,1.602905,4.392894,25.500,0.703,held-out adjacent frame retains a near-side vehicle-scale band in raw gray,not required for ownership; raw gray is primary in this recheck,VEHICLE_GROUND_MIXED_PLAUSIBLE,dependence on the five originally selected PV002 sequence frames,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C06,GM_RM017,GM_RM017:PV002,178,371,shared or holdout window,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.252,0.039302,0.999227,0.878807,1344.746,943.785,155.587,72.567,431.289,26.249,26.249,28.501,61.499,74.137,0.252,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,FAR_RADIAL,72.567,1.000,0.440315,-0.044462,-0.065168,-0.028385,88.500,2.439,matched far-side control for held-out frame,raw gray comparison only,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic band equally present one short-axis width on the far side when absent,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
