object_id,case_id,scene,sar_frame,object_type,source_operator,endpoint_1_xy,endpoint_2_xy,centroid_xy,length_px,width_px,axis_deg,axis_error_to_allowed_prior_deg,mean_response,peak_response,persistence_group,primary_object,parent_band_id,allowed_near_side_relation_fraction,support_fragment_count,attached_hotspot_count,background_crossing_flag,uncertainty_state,posthoc_gt_overlap_fraction,posthoc_nsb_overlap_fraction,runtime_gt_access,posthoc_audit_status,forbidden_conclusion,notes
ROAD_RC3_S0347_R023,ROAD_RC3,GM_RM017,347,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[350.161,708.982]","[332.958,706.264]","[341.560,707.623]",18.416,2.446,8.980,11.619,0.172201,0.527189,,false,ROAD_RC3_S0347_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_R024,ROAD_RC3,GM_RM017,347,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[311.823,722.640]","[227.276,728.992]","[269.550,725.816]",85.784,40.438,-4.296,1.657,0.144644,0.934569,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_R025,ROAD_RC3,GM_RM017,347,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[460.255,722.227]","[413.170,732.003]","[436.712,727.115]",49.089,17.699,-11.728,9.089,0.166682,0.888160,,false,ROAD_RC3_S0347_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_R026,ROAD_RC3,GM_RM017,347,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[362.050,748.143]","[330.160,746.272]","[346.105,747.207]",32.945,5.445,3.358,5.997,0.183430,0.990423,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_R027,ROAD_RC3,GM_RM017,347,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[468.007,742.092]","[434.979,744.732]","[451.493,743.412]",34.134,2.463,-4.570,1.931,0.164154,0.622836,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_R028,ROAD_RC3,GM_RM017,347,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[258.864,752.778]","[234.558,748.533]","[246.711,750.655]",25.674,3.735,9.907,12.546,0.204539,0.976024,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H029,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[355.879,748.000]","[360.121,748.000]","[358.000,748.000]",4.243,4.243,-2.639,0.000,0.990423,0.990423,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H030,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[419.879,675.000]","[424.121,675.000]","[422.000,675.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H031,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[405.879,692.000]","[410.121,692.000]","[408.000,692.000]",4.243,4.243,-2.639,0.000,0.995471,0.995471,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H032,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[384.879,716.000]","[389.121,716.000]","[387.000,716.000]",4.243,4.243,-2.639,0.000,0.936326,0.936326,,false,ROAD_RC3_S0347_B003,0.000000,0,0,false,PARENT_BAND_TEMPORALLY_UNSUPPORTED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H033,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[248.879,721.000]","[253.121,721.000]","[251.000,721.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H034,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[239.879,749.000]","[244.121,749.000]","[242.000,749.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H035,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[412.879,684.000]","[417.121,684.000]","[415.000,684.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H036,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[247.879,723.000]","[252.121,723.000]","[250.000,723.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H037,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[250.879,732.000]","[255.121,732.000]","[253.000,732.000]",4.243,4.243,-2.639,0.000,0.898734,0.898734,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H038,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[381.879,718.000]","[386.121,718.000]","[384.000,718.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,ROAD_RC3_S0347_B003,0.000000,0,0,false,PARENT_BAND_TEMPORALLY_UNSUPPORTED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H039,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[245.879,691.000]","[250.121,691.000]","[248.000,691.000]",4.243,4.243,-2.639,0.000,0.977119,0.977119,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H040,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[219.879,630.000]","[224.121,630.000]","[222.000,630.000]",4.243,4.243,-2.639,0.000,0.895807,0.895807,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H041,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[246.879,738.000]","[251.121,738.000]","[249.000,738.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H042,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[230.879,738.000]","[235.121,738.000]","[233.000,738.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H043,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[379.879,721.000]","[384.121,721.000]","[382.000,721.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,ROAD_RC3_S0347_B003,0.000000,0,0,false,PARENT_BAND_TEMPORALLY_UNSUPPORTED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H044,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[382.879,656.000]","[387.121,656.000]","[385.000,656.000]",4.243,4.243,-2.639,0.000,0.905661,0.905661,,false,ROAD_RC3_S0347_B001,0.000000,0,0,false,ATTACHED_TO_REJECTED_BAND,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H045,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[366.879,709.000]","[371.121,709.000]","[369.000,709.000]",4.243,4.243,-2.639,0.000,0.900318,0.900318,,false,ROAD_RC3_S0347_B003,0.000000,0,0,false,PARENT_BAND_TEMPORALLY_UNSUPPORTED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H046,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[417.879,627.000]","[422.121,627.000]","[420.000,627.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H047,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[253.879,727.000]","[258.121,727.000]","[256.000,727.000]",4.243,4.243,-2.639,0.000,0.934569,0.934569,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H048,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[255.879,724.000]","[260.121,724.000]","[258.000,724.000]",4.243,4.243,-2.639,0.000,0.853474,0.853474,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H049,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[231.879,736.000]","[236.121,736.000]","[234.000,736.000]",4.243,4.243,-2.639,0.000,0.917625,0.917625,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H050,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[309.879,625.000]","[314.121,625.000]","[312.000,625.000]",4.243,4.243,-2.639,0.000,0.860487,0.860487,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_H051,ROAD_RC3,GM_RM017,347,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[401.879,697.000]","[406.121,697.000]","[404.000,697.000]",4.243,4.243,-2.639,0.000,0.905561,0.905561,,false,ROAD_RC3_S0347_B003,0.000000,0,0,false,PARENT_BAND_TEMPORALLY_UNSUPPORTED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0347_B001,ROAD_RC3,GM_RM017,347,BAND_CENTERLINE,COLLINEAR_FRAGMENT_GRAPH,"[252.897,653.849]","[454.701,644.548]","[353.799,649.199]",202.018,59.959,-2.639,0.000,0.194078,1.000000,,false,,0.497537,14,1,false,INSUFFICIENT_ATTACHED_HOTSPOT_SUPPORT,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",assembled_from=14 fragments; near_side_relation=0.498; attached_hotspots=1; hotspot_density=0.0050
ROAD_RC3_S0347_B003,ROAD_RC3,GM_RM017,347,BAND_CENTERLINE,COLLINEAR_FRAGMENT_GRAPH,"[313.707,716.285]","[459.671,709.558]","[386.689,712.922]",146.119,44.328,-2.639,0.000,0.158348,0.888160,,false,,1.000000,3,5,false,TEMPORAL_SUPPORT_INSUFFICIENT,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",assembled_from=3 fragments; near_side_relation=1.000; attached_hotspots=5; hotspot_density=0.0342
ROAD_RC1_S0348_R001,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[685.634,748.571]","[568.685,796.464]","[627.159,772.517]",127.375,45.365,-22.270,19.631,0.121465,1.000000,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R002,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[782.512,749.517]","[764.786,755.348]","[773.649,752.433]",19.661,4.137,-18.209,15.570,0.146150,0.393934,,false,ROAD_RC1_S0348_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R003,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[746.998,752.902]","[730.985,753.216]","[738.991,753.059]",17.017,1.416,-1.125,1.514,0.223604,0.523915,,false,ROAD_RC1_S0348_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R004,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[757.435,748.660]","[623.733,830.126]","[690.584,789.393]",157.566,27.202,-31.354,28.715,0.141386,1.000000,,false,ROAD_RC1_S0348_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R005,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[782.000,764.000]","[795.000,764.000]","[788.500,764.000]",14.000,1.000,0.000,2.639,0.104806,0.453490,,false,ROAD_RC1_S0348_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R006,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[586.083,767.310]","[572.017,771.063]","[579.050,769.187]",15.558,2.275,-14.939,12.300,0.188774,0.486300,,false,,0.000000,0,0,false,STRUCTURE_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R007,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[800.998,770.121]","[785.002,769.885]","[793.000,770.003]",16.998,3.072,0.844,3.483,0.234182,0.846806,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R008,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[739.119,783.060]","[720.046,780.635]","[729.583,781.848]",20.227,6.490,7.245,9.884,0.095896,0.552109,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R009,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[807.232,784.843]","[757.155,787.240]","[782.193,786.041]",51.134,17.096,-2.740,0.101,0.169371,1.000000,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R010,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[657.845,791.159]","[624.445,786.683]","[641.145,788.921]",34.699,8.124,7.632,10.271,0.101348,0.573685,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R011,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[739.003,801.872]","[692.042,800.920]","[715.522,801.396]",47.970,1.925,1.161,3.800,0.130451,0.542787,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R012,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[738.968,809.472]","[713.818,811.000]","[726.393,810.236]",26.197,5.924,-3.477,0.838,0.082207,0.391623,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R013,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[622.931,809.858]","[600.951,811.193]","[611.941,810.525]",23.020,3.312,-3.477,0.838,0.144517,0.441407,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R014,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[588.582,816.647]","[557.239,823.539]","[572.910,820.093]",33.092,14.485,-12.401,9.762,0.089345,0.632260,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R015,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[766.987,818.152]","[743.073,816.138]","[755.030,817.145]",24.999,3.172,4.814,7.453,0.079164,0.363015,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R016,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[618.958,816.615]","[588.990,819.907]","[603.974,818.261]",31.148,2.158,-6.269,3.630,0.095547,0.449198,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R017,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[795.022,826.766]","[762.122,823.693]","[778.572,825.230]",34.043,3.314,5.335,7.974,0.152792,0.665313,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R018,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[616.000,824.996]","[599.947,826.391]","[607.973,825.693]",17.113,2.928,-4.968,2.329,0.067576,0.356229,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R019,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[699.959,827.545]","[664.970,830.669]","[682.465,829.107]",36.128,2.224,-5.103,2.464,0.110833,0.392903,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R020,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[621.021,832.823]","[607.004,833.176]","[614.013,833.000]",15.021,1.776,-1.441,1.198,0.104061,0.458886,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R021,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[747.022,837.315]","[704.017,837.059]","[725.520,837.187]",44.005,8.970,0.340,2.979,0.046029,0.315447,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R022,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[617.924,842.751]","[587.828,839.704]","[602.876,841.227]",31.250,7.243,5.782,8.421,0.084924,0.339792,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R023,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[656.910,848.786]","[622.023,844.796]","[639.467,846.791]",36.114,5.854,6.525,9.164,0.103726,0.416803,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0348_R024,ROAD_RC1,GM_RM017,348,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[743.770,858.641]","[722.127,850.864]","[732.948,854.753]",23.998,6.819,19.767,22.406,0.093767,0.456049,,false,ROAD_RC1_S0348_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
