scene,frame_index,runtime_observation_cluster_id,runtime_local_subject_id,observation_ids,detector_sources,source_tracker_ids,cluster_bbox,consensus_bbox,source_support_count,mutual_iou_min,union_expansion_ratio,color_distance_max,temporal_support_previous,temporal_support_next,multiple_motion_subject_risk,partial_subject_risk,possible_non_vehicle_risk,baseline_b_selected_observation_id,final_selected_observation_id,cluster_quality_evidence,notes
GM_RM019,105,GM_RM019:RC00220,GM_RM019:RS0085,GM_RM019:YOLO11l:GM_RM019_000105_002,YOLO11l,,"[572.346,323.277,599.909,344.909]","[572.346,323.277,599.909,344.909]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,false,true,GM_RM019:YOLO11l:GM_RM019_000105_002,,"{""vehicle_likeness"":0.476244,""track_median_vehicle_likeness"":0.476244,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,106,GM_RM019:RC00221,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000106_001;GM_RM019:YOLO26l:GM_RM019_000106_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.649,265.55,252.69,593.012]","[0.898,267.39,252.591,592.347]",2,0.982077,1.000792,0.000218,0.989829,0.988883,false,true,false,GM_RM019:YOLO26l:GM_RM019_000106_001,GM_RM019:YOLO26l:GM_RM019_000106_001,"{""vehicle_likeness"":0.974256,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,106,GM_RM019:RC00222,GM_RM019:RS0087,GM_RM019:YOLO11l:GM_RM019_000106_002,YOLO11l,,"[577.211,319.98,602.045,343.161]","[577.211,319.98,602.045,343.161]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,false,true,GM_RM019:YOLO11l:GM_RM019_000106_002,,"{""vehicle_likeness"":0.454052,""track_median_vehicle_likeness"":0.454052,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,106,GM_RM019:RC00223,GM_RM019:RS0086,GM_RM019:YOLO26l:GM_RM019_000106_002,YOLO26l,,"[442.771,324.271,488.538,359.312]","[442.771,324.271,488.538,359.312]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,false,true,GM_RM019:YOLO26l:GM_RM019_000106_002,,"{""vehicle_likeness"":0.582884,""track_median_vehicle_likeness"":0.582884,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,107,GM_RM019:RC00224,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000107_001;GM_RM019:YOLO26l:GM_RM019_000107_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.649,266.22,279.006,596.091]","[0.941,267.208,278.996,595.101]",2,0.985759,1.002081,0.000724,0.988883,0.988874,false,true,false,GM_RM019:YOLO26l:GM_RM019_000107_001,GM_RM019:YOLO26l:GM_RM019_000107_001,"{""vehicle_likeness"":0.969509,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,108,GM_RM019:RC00225,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000108_001;GM_RM019:YOLO26l:GM_RM019_000108_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.849,265.689,308.175,596.424]","[1.199,266.225,307.851,595.423]",2,0.986349,1.005474,0.000978,0.988874,0.988830,false,true,false,GM_RM019:YOLO26l:GM_RM019_000108_001,GM_RM019:YOLO26l:GM_RM019_000108_001,"{""vehicle_likeness"":0.963558,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,109,GM_RM019:RC00226,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000109_001;GM_RM019:YOLO26l:GM_RM019_000109_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.832,268.152,337.538,597.21]","[1.269,269.784,337.475,596.047]",2,0.980197,1.007633,0.001621,0.988830,0.988970,false,true,false,GM_RM019:YOLO26l:GM_RM019_000109_001,GM_RM019:YOLO26l:GM_RM019_000109_001,"{""vehicle_likeness"":0.966211,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,110,GM_RM019:RC00227,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000110_001;GM_RM019:YOLO26l:GM_RM019_000110_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.876,274.108,367.803,597.53]","[1.295,274.851,367.484,596.346]",2,0.983956,1.003944,0.001298,0.988970,0.989720,false,true,false,GM_RM019:YOLO26l:GM_RM019_000110_001,GM_RM019:YOLO26l:GM_RM019_000110_001,"{""vehicle_likeness"":0.965842,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,111,GM_RM019:RC00228,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000111_001;GM_RM019:YOLO26l:GM_RM019_000111_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[1.481,278.179,397.886,597.19]","[1.663,278.933,396.633,596.094]",2,0.981191,1.007089,0.001947,0.989720,0.989303,false,true,false,GM_RM019:YOLO26l:GM_RM019_000111_001,GM_RM019:YOLO26l:GM_RM019_000111_001,"{""vehicle_likeness"":0.96131,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,112,GM_RM019:RC00229,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000112_001;GM_RM019:YOLO26l:GM_RM019_000112_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.81,279.256,435.45,597.353]","[1.218,280.478,431.132,596.358]",2,0.965116,1.014569,0.004494,0.989303,0.992039,false,true,false,GM_RM019:YOLO26l:GM_RM019_000112_001,GM_RM019:YOLO26l:GM_RM019_000112_001,"{""vehicle_likeness"":0.965222,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,113,GM_RM019:RC00230,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000113_001;GM_RM019:YOLO26l:GM_RM019_000113_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.849,284.501,465.0,596.734]","[1.184,286.508,455.661,595.68]",2,0.940908,1.006978,0.007631,0.992039,0.990172,false,true,false,GM_RM019:YOLO26l:GM_RM019_000113_001,GM_RM019:YOLO26l:GM_RM019_000113_001,"{""vehicle_likeness"":0.971152,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,114,GM_RM019:RC00231,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000114_001;GM_RM019:YOLO26l:GM_RM019_000114_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.836,280.541,497.995,596.7]","[1.494,281.428,487.575,595.594]",2,0.944588,1.013049,0.006882,0.990172,0.992140,false,true,false,GM_RM019:YOLO26l:GM_RM019_000114_001,GM_RM019:YOLO26l:GM_RM019_000114_001,"{""vehicle_likeness"":0.970804,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,115,GM_RM019:RC00232,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000115_001;GM_RM019:YOLO26l:GM_RM019_000115_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[1.528,285.948,535.811,596.481]","[2.201,287.139,511.101,595.132]",2,0.893279,1.017022,0.005514,0.992140,0.993578,false,true,false,GM_RM019:YOLO26l:GM_RM019_000115_001,GM_RM019:YOLO26l:GM_RM019_000115_001,"{""vehicle_likeness"":0.969285,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,116,GM_RM019:RC00233,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000116_001;GM_RM019:YOLO26l:GM_RM019_000116_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[2.763,280.151,570.839,596.159]","[4.399,280.963,530.503,595.019]",2,0.846103,1.018838,0.001816,0.993578,0.987372,false,true,false,GM_RM019:YOLO26l:GM_RM019_000116_001,GM_RM019:YOLO26l:GM_RM019_000116_001,"{""vehicle_likeness"":0.954517,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,117,GM_RM019:RC00234,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000117_001;GM_RM019:YOLO11l:GM_RM019_000117_002;GM_RM019:YOLO26l:GM_RM019_000117_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[2.109,280.103,624.786,594.115]","[2.477,280.335,563.18,564.435]",2,0.401495,1.017745,0.022527,0.987372,0.983288,false,true,false,GM_RM019:YOLO26l:GM_RM019_000117_001,GM_RM019:YOLO26l:GM_RM019_000117_001,"{""vehicle_likeness"":0.94746,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,118,GM_RM019:RC00235,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000118_001;GM_RM019:YOLO26l:GM_RM019_000118_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[1.541,273.509,657.958,594.558]","[54.429,274.567,568.293,591.171]",2,0.560663,1.217754,0.010538,0.983288,0.990911,false,true,false,GM_RM019:YOLO26l:GM_RM019_000118_001,GM_RM019:YOLO26l:GM_RM019_000118_001,"{""vehicle_likeness"":0.935858,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,118,GM_RM019:RC00236,GM_RM019:RS0088,GM_RM019:YOLO11l:GM_RM019_000118_002,YOLO11l,,"[0.304,276.17,676.491,422.055]","[0.304,276.17,676.491,422.055]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,true,false,GM_RM019:YOLO11l:GM_RM019_000118_002,GM_RM019:YOLO11l:GM_RM019_000118_002,"{""vehicle_likeness"":0.565766,""track_median_vehicle_likeness"":0.565766,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,119,GM_RM019:RC00237,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000119_001;GM_RM019:YOLO26l:GM_RM019_000119_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[2.888,262.29,699.273,594.518]","[64.624,266.436,586.502,593.362]",2,0.498539,1.264483,0.018865,0.990911,0.975933,false,true,false,GM_RM019:YOLO26l:GM_RM019_000119_001,GM_RM019:YOLO26l:GM_RM019_000119_001,"{""vehicle_likeness"":0.942048,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,120,GM_RM019:RC00238,GM_RM019:RS0089,GM_RM019:YOLO11l:GM_RM019_000120_001,YOLO11l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077,"[221.502,263.755,750.016,594.07]","[221.502,263.755,750.016,594.07]",1,1.000000,1.000000,0.000000,0.000000,0.936117,false,false,false,GM_RM019:YOLO11l:GM_RM019_000120_001,GM_RM019:YOLO11l:GM_RM019_000120_001,"{""vehicle_likeness"":0.761919,""track_median_vehicle_likeness"":0.700189,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,120,GM_RM019:RC00239,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000120_002;GM_RM019:YOLO26l:GM_RM019_000120_001,YOLO11l;YOLO26l,YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[0.0,262.847,611.198,594.238]","[4.252,270.495,572.172,534.434]",2,0.421167,1.162963,0.012100,0.975933,0.982032,false,true,false,GM_RM019:YOLO26l:GM_RM019_000120_001,GM_RM019:YOLO26l:GM_RM019_000120_001,"{""vehicle_likeness"":0.94316,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,121,GM_RM019:RC00240,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000121_001;GM_RM019:YOLO26l:GM_RM019_000121_001,YOLO11l;YOLO26l,YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[1.394,260.341,676.295,595.654]","[9.232,262.68,629.644,535.42]",2,0.441408,1.153365,0.013764,0.982032,0.987146,false,true,false,GM_RM019:YOLO26l:GM_RM019_000121_001,GM_RM019:YOLO26l:GM_RM019_000121_001,"{""vehicle_likeness"":0.941727,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,121,GM_RM019:RC00241,GM_RM019:RS0089,GM_RM019:YOLO11l:GM_RM019_000121_002,YOLO11l,YOLO11l:botsort:bs_0066,"[228.579,261.679,795.545,594.23]","[228.579,261.679,795.545,594.23]",1,1.000000,1.000000,0.000000,0.936117,0.000000,false,false,false,GM_RM019:YOLO11l:GM_RM019_000121_002,GM_RM019:YOLO11l:GM_RM019_000121_002,"{""vehicle_likeness"":0.638459,""track_median_vehicle_likeness"":0.700189,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,122,GM_RM019:RC00242,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000122_001;GM_RM019:YOLO26l:GM_RM019_000122_001,YOLO11l;YOLO26l,YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[20.373,256.125,705.151,596.575]","[29.25,261.647,655.602,534.728]",2,0.429013,1.181613,0.008226,0.987146,0.973455,false,false,false,GM_RM019:YOLO26l:GM_RM019_000122_001,GM_RM019:YOLO26l:GM_RM019_000122_001,"{""vehicle_likeness"":0.92623,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,123,GM_RM019:RC00243,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000123_001;GM_RM019:YOLO26l:GM_RM019_000123_001,YOLO11l;YOLO26l,YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[66.471,260.374,758.398,595.885]","[75.141,262.514,710.41,527.057]",2,0.437117,1.168832,0.017634,0.973455,0.970888,false,false,false,GM_RM019:YOLO26l:GM_RM019_000123_001,GM_RM019:YOLO26l:GM_RM019_000123_001,"{""vehicle_likeness"":0.815008,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,124,GM_RM019:RC00244,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000124_001;GM_RM019:YOLO26l:GM_RM019_000124_001;GM_RM019:YOLO26l:GM_RM019_000124_002;GM_RM019:YOLO26l:GM_RM019_000124_003,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0078;YOLO11l:bytetrack:bt_0090;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[85.372,258.183,786.084,597.686]","[146.628,262.508,746.855,565.87]",2,0.440738,1.194801,0.024752,0.970888,0.969921,false,true,false,GM_RM019:YOLO26l:GM_RM019_000124_001,GM_RM019:YOLO26l:GM_RM019_000124_001,"{""vehicle_likeness"":0.898596,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,125,GM_RM019:RC00245,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000125_001;GM_RM019:YOLO11l:GM_RM019_000125_002;GM_RM019:YOLO26l:GM_RM019_000125_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:botsort:bs_0078;YOLO11l:bytetrack:bt_0077;YOLO11l:bytetrack:bt_0090;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[130.576,262.743,800.0,598.132]","[214.982,263.146,796.742,553.28]",2,0.440125,1.201285,0.037557,0.969921,0.995553,false,true,false,GM_RM019:YOLO26l:GM_RM019_000125_001,GM_RM019:YOLO26l:GM_RM019_000125_001,"{""vehicle_likeness"":0.899921,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,126,GM_RM019:RC00246,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000126_001;GM_RM019:YOLO11l:GM_RM019_000126_002;GM_RM019:YOLO26l:GM_RM019_000126_001;GM_RM019:YOLO26l:GM_RM019_000126_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:botsort:bs_0078;YOLO11l:bytetrack:bt_0077;YOLO11l:bytetrack:bt_0090;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[164.226,258.631,800.0,598.233]","[213.413,260.112,787.862,566.308]",2,0.478189,1.096887,0.025938,0.995553,0.988992,false,true,false,GM_RM019:YOLO26l:GM_RM019_000126_001,GM_RM019:YOLO26l:GM_RM019_000126_001,"{""vehicle_likeness"":0.89727,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,127,GM_RM019:RC00247,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000127_001;GM_RM019:YOLO11l:GM_RM019_000127_002;GM_RM019:YOLO26l:GM_RM019_000127_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:botsort:bs_0078;YOLO11l:bytetrack:bt_0077;YOLO11l:bytetrack:bt_0090;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[211.361,258.176,797.022,598.347]","[242.177,259.481,794.467,561.983]",2,0.498034,1.055119,0.031987,0.988992,0.989877,false,true,false,GM_RM019:YOLO26l:GM_RM019_000127_001,GM_RM019:YOLO26l:GM_RM019_000127_001,"{""vehicle_likeness"":0.909449,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,128,GM_RM019:RC00248,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000128_001;GM_RM019:YOLO26l:GM_RM019_000128_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[250.116,256.604,795.926,598.362]","[264.108,258.168,795.472,596.271]",2,0.928633,1.014493,0.009223,0.989877,0.988351,false,true,false,GM_RM019:YOLO26l:GM_RM019_000128_001,GM_RM019:YOLO26l:GM_RM019_000128_001,"{""vehicle_likeness"":0.941001,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,129,GM_RM019:RC00249,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000129_001;GM_RM019:YOLO26l:GM_RM019_000129_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[287.1,255.956,798.714,598.327]","[298.369,257.356,797.869,596.343]",2,0.935487,1.012069,0.006495,0.988351,0.990626,false,true,false,GM_RM019:YOLO26l:GM_RM019_000129_001,GM_RM019:YOLO26l:GM_RM019_000129_001,"{""vehicle_likeness"":0.952725,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,130,GM_RM019:RC00250,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000130_001;GM_RM019:YOLO26l:GM_RM019_000130_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[328.152,258.454,798.986,597.726]","[330.683,259.13,797.886,596.227]",2,0.972203,1.013340,0.001627,0.990626,0.987636,false,true,false,GM_RM019:YOLO26l:GM_RM019_000130_001,GM_RM019:YOLO26l:GM_RM019_000130_001,"{""vehicle_likeness"":0.950679,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,131,GM_RM019:RC00251,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000131_001;GM_RM019:YOLO26l:GM_RM019_000131_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[370.022,258.301,798.882,597.619]","[372.028,259.714,798.306,595.991]",2,0.970584,1.009914,0.001863,0.987636,0.986766,false,true,false,GM_RM019:YOLO26l:GM_RM019_000131_001,GM_RM019:YOLO26l:GM_RM019_000131_001,"{""vehicle_likeness"":0.956705,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,132,GM_RM019:RC00252,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000132_001;GM_RM019:YOLO26l:GM_RM019_000132_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[410.093,270.626,798.995,597.517]","[410.996,272.189,798.817,596.314]",2,0.977811,1.007598,0.001575,0.986766,0.984628,false,true,false,GM_RM019:YOLO26l:GM_RM019_000132_001,GM_RM019:YOLO26l:GM_RM019_000132_001,"{""vehicle_likeness"":0.948146,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,133,GM_RM019:RC00253,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000133_001;GM_RM019:YOLO26l:GM_RM019_000133_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[451.001,284.589,799.091,597.291]","[451.056,285.412,798.973,596.06]",2,0.985780,1.005750,0.000566,0.984628,0.985719,false,true,false,GM_RM019:YOLO26l:GM_RM019_000133_001,GM_RM019:YOLO26l:GM_RM019_000133_001,"{""vehicle_likeness"":0.94278,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM019,134,GM_RM019:RC00254,GM_RM019:RS0082,GM_RM019:YOLO11l:GM_RM019_000134_001;GM_RM019:YOLO26l:GM_RM019_000134_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0066;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0065;YOLO26l:bytetrack:bt_0068,"[489.274,294.119,799.242,596.738]","[489.35,295.369,799.066,595.794]",2,0.983988,1.007055,0.000762,0.985719,0.985316,false,true,false,GM_RM019:YOLO26l:GM_RM019_000134_001,GM_RM019:YOLO26l:GM_RM019_000134_001,"{""vehicle_likeness"":0.947837,""track_median_vehicle_likeness"":0.948057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
